ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
0,180,0,12,0,180,180,12,0,0,j,abs,resp,freq_top,0,29,29,2,,,,,,,,,,,,594.7883332168085,595.0878602313105,595.0878733804866,0.8264895655211175,595.9198612216678,595.9198737294209,782.3026186745237,782.3026186745237,597.0857977348787,f,0,597.0863140805877,783.4432985061894,597.5854590634071,597.5854680433322,597.5857098598945,1.1215489687310765,None,783.9428690733293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,freq_top,0,30,30,20,,,,,,,,,,,,597.5862226777754,598.1679618070948,598.167977842676,0.9588582182493299,599.1333823594505,599.1333951879151,785.516528194079,785.516528194079,600.63383552497,f,1,600.6343813761487,786.9985766818272,601.1395839600573,601.1395945435415,625.2365626641649,1.4592929420787186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,0,31,31,11,,,,,,,,,,,,625.2371505285655,625.2380850822274,625.2380963071346,0.8200828877505627,626.0602322080422,626.0602443950838,812.4433491786249,812.4433491786249,627.9433456507977,j,0,627.9438578272557,814.3084036707369,628.4494109489669,628.4494212117388,628.4499141454999,1.8431546050460383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
180,270,180,12,180,0,12,180,0,180,j,present,resp,freq_top,0,32,32,33,,,,,,,,,,,,628.450447809636,628.725568028387,628.7255808568516,0.9774546944366512,629.7074975321248,629.7075100398779,816.0902059161026,816.0902059161026,631.5479986632745,j,1,631.5485454765876,,631.5492853582964,631.5492943382214,631.5498668084647,1.7961610519905662,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
180,0,90,180,12,0,180,180,12,180,j,present,resp,freq_top,0,33,33,41,,,,,,,,,,,,631.5503597422248,631.5511304122492,631.5511406750211,0.7980005417627305,632.3469949000446,632.3470077285092,818.7295990527455,818.7295990527455,634.129402328238,j,1,634.1299087318876,,634.1299446515886,634.1299529900907,634.1306396336704,1.7333756587368043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
0,270,0,0,12,0,0,12,0,0,j,present,resp,freq_top,0,34,34,40,,,,,,,,,,,,634.1310985720002,634.7620114519705,634.7620249218589,0.820209612391297,635.5858285231943,635.5858413516589,821.968488479717,821.968488479717,636.6521132009393,j,1,636.6526090211055,,636.6526462236534,636.6526545621555,636.6531138211958,1.0217848841994055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
180,180,90,180,12,180,12,0,0,180,j,present,resp,freq_top,0,35,35,39,,,,,,,,,,,,636.6535798151808,637.48449070674,637.4845041766275,0.7637311827411267,638.2503555088315,638.2503676958731,824.632849016024,824.632849016024,639.533023996285,j,1,639.5335220614324,,639.5335592639804,639.5335676024824,639.534192028007,1.2371501138004533,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,freq_top,0,36,36,15,,,,,,,,,,,,639.5346795096712,640.3404587972163,640.3404719463924,0.8430597296164043,641.1888754118745,641.1888879196276,827.5719927031687,827.5719927031687,642.2559981090844,f,1,642.2565195861798,,642.2565555058809,642.256563844383,642.2569031572775,1.0177330135848024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
180,180,0,168,180,180,180,180,168,180,f,abs,resp,freq_top,0,37,37,10,,,,,,,,,,,,642.2573560020865,642.9127706084482,642.9127843990473,0.9743319546873972,643.8871508813481,643.8871630683898,830.2696678004886,830.2696678004886,644.9538175266334,f,1,644.954327458111,,644.9543633778121,644.9543720370257,644.9548207125827,1.023776824075867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
0,180,0,0,180,168,180,0,0,168,f,abs,resp,freq_top,0,38,38,16,,,,,,,,,,,,644.9553101185165,645.8024798063934,645.8024929555695,1.0335145846429499,646.8427634309219,646.842775938675,833.2254544964726,833.2254544964726,648.4096811934069,f,1,648.4101949734231,,648.4102312138357,648.4102392316263,648.4107154883832,1.5237309623134934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
0,180,0,12,0,12,0,180,180,180,j,abs,resp,freq_top,0,39,39,0,,,,,,,,,,,,648.4112007250651,649.1242215527191,649.1242347018961,0.8444174089182288,649.9728649104927,649.9728774182458,836.3560825845252,836.3560825845252,651.5233587101748,j,1,651.5239347082461,,651.5239783250263,651.5239873049513,651.5247220552747,1.5128517827197356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
90,0,180,168,180,180,0,168,0,0,f,present,resp,freq_top,0,40,40,46,,,,,,,,,,,,651.525253153718,652.4214930023936,652.4215064722812,0.7109640086920138,653.1375913787588,653.1376042072234,839.5200159329534,839.5200159329534,654.2207435634782,f,1,654.2213064123725,,654.2213423320745,654.2213506705766,654.2216903041826,1.0371581957333547,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
0,180,0,12,0,180,180,180,0,12,j,abs,resp,freq_top,0,41,41,4,,,,,,,,,,,,654.2221947835615,654.8775638488733,654.8775766773379,0.8687381867638394,655.7518609291792,655.7518737576438,842.134452574127,842.134452574127,657.5838080399844,j,1,657.5843154057675,,657.584351646181,657.5843596639716,657.5848096223754,1.7830670379453295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
180,270,0,0,168,0,0,168,180,0,f,present,resp,freq_top,0,42,42,45,,,,,,,,,,,,657.5852887655365,658.3251967726155,658.3252096010801,0.9215951934730733,659.2490117271418,659.2490242348949,845.6314423748563,845.6314423748563,661.3645881774155,f,1,661.3651327457474,,661.3651693068723,661.3651779660859,661.3656320937407,2.077794603044822,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
0,180,0,0,180,0,180,168,0,168,f,abs,resp,freq_top,0,43,43,14,,,,,,,,,,,,661.366127272483,662.3879067986381,662.3879199478142,0.9109679472083585,663.3036507245197,663.3036629115613,849.6862850241141,849.6862850241141,665.4194305059618,f,1,665.4199474930938,,665.4199837335073,665.4199920720093,665.4204510103382,2.0707706978419083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
90,0,0,12,0,180,180,180,0,12,j,present,resp,freq_top,0,44,44,36,,,,,,,,,,,,665.4209426612524,666.1432942727961,666.1433077426846,0.9088152663970179,667.0587325605038,667.0587447475455,853.4413925170275,853.4413925170275,668.6920655303647,j,1,668.6925914974217,,668.6926274171237,668.6926357556258,668.6928820621506,1.59493856343488,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
180,180,180,-168,180,180,12,180,0,180,None,abs,inhibit,freq_top,0,45,45,22,,,,,,,,,,,,668.6933820515669,669.3322306198779,669.3322434483434,1.0215657099837419,670.3559440371055,670.3559568655701,856.7385504347885,856.7385504347885,672.6046927807174,f,0,672.6052812865419,858.9699666395773,673.1109719935375,673.1109822563094,673.1114639651632,2.201559783126868,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,0,46,46,26,,,,,,,,,,,,673.1119854422586,673.1128587400017,673.112869323485,1.0799558851274982,674.1946126220555,674.1946248090971,860.5769117780055,860.5769117780055,677.2077755890996,None,1,677.2081511424076,,677.2088916655393,677.2089016075997,677.2107995789702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,freq_top,0,47,47,1,,,,,,,,,,,,677.2118075755934,678.1248822186581,678.1248956885456,0.736024131943279,678.8653845043691,678.8653976535461,865.2479039892032,865.2479039892032,680.0652474963654,j,1,680.0657503721859,,680.0657866125994,680.0657952718129,680.0662593415282,1.1637991969182622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2,35,f,2024-02-06_14h57.08.086,eye_track_exp,2023.1.3,120.09004637110216,
