ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
0,180,0,180,168,180,12,180,0,180,None,abs,inhibit,freq_top,0,9,9,28,,,,,,,,,,,,99.96759326965275,99.96836169716062,99.96837195996522,0.8883969894316988,100.85797208260556,100.85798555253677,395.6662458916717,395.6662458916717,102.48270268398028,f,0,102.48321678635693,397.26485412705915,102.98136884007272,102.98137878216403,102.98174503600967,1.5828608500423798,None,397.7644317485001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,0,180,0,168,180,0,180,12,180,None,abs,inhibit,freq_top,0,10,10,30,,,,,,,,,,,,102.98230307601898,102.9830727863773,102.98308336989521,0.9565068242899027,103.93819065469052,103.93820380390844,398.7469208378561,398.7469208378561,105.85411968226344,f,0,105.85464597172086,400.63696675107894,106.35299879155536,106.3530080922219,106.35327364229488,1.8779754983997918,None,401.13653154401345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,270,0,0,12,0,180,180,180,12,j,present,resp,freq_top,0,11,11,42,,,,,,,,,,,,106.3538278337528,106.39472094151006,106.39473280787752,0.8136169348238322,107.210656575764,107.21066972498284,402.01910549393597,402.01910549393597,108.8101121339705,j,1,108.81062270850816,,108.81138568390088,108.8113953052798,108.81195494885287,1.5497498347167493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,12,180,12,180,90,180,180,0,180,j,present,resp,freq_top,0,12,12,37,,,,,,,,,,,,108.81247322049421,109.14267351195758,109.14268762331449,0.9799268109607151,110.12442945219755,110.12444324284115,404.9332706019395,404.9332706019395,111.40785797304488,j,1,111.40839163889268,,111.4084301244111,111.40843878365285,111.40889740274088,1.2435802213421994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,180,180,-168,180,180,12,180,0,180,None,abs,inhibit,freq_top,0,13,13,22,,,,,,,,,,,,111.40941663652029,111.59135307383895,111.59136590234448,0.9263100968756568,112.52263461592793,112.52264808585915,407.3312349104699,407.3312349104699,115.53627003491965,None,1,115.53668952706448,,115.53672929543336,115.5367382753875,115.53798231975361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,180,0,0,180,0,180,168,0,168,f,abs,resp,freq_top,0,14,14,14,,,,,,,,,,,,115.5384983464055,116.02855497143082,116.02856812064965,1.0736084810018083,117.10221496984013,117.10222811905896,411.91061321541383,411.91061321541383,119.08452253583619,j,0,119.085024451133,413.8755971669534,119.59084602714029,119.59085757279536,119.59133447250497,1.945401163621682,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,freq_top,0,15,15,1,,,,,,,,,,,,119.59188417398582,119.7831863827978,119.78319889059094,0.849382302128068,120.63253129514032,120.63254444435916,415.4409160707828,415.4409160707828,121.68297554630226,j,1,121.68348580012662,,121.6842394748528,121.68424909623172,121.68480553267818,1.0071216715286937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,168,0,180,0,180,180,180,168,180,f,abs,resp,freq_top,0,16,16,12,,,,,,,,,,,,121.68531771077869,121.87352857036603,121.87354171958486,0.9657704155485445,122.83845511434083,122.83846794284636,417.6473533509343,417.6473533509343,124.93754217371315,f,1,124.9380460132852,,124.93808578165408,124.93809444089584,124.93854215575357,2.049137594270178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
12,0,0,12,0,0,90,180,180,0,j,present,resp,freq_top,0,17,17,38,,,,,,,,,,,,124.93904342962469,125.12088108744683,125.12089359523998,0.806481873773686,125.92809590334491,125.92810969398943,420.73637933379086,420.73637933379086,127.17824952470437,j,1,127.17877068275902,,127.17881077184029,127.17881943108205,127.17928799226229,1.2152779714797362,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
90,0,0,12,0,180,180,180,0,12,j,present,resp,freq_top,0,18,18,36,,,,,,,,,,,,127.17979728394857,127.38581539266761,127.38582918331213,0.9220610517439948,128.30941426324625,128.30942741246508,423.1176627360128,423.1176627360128,129.88416725036404,j,1,129.8846601857058,,129.88469963336138,129.88470797189075,129.88517364665677,1.5381724287944962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
90,0,0,12,0,12,180,180,180,0,j,present,resp,freq_top,0,19,19,32,,,,,,,,,,,,129.8856675441366,130.07533732556476,130.0753501540703,0.789279107561737,130.8654142196292,130.86542704813564,425.67379931598407,425.67379931598407,131.94889860862077,j,1,131.94946691143468,,131.9495057176655,131.94951405619395,131.94997620312188,1.0457415680284612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,freq_top,0,20,20,13,,,,,,,,,,,,131.95046144135995,132.12283422748078,132.1228470559863,1.0025302792241908,133.12983089463432,133.12984404385315,427.93852932724803,427.93852932724803,134.93778719817783,j,0,134.9383000177031,429.7286540074974,135.4438993398453,135.44391088550037,135.44498912142717,1.7732618563104552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,180,0,12,0,12,0,180,180,180,j,abs,resp,freq_top,0,21,21,0,,,,,,,,,,,,135.44553337079287,135.63689651500863,135.63690902280177,0.9620186459904864,136.6019122170992,136.60192568703042,431.4105477900339,431.4105477900339,137.9012654038288,j,1,137.90180035252797,,137.9025591586551,137.90256878003493,137.90314413852775,1.2604917200460477,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,270,0,0,0,0,0,168,0,168,f,present,resp,freq_top,0,22,22,43,,,,,,,,,,,,137.90366337230626,138.06844456930867,138.06846605705596,0.7824290250919933,138.85022879640383,138.85024162491027,433.6586135720463,433.6586135720463,140.78247343857856,j,0,140.78298561667907,435.57364075565056,141.2888982750792,141.28890982073426,141.29034789625348,1.8926567613407315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,270,180,12,180,0,12,180,0,180,j,present,resp,freq_top,0,23,23,33,,,,,,,,,,,,141.29088252423935,141.5401949163197,141.54020742411285,0.832402455570913,142.37245386227823,142.37246701149706,437.18058302993995,437.18058302993995,144.13827718296307,j,1,144.13879128533972,,144.13955426073153,144.13956356139897,144.14014148559272,1.7300576932029799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,0,168,0,0,0,0,0,180,168,f,abs,resp,freq_top,0,24,24,19,,,,,,,,,,,,144.1406440423134,144.16288193669425,144.16289284092454,0.8923961814157219,145.06151172397222,145.0615258353282,439.8699625664203,439.8699625664203,146.9692770110605,j,0,146.96979945196654,441.75999084044724,147.47523585208273,147.47524707702541,147.4759119143464,1.87283222964561,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,180,180,180,12,0,180,12,0,0,j,abs,resp,freq_top,0,25,25,8,,,,,,,,,,,,147.47644493876942,147.4773115043481,147.47732176715272,0.891106701349392,148.36688532855078,148.3668984777696,443.17543687477155,443.17543687477155,150.83250268757183,j,1,150.83300780999434,,150.83393691453966,150.83394685663097,150.83455172068807,2.4231866812651788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,0,180,0,168,0,0,0,180,168,f,abs,resp,freq_top,0,26,26,17,,,,,,,,,,,,150.83504433531652,151.01488844331197,151.01490063039273,0.8372678565174185,151.85524762865043,151.85526077786926,446.66411122827867,446.66411122827867,153.37213635675562,j,0,153.37264757271896,448.1628261326932,153.8780717857535,153.87808333140947,153.87874432017907,1.4787139072032005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,0,27,27,26,,,,,,,,,,,,153.87927606175163,153.9456385645417,153.94565075162245,0.7931524827233405,154.74496256641942,154.74497571563825,449.55329955587786,449.55329955587786,157.24401197412772,j,0,157.24455494064296,452.0261775285635,157.74245619706653,157.74246517702068,157.74290519477563,2.4608280834718244,None,452.525742321498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
90,0,0,12,0,0,0,12,0,0,j,present,resp,freq_top,0,28,28,34,,,,,,,,,,,,157.74346419692301,157.8843211924359,157.88433402094142,0.8373895041506704,158.72499948685982,158.72501263607865,453.53320979482123,453.53320979482123,159.9581643177671,f,0,159.9586594980974,454.74051171627525,160.4565498502916,160.4565597923838,160.45681058967511,1.1846527998977763,None,455.24008003704876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
90,0,180,168,180,180,0,168,0,0,f,present,resp,freq_top,0,29,29,46,,,,,,,,,,,,160.4573657432711,160.79811683946718,160.79812934726033,0.8187135622620694,161.62214341243453,161.62215656165245,456.4307334441719,456.4307334441719,162.60580214082165,j,0,162.60630309397948,457.3882409424341,163.10448689824716,163.10449651962608,163.1048954861617,0.9433001750576295,None,457.88780701821906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,168,180,90,0,180,0,168,0,0,f,present,resp,freq_top,0,30,30,48,,,,,,,,,,,,163.10544582906823,163.33734769356306,163.33736116349428,0.9768114222217399,164.3202707071332,164.32028385635203,459.12840981688623,459.12840981688623,165.5363389881386,j,0,165.53686367403316,460.3190587340323,166.0346392110987,166.03464787033954,196.92526914205519,1.1739021911853342,None,460.81862128197827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,270,180,12,180,180,180,180,12,180,j,present,resp,freq_top,0,31,31,35,,,,,,,,,,,,196.92583872772047,196.94255362956937,196.94256517522444,0.8729011776927619,197.81639457405527,197.81640836469887,492.624656516753,492.624656516753,198.9500849247097,j,1,198.950576577201,,198.95131421629412,198.95132351696066,198.95179143671612,1.1002149322011974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,180,90,180,12,180,12,0,0,180,j,present,resp,freq_top,0,32,32,39,,,,,,,,,,,,198.95228886203495,199.15758632943107,199.1575997993623,0.8510565104157355,200.01412226079356,200.0141347685867,494.82276392726817,494.82276392726817,201.68098167576227,j,1,201.68150123025407,,201.68154067790965,201.6815493371514,201.68203842394087,1.6210529158679492,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,0,33,33,11,,,,,,,,,,,,201.68254931919182,201.86271862981357,201.86273081689342,0.8190890754697184,202.68690523839268,202.6869187083239,497.4954731409571,497.4954731409571,204.33582783631846,j,0,204.3363419386951,499.1190838137609,204.8353846114378,204.83539455353002,204.8356572171897,1.6045679649878366,None,499.61865373809906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,0,0,0,168,0,0,12,0,0,None,abs,inhibit,freq_top,0,34,34,29,,,,,,,,,,,,204.83620242869256,204.90250335465407,204.90251490031005,1.0041157389648427,205.90903562989297,205.90905711764026,500.7177090469195,500.7177090469195,207.4091158080546,j,0,207.4096671130992,502.1914526230448,207.90775791069882,207.90776721136535,207.9081190331417,1.4535825433031277,None,502.6910113224394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,freq_top,0,35,35,15,,,,,,,,,,,,207.90866199965603,207.99077566278538,207.99078752915284,0.7613324463160508,208.75680167386327,208.75683150013992,503.5652695140825,503.5652695140825,210.60576269316516,j,0,210.60629090689872,505.38868769515375,211.10584383346577,211.10585473769606,211.10615107618378,1.806294297036402,None,505.8882653165947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,180,168,0,270,0,0,168,0,180,f,present,resp,freq_top,0,36,36,47,,,,,,,,,,,,211.1067193789977,211.10750512498817,211.10751570850607,0.7788673411925126,211.8870385907121,211.88705173993003,506.69591309456973,506.69591309456973,213.3202812906502,j,0,213.320793789464,508.10303888063663,213.81935603465809,213.81936533532462,213.8196093976503,1.3969068453670843,None,508.6025703194555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,0,0,-168,180,180,180,180,0,12,None,abs,inhibit,freq_top,0,37,37,25,,,,,,,,,,,,213.8207059141978,213.8218328984476,213.821843802677,0.8026208379992646,214.62664910444255,214.62666225366047,509.43522694909916,509.43522694909916,216.22603699227966,j,0,216.2265555846334,511.0088728361525,216.7245867296806,216.72459603034713,216.7249542663767,1.551797905694002,None,511.508441156926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,0,0,-168,0,0,0,12,0,0,None,abs,inhibit,freq_top,0,38,38,23,,,,,,,,,,,,216.7255200034897,216.93346078454033,216.93347393375916,0.9582469543433562,217.89050036304707,217.8905131915526,512.6990833391064,512.6990833391064,220.4898096762854,j,0,220.4903471906855,515.2718774133627,220.98787000618358,220.98787898613773,220.988236901454,2.5597733878539657,None,515.7714489412638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,0,180,12,0,180,180,0,12,180,j,abs,resp,freq_top,0,39,39,3,,,,,,,,,,,,220.98876094592288,220.9896085894543,220.9896185315465,0.7583061796879629,221.74560816098256,221.7456209894881,516.5541132038688,516.5541132038688,224.759151214731,None,0,224.75952708995646,519.5432096152226,225.2501449621177,225.25016420487646,225.25114718914665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,0,90,180,12,0,180,180,12,180,j,present,resp,freq_top,0,40,40,41,,,,,,,,,,,,225.2517145298225,225.5842820013495,225.58429482985593,0.8246207806747123,226.40798208884007,226.40799587948368,521.2167809045131,521.2167809045131,228.6240638397776,j,1,228.6245827528437,,228.62552436518126,228.6255339865611,228.62612505997367,2.16975794233349,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,180,0,-168,180,0,180,0,12,180,None,abs,inhibit,freq_top,0,41,41,24,,,,,,,,,,,,228.62663242738472,228.9650256441837,228.96503847268923,0.9469777035973649,229.9139582483449,229.91397171827612,524.7220992823741,524.7220992823741,231.61280746721695,f,0,231.61332060745553,526.3956320861462,232.1113427725486,232.11135239392752,232.11171255423233,1.65665650990195,None,526.8952526830826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,freq_top,0,42,42,7,,,,,,,,,,,,232.1122619350008,232.11301593043845,232.11302587253067,0.8363485261251407,232.95287127620577,232.9528841047113,527.7611752322609,527.7611752322609,235.48459745431137,j,1,235.4850916725036,,235.48582418019487,235.4858338015738,235.48628183714482,2.4894151261678417,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,freq_top,0,43,43,20,,,,,,,,,,,,235.4868055609013,235.68399412967574,235.68400727889457,0.8034591372355535,236.49144114153205,236.49145461146327,531.2997832623923,531.2997832623923,238.2901917091931,j,0,238.2907853483066,533.0815851286834,238.79685002450242,238.7968612494451,238.79781985955378,1.7505512314846783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
0,270,0,0,12,0,0,12,0,0,j,present,resp,freq_top,0,44,44,40,,,,,,,,,,,,238.7983493561378,238.85631463963455,238.85632618528962,1.0454081252892413,239.9046306416567,239.90464379087462,534.7135211811465,534.7135211811465,241.35557860410518,j,1,241.35608533009054,,241.35684541906903,241.35685471973557,241.35731847022635,1.4080750219491165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,freq_top,0,45,45,18,,,,,,,,,,,,241.35784572182183,241.57908100431814,241.57909415353697,0.9920728174132513,242.57735300456443,242.57736615378326,537.3862249427211,537.3862249427211,244.66033259184587,f,1,244.66083771426838,,244.6608758790735,244.66088421760287,244.66122770084985,2.0476244719911847,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
180,12,180,12,0,180,0,180,180,180,j,abs,resp,freq_top,0,46,46,5,,,,,,,,,,,,244.66175046246826,244.9262056229909,244.92621877220972,0.7737820791709371,245.69996978886866,245.6999826173742,540.5085425021234,540.5085425021234,247.19981680893488,j,1,247.20032962846108,,247.20036939682905,247.2003780560708,247.20083218518266,1.4530382939365154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA,001,2,25,F,2024-02-12_13h39.16.268,eye_track_exp,2023.1.3,120.10400095497161,
