ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,feedback_4.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,text_feedback.started,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,search_displays_2.stopped,response.keys,response.corr,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,response.rt,response.duration,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,0,180,0,168,180,0,180,12,180,None,abs,inhibit,freq_top,0,9,9,30,,,,,,,,,,,,135.3082587161689,135.90628560945743,135.90629907951416,1.0323623801770818,136.93810573160545,136.93811856023058,878.2088477745701,878.2088477745701,139.95161363259513,None,1,,,139.9521873928611,139.95222780303084,139.9522367830682,139.95279514898357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,freq_top,0,10,10,7,,,,,,,,,,,,139.95326884597216,139.9541553039794,139.95416524616394,0.98812646232909,140.94309318039905,140.9431056883086,882.2138044346634,882.2138044346634,142.02693466092524,j,1,1.0334705151183243,None,142.02743914661414,142.0274792360683,142.02748789539055,142.02794876375356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
90,0,180,180,180,168,0,168,0,0,f,present,resp,freq_top,0,11,11,44,,,,,,,,,,,,142.02842053644827,142.2422564012436,142.2422695505843,1.0220154584089394,143.26583413164826,143.2658469602734,884.5368224842182,884.5368224842182,144.86551174829492,f,1,1.5582122829093805,None,144.86602200686548,144.8660617756036,144.86607043492586,144.86642674999302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,freq_top,0,12,12,15,,,,,,,,,,,,144.86690718200998,147.6874048877703,147.6874186785426,0.8758057196807878,148.5694492061807,148.5694620348063,889.8406643047028,889.8406643047028,149.68621567420678,f,1,1.0703143269263364,None,149.6867150284461,149.6867551178998,149.6867640979376,149.68721726912554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,0,13,13,11,,,,,,,,,,,,149.68769353183916,149.6884318192242,149.68844176140874,0.798041022931182,150.48454359118796,150.48455609909752,891.7557048094836,891.7557048094836,151.9183092385024,f,1,1.3949596875984298,None,151.91881083775115,151.9188506064893,151.91885926581153,151.9195731788086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,freq_top,0,14,14,1,,,,,,,,,,,,151.92005489368785,152.26706728325325,152.26708075330998,1.0456215366225547,153.31547289359605,153.31548508079004,894.5866334704606,894.5866334704606,154.38246237123667,j,1,1.0290747866658876,None,154.38298706201067,154.3830265100337,154.38303516935548,154.38349892415954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,12,180,12,180,90,180,180,0,180,j,present,resp,freq_top,0,15,15,37,,,,,,,,,,,,154.3839774318826,154.38471315354263,154.38472309572717,0.9620658840221099,155.3475588890028,155.34757139691237,896.6182534660538,896.6182534660538,156.59782195599973,j,1,1.2043378616806422,None,156.59834728820533,156.59838898123735,156.59839764055914,156.59887743114496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,12,180,12,0,180,0,180,180,180,j,abs,resp,freq_top,0,16,16,5,,,,,,,,,,,,156.59936459818982,157.78756983181984,157.78758330187657,0.7589260377159,158.55322869237534,158.55324087956933,899.8238857456977,899.8238857456977,159.419597072123,j,1,0.8309725893466293,None,159.42010316139022,159.42014357155995,159.4201522308822,159.42061566497023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,168,180,90,0,180,0,168,0,0,f,present,resp,freq_top,0,17,17,48,,,,,,,,,,,,159.42109353126216,166.2881017386958,166.2881155294681,0.9847514898933587,167.27919899346625,167.27921214280695,908.5498021665621,908.5498021665621,168.6281347146769,f,1,1.3039203861424085,None,168.62866646119483,168.62870655064899,168.6287155306868,168.62935535837278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,0,12,0,12,0,180,180,180,j,abs,resp,freq_top,0,18,18,0,,,,,,,,,,,,168.62984797758327,169.14447020503667,169.1444836750934,0.838271278958387,169.9848320748988,169.98484490352394,911.255834218241,911.255834218241,170.73610267005415,j,1,0.7105666403283522,None,170.73662479510313,170.73666488455683,170.73667386459465,170.73714307156433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,168,0,180,0,180,180,180,168,180,f,abs,resp,freq_top,0,19,19,12,,,,,,,,,,,,170.73764050150976,170.98489397301591,170.9849074430722,1.0857983759406422,172.07487651646397,172.07488966580468,913.345745562819,913.345745562819,173.2751031341295,f,1,1.1638924133251294,None,173.27562365560016,173.27566310362317,173.2756714422294,173.27611499194836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,180,0,168,0,0,0,180,168,f,abs,resp,freq_top,0,20,20,17,,,,,,,,,,,,173.27658836822138,173.27733884280042,173.27734846426938,1.07054671296887,174.35637696530557,174.35639011464627,915.627132478327,915.627132478327,175.54002547123582,f,1,1.1382912879982996,None,175.5405395783937,175.540580309279,175.54058896860124,175.5408397682254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
12,0,0,12,0,0,90,180,180,0,j,present,resp,freq_top,0,21,21,38,,,,,,,,,,,,175.5413295009953,175.60550277467155,175.60551464114997,0.8887372105133605,176.49579557842208,176.4958084070472,917.7670138841004,917.7670138841004,177.7623051371911,j,1,1.222549057414426,None,177.7628028878521,177.7628429773058,177.76285163662806,177.7633269371945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,0,0,180,0,180,168,0,168,f,abs,resp,freq_top,0,22,22,14,,,,,,,,,,,,177.7638115385148,178.4202077146865,178.42022150545836,0.8727832300160858,179.29418988353882,179.29420271216395,920.5646330195345,920.5646330195345,180.59344803621025,f,1,1.2566953300417936,None,180.59397240626868,180.5940128164384,180.5940214757602,180.59449260702377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,270,0,0,0,0,0,168,0,168,f,present,resp,freq_top,0,23,23,43,,,,,,,,,,,,180.5950002998693,180.83434075458626,180.83435390392697,0.9394462704518906,181.77545736454522,181.77547019317035,923.045851751765,923.045851751765,183.0745695916039,j,0,1.255656211393898,None,183.0751350132632,183.58107546855763,183.58108541074216,183.58206070697906,924.3280876015506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
90,0,0,12,0,0,0,12,0,0,j,present,resp,freq_top,0,24,24,34,,,,,,,,,,,,183.58259084991914,183.58329770717182,183.58330797007238,1.0093049887821306,184.5972908509134,184.59730335882296,925.8684597663841,925.8684597663841,185.7312300374565,j,1,1.0893558554314495,None,185.73173452314586,185.73245388830856,185.73246350977752,185.73305972013713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,0,0,180,168,180,0,0,168,f,abs,resp,freq_top,0,25,25,16,,,,,,,,,,,,185.73354432145743,185.94694593728673,185.9469584451963,0.9577717334869935,186.90421346575886,186.90422629438444,928.1748310710586,928.1748310710586,187.93797295533386,j,0,0.9914224507494964,None,187.93846172595704,188.44356896203908,188.4435795456552,188.44433867955604,929.1906500488931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,168,0,270,0,0,168,0,180,f,present,resp,freq_top,0,26,26,47,,,,,,,,,,,,188.44486818106452,188.44564784076601,188.44565778295055,0.9014091142021857,189.35205949146712,189.3520729615234,930.6227608035465,930.6227608035465,190.8354584485637,f,1,1.439046541239577,None,190.8359748007315,190.83669929734424,190.83670923952877,190.83760307399552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
90,0,0,12,0,12,180,180,180,0,j,present,resp,freq_top,0,27,27,32,,,,,,,,,,,,190.8381085218316,190.83888208793587,190.8388920301204,0.7246895194897229,191.56651016812884,191.5665226760384,932.8375729267259,932.8375729267259,193.11656345503116,j,1,1.5113865177702337,None,193.1170676200045,193.1171083508898,193.11711701021204,193.11776645936698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,0,-168,180,0,180,0,12,180,None,abs,inhibit,freq_top,0,28,28,24,,,,,,,,,,,,193.11824143921785,193.3574244225597,193.3574375719004,0.9970482862437566,194.3557955078645,194.35580865720567,935.6268524935799,935.6268524935799,197.3695933357858,None,1,,,197.36998781601324,197.37002758475182,197.37003688550476,197.37119402750523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,0,-168,0,0,0,12,0,0,None,abs,inhibit,freq_top,0,29,29,23,,,,,,,,,,,,197.3716901745879,197.6543009409479,197.65431441100418,0.9082624918583213,198.56060675548997,198.56061958411556,939.8316217274578,939.8316217274578,201.57438758548278,None,1,,,201.57476378491947,201.57480451580432,201.5748138165577,201.57613516496167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,0,12,0,180,180,180,0,12,j,abs,resp,freq_top,0,30,30,4,,,,,,,,,,,,201.57662393558485,201.61741703968573,201.61742890616415,1.0884495066136228,202.7072818804968,202.70729502983795,943.9781178931421,943.9781178931421,204.27329205295518,j,1,1.5223642931384802,None,204.27379044504778,204.27383053450149,204.2738395145393,219.31026864103478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,0,180,168,180,12,180,0,180,None,abs,inhibit,freq_top,0,31,31,28,,,,,,,,,,,,219.31079589753426,219.3117933231497,219.31180422748093,0.9182930436066645,220.2345909769224,220.23460380554752,961.5048978087743,961.5048978087743,223.24764763101803,None,1,,,223.2480324897765,223.2480745035241,223.24808380427748,223.2486248515488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
12,0,0,-168,0,0,180,180,180,180,None,abs,inhibit,freq_top,0,32,32,27,,,,,,,,,,,,223.24910111426243,223.25001515381382,223.25002477528278,1.0018763856985953,224.25528387021677,224.2552966988419,965.5264938372889,965.5264938372889,227.2692824661235,None,1,,,227.26967854992927,227.26971960153014,227.26972890228353,227.2703716164101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,270,0,0,12,0,0,12,0,0,j,present,resp,freq_top,0,33,33,40,,,,,,,,,,,,227.2708539727205,227.2954175829782,227.295428808025,0.8098443440059923,228.1109451585894,228.11095766649896,969.3815595567326,969.3815595567326,229.47713057006877,j,1,1.3177714528585511,None,229.47762383071085,229.47766327873387,229.47767193805566,229.47814178645694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,270,0,0,12,0,180,180,180,12,j,present,resp,freq_top,0,34,34,42,,,,,,,,,,,,229.4786039376827,229.7264023050475,229.72641577510421,1.0402586053505956,230.76675346300726,230.76676661234842,972.0376571466509,972.0376571466509,231.76719989916728,j,1,0.9653796999971291,None,231.76770374342505,231.76774575717263,231.76775441649488,231.76822394418014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,180,180,12,0,180,12,0,0,j,abs,resp,freq_top,0,35,35,8,,,,,,,,,,,,231.7686979618843,231.94085105741578,231.94086356532534,0.9860733211771563,232.93188577263754,232.93189860126313,974.2024828521371,974.2024828521371,233.79846357969336,j,1,0.8175419808237621,None,233.7989590853449,233.79899885408304,233.7990075134053,233.79948281397174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,180,-168,180,180,12,180,0,180,None,abs,inhibit,freq_top,0,36,36,22,,,,,,,,,,,,233.79994400305077,233.8232914596315,233.8233023639632,0.9702119641283499,234.79692703110004,234.79693953901005,976.0675754251006,976.0675754251006,237.8103290959316,None,1,,,237.810706257515,237.8107469884003,237.8107562891537,237.81197853642698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,0,37,37,26,,,,,,,,,,,,237.81246826919732,237.81326909613063,237.81327903831516,0.7382914205080782,238.5520195944423,238.55203242306789,979.822678251343,979.822678251343,241.56546367302144,None,1,,,241.56608618206337,241.5661265922331,241.56613621370207,241.56664551012545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,freq_top,0,38,38,18,,,,,,,,,,,,241.56750085871636,241.56833183291883,241.56834209581893,1.0657846251193392,242.63151185028255,242.63152467890768,983.9025890410826,983.9025890410826,243.88154913347444,f,1,1.2121575502212636,None,243.88206067490773,243.88210044364587,243.8821094236837,243.88255297340265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
90,0,0,12,0,180,180,180,0,12,j,present,resp,freq_top,0,39,39,36,,,,,,,,,,,,243.88303083969458,244.0725484416912,244.07256062888518,0.936122710507052,245.01293317857744,245.0129463279186,986.2839067782288,986.2839067782288,246.11351826010514,j,1,1.0549055443850648,None,246.11401248289394,246.1140519309165,246.11406026952318,246.11453460794291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,270,180,12,180,180,180,180,12,180,j,present,resp,freq_top,0,40,40,35,,,,,,,,,,,,246.11500221133429,246.11575332734446,246.11576294881343,0.8144181514934856,246.92812923043994,246.92814237978064,988.1989476037252,988.1989476037252,248.16179077346032,j,1,1.1876167107732272,None,248.16230584276536,248.1623462529351,248.16235555368849,248.16271860378401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,freq_top,0,41,41,13,,,,,,,,,,,,248.1632054501133,248.2277244552406,248.22773696315016,1.0690596562441153,249.30126679467503,249.3012793025846,990.5719180751162,990.5719180751162,250.9340672803669,f,1,1.5830276549379505,None,250.93456342744958,250.93460351690373,250.9346124969411,250.935178560032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,0,0,168,0,0,12,0,0,None,abs,inhibit,freq_top,0,42,42,29,,,,,,,,,,,,250.93565738847064,251.64946070062888,251.64947384997004,1.078166766219064,252.73134645723076,252.7313596065719,994.0023607877674,994.0023607877674,255.74511702432346,None,1,,,255.74552914391052,255.74557211980527,255.74558142055866,255.74665196933847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,0,-168,0,12,0,0,0,0,None,abs,inhibit,freq_top,0,43,43,21,,,,,,,,,,,,255.74715870003683,255.74798486350528,255.7479948056898,1.0203930178199936,256.7695725534131,256.76958538203826,998.0406109376218,998.0406109376218,259.78336364630604,None,1,,,259.7837738415992,259.7838145724845,259.7838241939535,259.78507755064356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,freq_top,0,44,44,20,,,,,,,,,,,,259.7855544547883,259.78619941392435,259.78620967682446,1.0513451425255056,260.84095423163444,260.840966739544,1002.1121382207402,1002.1121382207402,261.84160047363275,f,1,0.9541492007103898,None,261.8421107322033,261.8421501802263,261.84215851883255,261.842511306028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
168,0,270,180,180,180,180,168,180,180,f,present,resp,freq_top,0,45,45,49,,,,,,,,,,,,261.84299430376996,261.8437152725105,261.84372489397947,0.7621535318455368,262.60622053625593,262.60623368559664,1003.8773256293161,1003.8773256293161,264.5890802100175,j,0,1.9406964628090009,None,264.58962863374836,265.09522656474746,265.09523650693245,265.0963484280287,1005.8423291395488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,90,180,12,180,12,0,0,180,j,present,resp,freq_top,0,46,46,39,,,,,,,,,,,,265.09687023236165,265.09764508132866,265.0976556649448,1.0579611983162438,266.15328250845823,266.15329533708336,1007.4243157612168,1007.4243157612168,267.5035180901259,j,1,1.3059537232495586,None,267.50403700801826,267.5047743332566,267.5047842754411,267.50514572195834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
90,0,180,168,180,180,0,168,0,0,f,present,resp,freq_top,0,47,47,46,,,,,,,,,,,,267.5056412276099,267.6867288192184,267.6867416478435,0.8694237851695219,268.55940856188863,268.5594213905142,1009.8306182082451,1009.8306182082451,270.3754630732833,f,1,1.7794137029097783,None,270.3759633896693,270.3760041205546,270.3760127798764,270.376643306809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
