ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,feedback_4.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,text_feedback.started,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,search_displays_2.stopped,response.keys,response.corr,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,response.rt,response.duration,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,180,180,12,0,180,-168,180,270,0,None,present,inhibit,freq_bottom,,,,,0,87,87,208,,,,,,,,,,,0.8589926076717921,,,,,,,,,,,,,,,,,,,,,,,1014.8867870611771,1015.1849890972721,1015.1850035294756,1016.0508298998052,1016.0508430491464,1757.321401322054,1757.321401322054,1758.8118239514924,1758.8118239514924,1758.8118239514924,1758.8118239514924,1760.3022193201023,1760.3022193201023,1019.0817067972794,None,1,1019.0821227654542,1019.0821660620645,1019.0821756835335,1019.0827513680929,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,90,180,180,180,12,0,0,-168,0,None,present,inhibit,freq_bottom,,,,,0,88,88,8,,,,,,,,,,,0.9289285806191665,,,,,,,,,,,,,,,,,,,,,,,1019.0832632302418,1021.454579771118,1021.4545951654686,1022.3869183942284,1022.3869328264318,1763.6577018095095,1763.6577018095095,1765.1481071203038,1765.1481071203038,1765.1481071203038,1765.1481071203038,1766.6384765109474,1766.6384765109474,1025.4181984312518,None,1,1025.4185653299346,1025.4186050986732,1025.418614078711,1025.4192410777714,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,168,0,0,0,0,12,0,90,180,None,present,inhibit,freq_bottom,,,,,0,89,89,248,,,,,,,,,,,0.7910520891588735,,,,,,,,,,,,,,,,,,,,,,,1025.4197455634608,1025.4348256124786,1025.434837478957,1026.2252943928966,1026.2253081836689,1767.4961047482911,1767.4961047482911,1768.9948403269118,1768.9948403269118,1768.9948403269118,1768.9948403269118,1770.4685905542192,1770.4685905542192,1029.2562036826494,None,1,1029.2565955971518,1029.2566366487526,1029.2566462702216,1029.2570933478128,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,0,180,0,180,90,180,12,180,168,None,present,inhibit,freq_bottom,,,,,0,90,90,120,,,,,,,,,,,0.8640876766880832,,,,,,,,,,,,,,,,,,,,,,,1029.2575798734265,1029.3058523867817,1029.3058658568384,1030.1720928009927,1030.1721069124806,1771.4427274042205,1771.4427274042205,1772.9331679937345,1772.9331679937345,1772.9331679937345,1772.9331679937345,1774.4235656073538,1774.4235656073538,1033.2031457713483,None,1,1033.2035155564722,1033.2035543630636,1033.2035633431015,1033.2040258150428,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
-168,0,0,0,0,12,0,0,0,0,None,abs,inhibit,freq_bottom,,,,,0,91,91,355,,,,,,,,,,,0.7988806027442158,,,,,,,,,,,,,,,,,,,,,,,1033.204500474178,1034.0022302565053,1034.0022446887087,1034.8016771503262,1034.8016909410985,1776.0721523578854,1776.0721523578854,1777.562545802201,1777.562545802201,1777.562545802201,1777.562545802201,1779.052974204521,1779.052974204521,1037.8330094639978,None,1,1037.8334122828314,1037.833454617295,1037.8334639180484,1037.8340261325511,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,0,168,0,168,0,180,0,0,f,abs,resp,freq_bottom,,,,,0,92,92,942,,,,,,,,,,,0.731342628879516,,,,,,,,,,,,,,,,,,,,,,,1037.8345235624965,1045.950232631084,1045.9502486668653,1046.682826030692,1046.6828401421799,1787.9537540887231,1787.9537540887231,1789.4441488159018,1789.4441488159018,1789.4441488159018,1789.4441488159018,,,1048.6576549850274,f,1,1048.658189617986,1048.6582313110184,1048.6582406117718,1048.6587280995323,1.9268322467521557,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,0,180,0,180,168,180,0,180,168,f,abs,resp,freq_bottom,,,,,0,93,93,864,,,,,,,,,,,0.7472554182796548,,,,,,,,,,,,,,,,,,,,,,,1048.6592187944493,1048.8648767313434,1048.8648905221157,1049.6136746089755,1049.6136883997478,1790.884586951941,1790.884586951941,,,,,,,1050.89823885425,f,1,1050.8987375670577,1050.898778297943,1050.8987872779808,1050.8992994608452,1.2361817167854952,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,180,0,-168,180,270,0,12,180,None,present,inhibit,freq_bottom,,,,,0,94,94,316,,,,,,,,,,,0.7848897367592205,,,,,,,,,,,,,,,,,,,,,,,1050.8997907971934,1051.512239631023,1051.5122543839425,1052.3027674231175,1052.3027828174677,1793.5740194039372,1793.5740194039372,1795.064384945993,1795.064384945993,1795.064384945993,1795.064384945993,1796.554783521759,1796.554783521759,1055.3344826712532,None,1,1055.3348579085427,1055.334898639428,1055.3349079401814,1055.3354592503529,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,-168,0,180,-168,90,0,180,0,0,f,present,resp,freq_bottom,,,,,0,95,95,720,,,,,,,,,,,0.7859167134704991,,,,,,,,,,,,,,,,,,,,,,,1055.3359435309571,1055.3369432015825,1055.3369537851981,1056.1249713360403,1056.124984806097,1797.395730376934,1797.395730376934,,,,,,,1057.3918898072402,f,1,1057.3924703025345,1057.3925110334199,1057.3925200134572,1057.3929882582802,1.2206558730383676,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
12,180,180,168,180,180,180,0,0,0,None,abs,inhibit,freq_bottom,,,,,0,96,96,371,,,,,,,,,,,0.9095382507468196,,,,,,,,,,,,,,,,,,,,,,,1057.393474783894,1058.1237263179569,1058.123741070876,1059.0387402033402,1059.038754314828,1800.3099206645738,1800.3099206645738,1801.8003275789465,1801.8003275789465,1801.8003275789465,1801.8003275789465,1803.2907293618687,1803.2907293618687,1062.0702248569369,None,1,1062.0706263929083,1062.0706674445091,1062.070676424547,1062.07115493227,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
168,180,180,180,180,180,168,180,270,180,f,present,resp,freq_bottom,,,,,0,97,97,420,,,,,,,,,,,0.7262286906573399,,,,,,,,,,,,,,,,,,,,,,,1062.0716485136277,1062.1783576601488,1062.1783717716366,1062.9103247021276,1062.910339134331,1804.1816498061112,1804.1816498061112,1805.6720224039113,1805.6720224039113,1805.6720224039113,1805.6720224039113,,,1065.2514904457212,f,1,1065.2519971764195,1065.2520379073048,1065.2520472080582,1065.2526966572132,2.291078290804535,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
-168,0,0,0,0,90,0,12,180,180,None,present,inhibit,freq_bottom,,,,,0,98,98,271,,,,,,,,,,,0.9708703598901784,,,,,,,,,,,,,,,,,,,,,,,1065.2531931250114,1065.4425173354816,1065.4425314469695,1066.4158870336914,1066.4159011451793,1807.686991806036,1807.686991806036,1809.1774025689965,1809.1774025689965,1809.1774025689965,1809.1774025689965,1810.6677998618998,1810.6677998618998,1069.4471555249524,None,1,1069.4475294793792,1069.4475881703397,1069.4475971503775,1069.4481766835247,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
168,180,0,0,168,0,180,0,0,180,f,abs,resp,freq_bottom,,,,,0,99,99,916,,,,,,,,,,,0.8040461959755928,,,,,,,,,,,,,,,,,,,,,,,1069.4486789242046,1069.830274080372,1069.8302885125754,1070.6378039702672,1070.6378177610395,1811.908409388373,1811.908409388373,,,,,,,1071.4215964133732,f,1,1071.4221069926593,1071.4221470821135,1071.4221563828664,1071.4227519517954,0.7396959583231819,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,0,168,180,168,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,100,100,840,,,,,,,,,,,0.9955595375944206,,,,,,,,,,,,,,,,,,,,,,,1071.4232519474658,1071.6870591563193,1071.6870732678071,1072.6860687864473,1072.6860828979352,1813.9566809395815,1813.9566809395815,,,,,,,1074.0189414652282,f,1,1074.0194443473392,1074.0194934168308,1074.0195023968686,1074.0202458157037,1.283247377217549,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,-12,0,180,0,-12,0,0,90,180,j,present,resp,freq_bottom,,,,,0,101,101,609,,,,,,,,,,,1.047602742645334,,,,,,,,,,,,,,,,,,,,,,,1074.0207438870798,1074.7844165557258,1074.7844313086448,1075.8331246009097,1075.8331390331132,1817.1040035894493,1817.1040035894493,1818.5944079380965,1818.5944079380965,1818.5944079380965,1818.5944079380965,,,1077.491543209857,j,1,1077.4920383947929,1077.492078163531,1077.4920868228533,1077.4924360821765,1.6077477744236148,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,0,180,0,168,180,-168,180,180,0,f,abs,resp,freq_bottom,,,,,0,102,102,908,,,,,,,,,,,1.090870770070099,,,,,,,,,,,,,,,,,,,,,,,1077.4929203627808,1077.6654284905167,1077.6654419605734,1078.755824115699,1078.7558385479024,1820.0265478778729,1820.0265478778729,1821.5169191928098,1821.5169191928098,1821.5169191928098,1821.5169191928098,,,1080.6142672914634,f,1,1080.6147836436312,1080.6148400895822,1080.61484906962,1080.6152977507895,1.8214534286723847,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,-168,180,180,180,90,0,0,12,None,present,inhibit,freq_bottom,,,,,0,103,103,66,,,,,,,,,,,0.8840047150262919,,,,,,,,,,,,,,,,,,,,,,,1080.6157695234842,1081.2958723577444,1081.2958880728102,1082.1859679213812,1082.185982032869,1823.4569412003166,1823.4569412003166,1824.947347473258,1824.947347473258,1824.947347473258,1824.947347473258,1826.4377322582518,1826.4377322582518,1085.217524735995,None,1,1085.2178977282751,1085.2179378177293,1085.2179471184822,1085.2185519881646,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,180,168,0,0,0,90,180,168,f,present,resp,freq_bottom,,,,,0,104,104,613,,,,,,,,,,,1.0761798563932854,,,,,,,,,,,,,,,,,,,,,,,1085.2190574360006,1086.5741034314328,1086.574119146499,1087.6561357550786,1087.656149545851,1828.9273049912654,1828.9273049912654,1830.417689776259,1830.417689776259,1830.417689776259,1830.417689776259,1831.908110160688,1831.908110160688,1090.6879122599003,None,0,1090.6882919872087,1091.1868659251509,1091.186876188051,1091.1873319249644,,,1831.9330650440165,1832.4326546883653,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,180,180,180,90,0,12,0,12,j,present,resp,freq_bottom,,,,,0,105,105,439,,,,,,,,,,,0.9578464601451925,,,,,,,,,,,,,,,,,,,,,,,1091.187869765079,1091.2035857931955,1091.203597659674,1092.1609986058493,1092.1610127173371,1833.4318144134095,1833.4318144134095,1834.9222001605503,1834.9222001605503,1834.9222001605503,1834.9222001605503,1836.4126192621166,1836.4126192621166,1095.1920563869398,None,0,1095.1924412456983,1095.6917493017222,1095.6917589231912,1095.6920074778059,,,1836.4375722211512,1836.9371801462912,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,0,0,168,180,168,180,0,180,f,abs,resp,freq_bottom,,,,,0,106,106,918,,,,,,,,,,,1.0121360455269572,,,,,,,,,,,,,,,,,,,,,,,1095.6925482043616,1096.1079086229852,1096.1079240173353,1097.1235768644724,1097.1235993145665,1838.3942640650644,1838.3942640650644,1839.8846773937494,1839.8846773937494,1839.8846773937494,1839.8846773937494,,,1099.2143288047218,f,1,1099.2148381011457,1099.2155930657432,1099.2156036493593,1099.2161966525628,2.0449553419014137,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,0,0,0,0,12,0,270,168,None,present,inhibit,freq_bottom,,,,,0,107,107,270,,,,,,,,,,,0.8524080437043633,,,,,,,,,,,,,,,,,,,,,,,1099.2166883096265,1099.546763385949,1099.5467784595835,1100.4037540406161,1100.403768152104,1841.6748161577816,1841.6748161577816,1843.1652160164103,1843.1652160164103,1843.1652160164103,1843.1652160164103,1844.6555950285228,1844.6555950285228,1103.4351742303706,None,1,1103.4355658241575,1103.4356059136117,1103.435615214365,1103.4362806993013,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,90,0,0,180,180,-168,180,-168,180,f,present,resp,freq_bottom,,,,,0,108,108,526,,,,,,,,,,,0.9945444457722314,,,,,,,,,,,,,,,,,,,,,,,1103.4367691492089,1104.9174054618516,1104.9174205354861,1105.9155863627866,1105.9156004742745,1847.1868059513276,1847.1868059513276,,,,,,,1107.1001537190027,f,1,1107.1006960491363,1107.1007377421683,1107.1007467222062,1107.101338763263,1.1408990268025718,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,270,0,0,0,-12,0,0,-168,0,None,present,inhibit,freq_bottom,,,,,0,109,109,240,,,,,,,,,,,0.7310542234693033,,,,,,,,,,,,,,,,,,,,,,,1107.1018278546017,1107.3149844436884,1107.3149985551763,1108.0472003609975,1108.0472144724854,1849.318333997749,1849.318333997749,1850.8087361013872,1850.8087361013872,1850.8087361013872,1850.8087361013872,1852.299150392219,1852.299150392219,1111.0785525590381,None,1,1111.0789287584748,1111.078969168644,1111.078978790113,1111.0794233019792,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,0,168,180,168,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,110,110,842,,,,,,,,,,,0.7864148356305538,,,,,,,,,,,,,,,,,,,,,,,1111.0799139968963,1111.1040491310691,1111.1040609975475,1111.893835428622,1111.8938495401098,1853.1650662422103,1853.1650662422103,,,,,,,1112.7610498562071,f,1,1112.7615825648722,1113.267274144836,1113.2672860113144,1113.2684915813752,0.8254024002492315,None,1854.0143523452489,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,0,180,12,180,180,12,0,270,180,j,present,resp,freq_bottom,,,,,0,111,111,497,,,,,,,,,,,0.8259877263264801,,,,,,,,,,,,,,,,,,,,,,,1113.2690133857086,1114.2012227604187,1114.2012384754848,1115.0334855984252,1115.0334990684814,1856.3040653592802,1856.3040653592802,,,,,,,1116.5164711530724,j,1,1116.5170016167276,1116.5177177747341,1116.5177280376342,1116.5182989114592,1.446195292677885,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
168,0,0,0,168,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,112,112,927,,,,,,,,,,,1.0138552208811358,,,,,,,,,,,,,,,,,,,,,,,1116.5187822299167,1118.3809825893104,1118.380997983661,1119.3965363353173,1119.3965504468051,1860.6670112221605,1860.6670112221605,,,,,,,1120.4632894455372,f,1,1120.4637900826388,1120.463830813524,1120.4638397935619,1120.4643045105126,1.0191726915270465,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,-168,180,180,0,270,0,-168,0,0,f,present,resp,freq_bottom,,,,,0,113,113,599,,,,,,,,,,,0.853001107161022,,,,,,,,,,,,,,,,,,,,,,,1120.4647919982735,1120.5790527150666,1120.5790661851229,1121.436549459001,1121.436563570489,1862.7069723899117,1862.7069723899117,,,,,,,1122.7202070411836,f,1,1122.7207400705638,1122.7207814428807,1122.720790422918,1122.7212519327127,1.2344822446514172,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,180,0,12,90,180,168,180,0,None,present,inhibit,freq_bottom,,,,,0,114,114,159,,,,,,,,,,,0.9177209329841309,,,,,,,,,,,,,,,,,,,,,,,1122.7217506455204,1122.7226569878967,1122.7226669300812,1123.6509504247397,1123.6509638947964,1864.9217755330533,1864.9217755330533,1866.4121612801941,1866.4121612801941,1866.4121612801941,1866.4121612801941,1867.9025508759223,1867.9025508759223,1126.6823953095982,None,1,1126.6827615668499,1126.6828022977352,1126.6828202578108,1126.6833914523513,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,168,180,0,0,180,180,90,180,168,f,present,resp,freq_bottom,,,,,0,115,115,636,,,,,,,,,,,0.8844393183454999,,,,,,,,,,,,,,,,,,,,,,,1126.683892089453,1126.6846371118659,1126.6846470540509,1127.5725973508247,1127.5726114623126,1868.8434137998165,1868.8434137998165,,,,,,,1128.8555249842289,f,1,1128.856054806453,1128.8560958580538,1128.8561048380916,1128.8565807800896,1.2420460021173767,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,0,168,0,180,0,168,0,0,f,abs,resp,freq_bottom,,,,,0,116,116,943,,,,,,,,,,,0.7134495180697618,,,,,,,,,,,,,,,,,,,,,,,1128.8570653814095,1129.030069976944,1129.0300840884315,1129.7460009166052,1129.7460147073775,1871.0165598309445,1871.0165598309445,,,,,,,1131.095513925954,f,1,1131.0960623496849,1131.096104684148,1131.0961136641859,1131.0965681182365,1.3086361887956173,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,168,180,180,180,180,0,0,168,f,abs,resp,freq_bottom,,,,,0,117,117,785,,,,,,,,,,,1.0652166092197366,,,,,,,,,,,,,,,,,,,,,,,1131.097062661741,1131.2780043277367,1131.278018118509,1132.3437622573506,1132.3437770102696,1873.6143747312003,1873.6143747312003,,,,,,,1133.2612604060196,f,1,1133.2617850967936,1133.2618280726883,1133.2618376941573,1133.2623258233493,0.8709626215047592,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,180,0,0,-168,180,180,168,180,f,abs,resp,freq_bottom,,,,,0,118,118,956,,,,,,,,,,,0.8972750838037091,,,,,,,,,,,,,,,,,,,,,,,1133.2628242154415,1133.9422997299257,1133.9423144828447,1134.8417470406766,1134.8417611521645,1876.112245339761,1876.112245339761,,,,,,,1135.9746958573483,f,1,1135.9752202274067,1135.9752603168608,1135.9752689761826,1135.975817079198,1.09283946862638,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,180,0,180,180,0,168,180,168,f,abs,resp,freq_bottom,,,,,0,119,119,844,,,,,,,,,,,0.7998129594538149,,,,,,,,,,,,,,,,,,,,,,,1135.9763074533994,1136.0658765943977,1136.06589038517,1136.8644315780462,1136.8644453688185,1878.1355347468125,1878.1355347468125,,,,,,,1137.882015133288,f,1,1137.8825090353612,1137.8825497662465,1137.8825587462843,1137.8830266703912,0.9740435120809252,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,-12,180,180,180,180,270,180,180,-12,j,present,resp,freq_bottom,,,,,0,120,120,445,,,,,,,,,,,0.8537851661438085,,,,,,,,,,,,,,,,,,,,,,,1137.8835019709582,1137.972965917229,1137.9729793872857,1138.8296400255676,1138.829654457771,1880.100527031998,1880.100527031998,,,,,,,1139.9962966965973,j,1,1139.9968194630774,1139.9968601939627,1139.996869174,1139.9973152894445,1.1209267815331714,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
168,180,0,180,180,180,168,180,0,180,f,abs,resp,freq_bottom,,,,,0,121,121,794,,,,,,,,,,,0.9293322699743384,,,,,,,,,,,,,,,,,,,,,,,1139.9977966836082,1140.1293776481089,1140.1293917595967,1141.0610475791264,1141.0610613698987,1882.3319480556133,1882.3319480556133,,,,,,,1142.3948128095108,f,1,1142.395325954522,1142.3953663646917,1142.3953753447295,1142.3958249880457,1.2892251958826364,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
12,0,0,0,0,0,0,0,-168,0,None,abs,inhibit,freq_bottom,,,,,0,122,122,335,,,,,,,,,,,0.8810625826996852,,,,,,,,,,,,,,,,,,,,,,,1142.3963127965217,1142.585603011135,1142.5856164811917,1143.4675264197522,1143.4675408519556,1884.738258841248,1884.738258841248,1886.2286692834923,1886.2286692834923,1886.2286692834923,1886.2286692834923,1887.7190556720643,1887.7190556720643,1146.498926404422,None,1,1146.499323129659,1146.4993641812598,1146.4993738027288,1146.4999302443503,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,0,0,0,168,180,180,-168,180,0,f,abs,resp,freq_bottom,,,,,0,123,123,926,,,,,,,,,,,0.8700248826850003,,,,,,,,,,,,,,,,,,,,,,,1146.5004215806985,1151.0365971814872,1151.0366122551218,1151.9103057799052,1151.910319891393,1893.1810795737174,1893.1810795737174,,,,,,,1152.9115581744481,f,1,1152.912072602322,1152.9121139746385,1152.9121229546763,1152.9125725979925,0.967367816200067,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,12,0,180,180,168,0,0,90,0,None,present,inhibit,freq_bottom,,,,,0,124,124,52,,,,,,,,,,,0.9558973460731381,,,,,,,,,,,,,,,,,,,,,,,1152.9130597650374,1153.5338019843962,1153.5338164165996,1154.4912247392344,1154.4912385300063,1895.762247729093,1895.762247729093,1897.252639249115,1897.252639249115,1897.252639249115,1897.252639249115,1898.7430423148999,1898.7430423148999,1157.5226564747518,None,1,1157.5230368434914,1157.5230772536606,1157.523086554414,1176.7728775280011,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,0,180,-168,0,0,270,0,-168,f,present,resp,freq_bottom,,,,,0,125,125,718,,,,,,,,,,,1.0139200925091238,,,,,,,,,,,,,,,,,,,,,,,1176.7734525711294,1176.7742248543714,1176.7742357587026,1177.7886506435002,1177.7886647549876,1919.0591306617935,1919.0591306617935,1920.5494994110059,1920.5494994110059,1920.5494994110059,1920.5494994110059,1922.0399137018376,1922.0399137018376,1180.819571799731,None,0,1180.819950244177,1181.3261928135967,1181.326204680075,1181.327283567461,,,1922.0732402253093,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,12,180,0,180,180,180,180,-168,180,None,abs,inhibit,freq_bottom,,,,,0,126,126,336,,,,,,,,,,,1.0736750532187354,,,,,,,,,,,,,,,,,,,,,,,1181.327815313979,1181.3286065194434,1181.328617103059,1182.401183825541,1182.4011976163133,1923.671878081877,1923.671878081877,1925.162289486268,1925.162289486268,1925.162289486268,1925.162289486268,1926.6526726676839,1926.6526726676839,1185.4323480842213,None,1,1185.4327233215108,1185.433452628858,1185.4334635331898,1185.434026068408,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,180,-168,0,180,0,180,-168,180,90,f,present,resp,freq_bottom,,,,,0,127,127,534,,,,,,,,,,,0.9581565886940899,,,,,,,,,,,,,,,,,,,,,,,1185.4345218947751,1185.4355318283006,1185.435541770485,1186.3895578838801,1186.389571674652,1927.6601479076353,1927.6601479076353,,,,,,,1187.6560337675078,f,1,1187.6565366496188,1187.6565773805037,1187.656586681257,1187.6572662776816,1.2226892101459725,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,180,168,180,180,270,0,168,180,f,present,resp,freq_bottom,,,,,0,128,128,484,,,,,,,,,,,0.8382538197512859,,,,,,,,,,,,,,,,,,,,,,,1187.65777813983,1187.6586668428467,1187.6586771057468,1188.495800068441,1188.4958141799289,1929.7667059970936,1929.7667059970936,,,,,,,1189.912596651665,f,1,1189.9131537347175,1189.9131944656028,1189.9132037663562,1189.9136720111792,1.37233801049274,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
180,180,12,180,180,90,180,168,0,0,None,present,inhibit,freq_bottom,,,,,0,129,129,33,,,,,,,,,,,1.0110034405804116,,,,,,,,,,,,,,,,,,,,,,,1189.9141527639113,1190.0865852027582,1190.0865986728145,1191.1016504988575,1191.1016646103449,1932.3728277529349,1932.3728277529349,1933.8632381951793,1933.8632381951793,1933.8632381951793,1933.8632381951793,1935.3536261873292,1935.3536261873292,1194.1332336121532,None,1,1194.133610773736,1194.133651825337,1194.1336611260904,1194.1342175677119,,,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,-168,180,180,180,180,0,0,-168,f,abs,resp,freq_bottom,,,,,0,130,130,813,,,,,,,,,,,0.7373079304338624,,,,,,,,,,,,,,,,,,,,,,,1194.134709224776,1194.1354500778857,1194.1354603407863,1194.8735158483232,1194.873529959811,1936.1446270349807,1936.1446270349807,,,,,,,1196.2404180592407,f,1,1196.2409369771335,1196.2409934230845,1196.2410020824068,1196.2414818729922,1.3301388890615726,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
168,180,180,168,180,180,180,0,0,270,f,present,resp,freq_bottom,,,,,0,131,131,485,,,,,,,,,,,0.8656926558716123,,,,,,,,,,,,,,,,,,,,,,,1196.241981547947,1196.4564126609553,1196.4564264517276,1197.3220254346738,1197.3220392254461,1938.5925631817813,1938.5925631817813,,,,,,,1198.388164053743,f,1,1198.3886701430106,1198.3887105531799,1198.3887195332177,1198.389182005159,1.0257595491773372,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
0,0,-168,180,180,-168,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,132,132,815,,,,,,,,,,,0.9488710561604192,,,,,,,,,,,,,,,,,,,,,,,1198.3896678893416,1198.446863994443,1198.4468765023526,1199.3949991452928,1199.395012936065,1940.6657838434367,1940.6657838434367,,,,,,,1200.6456191687885,f,1,1200.6461380866813,1200.6461791382822,1200.64618811832,1200.646671436777,1.2087493051992624,None,,,,,TS,001,2,26,M,2024-02-09_10h36.30.013,eye_track_exp,2023.1.3,120.12740792155184,
