ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,text_feedback.started,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,90,180,-168,180,12,0,0,0,0,None,present,inhibit,freq_top,,,,,0,208,208,265,,,,,,,,,,,1.0198202755095855,,,,,,,,,,,,,,,,,,,,,,,1075.3625212353836,1077.8751752310054,1077.8751893424924,1078.8988889448374,1078.898902735611,1124.905152200412,1124.905152200412,1126.3955421168575,1126.3955421168575,1126.3955421168575,1126.3955421168575,1081.9301879040831,None,1,,,1081.9305759699964,1081.9306147765892,1081.93062343591,1083.7940351382495,1127.8859455033562,1127.8859455033562,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
90,180,180,12,180,-168,0,180,180,180,None,present,inhibit,freq_top,,,,,0,209,209,24,,,,,,,,,,,0.9587801434823047,,,,,,,,,,,,,,,,,,,,,,,1083.794566564051,1084.3939815145932,1084.3939969089442,1085.3591078589125,1085.359121970403,1131.3663464107267,1131.3663464107267,1132.8567209328212,1132.8567209328212,1132.8567209328212,1132.8567209328212,1088.3907297787991,None,1,,,1088.3911088646782,1088.3911467091239,1088.3911556891617,1088.3916996228727,1134.3471259228972,1134.3471259228972,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,0,0,180,0,168,180,180,-168,180,f,abs,resp,freq_top,,,,,0,210,210,879,,,,,,,,,,,0.9230099547792608,,,,,,,,,,,,,,,,,,,,,,,1088.3921877520625,1091.7214360234866,1091.7214504556905,1092.645190051273,1092.6452044834768,1138.651810263349,1138.651810263349,,,,,1093.6121938649048,f,1,0.9210312347895524,None,1093.6126970677324,1093.6127361950385,1093.6127451750763,1093.6132031569978,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,180,-12,180,90,180,180,-12,180,0,j,present,resp,freq_top,,,,,0,211,211,612,,,,,,,,,,,0.9520972894654951,,,,,,,,,,,,,,,,,,,,,,,1093.6136839097308,1094.2271301691762,1094.2271446013801,1095.1849191812653,1095.1849336134692,1141.1913087987996,1141.1913087987996,1142.6900398874022,1142.6900398874022,1142.6900398874022,1142.6900398874022,1097.4335267141687,j,1,2.2053645648084057,None,1097.4340199748112,1097.43405749854,1097.4340661578644,1097.4345485141748,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,-12,0,90,0,0,0,-12,0,0,j,present,resp,freq_top,,,,,0,212,212,692,,,,,,,,,,,0.7808744027211093,,,,,,,,,,,,,,,,,,,,,,,1097.4350151554172,1097.6495338237946,1097.6495476145683,1098.4320353864823,1098.4320494979693,1144.4385670810407,1144.4385670810407,1145.9289496210258,1145.9289496210258,1145.9289496210258,1145.9289496210258,1099.9903233679506,f,0,1.5174041975624277,None,1099.9908483794425,1100.4958298949969,1100.4958414407592,1100.4966631142088,,,1145.9789010807144,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,168,180,180,168,0,0,0,180,180,f,abs,resp,freq_top,,,,,0,213,213,807,,,,,,,,,,,0.8750891683721177,,,,,,,,,,,,,,,,,,,,,,,1100.49720768935,1100.996391949142,1100.996405739912,1101.8704972727974,1101.8705117050013,1147.877300613498,1147.877300613498,1149.3676754563057,1149.3676754563057,1149.3676754563057,1149.3676754563057,1103.5458791729543,f,1,1.6305404853483196,None,1103.5463843000725,1103.5470966094908,1103.5471068723928,1103.5478300861432,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
270,0,-12,0,0,0,0,0,-12,0,j,present,resp,freq_top,,,,,0,214,214,714,,,,,,,,,,,0.8305737557462145,,,,,,,,,,,,,,,,,,,,,,,1103.5483031416989,1103.8028320473204,1103.8028458380904,1104.6348020719524,1104.6348161834394,1150.6415826418415,1150.6415826418415,,,,,1105.968876792922,j,1,1.2990260372753255,None,1105.9694046908517,1105.9694438181614,1105.9694527981956,1105.9700858908545,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
-12,0,0,0,90,0,0,12,180,0,j,present,resp,freq_top,,,,,0,215,215,602,,,,,,,,,,,1.0441619584697066,,,,,,,,,,,,,,,,,,,,,,,1105.9705643985762,1106.8331310152244,1106.8331457681415,1107.8827428370569,1107.8827563071136,1153.897180171949,1153.897180171949,,,,,1109.1408470805436,j,1,1.211082924528455,None,1109.1413627912807,1109.141402560017,1109.1414115400548,1109.1418701634102,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,12,180,90,180,0,180,-168,0,0,None,present,inhibit,freq_top,,,,,0,216,216,288,,,,,,,,,,,0.9249449855598869,,,,,,,,,,,,,,,,,,,,,,,1109.1423675933547,1109.8056370262348,1109.8056517791556,1110.7293759803906,1110.7293897711606,1156.736437497173,1156.736437497173,1158.226848901566,1158.226848901566,1158.226848901566,1158.226848901566,1113.760819582385,None,1,,,1113.7612009132718,1113.7612390784307,1113.7612490206157,1113.7617721078132,1159.7089261895417,1159.7089261895417,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,90,0,168,0,168,0,0,0,0,f,present,resp,freq_top,,,,,0,217,217,665,,,,,,,,,,,0.8273961978471553,,,,,,,,,,,,,,,,,,,,,,,1113.7622583127086,1114.1362390383438,1114.136253791261,1114.9679175324673,1114.9679319646712,1160.974510162996,1160.974510162996,1162.4648904579735,1162.4648904579735,1162.4648904579735,1162.4648904579735,1116.7917821109331,f,1,1.7814115329711058,None,1116.7922853137607,1116.7923244410667,1116.7923334211046,1116.792810004532,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,12,180,-168,180,270,180,180,0,180,None,present,inhibit,freq_top,,,,,0,218,218,104,,,,,,,,,,,1.05497766665959,,,,,,,,,,,,,,,,,,,,,,,1116.793292040129,1117.4911189030754,1117.4911333352793,1118.5477409271953,1118.547754717969,1164.554795067521,1164.554795067521,1166.0451846632495,1166.0451846632495,1166.0451846632495,1166.0451846632495,1121.579343283429,None,1,,,1121.5797374429421,1121.579775608101,1121.5797845881389,1121.5803407090461,1167.5355951054953,1167.5355951054953,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
270,0,-168,0,0,180,180,0,-168,0,f,present,resp,freq_top,,,,,0,219,219,700,,,,,,,,,,,1.0931750797400384,,,,,,,,,,,,,,,,,,,,,,,1121.5808272346585,1121.8706823257162,1121.8706961164899,1122.9696356061067,1122.9696493968804,1168.9760242614939,1168.9760242614939,,,,,1124.2858185641126,f,1,1.2677049486483156,None,1124.2863220876534,1124.286361214963,1124.286370195001,1124.2868272147753,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,-168,180,180,12,180,180,0,0,180,None,abs,inhibit,freq_top,,,,,0,220,220,392,,,,,,,,,,,1.0126433717719532,,,,,,,,,,,,,,,,,,,,,,,1124.2873076467913,1124.534746171219,1124.534760603423,1125.549962203666,1125.5499756737227,1171.5571811918235,1171.5571811918235,1173.047569825405,1173.047569825405,1173.047569825405,1173.047569825405,1128.5812063205376,None,1,,,1128.5815873307074,1128.5816264580135,1128.5816354380513,1128.582085722799,1174.5379716083262,1174.5379716083262,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,12,0,270,180,168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,221,221,256,,,,,,,,,,,0.7830423308944273,,,,,,,,,,,,,,,,,,,,,,,1128.5825757762868,1128.7810843203115,1128.7810981110815,1129.5634938376097,1129.5635082698136,1175.5704479146589,1175.5704479146589,1177.060819229595,1177.060819229595,1177.060819229595,1177.060819229595,1132.5948441113578,None,1,,,1132.5952299322635,1132.595266814562,1132.5952757945997,1132.5958277462014,1178.5512373690144,1178.5512373690144,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,0,0,0,0,168,0,168,0,0,f,abs,resp,freq_top,,,,,0,222,222,975,,,,,,,,,,,1.036339306939807,,,,,,,,,,,,,,,,,,,,,,,1132.5963203654137,1133.1941054391136,1133.1941195506006,1134.2350149629892,1134.2350290744762,1180.2414671200713,1180.2414671200713,,,,,1135.3350901066624,f,1,1.0576570561825065,None,1135.3356115902789,1135.3356503968716,1135.3356593769095,1135.3362953560063,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,270,0,0,0,0,0,168,0,168,f,present,resp,freq_top,,,,,0,223,223,557,,,,,,,,,,,0.7687718190789918,,,,,,,,,,,,,,,,,,,,,,,1135.3367770708865,1135.9753837923818,1135.975398545299,1136.749350149952,1136.7493815800844,1182.7559956985606,1182.7559956985606,1184.2547190899895,1184.2547190899895,1184.2547190899895,1184.2547190899895,1138.3988567129163,f,1,1.6149553092109272,None,1138.3993926287367,1138.3994307938992,1138.399439773937,1138.3999574089648,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
168,0,180,0,180,180,12,180,180,180,None,abs,inhibit,freq_top,,,,,0,224,224,402,,,,,,,,,,,0.7814592221098257,,,,,,,,,,,,,,,,,,,,,,,1138.400439123845,1139.0555084994485,1139.0555232523657,1139.83845297042,1139.8384667611936,1185.8450475252466,1185.8450475252466,1187.3354316688092,1187.3354316688092,1187.3354316688092,1187.3354316688092,1142.8694623234514,None,1,,,1142.8698362778778,1142.8698747637536,1142.8698837437914,1142.8704680876726,1188.825836017455,1188.825836017455,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,0,-168,0,0,0,0,0,168,0,f,abs,resp,freq_top,,,,,0,225,225,951,,,,,,,,,,,0.8858561684080554,,,,,,,,,,,,,,,,,,,,,,,1142.8709597447378,1143.285576103095,1143.285590535299,1144.176317908732,1144.1763313787887,1190.18299584962,1190.18299584962,1191.6734168754774,1191.6734168754774,1191.6734168754774,1191.6734168754774,1146.0837908074573,f,1,1.8677270138832682,None,1146.0842930481376,1146.0843312132965,1146.0843401933344,1146.0849598159366,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,-12,180,180,270,180,-12,0,180,180,j,present,resp,freq_top,,,,,0,226,226,474,,,,,,,,,,,1.015323064734863,,,,,,,,,,,,,,,,,,,,,,,1146.0854450586885,1146.9577072296051,1146.957721661809,1147.9733459652562,1147.9733600767431,1193.9797798415457,1193.9797798415457,1195.4702098474445,1195.4702098474445,1195.4702098474445,1195.4702098474445,1150.3807077360143,j,1,2.3582724774096278,None,1150.3813395458092,1150.3813799559794,1150.381389256734,1150.3819992578647,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,12,180,0,-12,0,270,0,180,180,j,present,resp,freq_top,,,,,0,227,227,455,,,,,,,,,,,0.7610781199151702,,,,,,,,,,,,,,,,,,,,,,,1150.3824966878092,1150.6962861450556,1150.6962996151124,1151.461911971899,1151.4619257626728,1197.4685033195674,1197.4685033195674,,,,,1152.6032763667536,j,1,1.0937548834299378,None,1152.6037654580941,1152.6038033025397,1152.6038126032909,1152.604391815723,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,168,0,180,0,180,180,168,0,0,f,abs,resp,freq_top,,,,,0,228,228,968,,,,,,,,,,,0.9989393568614291,,,,,,,,,,,,,,,,,,,,,,,1152.604872247739,1154.9670535245532,1154.967067956757,1155.9661914409335,1155.9662058731374,1201.97299959237,1201.97299959237,,,,,1156.8167639343737,f,1,0.8126476319521316,None,1156.8172680993484,1156.8173065852243,1156.817315565262,1156.8178732897468,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,-12,0,-12,180,180,0,180,90,0,j,present,resp,freq_top,,,,,0,229,229,588,,,,,,,,,,,0.7655030577731149,,,,,,,,,,,,,,,,,,,,,,,1156.818358853212,1157.8485086883484,1157.8485234412692,1158.613538304835,1158.6135604342126,1204.6207415779281,1204.6207415779281,,,,,1159.9974717986734,j,1,1.333198287866253,None,1159.9980551804074,1159.998093024853,1159.998101684174,1159.9988213700526,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
90,180,180,12,0,180,0,180,-12,180,j,present,resp,freq_top,,,,,0,230,230,546,,,,,,,,,,,0.9524935943483184,,,,,,,,,,,,,,,,,,,,,,,1159.9992928220345,1160.8620396808656,1160.8620537923525,1161.819600664141,1161.819614454911,1207.8346929003492,1207.8346929003492,,,,,1162.870087718933,j,1,0.998586047495337,None,1162.8705909217606,1162.8706297283534,1162.8706387083912,1162.8709991927608,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,270,180,0,0,180,168,0,12,180,None,present,inhibit,freq_top,,,,,0,231,231,95,,,,,,,,,,,1.084578628188735,,,,,,,,,,,,,,,,,,,,,,,1162.871474814041,1163.6351734606542,1163.635187892858,1164.7255164884737,1164.7255302792437,1210.7405487508586,1210.7405487508586,1212.230941874459,1212.230941874459,1212.230941874459,1212.230941874459,1167.765050783717,None,1,,,1167.7654324353207,1167.7654706004796,1167.7654795805174,1167.7660231935151,1213.704696591787,1213.704696591787,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
168,0,0,180,168,180,0,180,0,180,f,abs,resp,freq_top,,,,,0,232,232,865,,,,,,,,,,,0.949847535901192,,,,,,,,,,,,,,,,,,,,,,,1167.7665142091464,1167.906581629988,1167.9065941378976,1168.8548210134177,1168.8548351249046,1214.8620582823678,1214.8620582823678,1216.3524539716927,1216.3524539716927,1216.3524539716927,1216.3524539716927,1170.3807718791431,f,1,1.475699619637453,None,1170.381294966337,1170.381334735077,1170.381344035828,1170.3819938056986,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
12,0,90,180,180,180,0,0,168,0,None,present,inhibit,freq_top,,,,,0,233,233,202,,,,,,,,,,,0.7424812420439065,,,,,,,,,,,,,,,,,,,,,,,1170.382481614175,1170.9458035482057,1170.9458176596963,1171.6944080343128,1171.6944221457998,1217.7013040618294,1217.7013040618294,1219.1917205976715,1219.1917205976715,1219.1917205976715,1219.1917205976715,1174.7260305956297,None,1,,,1174.7264193029769,1174.7264577888527,1174.7264664481736,1174.726930523695,1220.6821069862453,1220.6821069862453,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,90,180,180,168,0,0,180,-12,180,None,present,inhibit,freq_top,,,,,0,234,234,145,,,,,,,,,,,0.8601421875511164,,,,,,,,,,,,,,,,,,,,,,,1174.7274289157867,1175.3169568448284,1175.3169709563153,1176.181819464684,1176.181833576171,1222.1891622490766,1222.1891622490766,1223.679545430492,1223.679545430492,1223.679545430492,1223.679545430492,1179.2133730721398,None,1,,,1179.2137428572642,1179.2137973789213,1179.2138060382422,1179.2143772327836,1225.169990189308,1225.169990189308,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
270,180,180,-168,180,180,12,180,180,180,None,present,inhibit,freq_top,,,,,0,235,235,19,,,,,,,,,,,1.0452300597926731,,,,,,,,,,,,,,,,,,,,,,,1179.2153871663104,1179.5627144986247,1179.5627292515455,1180.6119979076539,1180.6120116984239,1226.6187037508025,1226.6187037508025,1228.109115796622,1228.109115796622,1228.109115796622,1228.109115796622,1183.642955946183,None,1,,,1183.643332466334,1183.6433703107796,1183.6433792908174,1183.643994744114,1229.5995156552526,1229.5995156552526,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
12,0,270,180,0,180,168,180,0,0,None,present,inhibit,freq_top,,,,,0,236,236,218,,,,,,,,,,,0.8313981083026297,,,,,,,,,,,,,,,,,,,,,,,1183.6444844768848,1184.367593353105,1184.3676081060257,1185.1995527941253,1185.1995665848954,1231.2064956461254,1231.2064956461254,1232.6968823554125,1232.6968823554125,1232.6968823554125,1232.6968823554125,1188.2307112799244,None,1,,,1188.2310781786073,1188.2311330209777,1188.2311416803022,1188.231709026255,1234.1873210206322,1234.1873210206322,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
90,0,180,0,180,180,12,0,180,-168,None,present,inhibit,freq_top,,,,,0,237,237,303,,,,,,,,,,,0.9087394742905888,,,,,,,,,,,,,,,,,,,,,,,1188.2321955518673,1189.2302462422558,1189.2302609951766,1190.1452145860203,1190.145228376794,1236.152292459301,1236.152292459301,1237.6427000151052,1237.6427000151052,1237.6427000151052,1237.6427000151052,1193.1765366367908,None,1,,,1193.1769006490322,1193.1769388141947,1193.1769474735156,1193.1779917236126,1239.13307517863,1239.13307517863,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,180,0,90,0,12,180,180,-12,180,j,present,resp,freq_top,,,,,0,238,238,542,,,,,,,,,,,1.0394747562624786,,,,,,,,,,,,,,,,,,,,,,,1193.17851416938,1193.4019310929652,1193.401944883739,1194.4417354307734,1194.4417489008301,1240.448627288988,1240.448627288988,,,,,1195.8997984943708,j,1,1.424128225291497,None,1195.900303621489,1195.9003417866516,1195.9003507666894,1195.9009107361817,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,180,0,168,180,180,0,0,-168,180,f,abs,resp,freq_top,,,,,0,239,239,894,,,,,,,,,,,0.7967386921425761,,,,,,,,,,,,,,,,,,,,,,,1195.9013857160317,1196.64036135672,1196.640376430354,1197.4394901006308,1197.4395035706875,1243.4460699025367,1243.4460699025367,1244.9364822690768,1244.9364822690768,1244.9364822690768,1244.9364822690768,1200.4706126662822,None,0,,,1200.4709930350218,1200.97712559898,1200.9771374654556,1200.9779421409767,1246.4269007292096,1246.4269007292096,1246.4602282148298,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
168,0,168,0,0,0,0,0,180,180,f,abs,resp,freq_top,,,,,0,240,240,806,,,,,,,,,,,1.0515313879130777,,,,,,,,,,,,,,,,,,,,,,,1200.9784677938987,1201.427639978745,1201.4276547316622,1202.4849951588003,1202.4850095910042,1248.4917917644707,1248.4917917644707,,,,,1203.5522572447262,f,1,1.028141596565547,None,1203.5527883498144,1203.5535391451085,1203.5535494080104,1203.5539172688368,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
90,180,180,0,180,-168,180,0,12,180,None,present,inhibit,freq_top,,,,,0,241,241,93,,,,,,,,,,,0.9673680891626306,,,,,,,,,,,,,,,,,,,,,,,1203.5544015494415,1204.2256856659696,1204.2257000981735,1205.198981599584,1205.198995711071,1251.2061576118467,1251.2061576118467,1252.6965587533377,1252.6965587533377,1252.6965587533377,1252.6965587533377,1208.230978436044,None,1,,,1208.2313870277612,1208.231434493675,1208.2314518123167,1208.2321419923574,1254.1869643848477,1254.1869643848477,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
168,0,180,180,0,180,-168,180,180,180,f,abs,resp,freq_top,,,,,0,242,242,771,,,,,,,,,,,1.0116653025653146,,,,,,,,,,,,,,,,,,,,,,,1208.232620500079,1208.2333943869016,1208.2334046498,1209.2459574596396,1209.2459712504096,1255.261046167976,1255.261046167976,,,,,1210.5704902491234,f,1,1.266903800998989,None,1210.5710245613664,1210.5710627265253,1210.571071706563,1210.5715441206921,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,270,0,0,0,0,-168,0,0,-168,f,present,resp,freq_top,,,,,0,243,243,726,,,,,,,,,,,0.7906799203147019,,,,,,,,,,,,,,,,,,,,,,,1210.5720251941384,1210.8535339815862,1210.853547451643,1211.6437805060705,1211.6437942968441,1257.650677175021,1257.650677175021,,,,,1212.69373356934,f,1,1.0045949755767651,None,1212.6942342064394,1212.694272371602,1212.6942813516398,1212.6948842970269,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,90,180,180,168,0,0,180,-12,180,None,present,inhibit,freq_top,,,,,0,244,244,146,,,,,,,,,,,0.768219348592746,,,,,,,,,,,,,,,,,,,,,,,1212.695364729043,1213.3180030192198,1213.318019055001,1214.092361291292,1214.092375402779,1260.1069349303252,1260.1069349303252,1261.597355314756,1261.597355314756,1261.597355314756,1261.597355314756,1217.1311675620527,None,1,,,1217.1315466479282,1217.131585133804,1217.1315941138419,1217.1320386257103,1263.0710811676727,1263.0710811676727,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,12,180,180,180,0,180,-168,0,0,None,abs,inhibit,freq_top,,,,,0,245,245,368,,,,,,,,,,,1.0956418916032227,,,,,,,,,,,,,,,,,,,,,,,1217.132516812715,1217.3483369451278,1217.3483510566148,1218.4463691302226,1218.4463915803171,1264.4532430283616,1264.4532430283616,1265.9436656578,1265.9436656578,1265.9436656578,1265.9436656578,1221.4774500028398,None,1,,,1221.477848652372,1221.4778858553836,1221.4778945147045,1221.4784451834457,1267.4340494806493,1267.4340494806493,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,168,0,180,0,180,180,168,0,0,f,abs,resp,freq_top,,,,,0,246,246,966,,,,,,,,,,,0.7199403617885244,,,,,,,,,,,,,,,,,,,,,,,1221.478942292677,1221.776889680561,1221.7769028299008,1222.5011191371996,1222.5011326072563,1268.5081155487096,1268.5081155487096,,,,,1223.6353723043467,f,1,1.0919797224050853,None,1223.6358809593403,1223.6359197659294,1223.6359287459672,1223.6362869853292,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,270,180,0,0,180,168,0,12,180,None,present,inhibit,freq_top,,,,,0,247,247,98,,,,,,,,,,,0.9396961879842296,,,,,,,,,,,,,,,,,,,,,,,1223.6367603616018,1223.9258794102825,1223.9258932010562,1224.8658693462276,1224.8658837784278,1270.8727868616916,1270.8727868616916,1272.363160421639,1272.363160421639,1272.363160421639,1272.363160421639,1227.8976442474705,None,1,,,1227.8980236540629,1227.8980618192218,1227.8980707992596,1227.8986076772271,1273.8535917103982,1273.8535917103982,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,-12,180,90,180,12,0,180,0,180,j,present,resp,freq_top,,,,,0,248,248,517,,,,,,,,,,,0.8921411773756999,,,,,,,,,,,,,,,,,,,,,,,1227.8990948442733,1227.8998199823181,1227.8998302452164,1228.79576251264,1228.7957763034137,1274.802755396282,1274.802755396282,,,,,1230.2458031954193,j,1,1.4041380199450941,None,1230.2463198683035,1230.2463586748927,1230.2463676549305,1230.246822108984,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,12,0,0,168,0,180,180,180,0,None,abs,inhibit,freq_top,,,,,0,249,249,413,,,,,,,,,,,0.9256395517812084,,,,,,,,,,,,,,,,,,,,,,,1230.2473002959887,1230.9279441775216,1230.9279582890085,1231.8599890251135,1231.8600028158835,1277.8668520189203,1277.8668520189203,1279.357226220298,1279.357226220298,1279.357226220298,1279.357226220298,1234.8909502707975,None,1,,,1234.8913239045105,1234.8913620696694,1234.8913716911375,1234.892090414869,1280.8476504533137,1280.8476504533137,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,freq_top,,,,,0,250,250,895,,,,,,,,,,,0.9042929207408844,,,,,,,,,,,,,,,,,,,,,,,1234.8925660361529,1238.0136695416695,1238.0136839738734,1238.9203111454808,1238.920325577681,1284.927504155672,1284.927504155672,,,,,1239.7877981813508,f,1,0.8313030188364792,None,1239.7884017681718,1239.7884392919004,1239.7884482719383,1242.8761716944755,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,180,0,0,168,0,0,168,180,180,f,abs,resp,freq_top,,,,,0,251,251,782,,,,,,,,,,,1.0343084575620758,,,,,,,,,,,,,,,,,,,,,,,1242.8766999131185,1243.725277555328,1243.7252923082451,1244.7657935611205,1244.7658076726111,1290.7808604607962,1290.7808604607962,,,,,1245.624096584157,f,1,0.8014113597855612,None,1245.6246004284149,1245.6246398764379,1245.6246488564757,1245.6250231316153,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
90,180,0,0,-168,0,180,0,-168,180,f,present,resp,freq_top,,,,,0,252,252,538,,,,,,,,,,,1.0751998090216723,,,,,,,,,,,,,,,,,,,,,,,1245.6254987528991,1245.882699861162,1245.8827139726527,1246.964198834714,1246.9642123047706,1292.9706615754112,1292.9706615754112,,,,,1247.831344629154,f,1,0.8193451364968496,None,1247.8318382105099,1247.8318760549555,1247.8318847142764,1247.832255140831,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,0,-168,0,90,180,-168,0,180,0,f,present,resp,freq_top,,,,,0,253,253,606,,,,,,,,,,,0.8638368674823789,,,,,,,,,,,,,,,,,,,,,,,1247.832713122756,1248.5217571881221,1248.521771620326,1249.3864135878248,1249.3864276993118,1295.3936133330462,1295.3936133330462,,,,,1250.720696453238,f,1,1.292130651181651,None,1250.7212314069147,1250.7212708549378,1250.7212801556889,1250.7217852828107,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
