ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,text_feedback.started,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,freq_top,0,9,9,1,,,,,,,,,,,,194.62523704894193,194.82453872272526,194.82455123063482,1.0539120334574286,195.88151545833534,195.88152764552797,241.88830885685093,241.88830885685093,197.09836701221866,f,0,197.09888721297466,197.59650413546842,197.59651375693647,197.59692683867252,1.1777188773266971,None,243.07895794359501,243.57854341864368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,0,0,-168,0,12,0,0,0,0,None,abs,inhibit,freq_top,0,10,10,21,,,,,,,,,,,,197.5974396629681,198.53783947349075,198.53785294354748,0.7539307377273655,199.295466973188,199.29547948109757,245.30208109166415,245.30208109166415,201.4780086894716,f,0,201.47851381658984,201.9761621692196,201.97617146997436,201.97657589238588,2.147781997373386,None,247.45858583007794,247.95817130512296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,168,180,90,0,180,0,168,0,0,f,present,resp,freq_top,0,11,11,48,,,,,,,,,,,,201.97711020462884,202.13469062327204,202.13470281046466,0.9170799245611794,203.05866722770588,203.05868005633238,249.1488473319805,249.1488473319805,206.0723046978128,None,0,206.07269436730348,206.56328537244917,206.5632959560644,206.5639454052216,,,252.05468875028964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,freq_top,0,12,12,18,,,,,,,,,,,,206.5644675302683,206.6978743288637,206.69788651605631,0.7756450246298118,207.4800740981409,207.4800869267674,253.48678571416895,253.48678571416895,208.86271703227976,f,1,208.86322408369233,208.86396205036363,208.8639719925486,208.8644302951834,1.3392659069104411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,freq_top,0,13,13,7,,,,,,,,,,,,208.86490848219182,209.1291396771121,209.1291528264519,0.9829081898324494,210.11118345030627,210.11119627892913,256.11790981925515,256.11790981925515,211.56910315401547,j,1,211.56961341258648,211.56965061559822,211.5696589542058,211.57013521691988,1.4123881088635244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,180,0,0,180,168,180,0,0,168,f,abs,resp,freq_top,0,14,14,16,,,,,,,,,,,,211.57061725251333,211.59320429233048,211.59321551737958,0.8312564861789797,212.4261589139569,212.42617142186646,258.4326389732996,258.4326389732996,213.34233924209184,f,1,213.34287419576867,213.34291236092758,213.3429213409654,213.3432949746748,0.8728340896050213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
90,0,0,12,0,12,180,180,180,0,j,present,resp,freq_top,0,15,15,32,,,,,,,,,,,,213.34379176318907,213.34466154398615,213.3446714861675,0.9653876575087437,214.30742261051637,214.3074357598598,260.3143513510295,260.3143513510295,215.72361496549274,j,1,215.72414093912812,215.72417814213986,215.72418680146438,215.72480000974974,1.3749384652292065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,0,180,0,168,180,0,180,12,180,None,abs,inhibit,freq_top,0,16,16,30,,,,,,,,,,,,215.7252717824449,215.72603476493532,215.7260450278336,0.9371333060104523,216.66348399164053,216.66349714098033,262.6706660975033,262.6706660975033,219.6774319144788,None,1,219.67783954404513,219.67787867135485,219.67788765139267,219.67955152409195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
12,0,0,12,0,0,90,180,180,0,j,present,resp,freq_top,0,17,17,38,,,,,,,,,,,,219.68006434838753,220.26146470187814,220.26147817193487,0.9608410841824011,221.22617155015178,221.22618437877827,267.23349060158944,267.23349060158944,222.72607902369055,j,1,222.72658671653699,222.7266245609826,222.72663322030348,222.72710595514582,1.4638344241138839,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,270,0,0,12,0,0,12,0,0,j,present,resp,freq_top,0,18,18,40,,,,,,,,,,,,222.72758446286753,222.98393727828807,222.98395042762786,1.0037160647594705,223.9914606255843,223.9914910935695,269.9977998907634,269.9977998907634,225.52342074010448,j,1,225.52393035724526,225.52396852240418,225.52397718172506,225.52443420150303,1.483277809304127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,0,90,180,12,0,180,180,12,180,j,present,resp,freq_top,0,19,19,41,,,,,,,,,,,,225.52492329283996,225.82321416716513,225.82322699579163,1.0829807547955057,226.90528625954903,226.90529908817552,272.91197638763333,272.91197638763333,228.2050129777599,j,1,228.20552067060635,228.20555851504832,228.20556717437285,228.2060203455585,1.2573176107580366,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,0,20,20,11,,,,,,,,,,,,228.2064911561065,228.92900863270552,228.9290217820453,0.8539169428507773,229.78635015027248,229.78636297889898,275.7928767133817,275.7928767133817,231.30250603987952,f,1,231.3030381071112,231.30307563083988,231.3030846108777,231.30361507453563,1.4797464094808674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,270,0,0,12,0,180,180,180,12,j,present,resp,freq_top,0,21,21,42,,,,,,,,,,,,231.30409037510253,231.56814228998337,231.56815511860623,1.0461301134240546,232.6169869600235,232.61699946793306,278.62381467511295,278.62381467511295,234.91635736316675,j,1,234.9168778846397,234.91691508765143,234.91692342625902,234.91739327465984,2.2488160807843087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,180,0,12,0,180,180,180,0,12,j,abs,resp,freq_top,0,22,22,4,,,,,,,,,,,,234.91787947955527,235.1984928289603,235.1985056575868,0.7054022341812077,235.906247765015,235.90625995220762,281.91268356559885,281.91268356559885,237.0388688103085,j,1,237.03937810673233,237.039415630461,237.03942428978553,237.0398819509901,1.088394442358549,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
12,0,0,-168,0,0,180,180,180,180,None,abs,inhibit,freq_top,0,23,23,27,,,,,,,,,,,,237.0403553272663,237.28846895809693,237.28848210743672,0.8951766952582061,238.18731075773394,238.18732358636044,284.19406342536604,284.19406342536604,241.2008269973303,None,1,241.2012368719079,241.2012750370668,241.20128401710463,241.20202422878356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,0,180,12,0,180,180,0,12,180,j,abs,resp,freq_top,0,24,24,3,,,,,,,,,,,,241.20251364083742,241.47667162600192,241.47668445462477,0.9312682218405194,242.408725453628,242.4087382822545,288.4155040992264,288.4155040992264,243.55079959217983,j,1,243.5513018328602,243.5513399980191,243.55134865734,243.5518063185482,1.0976878192268487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,12,180,12,180,90,180,180,0,180,j,present,resp,freq_top,0,25,25,37,,,,,,,,,,,,243.55228963700574,243.84073422071378,243.84074737005358,1.0579741941306042,244.8978459776008,244.89785848551037,290.9050479678335,290.9050479678335,246.29848202084395,j,1,246.29911671708032,246.299154240809,246.2991625794166,246.29947463572535,1.359340139748383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
12,0,0,12,0,0,180,0,180,180,j,abs,resp,freq_top,0,26,26,6,,,,,,,,,,,,246.29994897414508,246.93051984476187,246.93053299410167,0.7381758681448267,247.6711500573947,247.67116352745143,293.6777051641948,293.6777051641948,248.8878563270955,j,1,248.88834958773805,248.8883867907498,248.8883954500743,248.88887876853187,1.1785405507762334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
90,0,0,12,0,180,180,180,0,12,j,present,resp,freq_top,0,27,27,36,,,,,,,,,,,,248.8893617662725,249.17074226746627,249.17075509609276,0.7639109502693086,249.93523596813247,249.93524879675533,295.94244116552,295.94244116552,251.0020041519856,j,1,251.0025230698775,251.00256155575335,251.00257021507787,251.00302498984456,1.0259818974991504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,180,0,0,180,0,180,168,0,168,f,abs,resp,freq_top,0,28,28,14,,,,,,,,,,,,251.0035038182832,251.31853220000994,251.3185620265649,1.0242463050531674,252.34143835188297,252.34145150122276,298.3487410468224,298.3487410468224,253.25931237927216,f,1,253.25981943068473,253.25985695441705,253.25986561373793,253.26032680281787,0.8749726214409748,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,168,0,180,0,180,180,180,168,180,f,abs,resp,freq_top,0,29,29,12,,,,,,,,,,,,253.26080370696218,253.54913283303904,253.54914598238247,0.8303219001133451,254.3817773226474,254.38179079270412,300.38866020082423,300.38866020082423,255.28172687408005,f,1,255.2822345669265,255.28227241136847,255.28228074997605,255.28320473171334,0.8511623722042714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
90,0,180,168,180,180,0,168,0,0,f,present,resp,freq_top,0,30,30,46,,,,,,,,,,,,255.28367458011417,255.53086807779619,255.53088122713598,0.8408198989811,256.3719233348529,256.3719361634794,302.3786692674548,302.3786692674548,257.6887541384349,f,1,257.6892858849533,257.6893227672517,257.6893311058593,271.4097369907322,1.2773697142183664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,0,31,31,26,,,,,,,,,,,,271.41027675514124,272.07553815281426,272.07555130215405,1.0671089592622154,273.14932391541515,273.149336744038,319.15608171449276,319.15608171449276,276.16282411922657,None,1,276.16321443015113,276.1632532367439,276.16326253749867,276.16490460153364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,12,180,12,0,180,0,180,180,180,j,abs,resp,freq_top,0,32,32,5,,,,,,,,,,,,276.16539176857987,276.4386754829284,276.43868831155123,1.0543953583773593,277.49557107748115,277.49558390610764,323.5023891710989,323.5023891710989,278.6960840942047,j,1,278.69657863771135,278.69661616144003,278.6966248207609,278.69707991624455,1.1610756603186019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,freq_top,0,33,33,20,,,,,,,,,,,,278.69755553752475,278.89552110998557,278.8955345800423,1.053942695781617,279.95148085632536,279.95149368495186,325.95863089062186,325.95863089062186,280.9857797895929,f,1,280.98628780315266,280.9863256475983,280.98633430691916,280.9867884402556,0.9925341435191513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,180,0,-168,180,0,180,0,12,180,None,abs,inhibit,freq_top,0,34,34,24,,,,,,,,,,,,280.9872630993923,281.5671281871546,281.5671416572113,0.8848923209011395,282.45812079241296,282.45813362103945,328.4648506892336,328.4648506892336,283.824528459827,j,0,283.82504833986604,284.33060714355815,284.3306177271734,284.33111162924615,1.3175733429889078,None,329.8136956479211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,180,0,12,0,180,180,12,0,0,j,abs,resp,freq_top,0,35,35,2,,,,,,,,,,,,284.3316359993041,284.4150348922594,284.4150480415992,0.8544179033929462,285.27248898101243,285.2725018096389,331.2791207388509,331.2791207388509,287.23858677298267,j,1,287.2391015215726,287.2398366018024,287.23984622327043,287.24039881630597,1.9271386225700553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
90,0,180,180,180,168,0,168,0,0,f,present,resp,freq_top,0,36,36,44,,,,,,,,,,,,287.2408837383409,287.43727844563546,287.4372912742583,0.8019156643847763,288.24472302517097,288.24473553308053,334.25162707057825,334.25162707057825,289.66078100029335,f,1,289.66128965528696,289.66132717901564,289.66133615905346,289.6618047245902,1.371356392333837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,270,180,12,180,0,12,180,0,180,j,present,resp,freq_top,0,37,37,33,,,,,,,,,,,,289.6622800251571,289.87772235455486,289.8777348624644,0.9625032845417072,290.8429952659171,290.8430080945436,336.84939835350815,336.84939835350815,292.4918979213471,j,1,292.4924145942314,292.4924514765298,292.4924601358507,292.4929181177722,1.6048418624741316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,180,90,180,12,180,12,0,0,180,j,present,resp,freq_top,0,38,38,39,,,,,,,,,,,,292.4934001533693,292.7828893078877,292.78290213651417,0.966224673168288,293.74853970155164,293.7485525301745,339.7552458654136,339.7552458654136,295.53095146386113,j,1,295.53147358890783,295.5315104712063,295.53151913052716,295.53212913166135,1.7391864335731952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,180,0,12,0,12,0,180,180,180,j,abs,resp,freq_top,0,39,39,0,,,,,,,,,,,,295.53260603580566,295.7973583936255,295.79737090153503,0.7397922177595169,296.5375424908125,296.537555319439,342.54456488029246,342.54456488029246,297.6039989390738,j,1,297.60451432909394,297.6045518528226,297.60456083286044,297.60503003983104,1.0296345278329682,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,freq_top,0,40,40,15,,,,,,,,,,,,297.6055136790055,297.85435116501685,297.8543636729264,0.8644166886811858,298.7189405351528,298.71895304306236,344.72604246210904,344.72604246210904,299.83559731843343,f,1,299.8361018041214,299.8361402899973,299.8361489493218,299.83662360845483,1.072355453597993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
168,0,270,180,180,180,180,168,180,180,f,present,resp,freq_top,0,41,41,49,,,,,,,,,,,,299.83710596476885,300.0686539917733,300.0686668203962,1.0385042016194663,301.1087408800522,301.10875338796177,347.11567186557295,347.11567186557295,302.6419023953313,f,1,302.64240944674384,302.6424476119064,302.6424565919442,302.64293093036395,1.4985188575701613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,180,180,180,12,0,180,12,0,0,j,abs,resp,freq_top,0,42,42,8,,,,,,,,,,,,302.6434190595537,302.87497221801095,302.8749850466338,0.7196810865187254,303.59854324545813,303.5985560740846,349.6052320906783,349.6052320906783,304.5820449919156,j,1,304.5825651926716,304.5826020749664,304.582610413574,304.5830000830683,0.9451147337458679,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
90,0,0,12,0,0,0,12,0,0,j,present,resp,freq_top,0,43,43,34,,,,,,,,,,,,304.5840799325997,304.82301371989524,304.8230262278048,0.9091027437829106,305.7380227945432,305.73803626459994,351.7450795005934,351.7450795005934,306.8219069302504,j,1,306.82242488599513,306.8224620890069,306.82247042761446,306.82293129597747,1.0449538307148032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,0,0,0,168,0,0,12,0,0,None,abs,inhibit,freq_top,0,44,44,29,,,,,,,,,,,,306.8234123694274,307.05503608531944,307.05504891394594,0.862854951018228,307.91956804736037,307.919580234553,353.9265657417345,353.9265657417345,310.93331039147597,None,1,310.93371866247617,310.933757148352,310.93376644910677,310.9344056353584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
0,180,0,180,168,180,12,180,0,180,None,abs,inhibit,freq_top,0,45,45,28,,,,,,,,,,,,310.93488799167244,311.21698817874494,311.2170010073678,0.8872953691133776,312.10736789643124,312.10738104577104,358.1146786092613,358.1146786092613,315.1214235797197,None,1,315.12180202416494,315.1218392271803,315.12184820721814,315.1233645507273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,180,180,-168,180,180,12,180,0,180,None,abs,inhibit,freq_top,0,46,46,22,,,,,,,,,,,,315.12385267991704,315.34703419822836,315.34704702685485,1.0443435747406133,316.39613351648586,316.3961463451087,362.4026972826068,362.4026972826068,319.4094634202993,None,1,319.40988131276754,319.4099204400736,319.4099300615453,319.4112283184222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
180,180,168,0,270,0,0,168,0,180,f,present,resp,freq_top,0,47,47,47,,,,,,,,,,,,319.4117324833969,320.2851152347321,320.28512838407187,0.7302689197930803,321.0171223661637,321.01713487407324,367.023782667693,367.023782667693,323.631837697365,j,0,323.6323447487812,324.1313927044248,324.13140200517955,324.13187602288235,2.5658235986775253,None,369.61323105925476,370.11283032507345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,001,1,23,f,2024-02-09_16h20.31.132,eye_track_exp,2023.1.3,120.10242128822651,
