ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,0,180,0,168,180,0,180,12,180,None,abs,inhibit,freq_top,0,31,31,30,,,,,,,,,,,,245.97226036908773,246.17098130700253,246.17099477689055,0.925734711345045,247.10329479876305,247.10330826865118,332.80036471325496,332.80036471325496,250.11693273971753,None,1,,,250.1173320256852,,250.11737371819584,250.1173833395444,250.11843206654385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,180,0,180,168,180,12,180,0,180,None,abs,inhibit,freq_top,0,32,32,28,,,,,,,,,,,,250.1189160203793,250.11976686830872,250.1197774517923,0.940325853649507,251.05884224387808,251.0588569966127,336.7553005613095,336.7553005613095,254.07185030720962,None,1,,,254.0722322747498,,254.07227236370238,254.07228166433936,254.07350036849766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,freq_top,0,33,33,13,,,,,,,,,,,,254.07397983237047,254.07489321906598,254.07490412326104,0.9598848664774461,255.03840521656696,255.03841964858987,340.73520188475806,340.73520188475806,256.16359756336135,f,1,1.087922077086887,None,256.16409947704767,,256.16413796244217,256.16414662165585,256.1646055599849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,180,0,12,0,180,180,12,0,0,j,abs,resp,freq_top,0,34,34,2,,,,,,,,,,,,256.16508374101124,256.3207982127383,256.3208123240496,0.996676600982402,257.31999418870544,257.32000894143994,343.016604523445,343.016604523445,258.4281808018176,j,1,1.0626692440807801,None,258.42872344587965,,258.428764496967,258.4287737976041,258.42927282488574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,freq_top,0,35,35,7,,,,,,,,,,,,258.4297465159493,258.53526737407094,258.53528148538226,0.7962681615271872,259.3348129898469,259.33482613902333,345.0315185759378,345.0315185759378,260.63391955141424,j,1,1.2554611862655065,None,260.63438394184084,,260.63442146510044,260.63443012431424,260.63515204617227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,0,36,36,26,,,,,,,,,,,,260.6356385657007,260.6365981348695,260.63660807692975,0.9543342052037647,261.59079474263854,261.59080885394985,347.2879220645105,347.2879220645105,264.60448399745223,None,1,,,264.60488649053616,,264.60492625877714,264.6049358801257,264.6056003946036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,0,-168,180,180,180,180,0,12,None,abs,inhibit,freq_top,0,37,37,25,,,,,,,,,,,,264.60609781832716,264.6068710540444,264.60688163752786,1.083907031965213,265.6958197805948,265.6958329297712,351.3927046444815,351.3927046444815,268.70924476903315,None,1,,,268.7096363579219,,268.7096754847396,268.70968478537657,268.71040285869515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,270,0,0,168,0,0,168,180,0,f,present,resp,freq_top,0,38,38,45,,,,,,,,,,,,268.71089739601405,268.7117543374643,268.71176492094776,1.0170258870558255,269.73385040598885,269.73386387587686,355.43092769684796,355.43092769684796,271.158422881363,j,0,1.3838914375814966,None,271.15892928501194,356.8380229924575,271.66475597373505,271.6647681607766,271.66548847907643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,0,-168,0,0,0,12,0,0,None,abs,inhibit,freq_top,0,39,39,23,,,,,,,,,,,,271.6660301610036,271.6668085281069,271.66681975301356,1.028039785375689,272.6976285941349,272.69764206402306,358.3950282001728,358.3950282001728,275.7115801910543,None,1,,,275.7119894190822,,275.7127219244237,275.71273186648386,275.71408174169505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,0,40,40,11,,,,,,,,,,,,275.7145714683397,275.7154110913624,275.71542199555756,0.7655678195994328,276.4785235463265,276.47853733692614,362.17512073188954,362.17512073188954,277.295695152059,f,1,0.7833849056479494,None,277.2962422860837,,277.2962814129015,277.2962900721152,277.2967839680109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
90,0,0,12,0,0,0,12,0,0,j,present,resp,freq_top,0,41,41,34,,,,,,,,,,,,277.29726118690246,277.31203156058916,277.3120427854959,0.9732495629940452,278.2849080167001,278.28492116587654,363.9819016018262,363.9819016018262,279.5181314314707,j,1,1.1842965605005702,None,279.5186942803648,,279.51873597287556,279.51874527351254,279.5192487907568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
12,0,0,12,0,0,180,0,180,180,j,abs,resp,freq_top,0,42,42,6,,,,,,,,,,,,279.51975551511737,279.7769476335652,279.7769620655881,0.708997115341341,280.4912394413717,280.4912532319713,366.18835168979746,366.18835168979746,281.4245525912537,j,1,0.897874464239635,None,281.4250634848653,,281.4251029323947,281.42511191232006,281.4255804719977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,270,180,12,180,180,180,180,12,180,j,present,resp,freq_top,0,43,43,35,,,,,,,,,,,,281.4260769335864,281.59135085658863,281.59136432647676,0.8334863662024286,282.42335248836946,282.4233659582575,368.1200013085034,368.1200013085034,283.48979623907894,j,1,1.0300009169831128,None,283.49029815276526,,283.49033695887135,283.49034593879674,283.49081064993493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,180,0,168,0,0,0,180,168,f,abs,resp,freq_top,0,44,44,17,,,,,,,,,,,,283.49129524519367,283.6386968717147,283.63871162444923,0.8912377961527607,284.5297931474189,284.5298069380186,370.22650386489573,370.22650386489573,285.3297229757163,f,1,0.7632227281956148,None,285.3302258515374,,285.3302649783552,285.3302736375689,285.33074348009313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,0,-168,0,12,0,0,0,0,None,abs,inhibit,freq_top,0,45,45,21,,,,,,,,,,,,285.3312399416818,285.4871728180225,285.4871866086221,0.9876395565142838,286.478037026798,286.47805017597443,372.17481413158026,372.17481413158026,289.49140300429815,None,1,,,289.4918189672701,,289.49186033906915,289.49186996041783,289.49284332018635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
