ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,0,270,180,-12,180,0,180,-12,180,j,present,resp,freq_top,,,,,0,238,238,544,,,,,,,,,,,0.9875025714645211,,,,,,,,,,,,,,,,,,,,,,,1075.9666341251277,1075.9673807417803,1075.9673913252636,1076.9558290299178,1076.9558434619407,1162.652698499647,1162.652698499647,1077.955994837826,j,1,0.9656498095978918,None,1077.9564852058938,1077.956523691288,1077.9565323505017,1077.9569018102889,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
12,180,90,0,168,180,0,180,0,180,None,present,inhibit,freq_top,,,,,0,239,239,125,,,,,,,,,,,0.9284570246551824,,,,,,,,,,,,,,,,,,,,,,,1077.9573655592922,1077.9582510440769,1077.9582609861368,1078.8870235588342,1078.8870376701457,1164.5843702474547,1164.5843702474547,1081.918297752517,None,1,,,1081.9186768336526,1081.9187159604703,1081.9187249403958,1081.9192711122855,1166.0747498609717,1166.0747498609717,1166.0747498609717,1166.0747498609717,1167.5651313987582,1167.5651313987582,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,168,180,180,0,180,0,180,168,180,f,abs,resp,freq_top,,,,,0,240,240,836,,,,,,,,,,,1.0205473829006253,,,,,,,,,,,,,,,,,,,,,,,1081.9203111800712,1081.9211014135044,1081.9211119969877,1082.9420509379852,1082.942065370008,1168.6392103310193,1168.6392103310193,1083.9431147384307,f,1,0.9631097735626213,None,1083.9436333291214,1083.943673418074,1083.9436823979995,1083.9442898258085,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,0,0,168,0,0,168,0,0,f,abs,resp,freq_top,,,,,0,241,241,984,,,,,,,,,,,0.8274948548239389,,,,,,,,,,,,,,,,,,,,,,,1083.9447856459742,1083.945533866185,1083.945544128957,1084.7824260294683,1084.7824404614912,1170.4876391327189,1170.4876391327189,1085.991214425865,f,1,1.1618595755233514,None,1085.9916993418356,1085.9917375065183,1085.9917461657324,1085.9922958654502,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,180,0,180,180,12,180,180,0,-168,None,abs,inhibit,freq_top,,,,,0,242,242,379,,,,,,,,,,,0.9748324395360737,,,,,,,,,,,,,,,,,,,,,,,1085.9927647458394,1086.1905678070957,1086.1905819184071,1087.1638015359522,1087.163815967975,1172.8605821685624,1172.8605821685624,1090.1947906170044,None,1,,,1090.195170339563,1090.195210749227,1090.1952200498645,1090.1956751396538,1174.3509993053387,1174.3509993053387,1174.3509993053387,1174.3509993053387,1175.8413510169446,1175.8413510169446,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,-168,180,270,0,180,0,-168,0,0,f,present,resp,freq_top,,,,,0,243,243,681,,,,,,,,,,,0.7542921470012862,,,,,,,,,,,,,,,,,,,,,,,1090.1961558863732,1090.1968880710028,1090.1968986544866,1090.9521748417128,1090.9521889530242,1176.6490064674706,1176.6490064674706,1092.136135348001,f,1,1.1449824472009027,None,1092.136651052287,1092.1366898583929,1092.1366991590298,1092.1373235845554,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
90,0,12,180,180,-168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,244,244,273,,,,,,,,,,,0.8109617823706385,,,,,,,,,,,,,,,,,,,,,,,1092.1377985584654,1092.138658707032,1092.1386692905153,1092.9587484678004,1092.9587625791114,1178.655589394195,1178.655589394195,1095.9901384383784,None,1,,,1095.9905030874907,1095.9905412521734,1095.9905499113875,1095.9910130189674,1180.145984081158,1180.145984081158,1180.145984081158,1180.145984081158,1181.6363717124655,1181.6363717124655,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,0,168,180,168,0,180,180,0,180,f,abs,resp,freq_top,,,,,0,245,245,844,,,,,,,,,,,0.9503581027543808,,,,,,,,,,,,,,,,,,,,,,,1095.9914883135893,1095.9923590456392,1095.992369308411,1096.9471213887068,1096.9471358207297,1182.6438138256215,1182.6438138256215,1097.9476409415324,f,1,0.9575842330514774,None,1097.9481473451815,1097.9481893584034,1097.948198338329,1097.9485681188276,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,90,180,180,180,12,0,12,0,180,j,present,resp,freq_top,,,,,0,246,246,523,,,,,,,,,,,0.8874396430873671,,,,,,,,,,,,,,,,,,,,,,,1097.9490382820632,1097.9498926578208,1097.9499032413041,1098.844845170051,1098.844859602074,1184.5422005178852,1184.5422005178852,1099.5959655760976,j,1,0.7068297589638064,None,1099.5965082201596,1099.5965473469773,1099.5965563269028,1099.5970181516363,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,,,,,0,247,247,953,,,,,,,,,,,0.8151218114558096,,,,,,,,,,,,,,,,,,,,,,,1099.597492804835,1099.653405989482,1099.65341945937,1100.4688983491692,1100.468912781192,1186.174125563731,1186.174125563731,1101.2109083002092,f,1,0.6910658206766698,None,1101.2114012339703,1101.211440360788,1101.211449340713,1101.2119089204652,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,168,180,0,180,168,180,0,180,180,f,abs,resp,freq_top,,,,,0,248,248,794,,,,,,,,,,,0.9559585758497537,,,,,,,,,,,,,,,,,,,,,,,1101.212386139357,1101.3764320575638,1101.3764455274518,1102.3339817053266,1102.333996458061,1188.0308585514226,1188.0308585514226,1103.0015814290014,f,1,0.6264263935443637,None,1103.0020932847478,1103.0021324115655,1103.0021413914906,1103.0026295145772,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,180,90,180,-12,0,12,0,0,j,present,resp,freq_top,,,,,0,249,249,656,,,,,,,,,,,0.7020593088752917,,,,,,,,,,,,,,,,,,,,,,,1103.003124372608,1103.050850751716,1103.0508632594692,1103.7574323314516,1103.7574458013396,1189.4546398312289,1189.4546398312289,1105.0579933202184,j,1,1.266448124964029,None,1105.0584759912072,1105.0585144766019,1105.0585234565274,1105.0590946439233,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,12,0,270,180,180,180,180,-12,180,j,present,resp,freq_top,,,,,0,250,250,541,,,,,,,,,,,0.8588705967932957,,,,,,,,,,,,,,,,,,,,,,,1105.059563524313,1105.060329062951,1105.0603390050114,1105.9303985226738,1105.9304129546967,1191.6277596433174,1191.6277596433174,1106.747692319534,j,1,0.7733886451454168,None,1106.748186856853,1106.7482263043821,1106.7482352843076,1108.803936799285,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,-168,0,0,-168,0,0,270,0,0,f,present,resp,freq_top,,,,,0,251,251,630,,,,,,,,,,,0.8069073025095088,,,,,,,,,,,,,,,,,,,,,,,1108.8044845747331,1108.8052988615377,1108.8053100864445,1109.6106698831904,1109.61068367379,1195.3079280554036,1195.3079280554036,1110.5618078642337,f,1,0.9010116653124101,None,1110.5623585260864,1110.562397652904,1110.5624063121177,1110.56285594981,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
-168,0,0,180,180,180,-168,180,0,0,f,abs,resp,freq_top,,,,,0,252,252,961,,,,,,,,,,,0.7725119289267296,,,,,,,,,,,,,,,,,,,,,,,1110.5633341308362,1110.5640801060658,1110.5640900481262,1111.3430966502956,1111.3431110823185,1197.0397682409546,1197.0397682409546,1112.3102035043516,f,1,0.9288218527811409,None,1112.3107143979632,1112.3107538454929,1112.3107631461298,1112.3115690944323,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,0,168,0,0,0,168,0,0,f,abs,resp,freq_top,,,,,0,253,253,983,,,,,,,,,,,0.7205500814803603,,,,,,,,,,,,,,,,,,,,,,,1112.3120514447096,1112.3128343017756,1112.312844885259,1113.0415568496628,1113.0415709609738,1198.738317918864,1198.738317918864,1113.6582865789242,f,1,0.5743771425025557,None,1113.658787209764,1113.65882601587,1113.6588346750837,1113.6592820677947,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,0,180,168,180,0,180,180,168,180,f,abs,resp,freq_top,,,,,0,254,254,831,,,,,,,,,,,0.8708849143476391,,,,,,,,,,,,,,,,,,,,,,,1113.6597621730907,1113.7497548159658,1113.7497679651424,1114.623641706109,1114.6236564588435,1200.3202610207738,1200.3202610207738,1115.1905402258963,f,1,0.5276061633119866,None,1115.191035083927,1115.6965378539135,1115.6965497202432,1115.6974329600462,,,,,,,1200.8697926855943,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
270,180,180,-168,180,180,180,180,12,180,None,present,inhibit,freq_top,,,,,0,255,255,79,,,,,,,,,,,0.9467128496103726,,,,,,,,,,,,,,,,,,,,,,,1115.6979489850441,1115.764546998043,1115.764559826508,1116.713115758294,1116.7131305110283,1202.4101462252563,1202.4101462252563,1119.7447273406015,None,1,,,1119.7451137981043,1119.7458491898506,1119.7458594526224,1119.7464085109168,1203.900524235215,1203.900524235215,1203.900524235215,1203.900524235215,1205.3909137907922,1205.3909137907922,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,0,168,0,0,0,168,0,0,0,f,abs,resp,freq_top,,,,,0,256,256,999,,,,,,,,,,,1.0733529272859226,,,,,,,,,,,,,,,,,,,,,,,1119.7468921440404,1119.7479476059839,1119.7479581894677,1120.8261749430576,1120.8261903372154,1206.5232653830933,1206.5232653830933,1121.5764560467933,f,1,0.7085468489806885,None,1121.5769788067346,1121.5770176128408,1121.5770262720544,1121.5781016181186,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,,,,,0,257,257,955,,,,,,,,,,,1.0295845755069777,,,,,,,,,,,,,,,,,,,,,,,1121.5785721020657,1121.7256857295515,1121.7256995201515,1122.7577671543836,1122.757781907118,1208.4549685606398,1208.4549685606398,1123.4423937787078,f,1,0.6485089921810072,None,1123.4428835053523,1123.4429239150168,1123.4429332156537,1123.4432985061894,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,180,0,168,0,0,0,168,0,f,abs,resp,freq_top,,,,,0,258,258,952,,,,,,,,,,,0.7700799849471547,,,,,,,,,,,,,,,,,,,,,,,1123.4437795736203,1123.4447099580316,1123.4447205415154,1124.2236469657796,1124.2236613978025,1209.9286718113087,1209.9286718113087,1124.9818701720874,f,1,0.7114104830409929,None,1124.9823627851365,1124.9824022326661,1124.9824108918797,1124.9828730373251,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,180,168,180,90,180,180,168,180,180,f,present,resp,freq_top,,,,,0,259,259,449,,,,,,,,,,,0.9926459925353672,,,,,,,,,,,,,,,,,,,,,,,1124.983345766254,1124.9840850065393,1124.9840955900227,1125.9804911121187,1125.9805055441416,1211.6771261416532,1211.6771261416532,1126.9641508550494,f,1,0.9466261583987148,None,1126.9646822742047,1126.9647220424454,1126.9647310223709,1126.9652072791273,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,-168,0,12,180,0,180,180,0,0,None,abs,inhibit,freq_top,,,,,0,260,260,391,,,,,,,,,,,0.9117114341038866,,,,,,,,,,,,,,,,,,,,,,,1126.9656915536748,1127.1378829056216,1127.137897658356,1128.0533000263626,1128.0533141376736,1213.7503747515289,1213.7503747515289,1131.0848157158957,None,1,,,1131.0851887035105,1131.0852278303282,1131.0852368102537,1131.0854786268155,1215.2407655899524,1215.2407655899524,1215.2407655899524,1215.2407655899524,1216.7311391099483,1216.7311391099483,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,12,180,-168,180,270,180,180,0,180,None,present,inhibit,freq_top,,,,,0,261,261,104,,,,,,,,,,,0.9974070562736319,,,,,,,,,,,,,,,,,,,,,,,1131.0859603356698,1131.0866934824344,1131.0867040659177,1132.082920310218,1132.0829353836643,1217.780244549025,1217.780244549025,1135.1147050768009,None,1,,,1135.1150732537412,1135.1151133426938,1135.1151223226193,1135.1156697773554,1219.2706196725792,1219.2706196725792,1219.2706196725792,1219.2706196725792,1220.7610069831749,1220.7610069831749,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,0,180,168,180,168,180,0,180,180,f,abs,resp,freq_top,,,,,0,262,262,793,,,,,,,,,,,1.0401937570436681,,,,,,,,,,,,,,,,,,,,,,,1135.1161514862097,1135.1171790462422,1135.1171896297255,1136.1546368806817,1136.154650991993,1221.851753939782,1221.851753939782,1136.9553983142114,f,1,0.7559223695757851,None,1136.9558851544516,1136.9559255641157,1136.9559348647526,1136.956479753796,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,270,0,180,0,180,0,-168,0,-168,f,present,resp,freq_top,,,,,0,263,263,727,,,,,,,,,,,1.010530338939553,,,,,,,,,,,,,,,,,,,,,,,1136.9569511998784,1136.9716721839754,1136.9716834088822,1137.9867712870737,1137.986787001943,1223.6834922673222,1223.6834922673222,1139.2030502240814,f,1,1.1809518590094399,None,1139.203642899156,1139.2036823466856,1139.2036913266106,1139.2041512270748,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,90,0,12,0,0,168,180,180,0,None,present,inhibit,freq_top,,,,,0,264,264,186,,,,,,,,,,,0.7566056557358538,,,,,,,,,,,,,,,,,,,,,,,1139.2046348601984,1139.4436439126048,1139.4436580239162,1140.2015460865805,1140.2015605186034,1225.898242051323,1225.898242051323,1143.232658320895,None,1,,,1143.2330434955516,1143.2330829430807,1143.2330922437177,1143.2336204557569,1227.3886543774252,1227.3886543774252,1227.3886543774252,1227.3886543774252,1228.8790115411284,1228.8790115411284,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,-168,0,180,0,180,-168,0,180,180,f,abs,resp,freq_top,,,,,0,265,265,809,,,,,,,,,,,0.8917594911613657,,,,,,,,,,,,,,,,,,,,,,,1143.234121407308,1143.2347560956055,1143.2347666790888,1144.1228800160097,1144.1228944480326,1229.819883863908,1229.819883863908,1144.7405847085984,f,1,0.5783645500812895,None,1144.7410651346058,1144.741104582135,1144.741113241349,1144.7415760282174,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
12,0,0,0,270,180,12,180,180,180,j,present,resp,freq_top,,,,,0,266,266,431,,,,,,,,,,,0.8503869324675472,,,,,,,,,,,,,,,,,,,,,,,1144.7420545299556,1144.7977268601753,1144.7977396886404,1145.655339239131,1145.6553539918655,1231.3518956943183,1231.3518956943183,1146.4220192901626,j,1,0.726373925123255,None,1146.4225115825002,1146.4225513507413,1146.4225606513783,1146.4230458880602,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,12,180,180,270,180,12,0,0,180,j,present,resp,freq_top,,,,,0,267,267,530,,,,,,,,,,,0.9010571691933078,,,,,,,,,,,,,,,,,,,,,,,1146.4235231069515,1146.63797366701,1146.637988419745,1147.5445545411803,1147.5445686524918,1233.241935866656,1233.241935866656,1148.2626589687325,j,1,0.6764814597298141,None,1148.2631538267633,1148.263193595004,1148.2632025749294,1148.2636547783145,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
90,0,180,180,180,180,168,0,0,12,None,present,inhibit,freq_top,,,,,0,268,268,163,,,,,,,,,,,0.9834600189081592,,,,,,,,,,,,,,,,,,,,,,,1148.2641297522246,1148.2946287859204,1148.294640972962,1149.2770797667526,1149.277093878064,1234.973768355128,1234.973768355128,1152.3078475567868,None,1,,,1152.308225034364,1152.3082644818937,1152.3082734618188,1152.3088177094392,1236.4641563071468,1236.4641563071468,1236.4641563071468,1236.4641563071468,1237.9545400899149,1237.9545400899149,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,0,-168,0,0,0,0,0,168,0,f,abs,resp,freq_top,,,,,0,269,269,951,,,,,,,,,,,0.806726068513681,,,,,,,,,,,,,,,,,,,,,,,1152.3093048703909,1152.3100386585788,1152.3100489213507,1153.11552417428,1153.1155386063028,1238.8121252083824,1238.8121252083824,1153.9988111220223,f,1,0.8337677391094189,None,1153.9993056593412,1153.9993454275823,1153.9993544075078,1153.9999403476386,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
12,0,168,0,0,90,0,0,180,180,None,present,inhibit,freq_top,,,,,0,270,270,57,,,,,,,,,,,0.8933758881346423,,,,,,,,,,,,,,,,,,,,,,,1154.000411793721,1154.0013707214666,1154.00138130495,1154.9050812266323,1154.9050959793667,1240.6022338847222,1240.6022338847222,1157.936445860992,None,1,,,1157.9368159622022,1157.9368547683084,1157.936863748234,1157.9373101788096,1242.092625364569,1242.092625364569,1242.092625364569,1242.092625364569,1243.5830171651273,1243.5830171651273,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
168,0,168,0,0,0,0,0,180,180,f,abs,resp,freq_top,,,,,0,271,271,806,,,,,,,,,,,1.0439898877988976,,,,,,,,,,,,,,,,,,,,,,,1157.9377893219707,1157.9386055330451,1157.9386161165285,1158.9851423927526,1158.985157145487,1244.6820788912103,1244.6820788912103,1159.7021031626655,f,1,0.6762566408836506,None,1159.70260475564,1159.7026451653046,1159.7026624837317,1159.703112762847,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,12,0,180,180,180,180,168,0,None,abs,inhibit,freq_top,,,,,0,272,272,374,,,,,,,,,,,1.088445838287254,,,,,,,,,,,,,,,,,,,,,,,1159.7035960752596,1159.7043465404518,1159.7043568032236,1160.7915425779956,1160.79155733073,1246.488817427213,1246.488817427213,1163.822887328235,None,1,,,1163.8232846899327,1163.8233228546155,1163.8233315138295,1163.8237115570996,1247.9792336018545,1247.9792336018545,1247.9792336018545,1247.9792336018545,1249.469609366832,1249.469609366832,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
-12,180,270,0,0,-12,180,180,180,0,j,present,resp,freq_top,,,,,0,273,273,597,,,,,,,,,,,0.9520981683146406,,,,,,,,,,,,,,,,,,,,,,,1163.82421026367,1163.825066563697,1163.8250768264688,1164.7798087019328,1164.7798234546672,1250.4770482728718,1250.4770482728718,1165.7467452581182,j,1,0.9287670110941804,None,1165.7472551895953,1165.7472952785479,1165.747304258473,1165.7478677487907,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,270,0,180,180,12,180,0,0,-168,None,present,inhibit,freq_top,,,,,0,274,274,324,,,,,,,,,,,1.037551242129615,,,,,,,,,,,,,,,,,,,,,,,1165.7483472126632,1165.9215180178994,1165.9215327706343,1166.9615995941076,1166.961614346842,1252.6585367339883,1252.6585367339883,1169.9930014310153,None,1,,,1169.9935145696081,1169.9935543378492,1169.9935719769883,1169.9942438678336,1254.1489285345467,1254.1489285345467,1254.1489285345467,1254.1489285345467,1255.639307827352,1255.639307827352,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
12,180,90,180,168,0,180,0,180,180,None,present,inhibit,freq_top,,,,,0,275,275,45,,,,,,,,,,,0.8229670863969287,,,,,,,,,,,,,,,,,,,,,,,1169.9947268595342,1169.9954648169733,1169.9954754004566,1170.8172312580941,1170.817245690117,1256.5135526316635,1256.5135526316635,1173.8477735878587,None,1,,,1173.8481494618782,1173.8481889094073,1173.8481978893328,1173.8486593933549,1258.0039835590396,1258.0039835590396,1258.0039835590396,1258.0039835590396,1259.4943192350643,1259.4943192350643,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,-12,180,270,180,-12,180,180,0,180,j,present,resp,freq_top,,,,,0,276,276,506,,,,,,,,,,,0.8929471031964996,,,,,,,,,,,,,,,,,,,,,,,1173.8491359708228,1173.8500195313377,1173.8500297941096,1174.74600345214,1174.746017563451,1260.443491574585,1260.443491574585,1175.5974389252824,j,1,0.8171327480604873,None,1175.5979325004669,1175.5979725894194,1175.5979815693445,1175.5985591709732,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
168,180,270,180,180,0,180,12,0,0,None,present,inhibit,freq_top,,,,,0,277,277,225,,,,,,,,,,,0.8870205857525,,,,,,,,,,,,,,,,,,,,,,,1175.5990386348462,1175.654530404424,1175.654543874312,1176.544875252801,1176.5448896848238,1262.241955109353,1262.241955109353,1179.5767065225687,None,1,,,1179.5771006771506,1179.5771398039683,1179.5771487838938,1179.577590403795,1263.7323225358284,1263.7323225358284,1263.7323225358284,1263.7323225358284,1265.2227239577353,1265.2227239577353,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,0,180,0,180,-168,180,0,-168,180,f,abs,resp,freq_top,,,,,0,278,278,893,,,,,,,,,,,0.8041295813191817,,,,,,,,,,,,,,,,,,,,,,,1179.5780660191285,1179.5787956380655,1179.5788065422603,1180.3829412206155,1180.3829559733504,1266.0803132454541,1266.0803132454541,1181.3500313976679,f,1,0.9247696614548317,None,1181.3505278592565,1181.3505666653623,1181.3505759659993,1181.3510336214822,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,0,-12,0,90,0,0,0,12,0,j,present,resp,freq_top,,,,,0,279,279,626,,,,,,,,,,,0.8243362521859439,,,,,,,,,,,,,,,,,,,,,,,1181.3515098782386,1181.4490565626256,1181.4490697118022,1182.2732674677186,1182.27328157903,1267.970356624908,1267.970356624908,1183.6063829309578,j,1,1.290394058116192,None,1183.6068771475652,1183.6069165950944,1183.6069255750199,1183.6072943933837,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,180,0,270,180,0,180,12,0,12,j,present,resp,freq_top,,,,,0,280,280,579,,,,,,,,,,,0.964884883240873,,,,,,,,,,,,,,,,,,,,,,,1183.6077728951213,1183.6483169374865,1183.6483294452396,1184.6128253859924,1184.6128401387268,1270.3099985696263,1270.3099985696263,1185.3806725066115,j,1,0.7268248456619517,None,1185.3811660817955,1185.3812052086132,1185.3812138678272,1185.3816849931977,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
12,0,90,180,180,180,0,0,168,0,None,present,inhibit,freq_top,,,,,0,281,281,202,,,,,,,,,,,0.7514192806640391,,,,,,,,,,,,,,,,,,,,,,,1185.3821955660978,1185.5212856302592,1185.5212991001472,1186.2781554335284,1186.2781695448398,1271.9752285551365,1271.9752285551365,1189.309730134,None,1,,,1189.3100976695168,1189.310136475623,1189.31014577626,1189.3107092665773,1273.4656030372673,1273.4656030372673,1273.4656030372673,1273.4656030372673,1274.9560105526953,1274.9560105526953,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,168,180,0,180,168,180,0,180,180,f,abs,resp,freq_top,,,,,0,282,282,791,,,,,,,,,,,0.9694626203990278,,,,,,,,,,,,,,,,,,,,,,,1189.3111932204129,1189.31192091508,1189.3119314985634,1190.282781377944,1190.282795489255,1275.9884550230818,1275.9884550230818,1191.2252995927606,f,1,0.8878839765464477,None,1191.2257960543493,1191.225835181167,1191.225844161092,1191.2262322221532,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
90,180,168,180,0,0,180,180,0,12,None,present,inhibit,freq_top,,,,,0,283,283,161,,,,,,,,,,,0.9818429395708361,,,,,,,,,,,,,,,,,,,,,,,1191.2266985368497,1191.2274441913673,1191.2274547748507,1192.2066534191385,1192.20666753045,1277.9034436730974,1277.9034436730974,1193.3236993700584,j,0,1.068588618462229,None,1193.3241961523586,1193.829267565215,1193.8292794315453,1193.829942983888,,,,,,,1279.0025127755475,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,90,0,-168,180,180,180,12,0,0,None,present,inhibit,freq_top,,,,,0,284,284,222,,,,,,,,,,,1.0587262500487826,,,,,,,,,,,,,,,,,,,,,,,1193.8304740823319,1193.8311501424282,1193.831161046623,1194.895438069624,1194.89545314307,1280.592824847197,1280.592824847197,1197.9268241916625,None,1,,,1197.9271917271794,1197.9279267982142,1197.927937060986,1197.9284934956477,1282.083200932886,1282.083200932886,1282.083200932886,1282.083200932886,1283.5735840742307,1283.5735840742307,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
