ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,feedback_4.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
0,270,0,0,12,0,180,180,180,12,j,present,resp,freq_top,0,19,19,42,,,,,,,,,,,,400.2051467324512,400.56124873959925,400.56126156810524,0.7898785368197392,401.35135225281385,401.35136540203257,552.2228609749152,552.2228609749152,402.28493362531015,j,1,0.8886718296067215,None,402.28551571876835,402.28555997711396,402.2855689570681,402.28611416857166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,freq_top,0,20,20,1,,,,,,,,,,,,402.28663372306335,402.601172974443,402.60118548223636,0.8862708167770407,403.49151715042956,403.4915306203609,554.3626881621112,554.3626881621112,405.32463015417295,j,1,1.7890142224309216,None,405.3251541986417,405.3251930048723,405.3252016641138,405.3256737531333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,0,90,180,12,0,180,180,12,180,j,present,resp,freq_top,0,21,21,41,,,,,,,,,,,,405.32615867065886,405.72346487683353,405.72347802605213,0.9750031447573012,406.6972373170976,406.69725014560356,557.5682627252365,557.5682627252365,408.0800707235534,j,1,1.3352327637272197,None,408.0806056722522,408.08064447848267,408.0806534584369,408.0810078459142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,270,0,0,168,0,0,168,180,0,f,present,resp,freq_top,0,22,22,45,,,,,,,,,,,,408.0814962912789,408.346445990707,408.34645946063824,0.7848197870218412,409.1369481497445,409.1369609782505,560.0078770233761,560.0078770233761,411.0861607360483,f,1,1.9033854845249039,None,411.086740584518,411.0867829185877,411.08679189854183,411.08730535949314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,freq_top,0,23,23,13,,,,,,,,,,,,411.0878278003987,411.3605756278912,411.3605887771098,0.9658379970056223,412.32536586899016,412.32537869749615,563.1967918472278,563.1967918472278,413.52585136379844,f,1,1.1621691625602466,None,413.5263709182901,413.52640908309536,413.5264174216243,413.5268051632171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,270,180,12,180,180,180,180,12,180,j,present,resp,freq_top,0,24,24,35,,,,,,,,,,,,413.5272939292944,414.1665842435158,414.1665970720218,1.0363229629453454,415.2063397835061,415.2063529327247,566.0776435702246,566.0776435702246,417.3554625061256,j,1,2.1056281639380927,None,417.3560429960206,417.3560805194005,417.35608917864204,417.356567361202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,freq_top,0,25,25,20,,,,,,,,,,,,417.3570542030034,417.6713070579874,417.67131956578066,0.8695490564185648,418.54489367734254,418.5449058644232,569.4164428092377,569.4164428092377,419.74494139938474,f,1,1.150375917025201,None,419.7454603124511,419.74549879796893,419.74550745721046,419.74600424110406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,270,180,12,180,0,12,180,0,180,j,present,resp,freq_top,0,26,26,33,,,,,,,,,,,,419.7464840272272,420.14377548062,420.1437886298386,0.792416206810516,420.94343302365314,420.9434455314465,571.814395572113,571.814395572113,422.176212678669,j,1,1.1842829411454545,None,422.1767341574365,422.1767729636671,422.1767819436212,422.1772508255143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,freq_top,0,27,27,15,,,,,,,,,,,,422.1777463265573,422.4509056283787,422.45091845688466,0.8651206228026693,423.31621818209805,423.3162316520293,574.1873577639401,574.1873577639401,424.3831307070816,f,1,1.0195001405799644,None,424.38362332171073,424.38366309007915,424.383672390746,424.38396584282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,0,28,28,26,,,,,,,,,,,,424.38445492961,424.7069494582522,424.70696196604547,0.92994025163977,425.6394083364763,425.6394208442696,576.5103657535337,576.5103657535337,428.65279199603856,None,1,,,428.6532753100008,428.65333656611676,428.65334586678364,428.654232316546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,0,180,12,0,180,180,0,12,180,j,abs,resp,freq_top,0,29,29,3,,,,,,,,,,,,428.65473711825575,429.6939452017539,429.6939586716852,0.9084696244207746,430.6015850901972,430.6015975979906,581.4727727789366,581.4727727789366,431.9514534055835,j,1,1.30121284875446,None,431.95199508924793,431.9520338954784,431.95204287543265,431.9525470357171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
