ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,text_feedback_2.started,feedback_6.stopped,pause_4.started,pause_4.stopped,text_feedback_2.stopped,int14_3.stopped,per15_3.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
0,-168,0,180,0,0,-168,0,270,0,f,present,resp,freq_bottom,,,,,0,499,499,608,,,,,,,,,,,0.9192871470045603,,,,,,,,,,,,,,,,,,,,,,2387.326903686143,2387.550812429283,2387.550825899214,2388.4741447876495,2388.474158578294,2512.2439282681257,2512.2439282681257,2513.7343120200535,2513.7343120200535,2513.7343120200535,2513.7343120200535,2390.6733038149414,f,1,2.152510839605725,None,2390.673808937364,,2390.6738464607433,2390.6738554406975,2390.674313739073,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,12,0,180,180,168,0,0,90,0,None,present,inhibit,freq_bottom,,,,,0,500,500,54,,,,,,,,,,,0.700206083656972,,,,,,,,,,,,,,,,,,,,,,2390.6747826209667,2391.039005072391,2391.0390188630354,2391.7376557701336,2391.737669240065,2515.499466654864,2515.499466654864,2516.9898635560103,2516.9898635560103,2516.9898635560103,2516.9898635560103,2394.768778046321,None,1,,,2394.7691500729943,,2394.7691882377994,2394.7691972177536,2394.769644611899,,2518.480249873639,2518.480249873639,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
-12,0,0,0,0,0,270,0,-168,0,None,present,inhibit,freq_bottom,,,,,0,501,501,280,,,,,,,,,,,0.8682358992670456,,,,,,,,,,,,,,,,,,,,,,2394.770127284436,2395.4430619591185,2395.4430760704745,2396.317022850135,2396.3170366407785,2520.0788677304063,2520.0788677304063,2521.5692691215295,2521.5692691215295,2521.5692691215295,2521.5692691215295,2399.3483805294063,None,1,,,2399.348742293275,,2399.348778854517,2399.348787513759,2399.3496345158646,,2523.0596339514104,2523.0596339514104,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
168,0,0,0,0,0,0,-168,0,0,f,abs,resp,freq_bottom,,,,,0,502,502,1005,,,,,,,,,,,0.8446034571274179,,,,,,,,,,,,,,,,,,,,,,2399.3501274512064,2399.598442106236,2399.5984558968794,2400.446612568857,2400.4466263595014,2524.2086505181433,2524.2086505181433,2525.7073686296844,2525.7073686296844,2525.7073686296844,2525.7073686296844,2402.1795484109325,f,1,1.6912288741754082,None,2402.1800512883665,,2402.1800904153097,2402.180099395264,2444.1266436523265,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,-168,0,0,270,0,0,12,180,None,present,inhibit,freq_bottom,,,,,0,503,503,283,,,,,,,,,,,0.9601323513386053,,,,,,,,,,,,,,,,,,,,,,2444.1272113137156,2444.160491023895,2444.1605041731127,2445.124894485539,2445.124908596895,2568.886932755537,2568.886932755537,2570.3773222802924,2570.3773222802924,2570.3773222802924,2570.3773222802924,2448.1566065522875,None,1,,,2448.157016743766,,2448.157055229284,2448.1570645299507,2448.1575292425796,,2571.8593777661463,2571.8593777661463,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,12,0,0,168,180,270,180,180,None,present,inhibit,freq_bottom,,,,,0,504,504,225,,,,,,,,,,,0.972046149820615,,,,,,,,,,,,,,,,,,,,,,2448.1580337235764,2448.372805042629,2448.3728181918477,2449.3467942846437,2449.346808075288,2573.1083126794388,2573.1083126794388,2574.598696431366,2574.598696431366,2574.598696431366,2574.598696431366,2452.3777125875868,None,1,,,2452.37816703741,,2452.378204881503,2452.378213861457,2452.3786596520395,,2576.0890772968796,2576.0890772968796,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
12,180,0,0,-168,180,270,0,180,180,None,present,inhibit,freq_bottom,,,,,0,505,505,326,,,,,,,,,,,0.949025773925894,,,,,,,,,,,,,,,,,,,,,,2452.379160284485,2452.379922618452,2452.379932560544,2453.326724087059,2453.3267385191284,2577.096553750157,2577.096553750157,2578.586932691395,2578.586932691395,2578.586932691395,2578.586932691395,2456.366351662703,None,1,,,2456.36674485641,,2456.366783662641,2456.366792642595,2456.367242281729,,2580.0606714568307,2580.0606714568307,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,168,180,180,180,0,168,180,f,abs,resp,freq_bottom,,,,,0,506,506,820,,,,,,,,,,,0.9807316197336284,,,,,,,,,,,,,,,,,,,,,,2456.367733613508,2456.368439502049,2456.368449123428,2457.3482099102775,2457.348223700921,2581.1097664698773,2581.1097664698773,,,,,2458.781855104591,f,1,1.3957781189609477,None,2458.782354133473,,2458.78239133614,2458.782400316094,2458.7828454652517,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,12,180,180,0,180,168,0,180,None,abs,inhibit,freq_bottom,,,,,0,507,507,387,,,,,,,,,,,0.7067775660343096,,,,,,,,,,,,,,,,,,,,,,2458.7833717547082,2459.0051243467087,2459.0051374959266,2459.7130041923556,2459.7130359429084,2583.4744084134472,2583.4744084134472,2584.964789278961,2584.964789278961,2584.964789278961,2584.964789278961,2462.744186762521,None,1,,,2462.744552374941,,2462.744589577608,2462.744598557563,2462.7451354305376,,2586.4551730308885,2586.4551730308885,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
12,0,0,0,0,168,180,270,180,180,None,present,inhibit,freq_bottom,,,,,0,508,508,262,,,,,,,,,,,1.0744058443415594,,,,,,,,,,,,,,,,,,,,,,2462.7456206687757,2462.7463810784666,2462.746391020559,2463.817740925756,2463.8177547164005,2587.5792169864812,2587.5792169864812,2589.069595927719,2589.069595927719,2589.069595927719,2589.069595927719,2466.8488692954843,None,1,,,2466.8492608856286,,2466.849297446871,2466.8493061061126,2466.8498542040297,,2590.559983848911,2590.559983848911,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,12,0,180,-168,180,270,0,None,present,inhibit,freq_bottom,,,,,0,509,509,214,,,,,,,,,,,1.0892822808797649,,,,,,,,,,,,,,,,,,,,,,2466.8503586850265,2466.851218836352,2466.8512287784442,2467.9389456122663,2467.93895940291,2591.7006551517998,2591.7006551517998,2593.199387053985,2593.199387053985,2593.199387053985,2593.199387053985,2470.9698312025184,None,1,,,2470.970195532088,,2470.9702324140426,2470.9702410732843,2470.9708687079383,,2594.6731203673057,2594.6731203673057,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,-12,180,180,180,12,0,180,180,90,j,present,resp,freq_bottom,,,,,0,510,510,446,,,,,,,,,,,0.9585043745657449,,,,,,,,,,,,,,,,,,,,,,2470.971365171119,2470.9720899817066,2470.9720996030865,2471.927304384527,2471.9273181751705,2595.6889084095988,2595.6889084095988,2597.187631973255,2597.187631973255,2597.187631973255,2597.187631973255,2473.5273773145827,j,1,1.551866399608457,None,2473.5278817955805,,2473.5279218846617,2473.527930864616,2473.5285155237752,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,0,0,168,180,180,168,180,0,f,abs,resp,freq_bottom,,,,,0,511,511,922,,,,,,,,,,,0.7986684901977013,,,,,,,,,,,,,,,,,,,,,,2473.528976387852,2473.726062970004,2473.7260757985105,2474.5251945442933,2474.5252086556493,2598.2866802263975,2598.2866802263975,,,,,2475.4418038033955,f,1,0.8732422825295316,None,2475.442306039404,,2475.442345166347,2475.4423538255887,2475.4430221907496,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,0,180,180,180,180,12,180,168,None,abs,inhibit,freq_bottom,,,,,0,512,512,412,,,,,,,,,,,0.9761593495462519,,,,,,,,,,,,,,,,,,,,,,2475.4435221817694,2476.3492679413066,2476.349282694089,2477.3311406209514,2477.331154411595,2601.100923460002,2601.100923460002,2602.5913145883205,2602.5913145883205,2602.5913145883205,2602.5913145883205,2480.3706620407074,None,1,,,2480.371037915932,,2480.3710799292894,2480.3710889092436,2480.3718467532335,,2604.0650456566527,2604.0650456566527,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
12,180,180,0,-168,180,180,0,180,180,None,abs,inhibit,freq_bottom,,,,,0,513,513,379,,,,,,,,,,,0.8450789156205676,,,,,,,,,,,,,,,,,,,,,,2480.3723178801147,2480.3731411494855,2480.3731510915777,2481.2191006191033,2481.21911473046,2604.980923690915,2604.980923690915,2606.4796395574676,2606.4796395574676,2606.4796395574676,2606.4796395574676,2484.250561247136,None,1,,,2484.2509425744756,,2484.250982022132,2484.250990681373,2484.25154230713,,2607.9533786436164,2607.9533786436164,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,0,0,0,0,12,0,270,168,None,present,inhibit,freq_bottom,,,,,0,514,514,270,,,,,,,,,,,1.0160176672311925,,,,,,,,,,,,,,,,,,,,,,2484.252064748035,2484.2527212468285,2484.2527308682074,2485.265989770549,2485.266003240481,2609.02745685132,2609.02745685132,2610.5178418860983,2610.5178418860983,2610.5178418860983,2610.5178418860983,2488.2969616325045,None,1,,,2488.297324999936,,2488.2973644475915,2488.297373106833,2488.297922808314,,2612.008232372991,2612.008232372991,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,0,12,180,168,0,180,0,180,None,abs,inhibit,freq_bottom,,,,,0,515,515,404,,,,,,,,,,,0.850922334319204,,,,,,,,,,,,,,,,,,,,,,2488.2983932937705,2488.299125801461,2488.299135743553,2489.154716913359,2489.154731024715,2612.9157856690194,2612.9157856690194,2614.406179042326,2614.406179042326,2614.406179042326,2614.406179042326,2492.1852314390762,None,1,,,2492.185618218531,,2492.1856567040486,2492.1856656840027,2492.186229817553,,2615.896562473541,2615.896562473541,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
168,0,168,0,0,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,516,516,975,,,,,,,,,,,0.9529174336538302,,,,,,,,,,,,,,,,,,,,,,2492.186719545768,2492.187439224953,2492.1874488463327,2493.142443560988,2493.1424573516315,2616.9123476294203,2616.9123476294203,,,,,2494.100985998969,f,1,0.9026432939293727,None,2494.1014731614823,,2494.101511005575,2494.101519664817,2494.1018884843634,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,180,180,12,0,90,0,-168,0,None,present,inhibit,freq_bottom,,,,,0,517,517,155,,,,,,,,,,,0.85715049617759,,,,,,,,,,,,,,,,,,,,,,2494.1023615355207,2496.9812819269446,2496.981295717588,2497.8387469628515,2497.8387610742075,2621.5999933933194,2621.5999933933194,2623.090370730994,2623.090370730994,2623.090370730994,2623.090370730994,2500.869548847102,None,1,,,2500.86991542166,,2500.8699539071777,2500.869962887132,2500.8705186821535,,2624.580754803634,2624.580754803634,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,-168,180,0,12,0,270,180,180,None,present,inhibit,freq_bottom,,,,,0,518,518,190,,,,,,,,,,,0.9383507488106902,,,,,,,,,,,,,,,,,,,,,,2500.870992695449,2501.102597259318,2501.1026100878244,2502.0428350228476,2502.042848813491,2625.804714540085,2625.804714540085,2627.295097650587,2627.295097650587,2627.295097650587,2627.295097650587,2505.074542278907,None,1,,,2505.0749200784076,,2505.074956960362,2505.0749659403164,2505.075403713083,,2628.7854743468365,2628.7854743468365,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,0,180,0,180,90,180,12,180,168,None,present,inhibit,freq_bottom,,,,,0,519,519,120,,,,,,,,,,,0.8120166544475491,,,,,,,,,,,,,,,,,,,,,,2505.0758892720332,2505.076695543634,2505.0767058064384,2505.889877859795,2505.8898922918643,2629.651402027417,2629.651402027417,2631.1417921935977,2631.1417921935977,2631.1417921935977,2631.1417921935977,2508.9208850001414,None,1,,,2508.9212967951826,,2508.921333356425,2508.9213420156666,2508.92197446101,,2632.632171134835,2632.632171134835,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,12,0,0,168,180,270,180,180,None,present,inhibit,freq_bottom,,,,,0,520,520,224,,,,,,,,,,,0.8834638547908022,,,,,,,,,,,,,,,,,,,,,,2508.922481828421,2509.1463511239053,2509.146364273124,2510.028242597311,2510.0282563879546,2633.7895214197565,2633.7895214197565,2635.2798990781434,2635.2798990781434,2635.2798990781434,2635.2798990781434,2513.059400793315,None,1,,,2513.0597882141947,,2513.0598360003796,2513.0598446596214,2513.0604806328047,,2636.770293413588,2636.770293413588,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,180,180,180,90,0,168,0,12,None,present,inhibit,freq_bottom,,,,,0,521,521,22,,,,,,,,,,,0.8170575312671626,,,,,,,,,,,,,,,,,,,,,,2513.0609841516634,2513.117263448764,2513.117293595753,2513.9412621197307,2513.941275910375,2637.711139889726,2637.711139889726,2639.201524924504,2639.201524924504,2639.201524924504,2639.201524924504,2516.9806751386122,None,1,,,2516.981039788894,,2516.9810779536992,2516.9810888579295,2516.981636314422,,2640.67526850063,2640.67526850063,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,-168,0,0,168,180,180,180,0,0,f,abs,resp,freq_bottom,,,,,0,522,522,936,,,,,,,,,,,0.7563296674117029,,,,,,,,,,,,,,,,,,,,,,2516.98210583774,2516.9828579089026,2516.9828675302815,2517.7381432533602,2517.7381666653837,2641.4995622272336,2641.4995622272336,,,,,2518.8543028091863,f,1,1.0670107716140365,None,2518.8547883681367,,2518.8548255708047,2518.8548342300455,2518.8553974014576,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,0,0,-12,0,270,0,12,0,j,present,resp,freq_bottom,,,,,0,523,523,742,,,,,,,,,,,0.8409650101081545,,,,,,,,,,,,,,,,,,,,,,2518.8558637176493,2520.79383404275,2520.793848154106,2521.634739081017,2521.6347528716615,2645.396208727489,2645.396208727489,2646.8865944036925,2646.8865944036925,2646.8865944036925,2646.8865944036925,2523.5756913923287,j,1,1.9051887902259068,None,2523.5762000425902,,2523.576237886683,2523.576246866637,2523.576725049197,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,0,168,0,0,0,168,180,90,0,f,present,resp,freq_bottom,,,,,0,524,524,641,,,,,,,,,,,0.9378704175605318,,,,,,,,,,,,,,,,,,,,,,2523.5772032317573,2524.4071867214698,2524.4072017949647,2525.3479337766867,2525.3479478880427,2649.1096914231175,2649.1096914231175,,,,,2526.7149499559982,f,1,1.3279698435484306,None,2526.7154505884437,,2526.715489715387,2526.715498695341,2526.7160753366843,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,-12,180,180,180,180,270,180,180,-12,j,present,resp,freq_bottom,,,,,0,525,525,445,,,,,,,,,,,1.0080301769787354,,,,,,,,,,,,,,,,,,,,,,2526.716562178485,2527.563824062172,2527.5638388149537,2528.569885210529,2528.56989868046,2652.331915462711,2652.331915462711,2653.822306270317,2653.822306270317,2653.822306270317,2653.822306270317,2531.6017919498563,None,0,,,2531.6021745600465,2655.3376754618903,2532.1003487429343,2532.10035900574,2532.1007759321838,2655.8372396134,2655.31268585298,2655.31268585298,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,0,180,0,180,180,-168,180,168,0,f,abs,resp,freq_bottom,,,,,0,526,526,861,,,,,,,,,,,0.7487416245523999,,,,,,,,,,,,,,,,,,,,,,2532.1013115223077,2532.1023817404175,2532.1023932860735,2532.8500142396415,2532.850028030285,2656.61157913777,2656.61157913777,,,,,2534.183694904774,f,1,1.2972128590685088,None,2534.1842115728514,,2534.184951456933,2534.1849613990253,2534.185433808758,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,0,168,0,0,90,180,180,12,None,present,inhibit,freq_bottom,,,,,0,527,527,205,,,,,,,,,,,0.9029508009172075,,,,,,,,,,,,,,,,,,,,,,2534.1859286683757,2534.915346613403,2534.9153610454723,2535.8219990275993,2535.822012818243,2659.584024469092,2659.584024469092,2661.0744098245827,2661.0744098245827,2661.0744098245827,2661.0744098245827,2538.853729695682,None,1,,,2538.854123851528,,2538.8541620163332,2538.8541709962874,2538.8545359672826,,2662.564794859361,2662.564794859361,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,-12,0,180,-12,0,0,180,90,0,j,present,resp,freq_bottom,,,,,0,528,528,734,,,,,,,,,,,1.0740214600001392,,,,,,,,,,,,,,,,,,,,,,2538.8550484660955,2539.095153839444,2539.0951669886617,2540.168858096198,2540.1688715661294,2663.9302876535894,2663.9302876535894,2665.4206752540686,2665.4206752540686,2665.4206752540686,2665.4206752540686,2542.2683252000606,j,1,2.057980786264011,None,2542.2688162111262,,2542.268854055219,2542.2688627144607,2542.269340255595,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,180,180,12,0,270,0,0,12,j,present,resp,freq_bottom,,,,,0,529,529,564,,,,,,,,,,,0.9108921744200795,,,,,,,,,,,,,,,,,,,,,,2542.2698043267983,2542.533553919493,2542.533567389425,2543.4495041141017,2543.449517584033,2667.21912563469,2667.21912563469,2668.709517404434,2668.709517404434,2668.709517404434,2668.709517404434,2545.0660594293367,j,1,1.569551777933043,None,2545.0665202934133,,2545.0665574960813,2545.066566155322,2545.067294814461,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,168,0,168,180,270,0,180,180,f,present,resp,freq_bottom,,,,,0,530,530,556,,,,,,,,,,,0.7953382512252494,,,,,,,,,,,,,,,,,,,,,,2545.0677608099404,2545.9385854519614,2545.9385998840307,2546.738011119749,2546.73802458968,2670.499654271764,2670.499654271764,,,,,2547.9966411764253,f,1,1.2175677212006804,None,2547.997187029354,,2547.9972258355847,2547.9972344948264,2547.9975709223954,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,12,0,270,0,168,0,180,None,present,inhibit,freq_bottom,,,,,0,531,531,213,,,,,,,,,,,0.7083264650630781,,,,,,,,,,,,,,,,,,,,,,2547.9980324278977,2548.911220645171,2548.911235718666,2549.6193410253054,2549.6193551366623,2673.3805108054503,2673.3805108054503,2674.8708932745276,2674.8708932745276,2674.8708932745276,2674.8708932745276,2552.650377671215,None,1,,,2552.650777920602,,2552.6508151232692,2552.6508241032234,2552.651385029647,,2676.361289534248,2676.361289534248,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
12,180,0,0,180,270,180,12,180,180,j,present,resp,freq_bottom,,,,,0,532,532,527,,,,,,,,,,,0.9243218876783631,,,,,,,,,,,,,,,,,,,,,,2552.651883417104,2553.090992592821,2553.091006062752,2554.014703392114,2554.01471750347,2677.776724343629,2677.776724343629,2679.267107133419,2679.267107133419,2679.267107133419,2679.267107133419,2555.9401004985157,j,1,1.891063322306195,None,2555.940619732295,,2555.940656934962,2555.940665594204,2555.9412059950173,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,12,0,0,0,270,0,168,180,180,None,present,inhibit,freq_bottom,,,,,0,533,533,253,,,,,,,,,,,0.8716264586625826,,,,,,,,,,,,,,,,,,,,,,2555.9417082310256,2557.754128533933,2557.754142645289,2558.62802175458,2558.6280454873167,2682.389433993488,2682.389433993488,2683.8881482564775,2683.8881482564775,2683.8881482564775,2683.8881482564775,2561.6591247880087,None,1,,,2561.659518302429,,2561.6595564672343,2561.6595654471885,2561.660116752233,,2685.361869382718,2685.361869382718,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,0,168,0,0,0,180,0,168,f,abs,resp,freq_bottom,,,,,0,534,534,954,,,,,,,,,,,0.9557645722835948,,,,,,,,,,,,,,,,,,,,,,2561.6606128947014,2561.8503048053017,2561.8503185959453,2562.807624686664,2562.8076384773076,2686.569172587022,2686.569172587022,,,,,2564.090538463709,f,1,1.2425246174205995,None,2564.0910496796723,,2564.0910872030518,2564.0910958622935,2564.0919030960313,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,-12,0,180,0,-12,0,0,90,180,j,present,resp,freq_bottom,,,,,0,535,535,609,,,,,,,,,,,0.9862496695449172,,,,,,,,,,,,,,,,,,,,,,2564.092368770798,2564.1150790749107,2564.1150906205658,2565.1054432633664,2565.105457054011,2688.867197061246,2688.867197061246,2690.357584982438,2690.357584982438,2690.357584982438,2690.357584982438,2568.136546296795,None,0,,,2568.136916399192,2691.872950325459,2568.6366412277393,2568.636652452682,2568.637112675334,2692.3725157598196,2691.847966168664,2691.847966168664,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,-168,0,12,180,180,0,0,180,None,abs,inhibit,freq_bottom,,,,,0,536,536,363,,,,,,,,,,,0.8245306022808123,,,,,,,,,,,,,,,,,,,,,,2568.637638964791,2569.0193893246305,2569.0194027945618,2569.843210641502,2569.8432244321466,2693.6047941409647,2693.6047941409647,2695.095180779306,2695.095180779306,2695.095180779306,2695.095180779306,2572.874606164867,None,1,,,2572.8749720979995,,2572.875723207024,2572.875733149116,2572.876264249263,,2696.5855629276703,2696.5855629276703,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,-12,180,180,180,90,180,180,0,168,None,present,inhibit,freq_bottom,,,,,0,537,537,31,,,,,,,,,,,1.0689714413672844,,,,,,,,,,,,,,,,,,,,,,2572.8767472425125,2573.8481143379076,2573.8481284492645,2574.9217287951215,2574.921742585765,2698.6837612922923,2698.6837612922923,2700.1741537034613,2700.1741537034613,2700.1741537034613,2700.1741537034613,2577.9539527192583,None,1,,,2577.9543449508283,,2577.954384398484,2577.9543930577256,2577.9548542425155,,2701.664533606837,2701.664533606837,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,0,168,0,168,0,270,180,f,present,resp,freq_bottom,,,,,0,538,538,553,,,,,,,,,,,0.9454208545675686,,,,,,,,,,,,,,,,,,,,,,2577.955343329305,2578.944068996837,2578.944083108193,2579.8927328437976,2579.892746634441,2703.6628338297965,2703.6628338297965,,,,,2581.2349402961336,f,1,1.2998613041253293,None,2581.2354447771304,,2581.2354829419355,2581.2354919218897,2581.2360566968646,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,180,0,180,180,0,168,180,168,f,abs,resp,freq_bottom,,,,,0,539,539,850,,,,,,,,,,,0.9988781973877935,,,,,,,,,,,,,,,,,,,,,,2581.236534238,2582.948468532958,2582.948482644314,2583.947910492948,2583.9479246043047,2707.7176708821135,2707.7176708821135,,,,,2585.039059272829,f,1,1.0368038093268979,None,2585.039562791688,,2585.039601277206,2585.0396105778727,2585.0401512993994,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,0,168,0,90,0,12,0,0,None,present,inhibit,freq_bottom,,,,,0,540,540,193,,,,,,,,,,,1.074868568185603,,,,,,,,,,,,,,,,,,,,,,2585.0406310855224,2585.9961322054514,2585.996145996095,2587.0699124711036,2587.069926903173,2710.8316601754427,2710.8316601754427,2712.3220480966343,2712.3220480966343,2712.3220480966343,2712.3220480966343,2590.1012034421447,None,1,,,2590.1015796380825,,2590.101617161462,2590.1016280656922,2590.1021780878855,,2713.8124289621483,2713.8124289621483,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
168,0,180,0,0,0,168,0,0,0,f,abs,resp,freq_bottom,,,,,0,541,541,959,,,,,,,,,,,0.7634875072746438,,,,,,,,,,,,,,,,,,,,,,2590.1026864174346,2590.842391541396,2590.842405652753,2591.6077709957744,2591.607784786418,2715.369425693445,2715.369425693445,,,,,2592.7335862473283,f,1,1.0812045513283692,None,2592.7341070846705,,2592.734145570189,2592.734154550143,2592.734642354082,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
168,0,0,180,180,0,90,168,0,0,f,present,resp,freq_bottom,,,,,0,542,542,469,,,,,,,,,,,0.9404438485272595,,,,,,,,,,,,,,,,,,,,,,2592.7351356101362,2594.130916186239,2594.1309306183084,2595.0715920432476,2595.071605833891,2718.841448325495,2718.841448325495,,,,,2596.3133381825082,f,1,1.1929664953080419,None,2596.3138474741954,,2596.313885318288,2596.31389397753,2596.3143423338133,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,168,0,0,168,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,543,543,925,,,,,,,,,,,0.700038627718703,,,,,,,,,,,,,,,,,,,,,,2596.314826289201,2596.562087082464,2596.5621005523953,2597.2611659315935,2597.2611800429495,2721.022905297403,2721.022905297403,,,,,2598.1612158344815,f,1,0.8510669271162214,None,2598.1617203154783,,2598.1617584802834,2598.1617674602385,2598.1622145336705,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
12,0,-168,0,0,270,0,180,0,180,None,present,inhibit,freq_bottom,,,,,0,544,544,293,,,,,,,,,,,0.8403061062339813,,,,,,,,,,,,,,,,,,,,,,2598.1626943197944,2599.2013347419033,2599.2013491739726,2600.041961401591,2600.041975512948,2723.8038518230587,2723.8038518230587,2725.2942391028255,2725.2942391028255,2725.2942391028255,2725.2942391028255,2602.56618450727,j,0,2.4860815002988375,None,2602.5667082310256,2726.31004670859,2603.0721292369344,2603.072141424015,2642.048756019776,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
