ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,search_displays_2.stopped,response.keys,response.corr,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,response.rt,response.duration,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,270,0,0,168,0,0,168,180,0,f,present,resp,freq_top,0,21,21,45,,,,,,,,,,,,124.65474658658059,124.72734147790106,124.7273527030884,0.9872660279144658,125.71784849717187,125.71786164667719,10495.024850961581,10495.024850961581,127.04321504765176,j,0,127.04375129089567,10496.332098776518,127.54886644849103,127.54887703223903,127.54984817132026,1.2900375484945243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,270,0,0,12,0,0,12,0,0,j,present,resp,freq_top,0,22,22,40,,,,,,,,,,,,127.5503966019096,127.55133470686815,127.55134464917683,0.7072486287821346,128.2569721243308,128.2569852738361,10497.56440627738,10497.56440627738,129.257751152345,j,1,129.25828803702825,,129.25901125982455,129.2590205606939,129.25960266684706,0.9581911783346868,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,freq_top,0,23,23,15,,,,,,,,,,,,129.26011229036158,129.46572212593492,129.46573495471966,0.7729889728333508,130.2392963026141,130.23930913140066,10499.546086771341,10499.546086771341,131.22238956660476,f,1,131.22290784954748,,131.2229460151866,131.22295499533539,131.22340624787466,0.9457527083990271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
168,0,270,180,180,180,180,168,180,180,f,present,resp,freq_top,0,24,24,49,,,,,,,,,,,,131.22389598677,131.4138861342617,131.41389896304827,0.8706451394924282,132.2876906517904,132.2877031598582,10501.59437849023,10501.59437849023,134.07050315780543,f,1,134.0710227236268,,134.07106153070345,134.0710701901353,134.0714268303782,1.7441775259406995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,168,180,90,0,180,0,168,0,0,f,present,resp,freq_top,0,25,25,48,,,,,,,,,,,,134.07194126468676,134.26943977975498,134.26945357069962,0.9168039011100612,135.18509917292795,135.1851120017127,10504.491939353198,10504.491939353198,136.65171963458306,f,1,136.65223118241556,,136.65227031021277,136.6522789696428,136.65274465456423,1.4223748121397648,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,180,0,12,0,12,0,180,180,180,j,abs,resp,freq_top,0,26,26,0,,,,,,,,,,,,136.65322573402955,136.70120026119366,136.70121341069898,0.9512880333476736,137.65765647590524,137.65766898397123,10506.964886971982,10506.964886971982,139.11619159534894,j,1,139.1167069918156,,139.11674451601357,139.11675285472484,139.1172140495728,1.4132121726428295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,0,0,0,168,0,0,12,0,0,None,abs,inhibit,freq_top,0,27,27,29,,,,,,,,,,,,139.11770571278612,139.3238453772101,139.32385820599666,0.8720345316245517,140.19756554547348,140.19757933641813,10509.504427534679,10509.504427534679,143.211085161327,None,1,143.2114648933857,,143.2115065869384,143.21151620852834,143.2120370572302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,0,28,28,26,,,,,,,,,,,,143.21250530790894,143.43705427987516,143.43706775009923,1.008031364693606,144.44430190238018,144.44431473116492,10513.75089063845,10513.75089063845,147.4575136273761,None,1,147.4581585945798,,147.4581986845351,147.45820830612502,147.45875064304164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,freq_top,0,29,29,7,,,,,,,,,,,,147.45923172250696,147.67523608172814,147.67524858979414,1.0062833898454582,148.68217709625424,148.68218960432023,10517.98900284414,10517.98900284414,149.59897728919896,f,0,149.59949011991012,10518.888252937471,150.10500040410625,150.10501066713368,150.10578841226925,0.8696610108048617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,0,0,-168,0,0,0,12,0,0,None,abs,inhibit,freq_top,0,30,30,23,,,,,,,,,,,,150.10634101221513,150.1071764868866,150.1071864291971,0.8326802203994415,150.9384263185093,150.93843946801462,10520.245453799052,10520.245453799052,153.9520751843811,None,1,153.9524629344305,,153.95318872298412,153.9531986652928,184.06987518874303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
180,12,180,12,0,180,0,180,180,180,j,abs,resp,freq_top,0,31,31,5,,,,,,,,,,,,184.07044703186693,184.2863112366049,184.28632502754954,0.8836917635572676,185.17631145469386,185.17633294291045,10554.483506992328,10554.483506992328,186.40964814489234,j,1,186.41016995575228,,186.41020876282892,186.41021710154018,186.41067925854622,1.1895227293219932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,freq_top,0,32,32,18,,,,,,,,,,,,186.41116899744156,186.67534031561263,186.67535282367862,0.9556924645040347,187.63277312164064,187.6327859504254,10556.93977654821,10556.93977654821,188.3837449021612,f,1,188.38428403188118,,188.3843231596784,188.3843318191084,188.38486421371636,0.7009445179877503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
90,0,0,12,0,180,180,180,0,12,j,present,resp,freq_top,0,33,33,36,,,,,,,,,,,,188.38535587692968,188.59125019082785,188.59126269889384,0.7498251215601263,189.33960810625285,189.33962157647693,10558.646691392012,10558.646691392012,191.05607558463817,f,0,191.05659707477935,10560.345289334018,191.56202236826903,191.56203263129828,191.5628998572156,1.6663205874277764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
180,270,0,0,0,0,0,168,0,168,f,present,resp,freq_top,0,34,34,43,,,,,,,,,,,,191.56346400306757,191.56439825939015,191.56440820169882,0.8342496128754535,192.4035393978411,192.40355190590708,10561.710797155089,10561.710797155089,194.5618180698566,j,0,194.5623652175691,10563.842334223224,195.05986168003074,195.05987258449932,195.06027316333348,2.122525999380173,None,10564.341913118331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,180,180,180,168,0,0,0,0,12,None,abs,inhibit,freq_top,0,35,35,31,,,,,,,,,,,,195.06081421737326,195.0616907441581,195.06170196934545,0.8291775748080275,195.89239759742486,195.89241106764894,10565.199557855898,10565.199557855898,198.90615967732992,None,1,198.90658014078144,,198.9073081743736,198.90731843740105,198.9090419847671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
180,180,180,-168,180,180,12,180,0,180,None,abs,inhibit,freq_top,0,36,36,22,,,,,,,,,,,,198.90954840108316,199.11538177824877,199.11539460703352,0.7321999739620042,199.84782366064246,199.84783681014778,10569.154555116953,10569.154555116953,202.86117970947817,None,1,202.8615831747902,,202.86162486834291,202.86163416921408,202.86298311603423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
90,0,0,12,0,12,180,180,180,0,j,present,resp,freq_top,0,37,37,32,,,,,,,,,,,,202.86347189277149,202.86443982465607,202.86444976696475,1.0944737640663933,203.96050594165172,203.96051877043647,10573.267817259079,10573.267817259079,205.62673236715455,j,1,205.62736001549638,,205.62740170904908,205.62741068919968,205.62799087103485,1.6205728167491316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,0,38,38,11,,,,,,,,,,,,205.62848830720213,205.83518794812517,205.83520045619116,0.7702521837329438,206.6082181842903,206.6082306923563,10575.915586269093,10575.915586269093,207.74185051385575,f,1,207.74234859146236,,207.74238675709967,207.7423954165297,207.74283736819962,1.084659913941664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,180,0,0,180,0,180,168,0,168,f,abs,resp,freq_top,0,39,39,14,,,,,,,,,,,,207.74331010895366,207.9251190190589,207.9251315271249,0.8748762454216348,208.79840332932508,208.79841615811165,10578.105426319793,10578.105426319793,211.21431705317627,f,1,211.21481160286567,,211.21484944778422,211.2148577864955,211.2152054465878,2.367185055153982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,180,0,-168,180,0,180,0,12,180,None,abs,inhibit,freq_top,0,40,40,24,,,,,,,,,,,,211.21572437097166,211.39707368982818,211.3970868393335,0.9132050002308251,212.31177765918255,212.3117904879673,10581.619166590763,10581.619166590763,215.3257648842773,None,1,215.32617348110216,,215.32621292961994,215.32622255120805,215.32730241424906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,180,0,12,0,180,180,180,0,12,j,abs,resp,freq_top,0,41,41,4,,,,,,,,,,,,215.3277751550031,215.34322935174714,215.34323993549515,1.033466163895531,216.37566020138547,216.37567303017022,10585.68242372966,10585.68242372966,217.60884326687483,j,1,217.60935256966877,,217.60939105602665,217.60940003617543,217.6098567409481,1.189856598471465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,0,0,-168,180,180,180,180,0,12,None,abs,inhibit,freq_top,0,42,42,25,,,,,,,,,,,,217.61034455552726,217.8083552598655,217.8083668057734,0.8835934888713093,218.69025217544004,218.69026628710526,10587.997152651003,10587.997152651003,221.70376473546276,None,1,221.70414607111888,,221.70418551963485,221.70419482050602,221.70501586279352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
180,180,90,180,12,180,12,0,0,180,j,present,resp,freq_top,0,43,43,39,,,,,,,,,,,,221.70550367737087,221.9047064966253,221.9047190046913,1.0031352343700486,222.91183962221658,222.91185213028257,10592.218649334121,10592.218649334121,224.89366668505318,f,0,224.89421062556903,10594.175326524668,225.39320613164637,225.39321575323447,225.39358875018115,1.9334143029894904,None,10594.674915362086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
180,270,180,12,180,180,180,180,12,180,j,present,resp,freq_top,0,44,44,35,,,,,,,,,,,,225.39413140781653,225.5932787425736,225.59329157135835,1.0138744328555966,226.6084051638427,226.60841799262744,10595.915542330502,10595.915542330502,227.75794358413077,j,1,227.75845898059742,,227.75919599433837,227.7592056159283,227.75978387344549,1.100032006458946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
12,0,0,-168,0,0,180,180,180,180,None,abs,inhibit,freq_top,0,45,45,27,,,,,,,,,,,,227.76029413839933,227.98313142962616,227.9831436169734,1.0087342373367512,228.99858755068817,228.9986007001935,10598.305213490237,10598.305213490237,232.01183263052917,None,1,232.01224283095326,,232.01228131730932,232.01229093889924,232.01293398178495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,270,0,0,12,0,180,180,180,12,j,present,resp,freq_top,0,46,46,42,,,,,,,,,,,,232.013442322419,232.2294242312655,232.22943706005208,0.9467252129254807,233.17797759324276,233.1779904220275,10602.485057030366,10602.485057030366,235.09450741952787,j,1,235.09503500334176,,235.09507445185773,235.09508311128775,235.0958538005907,1.8750503836939743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
0,0,0,-168,0,12,0,0,0,0,None,abs,inhibit,freq_top,0,47,47,21,,,,,,,,,,,,235.0963749700113,235.3436469287244,235.34365975750916,1.0634422456141581,236.4082866900062,236.40829887735163,10605.715704807073,10605.715704807073,239.42229283756024,None,1,239.42270111366634,,239.4227405621823,239.42274986305165,239.4236148439304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,001,1,24,F,2024-02-08_13h01.40.124,eye_track_exp,2023.1.3,120.07363106799905,
