ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,text_feedback.started,response_2.rt,response_2.duration,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,text_feedback_2.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,9.62146896199556e-06,35.71725196734951,space,35.70177147855338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,0,0,0,168,0,0,12,0,0,None,abs,inhibit,freq_top,0,0,0,29,,,,,,,,,,899.2020566210622,899.7030288705,899.7246358033462,899.8773849617082,899.8773987524801,0.9079281250145154,900.7833492141026,900.7833620427273,1081.526355288136,1081.526355288136,903.7968221570882,None,1,903.7973378678244,903.7973837301597,903.7973930309136,903.7985710194298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,0,180,0,12,180,180,180,12,180,j,abs,resp,freq_top,0,1,1,9,,,,,,,,,,,,903.7990424714089,904.0481525657087,904.048173412225,0.8938540225743297,904.9462836595067,904.946305147454,1085.6894770314693,1085.6894770314693,907.959947107578,None,0,907.9603608307434,908.4509386865475,908.4509479873004,908.4515178989786,1088.6869382465256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,0,180,12,0,180,180,0,12,180,j,abs,resp,freq_top,0,2,2,3,,,,,,,,,,,,908.4520393825969,908.4530175652744,908.4530278281745,0.834720955474168,909.2929480726116,909.2929605805211,1090.0357886573784,1090.0357886573784,912.2979621408022,None,0,912.2985131302585,912.7972580096321,912.797267631101,912.7984058508791,1093.0165633588167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,180,90,180,12,180,12,0,0,180,j,present,resp,freq_top,0,3,3,39,,,,,,,,,,,,912.7989953262113,915.4634081103213,915.463420938946,0.7010954462289897,916.1698147578581,916.1698269450517,1096.91328426598,1096.91328426598,917.7027254735121,j,1,917.7033720362269,917.7041266801089,917.7041363015778,917.7047139104307,,1.4919926665024832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,12,180,12,0,180,0,180,180,180,j,abs,resp,freq_top,0,4,4,5,,,,,,,,,,,,917.705215830395,917.9358119734052,917.9358248020299,1.067383255708821,919.0093780457964,919.009390553706,1099.7525403083428,1099.7525403083428,919.8428653760857,j,1,919.8433544674244,919.843391349722,919.8433996883286,919.8438656881417,,0.7968957350140045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,270,0,0,12,0,0,12,0,0,j,present,resp,freq_top,0,5,5,40,,,,,,,,,,,,919.8443345743954,920.1091029679983,920.109116117339,1.038962208323362,921.1491260338671,921.1491388624918,1101.8923899632682,1101.8923899632682,922.050051843682,j,1,922.0505659508399,922.0506028331374,922.0506214346442,922.0508966086563,,0.8642639778163357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
90,0,180,168,180,180,0,168,0,0,f,present,resp,freq_top,0,6,6,46,,,,,,,,,,,,922.0513831342705,922.0907577131302,922.0907689381775,0.841847069830682,922.9315009138791,922.9315127803575,1103.6742122502465,1103.6742122502465,923.6985901661528,f,1,923.6991674542905,923.699208826607,923.6992171652137,923.6997126708648,,0.7300300536071518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,180,0,180,168,180,12,180,0,180,None,abs,inhibit,freq_top,0,7,7,28,,,,,,,,,,,,923.7002008000572,924.1554094945295,924.1554226438702,0.7406237014862386,924.8959329088557,924.8959454167652,1105.6392151190485,1105.6392151190485,927.9097349060803,None,1,927.9101374041984,927.9101768522205,927.9101861529743,927.9112528531659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
12,0,0,-168,0,0,180,180,180,180,None,abs,inhibit,freq_top,0,8,8,27,,,,,,,,,,,,927.9117371337707,928.2026178734177,928.2026303813273,0.8513139957498596,929.0590126384404,929.059025467066,1109.8023464838507,1109.8023464838507,932.0728528008258,None,1,932.0733162349134,932.0733566450835,932.0733659458365,932.0744201381194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,0,0,-168,0,0,0,12,0,0,None,abs,inhibit,freq_top,0,9,9,23,,,,,,,,,,,,932.0749172473488,932.3232906578423,932.3233025243208,0.8830626261705239,933.205276926723,933.2052897553485,1113.948835273075,1113.948835273075,936.2193236299745,None,1,936.2196972636857,936.2197354288464,936.2197447295994,936.2212177764977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,180,168,0,270,0,0,168,0,180,f,present,resp,freq_top,0,10,10,47,,,,,,,,,,,,936.2217103957082,936.8360501689049,936.8360629975305,0.7064655144195617,937.5438689273697,937.5438920188953,1118.3700910864463,1118.3700910864463,938.86047073999,f,1,938.8611099262453,938.8611535435712,938.861162202893,938.8616612364167,,1.1856223239756218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
12,0,0,12,0,0,180,0,180,180,j,abs,resp,freq_top,0,11,11,6,,,,,,,,,,,,938.8621400648553,939.0673692049486,939.0673817128591,0.9765942346095919,940.0498369642082,940.0498494721178,1120.7930277704463,1120.7930277704463,940.9164234305863,j,1,940.9169343305875,940.9169715336011,940.9169798722078,940.9174336848264,,0.826359559413504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,12,180,12,180,90,180,180,0,180,j,present,resp,freq_top,0,12,12,37,,,,,,,,,,,,940.9179205311566,941.2156184022779,941.2156315516186,0.858894033208944,942.0815846046235,942.0815974332481,1122.824645200314,1122.824645200314,942.8820193025913,j,1,942.8825407862087,942.8825795927996,942.8825882521223,942.8830516862108,,0.7629489475102673,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,180,0,12,0,180,180,180,0,12,j,abs,resp,freq_top,0,13,13,4,,,,,,,,,,,,942.8835507197336,943.1722993418589,943.1723118497694,0.7469259390401355,943.9217925309822,943.9218047181757,1124.6647488940926,1124.6647488940926,945.1713272527786,j,1,945.1718362284864,945.1718740729311,945.1718827322529,945.1722647045708,,1.2110396792459142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,270,0,0,168,0,0,168,180,0,f,present,resp,freq_top,0,14,14,45,,,,,,,,,,,,945.1727377601283,947.6191200396916,947.6191335097483,0.7164416652991352,948.3346491226666,948.3346619512913,1129.0776657803153,1129.0776657803153,949.201639049309,f,1,949.2021592500641,949.2021970945088,949.2022057538306,949.2026640564691,,0.8299945503868003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,freq_top,0,15,15,20,,,,,,,,,,,,949.2031435263389,949.4423140017707,949.4423265096802,0.7204990045777547,950.1665469862828,950.1665761714057,1130.909453638471,1130.909453638471,951.6990022857399,f,1,951.6995009985476,951.6995568030679,951.6995654623897,951.7000170299998,,1.4934397354354587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,180,0,12,0,180,180,12,0,0,j,abs,resp,freq_top,0,16,16,2,,,,,,,,,,,,951.700488802695,951.9566161550238,951.9566286629333,0.8932984682596454,952.8557555787684,952.855768407393,1133.5988440767187,1133.5988440767187,953.6891053220515,j,1,953.6896306542567,953.6896681779854,953.689676516592,953.6901431578362,,0.788728390729375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
12,0,0,12,0,0,90,180,180,0,j,present,resp,freq_top,0,17,17,38,,,,,,,,,,,,953.6906437949383,953.9139266593902,953.9139401294469,0.7646075426259604,954.6788167645755,954.6788299139162,1135.4222898005692,1135.4222898005692,955.5457220222916,j,1,955.5462874439509,955.5463256091107,955.5463342684334,955.5468644113726,,0.8210007219176987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,180,180,-168,180,180,12,180,0,180,None,abs,inhibit,freq_top,0,18,18,22,,,,,,,,,,,,955.5473701799247,956.0617191576594,956.0617316655689,0.9032234965592958,956.9691564569521,956.9691789070457,1137.7120117946379,1137.7120117946379,959.9825466553048,None,1,959.9829305519161,959.9829703206542,959.9829879600147,959.9845479208489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,freq_top,0,19,19,15,,,,,,,,,,,,959.9850325221687,960.5911728795163,960.5911857081419,1.0051797027542189,961.5985057217267,961.5985179089212,1142.341417505365,1142.341417505365,963.6396894574673,f,1,963.6401997160383,963.640237560483,963.6402458990897,963.640830563686,,1.9971438406264497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
168,0,270,180,180,180,180,168,180,180,f,present,resp,freq_top,0,20,20,49,,,,,,,,,,,,963.6413193343096,963.8969415595184,963.8969543881431,0.7699933459646209,964.6708418496692,964.6708543575796,1145.4138431129686,1145.4138431129686,966.4529794001137,f,1,966.4534938279876,966.4535310310011,966.4535422560484,966.4541452014364,,1.740919311460857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,freq_top,0,21,21,7,,,,,,,,,,,,966.4546323684817,967.3523763585108,967.3523888664213,0.7049337638865254,968.0594404730937,968.0594529810032,1148.80260786709,1148.80260786709,969.0265773837109,j,1,969.0270934151631,969.0271315803229,969.0271402396447,969.0276309345618,,0.9290122946204065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,180,180,180,12,0,180,12,0,0,j,abs,resp,freq_top,0,22,22,8,,,,,,,,,,,,969.0281164980288,969.2670477195998,969.2670605482244,0.7043109195300994,969.9747741119627,969.9747862991562,1150.7176458061458,1150.7176458061458,970.907860002495,j,1,970.9083731475066,970.9084103505193,970.908428952026,970.9089004040052,,0.8850360878714127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,0,180,0,168,180,0,180,12,180,None,abs,inhibit,freq_top,0,23,23,30,,,,,,,,,,,,970.9093939853628,971.1408076325188,971.1408198197132,1.027086176634308,972.1726011352694,972.1726136431789,1152.9158050908472,1152.9158050908472,975.1862770912503,None,1,975.1866738164872,975.186712302363,975.186721603116,975.1875759895602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,180,0,0,180,168,180,0,0,168,f,abs,resp,freq_top,0,24,24,16,,,,,,,,,,,,975.188069891633,975.4202404276803,975.4202529355898,0.7915970608419742,976.2108076677978,976.2108208171385,1156.9540350356174,1156.9540350356174,977.5106860845017,f,1,977.511202115953,977.5112409225449,977.5112492611515,977.5117033944862,,1.2562365296889766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,0,168,0,0,0,0,0,180,168,f,abs,resp,freq_top,0,25,25,19,,,,,,,,,,,,977.5121786950531,977.760127157334,977.7601403066747,0.8741154634634133,978.6336991308926,978.6337122802333,1159.3769688331759,1159.3769688331759,979.5349373177332,f,1,979.5354767614263,979.5355152473021,979.5355239066239,979.5360094700909,,0.8654445320580635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,0,26,26,11,,,,,,,,,,,,979.536529670846,979.9995888425592,979.9996016711848,0.9094421881929481,980.915353202522,980.9153705211656,1161.6583672944462,1161.6583672944462,981.7489697812107,f,1,981.7494838883686,981.7495217328133,981.7495300714199,981.7498825378998,,0.7912857771789277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,0,180,0,168,0,0,0,180,168,f,abs,resp,freq_top,0,27,27,17,,,,,,,,,,,,981.7503751571103,981.9739899622418,981.9740024701514,0.9819651842026609,982.9553284817612,982.9553406689547,1163.6983088985435,1163.6983088985435,983.7217471176482,f,1,983.7222573762192,983.7222948999479,983.7223032385546,983.7227698797988,,0.7200314230622098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,0,0,-168,180,180,180,180,0,12,None,abs,inhibit,freq_top,0,28,28,25,,,,,,,,,,,,983.723251915394,985.0452083962064,985.0452218662631,0.766612023124606,985.8107431398121,985.8107556477216,1166.5542142515123,1166.5542142515123,988.8247016462656,None,1,988.8250829771514,988.8251240287527,988.8251336502217,988.8261573745194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,0,0,-168,0,12,0,0,0,0,None,abs,inhibit,freq_top,0,29,29,21,,,,,,,,,,,,988.8266519180233,989.8500170139641,989.8500301633048,0.8275507493550546,990.6823911402944,990.68240396892,1171.4250835544399,1171.4250835544399,993.6955667798902,None,1,993.6959516386487,993.6959898038085,993.6959991045615,993.6967938378984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,168,180,90,0,180,0,168,0,0,f,present,resp,freq_top,0,30,30,48,,,,,,,,,,,,993.69728196709,994.6707623121929,994.6707757822496,0.7786032476304585,995.4527786321287,995.4527914607534,1176.1960428822458,1176.1960428822458,997.2026037619298,f,1,997.2031278112727,997.2031659764334,997.2031746357552,1017.9670580145712,,1.7090385740593774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,270,180,12,180,0,12,180,0,180,j,present,resp,freq_top,0,31,31,33,,,,,,,,,,,,1017.9676224740833,1017.9684505618452,1017.9684611454613,0.8993850382170651,1018.866619820803,1018.8666323287125,1199.6095226244033,1199.6095226244033,1019.9333546502321,j,1,1019.933869078106,1019.933908205413,1019.9339165440197,1019.9343030063565,,1.0306496441371564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,freq_top,0,32,32,1,,,,,,,,,,,,1019.9347869662452,1020.5483461175927,1020.5483595876494,0.8953305117047037,1021.4478335177982,1021.4478463464238,1202.1906606325092,1202.1906606325092,1022.3811137620041,j,1,1022.3817144623827,1022.3817532689745,1022.3817616075803,1022.3822725075825,,0.8972906321714618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,freq_top,0,33,33,18,,,,,,,,,,,,1022.3827471667182,1022.7719025524793,1022.7719150603889,0.9893988902167838,1023.7621797373786,1023.7621928867193,1204.5053804858007,1204.5053804858007,1024.9959846402871,f,1,1024.9965394783303,1024.9965779642062,1024.996586944244,1024.9971154836057,,1.1912771819997943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,168,0,180,0,180,180,180,168,180,f,abs,resp,freq_top,0,34,34,12,,,,,,,,,,,,1024.997606819954,1025.4195980342693,1025.4196111836109,0.8553676970573305,1026.2768199249076,1026.2768324328172,1207.0198955942333,1207.0198955942333,1027.3854796639025,f,1,1027.3859783767102,1027.386016221155,1027.3860245597616,1027.3864956910247,,1.059958562886095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,270,0,0,12,0,180,180,180,12,j,present,resp,freq_top,0,35,35,42,,,,,,,,,,,,1027.3869684258661,1027.826062121976,1027.8260749506017,0.7564298016965767,1028.5830369653631,1028.5830491525567,1209.3262761996612,1209.3262761996612,1029.48312923525,j,1,1029.483658416043,1029.4836959397717,1029.4837042783784,1029.4842100469305,,0.8507996941525562,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
90,0,0,12,0,12,180,180,180,0,j,present,resp,freq_top,0,36,36,32,,,,,,,,,,,,1029.4847247955195,1029.8819622152087,1029.8819750438333,0.943551717336783,1030.8314039615434,1030.8314161487378,1211.5743654561038,1211.5743654561038,1031.7148799545348,j,1,1031.715454356232,1031.7154922006766,1031.7155005392833,1031.7160159293035,,0.8419177954383485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,freq_top,0,37,37,13,,,,,,,,,,,,1031.7165011720554,1032.1393041176361,1032.1393163048297,0.8522196623152026,1032.9960221640158,1032.9960349926414,1213.7391950101783,1213.7391950101783,1033.8291499720817,f,1,1033.82965670278,1033.8296935850776,1033.8297019236843,1033.8302622138935,,0.7887595001457157,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,270,180,12,180,180,180,180,12,180,j,present,resp,freq_top,0,38,38,35,,,,,,,,,,,,1033.8307291758538,1034.1875525773185,1034.1875660473752,0.7478752644185654,1034.9361827206758,1034.9361955493005,1215.679226639154,1215.679226639154,1036.4195252318214,j,1,1036.4200425461358,1036.4200800698645,1036.4200884084712,1036.4203799389807,,1.442003362369178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,180,0,168,180,180,180,180,168,180,f,abs,resp,freq_top,0,39,39,10,,,,,,,,,,,,1036.4208828210913,1036.9601113139815,1036.9601244633222,0.7303161797963248,1037.6920424358095,1037.692054623003,1218.435209829806,1218.435209829806,1038.4593985234897,f,1,1038.4599235349788,1038.4599620208546,1038.4599706801764,1038.4604562436434,,0.7326727504159862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,0,90,180,12,0,180,180,12,180,j,present,resp,freq_top,0,40,40,41,,,,,,,,,,,,1038.4609488628548,1038.8582080912065,1038.8582308620162,0.9508035153755293,1039.8155615714677,1039.8155737586621,1220.5584124191355,1220.5584124191355,1041.2980901063393,j,1,1041.2986032513509,1041.2986410957956,1041.2986497551174,1041.2991131892059,,1.441200611142449,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,180,0,0,180,0,180,168,0,168,f,abs,resp,freq_top,0,41,41,14,,,,,,,,,,,,1041.2995936212228,1041.9557954437214,1041.955807951631,0.9658664696834564,1042.920648859038,1042.9206613669476,1223.6641260643346,1223.6641260643346,1044.0707267769012,f,1,1044.071240563343,1044.071279369935,1044.0712880292567,1044.0719785300125,,1.10330841200539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,270,0,0,0,0,0,168,0,168,f,present,resp,freq_top,0,42,42,43,,,,,,,,,,,,1044.0724634520484,1045.0199356836874,1045.0199488330281,0.992145749156409,1046.0184908597648,1046.0185033676744,1226.7614994995229,1226.7614994995229,1047.2348626230623,f,1,1047.2353536386954,1047.2354030289025,1047.2354113675092,1047.2360460637447,,1.1736852881513187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,180,0,-168,180,0,180,0,12,180,None,abs,inhibit,freq_top,0,43,43,24,,,,,,,,,,,,1047.2365457386995,1048.358810555521,1048.3588230634305,0.826459375877648,1049.1906279195146,1049.1906420310024,1229.933805897127,1229.933805897127,1052.204267313913,None,1,1052.2046589077,1052.2046973935758,1052.2047063736136,1052.205242610151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,0,44,44,26,,,,,,,,,,,,1052.2057345879302,1052.206454273808,1052.206464215993,1.0762466940767321,1053.287315664681,1053.2873281725906,1234.0303265494495,1234.0303265494495,1056.3007979084205,None,1,1056.301232478102,1056.301271284694,1056.3012805854469,1056.3024329167129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,180,180,180,168,0,0,0,0,12,None,abs,inhibit,freq_top,0,45,45,31,,,,,,,,,,,,1056.3029319502366,1059.7325722323767,1059.7325853817174,1.086233508209477,1060.8229486146201,1060.8229617639618,1241.5655919592746,1241.5655919592746,1063.8361136705998,None,1,1063.8365527303004,1063.8365928197545,1063.8366024412235,1063.8376768385906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
90,0,0,12,0,180,180,180,0,12,j,present,resp,freq_top,0,46,46,36,,,,,,,,,,,,1063.8381652884982,1063.8391062681621,1063.8391165310622,0.9227571080337839,1064.7609841095027,1064.7609972588434,1245.5039382276036,1245.5039382276036,1065.6615410963404,j,1,1065.6620965758157,1065.6621347409755,1065.6621434002973,1065.662666487493,,0.8629647587904401,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
0,180,0,12,0,12,0,180,180,180,j,abs,resp,freq_top,0,47,47,0,,,,,,,,,,,,1065.6631655210167,1065.910169796477,1065.910183907965,1.0345368670607953,1066.9504834307081,1066.9504962593328,1247.693726834309,1247.693726834309,1067.8347525534573,j,1,1067.8352733956435,1067.8353122022354,1067.8353208615572,1067.8359125818988,,0.8488410837871925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
90,0,180,180,180,168,0,168,0,0,f,present,resp,freq_top,0,48,48,44,,,,,,,,,,,,1067.8364145018631,1068.075138541135,1068.0751513697605,0.8895193664265472,1068.9656718816095,1068.965684389519,1249.7086911049837,1249.7086911049837,1069.7328172591187,f,1,1069.7333474020588,1069.7333858879347,1069.7333945472565,1069.734113270988,,0.7215528980214003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
90,0,0,12,0,0,0,12,0,0,j,present,resp,freq_top,0,49,49,34,,,,,,,,,,,,1069.7346097387863,1070.5898563418468,1070.5898691704724,0.7915047503797954,1071.3801208264067,1071.3801339757483,1252.1233010490287,1252.1233010490287,1072.130982188416,j,1,1072.1314927677022,1072.6366760133888,1072.6366965391899,1072.6373607412634,1252.8560259420465,0.7072034392131172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.637422318665,1073.1399615846813,1073.1399789033258,1080.0311369978517,space,6.869956359569187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN,001,1,21,M,2024-02-09_11h54.07.842,eye_track_exp,2023.1.3,120.10380916094952,
