ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_2.started,fix_check_2.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,freq_top,0,9,9,18,,,,,,,,,,,,123.81190676558242,123.8128002652918,123.81281020732013,1.0659558537800553,124.8766915880177,124.87670409573082,204.95604116128027,204.95604116128027,126.14385666032513,f,1,126.14421489405652,,126.14425402074869,126.14426235922406,126.14451347561771,1.2213936644174055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
12,0,0,12,0,0,90,180,180,0,j,present,resp,freq_top,0,10,10,38,,,,,,,,,,,,126.14501634982605,126.14580465646122,126.14581459848955,0.8419207988072476,127.00807132347006,127.00808447260431,207.08752384483262,207.08752384483262,128.2756103443278,j,1,128.2759887828264,,128.27602790951858,128.27603656870463,128.27642366638918,1.233731721603931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,0,-168,0,12,0,0,0,0,None,abs,inhibit,freq_top,0,11,11,21,,,,,,,,,,,,128.27694995247066,128.5569896307852,128.5570021384982,0.8612196674750033,129.42293773467998,129.42295152523548,209.50210738930036,209.50210738930036,132.43649673709047,None,1,132.43673149724384,,132.4367731896208,132.43678216951741,132.43727029103843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,180,0,168,0,0,0,180,168,f,abs,resp,freq_top,0,12,12,17,,,,,,,,,,,,132.4377661096138,132.71198104215546,132.71199387057914,0.7387565732196485,133.45265702311303,133.45267081366842,213.53195207557485,213.53195207557485,135.06913269593178,f,1,135.06949413676898,,135.06953294275058,135.06954128122607,135.06993671738599,1.57366923435211,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,270,0,0,0,0,0,168,0,168,f,present,resp,freq_top,0,13,13,43,,,,,,,,,,,,135.07041938682698,135.268593837995,135.26860634570812,0.9509510687719531,136.22499772295487,136.22501055137855,216.30456986936827,216.30456986936827,137.6755832763538,f,1,137.67594824500748,,137.6759880131209,137.67599635159638,137.6763266835061,1.4090946697808704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,12,180,12,180,90,180,180,0,180,j,present,resp,freq_top,0,14,14,37,,,,,,,,,,,,137.6768208985285,137.95800294797175,137.95801705923782,1.0602744521329206,139.02312483723938,139.02314568342786,219.10214343717087,219.10214343717087,140.2399149347226,j,1,140.2402776584022,,140.24031710580505,140.24032544428042,140.24068303659055,1.170369571354854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,0,-168,0,0,0,12,0,0,None,abs,inhibit,freq_top,0,15,15,23,,,,,,,,,,,,140.24116249892563,140.25633082708703,140.25634173124706,0.8418284156426776,141.09616795741988,141.096180465133,221.17536679670422,221.17536679670422,144.10973658114813,None,1,144.109962361405,,144.11000405378195,144.1100136750997,144.11068588450064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
12,0,0,12,0,0,180,0,180,180,j,abs,resp,freq_top,0,16,16,6,,,,,,,,,,,,144.11116855394164,144.14449615724573,144.14452117267194,0.7846867288595498,144.9343252056717,144.9343380340954,225.01371647131123,225.01371647131123,146.0846826696976,j,1,146.08504667621958,,146.08508387864822,146.08509189641302,146.0854915018108,1.114325716105668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
90,0,0,12,0,0,0,12,0,0,j,present,resp,freq_top,0,17,17,34,,,,,,,,,,,,146.0859809061742,146.32553023082187,146.32554337995612,0.7174305414713799,147.04948917216905,147.0495023213033,227.12853888102802,227.12853888102802,148.26619812987246,j,1,148.26655700502488,,148.2665954902959,148.2666035080607,148.26685911440268,1.175640770645714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,180,0,180,168,180,12,180,0,180,None,abs,inhibit,freq_top,0,18,18,28,,,,,,,,,,,,148.26735557439906,148.46581898581053,148.4658318142342,1.0879813065944988,149.55546465192003,149.55547780105428,229.6347157670308,229.6347157670308,152.56906791239214,None,1,152.56930042757142,,152.56934115781655,152.56935013771317,152.5704341395143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,freq_top,0,19,19,7,,,,,,,,,,,,152.5709248267201,152.77009829138228,152.77011111980596,1.0253330381373327,153.8020734581197,153.80208628654339,233.8810519692272,233.8810519692272,155.0524076385566,f,0,155.0527690793939,235.11332661551546,155.5578911482594,155.5579014109984,155.55859767369373,1.207132305810319,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
168,0,270,180,180,180,180,168,180,180,f,present,resp,freq_top,0,20,20,49,,,,,,,,,,,,155.55914191956833,155.64249556457253,155.64250775157507,0.9148670324380317,156.55799986915008,156.55801269757376,236.6369963400508,236.6369963400508,157.7908434560287,f,1,157.79120297260238,,157.79192938209337,157.79193900341113,157.79246721375625,1.1866921369369265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,0,180,0,168,180,0,180,12,180,None,abs,inhibit,freq_top,0,21,21,30,,,,,,,,,,,,157.7929572595408,157.99941374103776,157.99942624875086,0.9067800134265699,158.905845463677,158.9058589335218,238.98495739039083,238.98495739039083,161.91933134407248,None,1,161.91957540483304,,161.91961549365703,161.91962479426422,161.92058275680256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,180,0,0,180,168,180,0,0,168,f,abs,resp,freq_top,0,22,22,16,,,,,,,,,,,,161.92111513638542,161.92214076885875,161.92215103159776,0.9782666180153019,162.90238595852065,162.90239878694433,242.98153829476905,242.98153829476905,164.56920934576328,j,0,164.56959836771136,244.63011324932427,165.07467232998818,165.07468163059525,165.07545037388445,1.6258222286987802,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,0,180,12,0,180,180,0,12,180,j,abs,resp,freq_top,0,23,23,3,,,,,,,,,,,,165.07598563986255,165.2256538968261,165.22566576311806,0.8150099509803825,166.0414656345772,166.0414794251327,246.12046627471557,246.12046627471557,167.07457675823173,j,1,167.0749555174409,,167.07568705830136,167.0756966796191,167.07631693390408,0.9985924883075086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,180,0,168,180,180,180,180,168,180,f,abs,resp,freq_top,0,24,24,10,,,,,,,,,,,,167.07682750516665,167.30788377191573,167.3078969210501,0.7935144585947813,168.1057495070678,168.10576297691273,248.18537457072887,248.18537457072887,169.72268155105905,f,1,169.72307474224488,,169.72311483106887,169.72312316954435,169.72354297970935,1.5739046359267377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,168,0,0,0,0,0,180,168,f,abs,resp,freq_top,0,25,25,19,,,,,,,,,,,,169.72406188944728,169.98921546492136,169.98922957618743,0.9520208443656184,170.94519986042678,170.94521300956103,251.02457027987782,251.02457027987782,172.01163570099004,f,1,172.01199970751202,,172.01203915491476,172.0120478141008,172.0124916775602,1.0223215443022582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
12,0,0,-168,0,0,180,180,180,180,None,abs,inhibit,freq_top,0,26,26,27,,,,,,,,,,,,172.0129672913681,172.23639706023846,172.2364102093727,0.8205719929230431,173.06012778392835,173.0601409330626,253.13942540207495,253.13942540207495,176.07380448712604,None,1,176.07403571946293,,176.07407805326102,176.0740873538682,176.07498373997305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,180,180,-168,180,180,12,180,0,180,None,abs,inhibit,freq_top,0,27,27,22,,,,,,,,,,,,176.075485331339,176.349946890326,176.34996164301322,0.8053768206437371,177.15729283057885,177.15730694184492,257.2359012416632,257.2359012416632,180.16194441700588,None,1,180.16217500792152,,180.16221509674563,180.16222471806338,180.16282188118578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,270,180,12,180,0,12,180,0,180,j,present,resp,freq_top,0,28,28,33,,,,,,,,,,,,180.16330968199622,180.353993937287,180.35400708642123,0.8031703918759783,181.16187418138622,181.1618870098099,261.24076193139615,261.24076193139615,182.87753281190066,j,1,182.87791060897814,,182.87795165993396,182.87795999840932,182.87831919427242,1.6695206504176667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,180,0,12,0,180,180,12,0,0,j,abs,resp,freq_top,0,29,29,2,,,,,,,,,,,,182.8788271998502,183.07710652338176,183.077119672516,1.041016523867178,184.11772612341713,184.11773927255138,264.1965445999392,264.1965445999392,185.00103493308052,j,1,185.00139958102375,,185.00143838700535,185.00144672548072,185.00182708824286,0.8419070835899447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,freq_top,0,30,30,20,,,,,,,,,,,,185.00230815413101,185.2082219933061,185.20823418030864,0.9214580558419896,186.132115766261,186.13212859468467,266.21145058683624,266.21145058683624,187.11574605622184,f,1,187.11610813848029,,187.11614726517257,187.1161559243585,194.6750159393165,0.9386394916517702,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,0,31,31,11,,,,,,,,,,,,194.6755726929042,194.67625388220176,194.67626414494066,0.8728716959268678,195.549156595285,195.5491694237087,275.62833811619737,275.62833811619737,196.86528583652228,f,1,196.8656562572561,,196.865694101106,196.86570243958136,196.86605393839022,1.2819957793112735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,freq_top,0,32,32,15,,,,,,,,,,,,196.86655585046674,197.06548621650018,197.06549904492385,1.02416878300885,198.089013224822,198.08902637395624,278.16779321607305,278.16779321607305,199.08925985126723,f,1,199.08992468432461,,199.08997599801933,199.0899843364947,199.09040478808083,0.9652466044996117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,0,180,0,12,180,180,180,12,180,j,abs,resp,freq_top,0,33,33,9,,,,,,,,,,,,199.090908624421,199.29646294702252,199.2964767375779,0.9207467619031731,200.22024382984898,200.22025697898323,280.2993009150515,280.2993009150515,201.08784134831865,j,1,201.08821305189485,,201.08825378214,201.08826244132604,201.0886447283517,0.8178634105044011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,180,90,180,12,180,12,0,0,180,j,present,resp,freq_top,0,34,34,39,,,,,,,,,,,,201.08913926408468,201.08991121447968,201.08992115650813,1.027926905494195,202.12678715977415,202.12679998819783,282.20597188779243,282.20597188779243,203.24308644176733,j,1,203.24346680452948,,203.24350689335347,203.24351619396066,203.24390489519817,1.0708354355607526,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,270,0,0,168,0,0,168,180,0,f,present,resp,freq_top,0,35,35,45,,,,,,,,,,,,203.24442027711962,203.45066990028465,203.45068337012958,0.9521328574558703,204.408455406475,204.4084682348987,284.48737073759594,284.48737073759594,205.4250431997168,f,1,205.42540431984344,,205.4254434465356,205.42545210572166,205.4258302235096,0.9816432542285156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
90,0,0,12,0,12,180,180,180,0,j,present,resp,freq_top,0,36,36,32,,,,,,,,,,,,205.42633149416497,205.64935845053174,205.6493712789554,0.9881669878929537,206.63959569939925,206.63960948995475,286.71874354569934,286.71874354569934,207.67307564023463,j,1,207.67344574025776,,207.67348486695005,207.67349320542542,207.67387453031938,0.9904483635331189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,0,90,180,12,0,180,180,12,180,j,present,resp,freq_top,0,37,37,41,,,,,,,,,,,,207.67438638442422,207.89759197659066,207.89760448430377,0.9704658904878607,208.87108877397475,208.87110224381956,288.9501692710505,288.9501692710505,209.63776347978694,j,1,209.63815442599866,,209.6381941941121,209.63820253258746,209.63857872611186,0.7262113789311115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,180,0,0,180,0,180,168,0,168,f,abs,resp,freq_top,0,38,38,14,,,,,,,,,,,,209.63907743108257,209.9376836869916,209.93769811896823,0.9874803318032218,210.9275460251771,210.9275594950219,291.0067224147199,291.0067224147199,211.96096214460454,f,1,211.96133160320665,,211.96137169203064,211.961380030506,211.9617472441339,0.9897742298685444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,freq_top,0,39,39,1,,,,,,,,,,,,211.96223376210207,211.96300635391822,211.9630159752361,0.8665121284503378,212.82558411020136,212.82559758004618,292.9050529878041,292.9050529878041,213.67637671435853,j,1,213.67673526880037,,213.6767740747821,213.67678273396803,213.67716085175607,0.8030978948467009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,0,-168,180,180,180,180,0,12,None,abs,inhibit,freq_top,0,40,40,25,,,,,,,,,,,,213.6776432004865,213.9002064093371,213.90021955847135,1.0284320939713383,214.9320584232072,214.93207157234144,295.0115699553187,295.0115699553187,217.9459509646333,None,1,217.94617514133722,,217.94621394731882,217.94622292721544,217.9471805690432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,180,0,12,0,12,0,180,180,180,j,abs,resp,freq_top,0,41,41,0,,,,,,,,,,,,217.9476738219338,218.28898205175244,218.28899584230794,0.8806489899130072,219.17004396300797,219.1700574328529,299.2496068088142,299.2496068088142,221.05330819389906,f,0,221.05367091757864,301.1146646201055,221.55920157173853,221.55921183447742,221.56018807751957,1.8340785380381703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,168,180,90,0,180,0,168,0,0,f,present,resp,freq_top,0,42,42,48,,,,,,,,,,,,221.5607493210557,221.8024602350937,221.80247306351737,0.8667242159312621,222.66763863356766,222.6676517827019,302.7466120133057,302.7466120133057,224.10014990013076,f,1,224.100542770606,,224.1014545508192,224.1014638514264,224.10196544279233,1.393284279014324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,270,0,0,12,0,180,180,180,12,j,present,resp,freq_top,0,43,43,42,,,,,,,,,,,,224.10247441050183,224.3334075243837,224.33342067351794,0.9921497226403897,225.33130302147867,225.33131584990235,305.4109684946743,305.4109684946743,226.1484473117397,j,1,226.14883889937255,,226.148877063933,226.1488850816978,226.1492397876126,0.7770834551729422,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,0,44,44,26,,,,,,,,,,,,226.1497349647667,226.34775707840345,226.3477715103802,1.0625069502249092,227.41293445060353,227.4129472790272,307.4924895993555,307.4924895993555,230.4268253884768,None,1,230.42705020660173,,230.42713006353915,230.4271396848569,230.42805114435953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,168,0,180,0,180,180,180,168,180,f,abs,resp,freq_top,0,45,45,12,,,,,,,,,,,,230.4285479250666,230.62004197460226,230.62005512373662,0.8692868608909841,231.49349791345696,231.4935110625912,311.57230003373877,311.57230003373877,233.07638460383907,f,1,233.07674412041274,,233.07678292639434,233.07679222700153,233.07715976134,1.542773579467621,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,270,0,0,12,0,0,12,0,0,j,present,resp,freq_top,0,46,46,40,,,,,,,,,,,,233.07764403433407,233.29217761209156,233.2921907612258,1.083616695486921,234.38214527163552,234.38215874148034,314.4614672637871,314.4614672637871,235.24936787942306,j,1,235.24975497710773,,235.2497931416682,235.24980148014356,235.25015362037357,0.8302765139694657,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,12,180,12,0,180,0,180,180,180,j,abs,resp,freq_top,0,47,47,5,,,,,,,,,,,,235.25065809813486,235.46518237528528,235.46519616584078,0.7478216913249057,236.2136965231124,236.21370935153607,316.293215752278,316.293215752278,237.59751718688062,j,1,237.5978811934026,,237.5979199993842,237.59792833785968,237.59820992175946,1.3337074758831022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,180,180,180,12,0,180,12,0,0,j,abs,resp,freq_top,0,48,48,8,,,,,,,,,,,,237.5992297814422,237.8213000581128,237.8213125658259,0.7230841251132352,238.54562172313956,238.5456348722738,318.6245210187309,318.6245210187309,239.4128331060565,j,1,239.41320865815976,,239.41324778485193,239.41325708545912,239.4135306515941,0.8265546675487485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
