ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_2.started,fix_check_2.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
168,180,270,180,180,12,0,0,0,0,None,present,inhibit,freq_top,,,,,0,111,111,260,,,,,,,,658.3508397486142,658.5832330578215,,0.8201229733647528,,,,,,,,,,,,,,,,,,,,,,,658.5832462069558,659.4067639788126,659.4067944463189,739.4858422309143,739.4858422309143,662.4379450661241,None,1,,,662.4382106144943,662.4382497411865,662.4382590417937,662.4386301039486,740.9761923699101,740.9761923699101,740.9761923699101,740.9761923699101,742.4666092167093,742.4666092167093,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
90,0,180,168,180,180,0,168,0,0,f,present,resp,freq_top,,,,,0,112,112,640,,,,,,,,662.4391339402888,662.6380508364774,,0.9345513723105298,,,,,,,,,,,,,,,,,,,,,,,662.6380723240871,663.5776712947344,663.5776854060003,743.6572322162771,743.6572322162771,664.5455316034632,f,1,0.9212233029506933,None,664.5458917614579,664.5459315295715,664.5459405094681,664.5463045159901,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,180,180,180,12,0,-168,0,0,None,abs,inhibit,freq_top,,,,,0,113,113,364,,,,,,,,664.5467871854311,664.7855199809113,,0.8538614580327445,,,,,,,,,,,,,,,,,,,,,,,664.7855321679139,665.6430593737933,665.6430731643487,745.7221206282337,745.7221206282337,668.6740255850083,None,1,,,668.6742561759239,668.6742949819055,668.6743039618021,668.6746689304558,747.220783906486,747.220783906486,747.220783906486,747.220783906486,748.6945391966073,748.6945391966073,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,180,12,180,168,0,180,90,0,180,None,present,inhibit,freq_top,,,,,0,114,114,101,,,,,,,,668.6751564105558,668.8573498529221,,0.7959290854150655,,,,,,,,,,,,,,,,,,,,,,,668.8573620399246,669.6559294898522,669.6559436011181,749.7352938158018,749.7352938158018,672.6873123041261,None,1,,,672.6875435364628,672.687582663155,672.6875916430516,672.6880528248831,751.2257157939704,751.2257157939704,751.2257157939704,751.2257157939704,752.7160668950982,752.7160668950982,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,270,180,180,180,0,-12,0,-12,0,j,present,resp,freq_top,,,,,0,115,115,716,,,,,,,,672.6885281179806,672.9625525484306,,0.9252392308134051,,,,,,,,,,,,,,,,,,,,,,,672.9625650561437,673.8941776916278,673.8941914821834,753.9733056538713,753.9733056538713,675.3102486918216,j,1,1.3730134453335268,None,675.3106364309273,675.3106761990408,675.3106848582266,675.3110636174359,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,180,90,180,-12,180,-12,180,180,180,j,present,resp,freq_top,,,,,0,116,116,444,,,,,,,,675.311572905856,675.6350688693925,,0.7148752117966264,,,,,,,,,,,,,,,,,,,,,,,675.6350826599481,676.3503448921707,676.3503593241475,756.4295222438453,756.4295222438453,677.1098129102689,j,1,0.7238919999292648,None,677.1101817274499,677.1102304754598,677.110239776067,677.1106172524338,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
90,180,168,0,0,180,180,12,180,180,None,present,inhibit,freq_top,,,,,0,117,117,33,,,,,,,,677.1111117881668,677.40866932044,,0.8620741097420456,,,,,,,,,,,,,,,,,,,,,,,677.4086821488637,678.2738640751542,678.2738785071307,758.3528602253442,758.3528602253442,681.3051962171545,None,1,,,681.3054373915196,681.305476518212,681.3054851773978,681.305927758015,759.8432225513426,759.8432225513426,759.8432225513426,759.8432225513426,761.3336153448473,761.3336153448473,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,-12,180,180,270,180,0,180,-12,180,j,present,resp,freq_top,,,,,0,118,118,545,,,,,,,,681.3064232558796,681.329262660692,,0.9237161727697198,,,,,,,,,,,,,,,,,,,,,,,681.3292738855629,682.2532497604292,682.2532638716954,762.3327215244273,762.3327215244273,683.9118613529625,j,1,1.6207046497813735,None,683.9122247180634,683.9122638447556,683.9122728246522,683.9126496595978,763.8231063001673,763.8231063001673,763.8231063001673,763.8231063001673,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,-168,0,180,0,180,-168,0,180,180,f,abs,resp,freq_top,,,,,0,119,119,809,,,,,,,,683.9131406675143,684.1524638911945,,1.0088432069779756,,,,,,,,,,,,,,,,,,,,,,,684.1524767196182,685.1681501669619,685.1681645989387,765.2468984078645,765.2468984078645,686.017633951193,f,1,0.802197339504346,None,686.0179973162939,686.018036442986,686.0180451021721,686.0184267477765,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
-12,0,90,180,12,180,180,180,0,180,j,present,resp,freq_top,,,,,0,120,120,505,,,,,,,,686.0189145485871,686.2260971188645,,1.0846514653516928,,,,,,,,,,,,,,,,,,,,,,,686.2261093058668,687.3157671589789,687.3157825530872,767.3950525901229,767.3950525901229,688.3580294386667,j,1,1.0062003849720895,None,688.358387672398,688.3584264783796,688.358434816855,688.358840515754,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,-168,180,270,0,180,180,180,12,0,None,present,inhibit,freq_top,,,,,0,121,121,212,,,,,,,,688.3593145260089,688.7321858094543,,0.779047531826235,,,,,,,,,,,,,,,,,,,,,,,688.7321989585886,689.5141151145771,689.5141289051325,769.601466417111,769.601466417111,692.5535968334319,None,1,,,692.5538466669831,692.553886114386,692.5538950942824,692.554371990933,771.0918486271663,771.0918486271663,771.0918486271663,771.0918486271663,772.5655590178047,772.5655590178047,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
-12,180,180,-12,0,270,0,180,180,180,j,present,resp,freq_top,,,,,0,122,122,434,,,,,,,,692.5548626781386,692.7694071600564,,0.8006391090399203,,,,,,,,,,,,,,,,,,,,,,,692.7694203091907,693.5771713069213,693.5771850974769,773.664629085372,773.664629085372,695.4270678456843,j,1,1.8077331250335646,None,695.4274369835758,695.4274770723997,695.4274860522963,695.4279735323963,775.1550449700393,775.1550449700393,775.1550449700393,775.1550449700393,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
12,180,90,180,168,0,180,0,180,180,None,present,inhibit,freq_top,,,,,0,123,123,41,,,,,,,,695.4284706338138,695.6427011400621,,0.983072553078888,,,,,,,,,,,,,,,,,,,,,,,695.6427139684857,696.6242846550246,696.6242984455799,776.70363583184,776.70363583184,699.656141800264,None,1,,,699.6563746361538,699.6564144042674,699.6564230634532,699.6567729587092,778.1940433780318,778.1940433780318,778.1940433780318,778.1940433780318,779.6844143632164,779.6844143632164,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
-12,0,90,0,0,-12,0,0,0,0,j,present,resp,freq_top,,,,,0,124,124,674,,,,,,,,699.6572578731244,699.8303460210719,,1.0919847305708303,,,,,,,,,,,,,,,,,,,,,,,699.8303582080745,700.929136429003,700.9291511816904,781.0082826717502,781.0082826717502,701.5963318405323,j,1,0.6236064392182925,None,701.596694564212,701.5967340116148,701.5967426708008,752.9174943138013,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,12,0,180,180,180,180,180,-168,None,abs,inhibit,freq_top,,,,,0,125,125,382,,,,,,,,752.918069989314,752.9512866267531,,0.943486877104906,,,,,,,,,,,,,,,,,,,,,,,752.9512988137557,753.8999267497007,753.8999415023881,833.9791303996439,833.9791303996439,756.9309654415096,None,1,,,756.9312037294793,756.9312444597246,756.9312534396212,756.9317162250055,835.4695273623864,835.4695273623864,835.4695273623864,835.4695273623864,836.9599009132556,836.9599009132556,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
12,0,168,0,0,0,0,0,180,180,None,abs,inhibit,freq_top,,,,,0,126,126,390,,,,,,,,756.9322040258158,757.1224174779576,,0.7372502804854146,,,,,,,,,,,,,,,,,,,,,,,757.1224303063813,757.8627987258809,757.8628125164365,837.9423875492452,837.9423875492452,760.894371721536,None,1,,,760.8946154615859,760.8946539468569,760.8946629267535,760.8951430305098,839.4327745699592,839.4327745699592,839.4327745699592,839.4327745699592,840.9231131633738,840.9231131633738,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,-12,0,12,0,0,180,180,180,j,present,resp,freq_top,,,,,0,127,127,440,,,,,,,,760.8956266620827,761.0781507570695,,0.7949181496743579,,,,,,,,,,,,,,,,,,,,,,,761.0781632647826,761.8765523996209,761.8765684351505,841.9638992122065,841.9638992122065,763.3348022947486,j,1,1.4091049325199947,None,763.3351570006633,763.3351964480661,763.3352051072521,763.3355796972236,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,0,180,168,180,168,180,0,180,180,f,abs,resp,freq_top,,,,,0,128,128,786,,,,,,,,763.3360626873751,763.5752547404232,,0.7234263387420417,,,,,,,,,,,,,,,,,,,,,,,763.5752678895575,764.2991989290832,764.2992130403492,844.3784891708862,844.3784891708862,764.9829426864516,f,1,0.6421200995650906,None,764.9832929024182,764.9833326705315,764.9833413297175,764.9837566499342,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,180,180,180,180,-168,0,0,0,12,None,abs,inhibit,freq_top,,,,,0,129,129,351,,,,,,,,764.9842515063777,765.2076883308811,,0.9018164530555635,,,,,,,,,,,,,,,,,,,,,,,765.2077005178834,766.1143211390614,766.1143349296168,846.1935940624925,846.1935940624925,769.1454679103396,None,1,,,769.145763284795,769.1458011286448,769.1458097878307,769.1461975269366,847.6839486914367,847.6839486914367,847.6839486914367,847.6839486914367,849.1660161586825,849.1660161586825,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,270,0,-168,0,0,-168,0,180,0,f,present,resp,freq_top,,,,,0,130,130,607,,,,,,,,769.1466862898789,769.6535443651791,,0.9572723541059954,,,,,,,,,,,,,,,,,,,,,,,769.6535575143133,770.6104007727844,770.610415846182,850.6896999944839,850.6896999944839,772.9849884993181,f,1,2.3305224989935596,None,772.9853380738635,772.985376238424,772.9853848976101,772.9857363964189,852.1800834873815,852.1800834873815,852.1800834873815,852.1800834873815,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
270,180,-12,180,0,180,0,180,0,12,j,present,resp,freq_top,,,,,0,131,131,578,,,,,,,,772.9862293285988,773.1918208536289,,1.0477059525122083,,,,,,,,,,,,,,,,,,,,,,,773.191833361342,774.2408433918866,774.2408584652843,854.3281943737101,854.3281943737101,776.5480357117659,j,1,2.259327313244512,None,776.5483913798124,776.548430185794,776.5484388449801,776.5488050964763,855.8102717829842,855.8102717829842,855.8102717829842,855.8102717829842,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
90,180,180,-12,180,0,-12,180,0,0,j,present,resp,freq_top,,,,,0,132,132,638,,,,,,,,776.5492861623642,776.7552881969522,,0.8793707232474812,,,,,,,,,,,,,,,,,,,,,,,776.7553010253758,777.6379658481704,777.637979638726,857.7169565462806,857.7169565462806,778.3558601522221,j,1,0.6786641093970047,None,778.3562190273746,778.3562575126456,778.3562661718316,778.3566827748906,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,90,180,-12,180,0,180,12,0,0,j,present,resp,freq_top,,,,,0,133,133,647,,,,,,,,778.3571898183367,778.5786940408124,,0.8610057183943125,,,,,,,,,,,,,,,,,,,,,,,778.5787065485255,779.4446937791125,779.4447165495645,859.5237284145736,859.5237284145736,780.1199326122904,j,1,0.6325305321524866,None,780.1202940531276,780.1203335005306,780.1203421597164,780.1207247674528,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,180,0,12,0,180,0,180,0,-168,None,abs,inhibit,freq_top,,,,,0,134,134,381,,,,,,,,780.1211994191291,780.4363633214842,,1.0060233241158434,,,,,,,,,,,,,,,,,,,,,,,780.4363761499079,781.4424241102525,781.4424385422293,861.5220235170663,861.5220235170663,784.4742123027148,None,1,,,784.4744422522093,784.4744810581911,784.4744900380875,784.4748389712119,863.0123832773801,863.0123832773801,863.0123832773801,863.0123832773801,864.5027520175903,864.5027520175903,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,12,180,180,0,180,0,180,0,-168,None,abs,inhibit,freq_top,,,,,0,135,135,383,,,,,,,,784.4753238856268,784.4760807626241,,0.777201958776258,,,,,,,,,,,,,,,,,,,,,,,784.4760903839418,785.2560992740395,785.2561130645951,865.3353664246798,865.3353664246798,788.2871148746855,None,1,,,788.2873454656013,788.2873842715829,788.2873929307688,788.2877668793193,866.8257515211304,866.8257515211304,866.8257515211304,866.8257515211304,868.316152973821,868.316152973821,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,270,180,0,0,180,168,0,12,180,None,present,inhibit,freq_top,,,,,0,136,136,97,,,,,,,,788.2882610943415,788.4702749387765,,1.0292183175375507,,,,,,,,,,,,,,,,,,,,,,,788.4702874464894,789.5024845449567,789.5024989769332,869.5817051925611,869.5817051925611,792.5336954583532,None,1,,,792.5339347084549,792.5339751179894,792.5339837771754,792.5344199435807,871.080405031821,871.080405031821,871.080405031821,871.080405031821,872.5541122153533,872.5541122153533,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,-12,180,-168,0,180,0,90,180,180,None,present,inhibit,freq_top,,,,,0,137,137,7,,,,,,,,792.5349042165745,792.7252129197622,,0.92182866061914,,,,,,,,,,,,,,,,,,,,,,,792.7252257481858,793.6488289573443,793.6488430686103,873.7281208027001,873.7281208027001,796.6798974752379,None,1,,,796.6801290282855,796.6801671928459,796.6801758520318,796.6805260679984,875.2268180762752,875.2268180762752,875.2268180762752,875.2268180762752,876.7005396917845,876.7005396917845,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
12,0,90,0,0,-168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,138,138,276,,,,,,,,796.6810093788605,796.8635193625813,,0.8741859620802435,,,,,,,,,,,,,,,,,,,,,,,796.8635318702944,797.7373550227768,797.7373694547535,877.8162434142081,877.8162434142081,800.7682753723772,None,1,,,800.7685069254245,800.7685463728275,800.7685550320133,800.7688994751892,879.3149464605739,879.3149464605739,879.3149464605739,879.3149464605739,880.7886821873489,880.7886821873489,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,180,168,0,0,0,0,168,0,180,f,abs,resp,freq_top,,,,,0,139,139,873,,,,,,,,800.7693856724467,800.7845568870035,,0.8870891101042523,,,,,,,,,,,,,,,,,,,,,,,800.784567470453,801.6755188135247,801.675533566212,881.754518812242,881.754518812242,802.8920568324826,f,1,1.167979636022892,None,802.8924185940303,802.8924580414333,802.8924667006191,802.8928756066242,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
90,0,180,0,180,180,12,0,180,-168,None,present,inhibit,freq_top,,,,,0,140,140,306,,,,,,,,802.893955118477,803.1163999851191,,1.0272274044272451,,,,,,,,,,,,,,,,,,,,,,,803.1164124928322,804.1484668750858,804.1484813070625,884.235696949016,884.235696949016,807.1875461021476,None,1,,,807.187787276513,807.187825761784,807.1878344209698,807.1881926547011,885.7260756312547,885.7260756312547,885.7260756312547,885.7260756312547,887.1998180929523,887.1998180929523,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
168,0,0,90,0,180,12,0,180,180,None,present,inhibit,freq_top,,,,,0,141,141,48,,,,,,,,807.1887070744909,807.1894674793047,,0.9320134654103142,,,,,,,,,,,,,,,,,,,,,,,807.189477421333,808.1192767591298,808.1192911911063,888.198932290297,888.198932290297,811.1509818875487,None,1,,,811.1512246654669,811.1512634714485,811.1512724513451,811.1517461408895,889.6893231595383,889.6893231595383,889.6893231595383,889.6893231595383,891.1796880512214,891.1796880512214,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
90,180,180,-168,0,180,-12,180,0,180,None,present,inhibit,freq_top,,,,,0,142,142,131,,,,,,,,811.1522349038318,811.3346589371139,,0.7387423974736996,,,,,,,,,,,,,,,,,,,,,,,811.3346724069587,812.0749484618078,812.0749622523634,892.1538487195309,892.1538487195309,815.1056985140837,None,1,,,815.1059329535266,815.1059714387976,815.105980418694,815.1065407000984,893.6525613872144,893.6525613872144,893.6525613872144,893.6525613872144,895.1262720985634,895.1262720985634,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
12,0,0,12,0,0,90,180,180,0,j,present,resp,freq_top,,,,,0,143,143,592,,,,,,,,815.1070252938031,815.2729019433779,,0.8361298583369396,,,,,,,,,,,,,,,,,,,,,,,815.2729147718015,816.1130132812672,816.1130273925331,896.1920062243513,896.1920062243513,817.670531443108,j,1,1.5135901984338034,None,817.6708877525756,817.6709268792678,817.6709358591644,817.6712915272111,897.6823993385666,897.6823993385666,897.6823993385666,897.6823993385666,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
270,0,180,-12,0,180,0,-12,0,0,j,present,resp,freq_top,,,,,0,144,144,688,,,,,,,,817.6717661788872,817.8950432895157,,0.999270489494763,,,,,,,,,,,,,,,,,,,,,,,817.8950557972288,818.8934750147206,818.8934888052762,898.9729618521166,898.9729618521166,821.9250040730245,None,0,,,821.9252490959169,822.4315885821899,822.4315998070605,822.4322001772888,900.4633395722234,900.4633395722234,900.4633395722234,900.4633395722234,901.9537076710125,901.9537076710125,901.9870253322882,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,90,180,180,12,0,0,0,168,0,None,present,inhibit,freq_top,,,,,0,145,145,205,,,,,,,,822.4327748906697,822.433543633959,,0.9840527344448793,,,,,,,,,,,,,,,,,,,,,,,822.4335538966978,823.4228341451588,823.4228485771354,903.5023681270117,903.5023681270117,826.4547134194291,None,1,,,826.4549420860814,826.4556787583111,826.4556890210503,826.4561736147547,904.9927214731136,904.9927214731136,904.9927214731136,904.9927214731136,906.4831193979877,906.4831193979877,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,168,0,0,0,0,0,168,0,0,f,abs,resp,freq_top,,,,,0,146,146,981,,,,,,,,826.4566643019606,826.6126845529103,,1.0550983338202062,,,,,,,,,,,,,,,,,,,,,,,826.6126980227551,827.6696408297938,827.6696549410598,907.7487133091048,907.7487133091048,829.9267432865653,f,1,2.211835526642517,None,829.927100237454,829.9271403262782,829.9271493061748,829.9280777633386,909.239071145155,909.239071145155,909.239071145155,909.239071145155,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,-12,180,270,180,0,180,-12,0,0,j,present,resp,freq_top,,,,,0,147,147,687,,,,,,,,829.9285604327798,830.1178399756774,,0.7741780888887728,,,,,,,,,,,,,,,,,,,,,,,830.1178524833905,830.8917483088932,830.891761778738,910.9709234155936,910.9709234155936,831.792255865476,j,1,0.8622141575674505,None,831.7926115335225,831.7926506602149,831.7926593194007,831.7929187742699,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,168,0,180,0,180,180,168,0,0,f,abs,resp,freq_top,,,,,0,148,148,968,,,,,,,,831.7933975951838,832.132849231385,,0.885931345548986,,,,,,,,,,,,,,,,,,,,,,,832.1328617390981,833.0229157339335,833.0229292037783,913.1024035334611,913.1024035334611,833.8075816625382,f,1,0.7459296282615924,None,833.8079434240859,833.8079835129098,833.8079921720959,833.8084626545343,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,180,0,168,180,180,180,180,168,180,f,abs,resp,freq_top,,,,,0,149,149,817,,,,,,,,833.8089411547377,834.0808553094922,,1.0344054435677523,,,,,,,,,,,,,,,,,,,,,,,834.0808678172053,835.1210961503183,835.1211102615845,915.200585553399,915.200585553399,835.7547327262067,f,1,0.5836949681699934,None,835.7550912806488,835.755130407341,835.755139066527,835.7555887027769,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,168,180,0,180,168,180,0,180,180,f,abs,resp,freq_top,,,,,0,150,150,791,,,,,,,,835.7560636751638,835.9794523930783,,1.0666273009367286,,,,,,,,,,,,,,,,,,,,,,,835.9794655422126,837.0450059588028,837.0450197493582,917.123936042611,917.123936042611,837.7948308508195,f,1,0.7087265581633346,None,837.7951852360237,837.7952246834267,837.7952339840339,837.7956133846641,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,168,0,0,0,0,168,0,0,0,f,abs,resp,freq_top,,,,,0,151,151,1001,,,,,,,,837.7960934884205,837.9619717415484,,0.960419752674925,,,,,,,,,,,,,,,,,,,,,,,837.9619842492615,838.9263433604568,838.926357471723,919.0056300744435,919.0056300744435,839.5100462592958,f,1,0.5385822127400388,None,839.5103983995258,839.5104372055076,839.5104458646935,839.5108130783213,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,-168,0,180,0,180,0,180,-168,180,f,abs,resp,freq_top,,,,,0,152,152,885,,,,,,,,839.511297672026,839.5514336404887,,1.07876153319007,,,,,,,,,,,,,,,,,,,,,,,839.5514451860698,840.6329864955184,840.6330006067845,920.7124925755498,920.7124925755498,841.2172320366791,f,1,0.5434214148635874,None,841.217580328382,841.2176194550742,841.2176284349708,841.218062997823,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
90,180,180,180,-12,180,0,180,12,180,j,present,resp,freq_top,,,,,0,153,153,498,,,,,,,,841.2185459879746,843.3897522061683,,1.0796588710599657,,,,,,,,,,,,,,,,,,,,,,,843.3897663174342,844.4718560419952,844.4718743224988,924.5508387223405,924.5508387223405,845.3721423082696,j,1,0.8648885631946541,None,845.372505994081,845.3725473657474,845.3725563456438,845.3729197107447,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
0,0,0,0,0,168,0,0,0,168,f,abs,resp,freq_top,,,,,0,154,154,927,,,,,,,,845.3733972488163,845.6207747983052,,0.823242355493839,,,,,,,,,,,,,,,,,,,,,,,845.6207873060183,846.4449981334643,846.4450215453377,926.5241200022066,926.5241200022066,847.1785001391885,f,1,0.6994820753477597,None,847.1788564486561,847.1788952546377,847.1789039138238,847.17927016532,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
168,180,0,90,180,180,0,168,0,0,f,present,resp,freq_top,,,,,0,155,155,642,,,,,,,,847.1797582868411,847.3872012741191,,1.0530582793146228,,,,,,,,,,,,,,,,,,,,,,,847.3872141025428,848.4433859213183,848.4434003532948,928.5224038798284,928.5224038798284,849.1107974917867,f,1,0.6216157885735356,None,849.1111547633863,849.1111945314996,849.1112031906856,849.1116566754628,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,-12,180,-168,0,180,0,90,180,180,None,present,inhibit,freq_top,,,,,0,156,156,5,,,,,,,,849.1121354963767,849.8837731986008,,1.0325878550459442,,,,,,,,,,,,,,,,,,,,,,,849.8837857063137,850.9164619464055,850.9164760576715,930.9952727258734,930.9952727258734,853.9476799154351,None,1,,,853.9479085820873,853.9479470673583,853.9479560472547,853.9483219780403,932.485653011665,932.485653011665,932.485653011665,932.485653011665,933.9760329767461,933.9760329767461,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,90,0,180,180,180,180,-12,0,-12,j,present,resp,freq_top,,,,,0,157,157,745,,,,,,,,853.9488097788509,854.1475977493814,,0.7992331689115977,,,,,,,,,,,,,,,,,,,,,,,854.1476099363839,854.9460895116091,854.9461036228751,935.0251151671736,935.0251151671736,856.11331282496,j,1,1.125955644304895,None,856.113666568743,856.1137050540141,856.1137137132001,856.1141181292566,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
270,0,-12,0,0,0,0,0,-12,0,j,present,resp,freq_top,,,,,0,158,158,714,,,,,,,,856.1146165135166,856.4037958022833,,0.8935213649388186,,,,,,,,,,,,,,,,,,,,,,,856.403808630707,857.3023229709603,857.3023370822265,937.3897358499281,937.3897358499281,857.9942403584774,j,1,0.6495224207401407,None,857.9945960265242,857.9946351532163,857.994644133113,857.9950100638983,,,,,,,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
180,90,180,180,168,0,0,180,-12,180,None,present,inhibit,freq_top,,,,,0,159,159,144,,,,,,,,857.9954975439983,858.2267180145706,,0.7338206375459926,,,,,,,,,,,,,,,,,,,,,,,858.2267302015731,858.9670906033081,858.9671040731529,939.0466402999799,939.0466402999799,861.9985131856953,None,1,,,861.9987440973215,861.9987829033033,861.9987915624891,861.9991671145925,940.537013209428,940.537013209428,940.537013209428,940.537013209428,942.0273890052712,942.0273890052712,,,,,s1,001,1,m,27,2024-01-19_13h07.43.352,eye_track_exp,2023.1.3,120.12975855194534,
