ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,180,180,180,168,180,180,180,168,180,f,abs,resp,freq_top,,,,,0,428,428,822,,,,,,,,,,,0.7158339338061296,,,,,,,,,,,,,,,,,,,,,,,1568.244865278506,1568.292126845903,1568.2921387125316,1569.007319463708,1569.0073332546526,1723.662839626064,1723.662839626064,1569.7576642373242,f,1,0.7032911774040258,None,1569.7581613527727,1569.7581988769707,1569.7582075364007,1569.7587601363448,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,270,180,0,0,180,168,0,12,180,None,present,inhibit,freq_top,,,,,0,429,429,95,,,,,,,,,,,1.0731202714276469,,,,,,,,,,,,,,,,,,,,,,,1569.7592389707752,1569.7599814367495,1569.7599913790582,1570.8307174370166,1570.8307318693987,1725.4862776893278,1725.4862776893278,1573.862706655702,None,1,,,1573.8630770868913,1573.8631139696517,1573.8631229498023,1573.8634686855767,1726.9767135088368,1726.9767135088368,1726.9767135088368,1726.9767135088368,1728.4671329716439,1728.4671329716439,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,-168,180,90,12,0,0,0,0,180,None,present,inhibit,freq_top,,,,,0,430,430,135,,,,,,,,,,,0.7829271436260958,,,,,,,,,,,,,,,,,,,,,,,1573.8639638767054,1573.8648285368654,1573.8648391206152,1574.644663802428,1574.6446775933728,1729.2997747265217,1729.2997747265217,1577.6759907350533,None,1,,,1577.676376560783,1577.6764160093007,1577.6764249894513,1577.6771045943751,1730.7902002830015,1730.7902002830015,1730.7902002830015,1730.7902002830015,1732.280607558463,1732.280607558463,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,-168,180,-168,180,180,90,0,0,180,f,present,resp,freq_top,,,,,0,431,431,526,,,,,,,,,,,1.0283784812795995,,,,,,,,,,,,,,,,,,,,,,,1577.6775824666438,1577.9085022136096,1577.9085166459918,1578.9403807840208,1578.9403955371235,1733.5961690680015,1733.5961690680015,1579.808079761693,f,1,0.8174500516543048,None,1579.8085961203215,1579.8086339652364,1579.80864262467,1579.8091204969387,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,freq_top,,,,,0,432,432,915,,,,,,,,,,,1.0846285895563392,,,,,,,,,,,,,,,,,,,,,,,1579.8096022178433,1580.0150176973111,1580.0150314882558,1581.1052759022823,1581.1052909761056,1735.7610327557377,1735.7610327557377,1581.9065012437532,f,1,0.7643112967889465,None,1581.9070044528744,1581.9070419770724,1581.9070506365024,1581.9075095863118,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
90,180,12,0,180,180,180,-168,180,180,None,present,inhibit,freq_top,,,,,0,433,433,59,,,,,,,,,,,1.0185069283017008,,,,,,,,,,,,,,,,,,,,,,,1581.9079807234666,1581.9089781615585,1581.9089887453083,1582.9375645448308,1582.9375786564924,1737.601162993571,1737.601162993571,1585.9777930511627,None,1,,,1585.9782417379429,1585.9782818278982,1585.9782908080488,1585.9787337218768,1739.0915875878927,1739.0915875878927,1739.0915875878927,1739.0915875878927,1740.5653517588871,1740.5653517588871,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,0,0,0,168,0,0,0,0,168,f,abs,resp,freq_top,,,,,0,434,434,930,,,,,,,,,,,0.8062196109751472,,,,,,,,,,,,,,,,,,,,,,,1585.9792064626308,1585.9799415520538,1585.979951815083,1586.7842887785337,1586.7843032109195,1741.4396174712638,1741.4396174712638,1587.5180420835495,f,1,0.6858741764408478,None,1587.518526049491,1587.51856421513,1587.5185731952806,1587.5190433702774,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
90,180,180,-168,0,180,-12,180,0,180,None,present,inhibit,freq_top,,,,,0,435,435,134,,,,,,,,,,,0.8486888898164524,,,,,,,,,,,,,,,,,,,,,,,1587.5195196389468,1587.6012191195114,1587.6012313068568,1588.4494199464534,1588.449433737398,1743.1048897558285,1743.1048897558285,1591.4812353350972,None,1,,,1591.4816083320402,1591.4816452148007,1591.4816538742307,1591.482215775046,1744.6036264411523,1744.6036264411523,1744.6036264411523,1744.6036264411523,1746.077383556316,1746.077383556316,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
168,0,12,180,180,0,180,0,180,90,None,present,inhibit,freq_top,,,,,0,436,436,2,,,,,,,,,,,0.9103160316157639,,,,,,,,,,,,,,,,,,,,,,,1591.4826981373917,1591.7060633331494,1591.706076803377,1592.620879233662,1592.620892703886,1747.276391378029,1747.276391378029,1595.6530275292935,None,1,,,1595.6534062991923,1595.6534441441108,1595.6534531242614,1595.6537982185946,1748.766809878678,1748.766809878678,1748.766809878678,1748.766809878678,1750.2572306243637,1750.2572306243637,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
270,180,0,0,0,12,180,180,168,180,None,present,inhibit,freq_top,,,,,0,437,437,70,,,,,,,,,,,0.9809283472847973,,,,,,,,,,,,,,,,,,,,,,,1595.654284750297,1595.6550913602005,1595.655101623226,1596.6343815306536,1596.6343959630394,1751.289699318917,1751.289699318917,1599.6659698497897,None,1,,,1599.6663851817284,1599.6664220644852,1599.6664307239153,1599.6669955112084,1752.7801181402865,1752.7801181402865,1752.7801181402865,1752.7801181402865,1754.2705485075603,1754.2705485075603,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
90,180,180,-168,0,180,0,180,-12,180,None,present,inhibit,freq_top,,,,,0,438,438,139,,,,,,,,,,,0.9149942857284331,,,,,,,,,,,,,,,,,,,,,,,1599.6674791564328,1599.6682318854364,1599.668242148462,1600.5807905610927,1600.5808043520374,1755.2363809610542,1755.2363809610542,1603.6122752877818,None,1,,,1603.6126444360925,1603.6126819602905,1603.612690940441,1603.6132598970871,1756.7268299300667,1756.7268299300667,1756.7268299300667,1756.7268299300667,1758.217238488407,1758.217238488407,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,0,168,180,0,180,180,168,180,180,f,abs,resp,freq_top,,,,,0,439,439,775,,,,,,,,,,,1.0000282639521627,,,,,,,,,,,,,,,,,,,,,,,1603.613739372955,1603.6144638786318,1603.614474141661,1604.6105866988582,1604.6106008105235,1759.2663550982215,1759.2663550982215,1605.561577209406,f,1,0.9060302514481009,None,1605.5620756077333,1605.5621134526518,1605.5621221120819,1605.562482600959,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,12,0,270,180,168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,440,440,255,,,,,,,,,,,0.7699716334474137,,,,,,,,,,,,,,,,,,,,,,,1605.5629547002754,1605.8189973790795,1605.8190111700242,1606.5927534037983,1606.5927675154635,1761.2480211597976,1761.2480211597976,1609.6239321639478,None,1,,,1609.6244318451536,1609.6244703315097,1609.6244793116603,1609.6250338359241,1762.738464355858,1762.738464355858,1762.738464355858,1762.738464355858,1764.228874197077,1764.228874197077,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,90,0,-168,0,-168,0,0,0,0,f,present,resp,freq_top,,,,,0,441,441,671,,,,,,,,,,,0.8006143024393629,,,,,,,,,,,,,,,,,,,,,,,1609.6255149153876,1609.8821672822341,1609.8821813938994,1610.689655316186,1610.6896694278512,1765.3445920895138,1765.3445920895138,1611.4900766135106,f,1,0.7634485609487456,None,1611.4905711632018,1611.4906099702785,1611.490619271146,1611.4912093952917,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,180,-168,180,168,180,180,0,180,f,abs,resp,freq_top,,,,,0,442,442,843,,,,,,,,,,,0.9930435959728812,,,,,,,,,,,,,,,,,,,,,,,1611.4916872675603,1611.697218847541,1611.6972326384857,1612.696027374066,1612.6960418064482,1767.3512463806765,1767.3512463806765,1613.5551717966846,f,1,0.8214882326865336,None,1613.5557394704556,1613.5557773153741,1613.5557859748042,1613.556241717415,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,0,180,12,180,168,180,0,180,None,abs,inhibit,freq_top,,,,,0,443,443,358,,,,,,,,,,,0.9315047334695938,,,,,,,,,,,,,,,,,,,,,,,1613.556725041919,1613.7784571332559,1613.77847060348,1614.7109587977902,1614.7109732301724,1769.366239703293,1769.366239703293,1617.7419351838435,None,1,,,1617.7423136330253,1617.7423517986608,1617.7423601373703,1617.7429220381891,1770.8566604489788,1770.8566604489788,1770.8566604489788,1770.8566604489788,1772.3470661208412,1772.3470661208412,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
270,0,168,180,180,180,12,0,0,0,None,present,inhibit,freq_top,,,,,0,444,444,252,,,,,,,,,,,1.0256873057106939,,,,,,,,,,,,,,,,,,,,,,,1617.7434088906048,1617.90050891793,1617.9005220674371,1618.9325353401,1618.9325494517616,1773.5877126531595,1773.5877126531595,1621.9636037726923,None,1,,,1621.963975166036,1621.9640126902377,1621.9640216703847,1621.9646069837363,1775.0781189664594,1775.0781189664594,1775.0781189664594,1775.0781189664594,1776.5685246383218,1776.5685246383218,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
90,180,12,180,168,180,0,180,0,180,None,present,inhibit,freq_top,,,,,0,445,445,124,,,,,,,,,,,0.8941029406529422,,,,,,,,,,,,,,,,,,,,,,,1621.9650883839204,1621.9658494516334,1621.965859393942,1622.8619805464295,1622.8619946580948,1777.5177524737082,1777.5177524737082,1625.8938629654767,None,1,,,1625.8943549494106,1625.894392152888,1625.8944008123217,1625.8949505257879,1779.0081700121991,1779.0081700121991,1779.0081700121991,1779.0081700121991,1780.4985740804623,1780.4985740804623,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,0,0,180,180,180,168,0,168,f,abs,resp,freq_top,,,,,0,446,446,910,,,,,,,,,,,0.9886877378962238,,,,,,,,,,,,,,,,,,,,,,,1625.8954338502917,1626.068688205345,1626.0687013548486,1627.0587776476386,1627.0587917593039,1781.71425804076,1781.71425804076,1628.1260142758729,f,1,1.0179768015987065,None,1628.1265129949206,1628.1265514812767,1628.1265607821479,1628.1270290328248,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,270,0,180,180,12,180,180,0,12,j,present,resp,freq_top,,,,,0,447,447,575,,,,,,,,,,,0.7861443222148828,,,,,,,,,,,,,,,,,,,,,,,1628.1274998492627,1628.4082443550142,1628.4082587874,1629.1987310406585,1629.1987451523237,1783.8541084827775,1783.8541084827775,1630.050136498281,j,1,0.8138281647188705,None,1630.0506509325896,1630.0506887775082,1630.0506977576588,1630.0511544624314,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,0,180,12,0,0,180,-168,0,0,None,abs,inhibit,freq_top,,,,,0,448,448,366,,,,,,,,,,,0.8500597798942884,,,,,,,,,,,,,,,,,,,,,,,1630.0516288067847,1630.3229335712676,1630.3229476829292,1631.1722854610089,1631.172299572674,1785.8357838452212,1785.8357838452212,1634.21192256032,None,1,,,1634.2122804834398,1634.2123189697995,1634.212328270667,1634.2128641931922,1787.3262033080282,1787.3262033080282,1787.3262033080282,1787.3262033080282,1788.8082936816936,1788.8082936816936,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,270,180,12,180,180,180,180,12,180,j,present,resp,freq_top,,,,,0,449,449,492,,,,,,,,,,,0.7973740037432627,,,,,,,,,,,,,,,,,,,,,,,1634.2133641951186,1634.2140668918546,1634.2140771548839,1635.0106918307574,1635.0107053009851,1789.6658954428276,1789.6658954428276,1635.8105024778815,j,1,0.7621393833651382,None,1635.8110053662822,1635.8110441733588,1635.8110531535094,1635.8116096020894,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,12,180,270,180,0,180,0,0,-168,None,present,inhibit,freq_top,,,,,0,450,450,327,,,,,,,,,,,0.8836359246782063,,,,,,,,,,,,,,,,,,,,,,,1635.8120800978068,1636.4183165554205,1636.4183306670857,1637.308492848595,1637.3085069602603,1791.9639982578483,1791.9639982578483,1640.3401677620313,None,1,,,1640.3405587192792,1640.3405959227566,1640.3406049029072,1640.3410660977534,1793.4543917423653,1793.4543917423653,1793.4543917423653,1793.4543917423653,1794.9448403906608,1794.9448403906608,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,270,0,168,180,180,180,180,168,180,f,present,resp,freq_top,,,,,0,451,451,484,,,,,,,,,,,0.9591651139634043,,,,,,,,,,,,,,,,,,,,,,,1640.3415423664264,1640.5980981966604,1640.5981116668845,1641.5639101240959,1641.5639248771986,1796.3353434971505,1796.3353434971505,1642.455616570689,f,1,0.7323682617316081,None,1642.4561165726118,1642.4561537760892,1642.4561627562398,1642.4566201024536,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
270,180,0,12,0,180,0,180,168,180,None,present,inhibit,freq_top,,,,,0,452,452,71,,,,,,,,,,,0.8927213488955554,,,,,,,,,,,,,,,,,,,,,,,1642.4570944468032,1642.7127359053338,1642.712758676429,1643.6114147969784,1643.611428587923,1798.267048173373,1798.267048173373,1646.6429392929058,None,1,,,1646.6433193456833,1646.64335622844,1646.6433648878701,1646.643944428266,1799.757458335309,1799.757458335309,1799.757458335309,1799.757458335309,1801.2478922305017,1801.2478922305017,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
270,180,-12,180,180,12,180,180,180,180,j,present,resp,freq_top,,,,,0,453,453,422,,,,,,,,,,,0.7446922410946758,,,,,,,,,,,,,,,,,,,,,,,1646.644428394211,1646.6451795196153,1646.6451897826446,1647.3915242778385,1647.3915387102206,1802.0472012721002,1802.0472012721002,1648.2754568009914,j,1,0.8440739514226152,None,1648.27595199212,1648.2759898370387,1648.2759988171856,1648.276573867508,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,0,0,270,0,168,0,168,0,0,f,present,resp,freq_top,,,,,0,454,454,643,,,,,,,,,,,1.0398383296667586,,,,,,,,,,,,,,,,,,,,,,,1648.277050456898,1648.4661416272284,1648.466155418173,1649.5069855945585,1649.5069993855031,1804.16212538342,1804.16212538342,1650.4240638514348,f,1,0.8729300599152339,None,1650.424595925324,1650.424633449522,1650.424642429669,1650.4249596213995,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
12,0,0,0,270,180,12,180,180,180,j,present,resp,freq_top,,,,,0,455,455,431,,,,,,,,,,,0.9163771762084111,,,,,,,,,,,,,,,,,,,,,,,1650.425435890069,1650.665149128221,1650.6651635606067,1651.5799031298411,1651.5799175622233,1806.235384805841,1806.235384805841,1652.5963717628183,j,1,0.9759057609117008,None,1652.5968672746676,1652.5969051195862,1652.5969137790162,1652.5974836978203,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,168,180,180,168,0,0,0,180,180,f,abs,resp,freq_top,,,,,0,456,456,803,,,,,,,,,,,0.7829411448638445,,,,,,,,,,,,,,,,,,,,,,,1652.5979634944088,1652.7711277272392,1652.7711578748858,1653.5533472226343,1653.5533616550165,1808.208735889937,1808.208735889937,1654.4207357436935,f,1,0.8264144864115224,None,1654.4212395942523,1654.4212774391708,1654.4212864193214,1654.4215872543464,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,90,180,180,180,180,12,0,168,0,None,present,inhibit,freq_top,,,,,0,457,457,198,,,,,,,,,,,0.8476655260996617,,,,,,,,,,,,,,,,,,,,,,,1654.4220827661957,1654.4526954561734,1654.4527073228019,1655.3019020599204,1655.3019155301445,1809.9572621831758,1809.9572621831758,1658.3335394491587,None,1,,,1658.3339095596275,1658.333946763105,1658.3339557432555,1658.334649780565,1811.4476713829536,1811.4476713829536,1811.4476713829536,1811.4476713829536,1812.9381072024626,1812.9381072024626,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,90,0,12,180,180,180,180,-12,0,j,present,resp,freq_top,,,,,0,458,458,705,,,,,,,,,,,0.9072177620297845,,,,,,,,,,,,,,,,,,,,,,,1658.3351350293851,1658.6248176708832,1658.6248314618279,1659.5315026869903,1659.5315248166444,1814.1870606942648,1814.1870606942648,1660.3986692700564,j,1,0.8320350981666707,None,1660.399168309821,1660.3992064754602,1660.3992154556108,1660.3999216802658,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,90,0,12,0,0,168,180,180,0,None,present,inhibit,freq_top,,,,,0,459,459,186,,,,,,,,,,,0.8322281107480987,,,,,,,,,,,,,,,,,,,,,,,1660.4003966660566,1660.6559710941801,1660.6559852058454,1661.4881728217042,1661.4881869333694,1816.143736281214,1816.143736281214,1664.520139910739,None,1,,,1664.5205122662446,1664.5205507526007,1664.5205597327513,1664.5210029672999,1817.634175628642,1817.634175628642,1817.634175628642,1817.634175628642,1819.1245877148976,1819.1245877148976,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,0,180,180,12,180,180,0,-168,None,abs,inhibit,freq_top,,,,,0,460,460,379,,,,,,,,,,,0.9015028418237641,,,,,,,,,,,,,,,,,,,,,,,1664.521485008925,1664.811146803644,1664.8111612360299,1665.7180078948368,1665.718022006502,1820.3735463382145,1820.3735463382145,1668.749871070704,None,1,,,1668.7502530478014,1668.7502912134369,1668.750300514308,1670.581155540047,1821.8722945694462,1821.8722945694462,1821.8722945694462,1821.8722945694462,1823.346044628779,1823.346044628779,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,270,0,180,0,180,0,-168,0,-168,f,present,resp,freq_top,,,,,0,461,461,727,,,,,,,,,,,1.05222370123428,,,,,,,,,,,,,,,,,,,,,,,1670.5816965940867,1670.8309281498223,1670.830942902925,1671.888115990183,1671.8881297811276,1826.5517112317284,1826.5517112317284,1673.171370447868,f,1,1.2352534556412138,None,1673.1719830223847,1673.1720202258657,1673.1720288852957,1673.1725394709683,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,0,270,180,180,180,-12,0,12,j,present,resp,freq_top,,,,,0,462,462,587,,,,,,,,,,,0.9011649969798854,,,,,,,,,,,,,,,,,,,,,,,1673.1730224747516,1673.4542118186473,1673.4542259303125,1674.3604256975996,1674.3604394885442,1829.0163271956117,1829.0163271956117,1675.4450854204697,j,1,1.0431488035428629,None,1675.4455860638336,1675.4456239087522,1675.4456328889028,1675.446073878411,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,270,180,180,180,-168,0,12,0,0,None,present,inhibit,freq_top,,,,,0,463,463,238,,,,,,,,,,,1.0255428009524465,,,,,,,,,,,,,,,,,,,,,,,1675.4465504678046,1675.4771634784993,1675.4771747036866,1676.5094743789923,1676.5094884906575,1831.1645201969986,1831.1645201969986,1679.540433125465,None,1,,,1679.5408160647203,1679.5408535889183,1679.5408622483483,1679.5415877161831,1832.6549184923097,1832.6549184923097,1832.6549184923097,1832.6549184923097,1834.145365857723,1834.145365857723,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
270,180,0,-12,180,180,0,180,0,-12,j,present,resp,freq_top,,,,,0,464,464,737,,,,,,,,,,,0.8103704172551917,,,,,,,,,,,,,,,,,,,,,,,1679.54206655061,1679.542815110257,1679.5428250525656,1680.3561242057403,1680.3561386381225,1835.0112970287228,1835.0112970287228,1681.1069378714747,j,1,0.711459265286976,None,1681.107459361614,1681.1074978479737,1681.1075065074037,1681.107764045275,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
168,0,270,180,180,180,0,0,168,180,f,present,resp,freq_top,,,,,0,465,465,491,,,,,,,,,,,0.8896884432439929,,,,,,,,,,,,,,,,,,,,,,,1681.108244483301,1681.2221317080148,1681.2221448575183,1682.1131973567572,1682.1132121098635,1836.768161070533,1836.768161070533,1683.0293394329929,f,1,0.873752064358996,None,1683.02985515018,1683.029895560856,1683.0299045410065,1683.0305296235929,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,180,0,180,-168,0,-168,0,180,180,f,abs,resp,freq_top,,,,,0,466,466,811,,,,,,,,,,,1.0903802455253364,,,,,,,,,,,,,,,,,,,,,,,1683.031011985935,1683.2291945960023,1683.229208386947,1684.319460818966,1684.3194749306313,1838.974630114033,1838.974630114033,1685.6195344561966,f,1,1.2600537435246224,None,1685.6200389481965,1685.620077113832,1685.6200860939825,1685.6207397206163,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
168,180,270,180,180,0,180,12,0,0,None,present,inhibit,freq_top,,,,,0,467,467,226,,,,,,,,,,,0.8182729786376624,,,,,,,,,,,,,,,,,,,,,,,1685.6212191964842,1685.860049493458,1685.8600642465608,1686.6835468898535,1686.683560680798,1841.3393124027389,1841.3393124027389,1689.7154671538192,None,1,,,1689.7158664497765,1689.7159039739745,1689.715912954125,1689.7164738927822,1842.8297706726225,1842.8297706726225,1842.8297706726225,1842.8297706726225,1844.3201494040368,1844.3201494040368,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,90,180,180,180,180,-12,180,12,0,j,present,resp,freq_top,,,,,0,468,468,621,,,,,,,,,,,0.9900668020649397,,,,,,,,,,,,,,,,,,,,,,,1689.716957538003,1689.717599298012,1689.7176095610375,1690.7055290142234,1690.7055431258887,1845.360969317393,1845.360969317393,1691.7061332500343,j,1,0.952891240009194,None,1691.7066380627512,1691.7066755869491,1691.7066842463792,1691.7071553835376,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,270,0,0,-12,180,180,180,0,12,j,present,resp,freq_top,,,,,0,469,469,573,,,,,,,,,,,0.9665484192886917,,,,,,,,,,,,,,,,,,,,,,,1691.7076271621336,1691.9472005665193,1691.947214357464,1692.9118300006303,1692.9118441122955,1847.567434832974,1847.567434832974,1693.7962628464265,j,1,0.842522309791093,None,1693.7967683005845,1693.7968067869406,1693.7968154463742,1693.797190367637,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,0,180,90,0,0,-12,0,180,-12,j,present,resp,freq_top,,,,,0,470,470,734,,,,,,,,,,,1.049875135819101,,,,,,,,,,,,,,,,,,,,,,,1693.7976656741484,1693.7987609317315,1693.7987711947571,1694.851718159276,1694.8517322709413,1849.5074981045436,1849.5074981045436,1695.852414762343,j,1,0.9662905859986495,None,1695.8529128399496,1695.8529513263056,1695.8529599857357,1695.8535096992055,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,0,0,-168,0,0,168,0,180,f,abs,resp,freq_top,,,,,0,471,471,874,,,,,,,,,,,0.95294539736988,,,,,,,,,,,,,,,,,,,,,,,1695.8539885336322,1696.0353603028634,1696.035374093808,1696.9916789288473,1696.991693361233,1851.6473581681494,1851.6473581681494,1700.0234035538306,None,0,,,1700.0237897002808,1700.5298721483232,1700.529884014948,1700.5304962687478,1853.137807457886,1853.137807457886,1853.137807457886,1853.137807457886,1854.6281970937634,1854.6281970937634,1854.6615134503372,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,12,0,270,180,168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,472,472,258,,,,,,,,,,,0.9348265582215864,,,,,,,,,,,,,,,,,,,,,,,1700.5310251354422,1700.531838480456,1700.5318490642057,1701.4717401093294,1701.4717545417116,1856.1269661717743,1856.1269661717743,1704.5031850667801,None,1,,,1704.5036655048061,1704.5044217617287,1704.5044326661955,1704.5048826358543,1857.6173718436366,1857.6173718436366,1857.6173718436366,1857.6173718436366,1859.107801569473,1859.107801569473,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
270,180,-12,180,0,180,0,180,0,12,j,present,resp,freq_top,,,,,0,473,473,578,,,,,,,,,,,0.7402998352952598,,,,,,,,,,,,,,,,,,,,,,,1704.5053694882736,1704.506220357489,1704.5062306205182,1705.2521603675195,1705.252177044942,1859.9154435488526,1859.9154435488526,1706.4765143419427,j,1,1.1822474787113606,None,1706.4770162681853,1706.4770537923832,1706.4770627725338,1706.4775175529867,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
