ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,feedback_4.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,text_feedback.started,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
0,180,-12,0,-12,180,180,0,180,270,j,present,resp,freq_bottom,,,,,0,171,171,746,,,,,,,,,,,0.8300597087084562,,,,,,,,,,,,,,,,,,,,,,,1212.1673680652302,1212.168232065107,1212.1682426486245,1212.9993601782649,1212.9993742896213,1249.8166200350477,1249.8166200350477,1213.965883229807,j,1,0.9302868815494207,None,1213.9663790515629,1213.9671144456674,1213.9671243877594,1213.9675769133075,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,180,180,180,270,0,168,0,168,f,present,resp,freq_bottom,,,,,0,172,172,423,,,,,,,,,,,1.0373942932119793,,,,,,,,,,,,,,,,,,,,,,,1213.968059906557,1219.0443552008046,1219.044369312161,1220.084720415541,1220.0847342061847,1256.9021967533617,1256.9021967533617,1221.6929792152546,f,1,1.5722718234490571,None,1221.69347503701,1221.6935122396774,1221.6935212196317,1221.6938958120058,1258.3925779395881,1258.3925779395881,1258.3925779395881,1258.3925779395881,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,12,0,180,-168,90,0,180,0,180,None,present,inhibit,freq_bottom,,,,,0,173,173,305,,,,,,,,,,,1.0323963684024176,,,,,,,,,,,,,,,,,,,,,,,1221.6943714288645,1222.2076787588164,1222.2076928701729,1223.239833729734,1223.2398478410908,1260.0578232077937,1260.0578232077937,1226.2719216717082,None,1,,,1226.2722924155307,1226.272329618198,1226.2723385981521,1226.2728142150108,1261.5482043940199,1261.5482043940199,1261.5482043940199,1261.5482043940199,1263.0386144443846,1263.0386144443846,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,0,180,-12,0,90,180,0,-12,j,present,resp,freq_bottom,,,,,0,174,174,732,,,,,,,,,,,0.8266775625483543,,,,,,,,,,,,,,,,,,,,,,,1226.273299453249,1226.5877280587647,1226.5877421701214,1227.4197791829267,1227.4197939357086,1264.2375518592355,1264.2375518592355,1229.1441856720983,j,1,1.6770364588499547,None,1229.144676683164,1229.1447145272566,1229.1447235072108,1229.145185012713,1265.7279477982436,1265.7279477982436,1265.7279477982436,1265.7279477982436,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,180,270,0,0,12,0,0,-12,j,present,resp,freq_bottom,,,,,0,175,175,590,,,,,,,,,,,1.0935302770097024,,,,,,,,,,,,,,,,,,,,,,,1229.145662233135,1229.5847338854721,1229.584748638254,1230.6838241519715,1230.6838385840408,1267.501436151243,1267.501436151243,1233.7153813145112,None,0,,,1233.7157498133452,1234.2139570296363,1234.2139666510159,1234.214216165457,1268.9918128474922,1268.9918128474922,1268.9918128474922,1268.9918128474922,1270.4822094279257,1270.4822094279257,1270.5071846047667,1271.0067721683,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,180,0,180,90,180,-168,0,-168,f,present,resp,freq_bottom,,,,,0,176,176,513,,,,,,,,,,,0.9935956027045854,,,,,,,,,,,,,,,,,,,,,,,1234.2147600941098,1234.2981341579496,1234.2981479485936,1235.2964417573,1235.296456510082,1272.1141352175844,1272.1141352175844,1237.187340445457,f,1,1.8481100380288922,None,1237.1878558306842,1237.188592828352,1237.188602770444,1237.189203465236,1273.6045237802016,1273.6045237802016,1273.6045237802016,1273.6045237802016,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,-168,180,0,12,0,270,180,180,None,present,inhibit,freq_bottom,,,,,0,177,177,188,,,,,,,,,,,1.020418157720714,,,,,,,,,,,,,,,,,,,,,,,1237.18969062775,1237.695229335201,1237.6952437672703,1238.7185961381065,1238.7186096080377,1275.5361962710099,1275.5361962710099,1241.7500888374038,None,1,,,1241.7504701647435,1241.7505076881237,1241.7505166680778,1241.750964382936,1277.026582267926,1277.026582267926,1277.026582267926,1277.026582267926,1278.5169480599452,1278.5169480599452,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
12,0,0,0,12,0,270,180,180,180,j,present,resp,freq_bottom,,,,,0,178,178,585,,,,,,,,,,,0.7085320669541744,,,,,,,,,,,,,,,,,,,,,,,1241.751437113381,1243.9232290888938,1243.923243520963,1244.6298790015317,1244.629893433601,1281.4477979228084,1281.4477979228084,1245.4637302857934,j,1,0.78562527187961,None,1245.4642257868363,1245.464263630929,1245.4642726108832,1245.464829368042,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,180,0,168,180,-168,180,180,0,f,abs,resp,freq_bottom,,,,,0,179,179,908,,,,,,,,,,,0.868491696900938,,,,,,,,,,,,,,,,,,,,,,,1245.4653110784411,1246.0876744997524,1246.0876892525341,1246.9615526469056,1246.961566758262,1283.7791239156707,1283.7791239156707,1248.194773281814,f,1,1.1905823990128397,None,1248.195274234972,1248.1953117583519,1248.1953200968808,1248.1958248985907,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,-168,180,180,90,180,12,0,180,None,present,inhibit,freq_bottom,,,,,0,180,180,61,,,,,,,,,,,0.8350953091941278,,,,,,,,,,,,,,,,,,,,,,,1248.1963098161161,1248.197099731371,1248.197109994176,1249.0347171442718,1249.0347312556285,1285.852356083406,1285.852356083406,1249.9516862429666,f,0,0.8769401809127544,None,1249.952182385435,1250.4577243000124,1250.4577368078058,1250.4590674445872,,,,,,,1286.7515785476592,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,180,168,180,180,180,0,168,180,f,abs,resp,freq_bottom,,,,,0,181,181,820,,,,,,,,,,,1.0531268909939357,,,,,,,,,,,,,,,,,,,,,,,1250.4596280502979,1250.4604821080827,1250.4604949365887,1251.5158509019723,1251.5158650133287,1288.3335414758428,1288.3335414758428,1252.249518289601,f,1,0.6840241460500351,None,1252.250029184851,1252.2507588061278,1252.25076874822,1252.2513999107134,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,180,0,180,90,180,12,180,168,None,present,inhibit,freq_bottom,,,,,0,182,182,120,,,,,,,,,,,1.036741642745705,,,,,,,,,,,,,,,,,,,,,,,1252.251869434032,1252.25288128244,1252.2528909038194,1253.297776563346,1253.297790995415,1290.1153420592832,1290.1153420592832,1256.329045405214,None,1,,,1256.3294379574966,1256.3294745187386,1256.3294828572673,1256.3301390353477,1291.6057402432798,1291.6057402432798,1291.6057402432798,1291.6057402432798,1293.096112449552,1293.096112449552,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
12,0,0,0,0,0,0,0,-168,0,None,abs,inhibit,freq_bottom,,,,,0,183,183,335,,,,,,,,,,,0.776582994246213,,,,,,,,,,,,,,,,,,,,,,,1256.3306271599997,1261.0912440315376,1261.0912597464574,1261.8735404367335,1261.8735561516535,1298.6913147166056,1298.6913147166056,1264.9050491716632,None,1,,,1264.9054449310725,1264.9054821337397,1264.9054911136939,1264.9062605033391,1300.181704882786,1300.181704882786,1300.181704882786,1300.181704882786,1301.6720870311503,1301.6720870311503,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,90,180,180,180,-12,180,-168,0,None,present,inhibit,freq_bottom,,,,,0,184,184,5,,,,,,,,,,,0.9537597894627694,,,,,,,,,,,,,,,,,,,,,,,1264.9067630600605,1265.2631665370986,1265.2631803277427,1266.2203417770559,1266.2203562091252,1303.0375817496542,1303.0375817496542,1269.2508688105665,None,1,,,1269.251243082228,1269.2512786813322,1269.2512873405738,1269.2518360799163,1304.5279905171685,1304.5279905171685,1304.5279905171685,1304.5279905171685,1306.0183771555098,1306.0183771555098,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,180,168,180,180,168,0,180,0,f,abs,resp,freq_bottom,,,,,0,185,185,821,,,,,,,,,,,0.8507762934762717,,,,,,,,,,,,,,,,,,,,,,,1269.252339278063,1273.647123079252,1273.647137511321,1274.504558930308,1274.504573362377,1311.3221378961764,1311.3221378961764,1275.9206370892632,f,1,1.3743148271667565,None,1275.9211508709272,1275.9211887150198,1275.9211973742613,1275.9216604833268,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,12,0,168,0,0,90,180,180,180,None,present,inhibit,freq_bottom,,,,,0,186,186,196,,,,,,,,,,,0.7377560837287999,,,,,,,,,,,,,,,,,,,,,,,1275.922131930921,1276.4111244313765,1276.4111388634456,1277.1525280495282,1277.1525421608849,1313.9698632737834,1313.9698632737834,1280.1836631542217,None,1,,,1280.1840210695382,1280.1840573100674,1280.184083287792,1280.1849530604966,1315.4602463842857,1315.4602463842857,1315.4602463842857,1315.4602463842857,1316.950638474742,1316.950638474742,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,180,0,180,-12,0,90,180,12,j,present,resp,freq_bottom,,,,,0,187,187,505,,,,,,,,,,,1.0506844913015578,,,,,,,,,,,,,,,,,,,,,,,1280.1854415058613,1280.6995637666546,1280.6995781987237,1281.7570290591316,1281.7570515090172,1318.5742446575687,1318.5742446575687,1284.787810417773,None,0,,,1284.7881792373196,1285.2865253221878,1285.2865346228548,1285.286873616125,1320.0646303337721,1320.0646303337721,1320.0646303337721,1320.0646303337721,1321.555032045608,1321.555032045608,1321.5799982424949,1322.079538340556,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,180,180,12,0,90,0,-168,0,None,present,inhibit,freq_bottom,,,,,0,188,188,156,,,,,,,,,,,0.9319879844245357,,,,,,,,,,,,,,,,,,,,,,,1285.2874095269617,1285.5957388193156,1285.5957522892468,1286.5283102676794,1286.5283243790361,1323.345158008708,1323.345158008708,1289.5590512165272,None,1,,,1289.5594219603495,1289.5601563923162,1289.5601666551208,1289.5607141116132,1324.835533101394,1324.835533101394,1324.835533101394,1324.835533101394,1326.3259139669076,1326.3259139669076,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
12,0,0,0,0,12,0,270,0,0,j,present,resp,freq_bottom,,,,,0,189,189,667,,,,,,,,,,,0.7898010769099666,,,,,,,,,,,,,,,,,,,,,,,1289.56119678415,1292.930969809394,1292.9309845621758,1293.7210030865385,1293.721017197895,1330.5389771703908,1330.5389771703908,1295.8623937478992,j,1,2.0921255399956067,None,1295.8629155473795,1295.8629537121847,1295.8629626921388,1295.8634402332734,1332.0293705436977,1332.0293705436977,1332.0293705436977,1332.0293705436977,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
168,0,0,0,168,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,190,190,928,,,,,,,,,,,0.932696481815289,,,,,,,,,,,,,,,,,,,,,,,1295.8639152087069,1295.8647929992276,1295.8648029413198,1296.7937487331849,1296.7937628445416,1333.611332830456,1333.611332830456,1297.710915070159,f,1,0.8767679582200003,None,1297.7114124954778,1297.7114490567199,1297.7114573952488,1297.7119195421762,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,168,0,12,180,180,270,180,0,0,None,present,inhibit,freq_bottom,,,,,0,191,191,97,,,,,,,,,,,0.7524323447622054,,,,,,,,,,,,,,,,,,,,,,,1297.712375916276,1298.3259758644488,1298.3259906172307,1299.0833211462525,1299.0833352576092,1335.9010335285832,1335.9010335285832,1302.114820901228,None,1,,,1302.115191324338,1302.1152288477178,1302.115237827672,1302.1156816939786,1337.3914150355222,1337.3914150355222,1337.3914150355222,1337.3914150355222,1338.8818116159557,1338.8818116159557,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,180,0,0,12,180,180,180,168,None,abs,inhibit,freq_bottom,,,,,0,192,192,414,,,,,,,,,,,0.92958867760739,,,,,,,,,,,,,,,,,,,,,,,1302.1161624422396,1302.406678391921,1302.4066928239902,1303.3382116934397,1303.3382258047961,1340.155717857537,1340.155717857537,1306.3694195999044,None,1,,,1306.3697842501865,1306.3698214528538,1306.3698304328082,1306.3703676264954,1341.646128549327,1341.646128549327,1341.646128549327,1341.646128549327,1343.1364943413462,1343.1364943413462,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,12,180,0,180,180,180,180,-168,180,None,abs,inhibit,freq_bottom,,,,,0,193,193,336,,,,,,,,,,,1.011442845158234,,,,,,,,,,,,,,,,,,,,,,,1306.3708467711933,1312.5801727101757,1312.580187142245,1313.5957651177528,1313.5957792291094,1350.4135753174414,1350.4135753174414,1316.6277100218854,None,1,,,1316.628086859248,1316.6281240619155,1316.628132721157,1316.628735019512,1351.9039648421967,1351.9039648421967,1351.9039648421967,1351.9039648421967,1353.3943527633885,1353.3943527633885,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,180,0,-12,0,270,0,0,-12,j,present,resp,freq_bottom,,,,,0,194,194,735,,,,,,,,,,,0.8316256882299774,,,,,,,,,,,,,,,,,,,,,,,1316.6292199370375,1321.0811784650434,1321.081193538538,1321.9134332417377,1321.9134473530944,1358.7314361897286,1358.7314361897286,1323.6891104585677,f,0,1.7379622408116688,None,1323.6896774785314,1324.194390350911,1324.1944035001295,1324.195019268416,1360.221788832529,1360.221788832529,1360.221788832529,1360.221788832529,,,1360.4882728212708,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,180,0,180,180,180,12,180,168,None,abs,inhibit,freq_bottom,,,,,0,195,195,346,,,,,,,,,,,0.7455829547517108,,,,,,,,,,,,,,,,,,,,,,,1324.195540105758,1324.378820008364,1324.3788334782953,1325.1273399194881,1325.1273543515574,1361.9453370946514,1361.9453370946514,1328.1594201643588,None,1,,,1328.1597851353536,1328.1605109080785,1328.160521491596,1328.160972092868,1363.4357397686251,1363.4357397686251,1363.4357397686251,1363.4357397686251,1364.9261193512882,1364.9261193512882,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
168,0,168,0,0,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,196,196,975,,,,,,,,,,,0.8473165877103186,,,,,,,,,,,,,,,,,,,,,,,1328.161453803267,1338.1998751786368,1338.1998902521314,1339.0493737123386,1339.0493891065457,1375.8666954666626,1375.8666954666626,1340.1161284466987,f,1,1.0175964103069077,None,1340.1166544154435,1340.1166912973981,1340.1166999566396,1340.117113675957,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
12,180,0,0,-168,180,270,0,180,180,None,present,inhibit,freq_bottom,,,,,0,197,197,326,,,,,,,,,,,1.0681005149986054,,,,,,,,,,,,,,,,,,,,,,,1340.117629381897,1343.5205964870418,1343.5206115605363,1344.5945204319614,1344.5945345433179,1381.411958604977,1381.411958604977,1347.6255182716409,None,1,,,1347.6259101824983,1347.6259480265908,1347.625957006545,1347.6264188327598,1382.902346526169,1382.902346526169,1382.902346526169,1382.902346526169,1384.3927341266483,1384.3927341266483,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,180,180,180,0,12,0,0,168,None,abs,inhibit,freq_bottom,,,,,0,198,198,347,,,,,,,,,,,0.7304830411090315,,,,,,,,,,,,,,,,,,,,,,,1347.626894770331,1348.641679302745,1348.6416940555268,1349.3738047039565,1349.3738191360258,1386.1911970150634,1386.1911970150634,1352.404718516922,None,1,,,1352.4051081827909,1352.4051457061707,1352.4051543654123,1352.4057136882723,1387.6815451678867,1387.6815451678867,1387.6815451678867,1387.6815451678867,1389.171988572367,1389.171988572367,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,0,168,180,180,168,0,270,180,f,present,resp,freq_bottom,,,,,0,199,199,490,,,,,,,,,,,1.0138741828019702,,,,,,,,,,,,,,,,,,,,,,,1352.4062168864189,1353.3036279656299,1353.3036420769863,1354.3191620035047,1354.3191767562864,1391.1369414147791,1391.1369414147791,1355.4032451630117,f,1,1.0426238633097569,None,1355.4037281562614,1355.403766000354,1355.4037839602624,1355.4043423209846,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,12,180,180,180,270,180,180,-168,180,None,present,inhibit,freq_bottom,,,,,0,200,200,17,,,,,,,,,,,0.8889939279682988,,,,,,,,,,,,,,,,,,,,,,,1355.404858347637,1356.0599565883358,1356.0599710204049,1356.9502456017467,1356.9502597131032,1393.7680237301704,1393.7680237301704,1359.981890960265,None,1,,,1359.9822732497428,1359.9823098109848,1359.9823184702263,1359.9828867730405,1395.2583997849943,1395.2583997849943,1395.2583997849943,1395.2583997849943,1396.7487899511748,1396.7487899511748,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
90,0,12,0,0,0,12,0,0,0,j,present,resp,freq_bottom,,,,,0,201,201,648,,,,,,,,,,,1.0677851554718234,,,,,,,,,,,,,,,,,,,,,,,1359.9833678420143,1371.205430242433,1371.2054456366402,1372.2791437998546,1372.279158231924,1409.0965245653063,1409.0965245653063,1373.6456029012948,j,1,1.322998237599279,None,1373.6461080237173,1373.6461458678098,1373.6461548477641,1373.6466323888988,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
168,180,180,-168,180,180,0,0,180,0,f,abs,resp,freq_bottom,,,,,0,202,202,879,,,,,,,,,,,0.8896014685429597,,,,,,,,,,,,,,,,,,,,,,,1373.6471099300334,1374.3022325448933,1374.3022469769626,1375.1930824847275,1375.1930965960842,1412.010684541907,1412.010684541907,1376.8678625399928,f,1,1.6251769027676914,None,1376.86837792522,1376.8684154486,1376.8684241078415,1376.8688217915264,1413.5010750288,1413.5010750288,1413.5010750288,1413.5010750288,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,0,0,168,180,168,180,0,180,f,abs,resp,freq_bottom,,,,,0,203,203,918,,,,,,,,,,,0.7195884785667142,,,,,,,,,,,,,,,,,,,,,,,1376.8692958048218,1377.2585527649278,1377.2585668762845,1377.9824926171948,1377.9825070492639,1414.7999651064638,1414.7999651064638,1379.031981786087,f,1,1.0109903711596075,None,1379.0324744007162,1379.0325125655215,1379.032521224763,1379.0329836924031,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,12,0,0,180,180,180,90,180,12,j,present,resp,freq_bottom,,,,,0,204,204,529,,,,,,,,,,,0.7817562807127634,,,,,,,,,,,,,,,,,,,,,,,1379.033470213492,1379.6064339447398,1379.6064486975217,1380.3887152764414,1380.3887297085107,1417.2062268926536,1417.2062268926536,1381.9133995669097,j,1,1.4840193995026425,None,1381.9139149521368,1381.913953116942,1381.9139630590341,1381.9145313618485,1418.6966167381215,1418.6966167381215,1418.6966167381215,1418.6966167381215,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,180,0,-12,180,-12,180,270,180,j,present,resp,freq_bottom,,,,,0,205,205,738,,,,,,,,,,,1.011667187974172,,,,,,,,,,,,,,,,,,,,,,,1381.9150056958565,1382.4210748620294,1382.4210976326274,1383.4362240447251,1383.4362381560818,1420.2536086587284,1420.2536086587284,1385.1608335450037,j,1,1.6848522261100811,None,1385.161322311081,1385.1613601551735,1385.161368814415,1385.1618489212508,1421.7439661122187,1421.7439661122187,1421.7439661122187,1421.7439661122187,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
-12,0,0,0,0,-12,0,90,0,0,j,present,resp,freq_bottom,,,,,0,206,206,674,,,,,,,,,,,0.9977705641729135,,,,,,,,,,,,,,,,,,,,,,,1385.1623120303163,1385.6346582614294,1385.6346730142113,1386.6332942705326,1386.6333080611764,1423.4508719535506,1423.4508719535506,1388.0163133696124,j,1,1.335326431833039,None,1388.016813681345,1388.0168512047248,1388.016860184679,1388.0174009062057,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
168,0,180,180,180,0,0,168,0,0,f,abs,resp,freq_bottom,,,,,0,207,207,766,,,,,,,,,,,0.9606588491381676,,,,,,,,,,,,,,,,,,,,,,,1388.0178752402137,1388.6984348581295,1388.6984496109114,1389.6640239944375,1389.6640381057941,1426.4816007153177,1426.4816007153177,1390.4648858134683,j,0,0.752342996000209,None,1390.465382597362,1390.9703793004358,1390.9703905253787,1390.9715094918115,,,,,,,1427.2642508665656,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,0,180,-168,90,0,12,0,180,None,present,inhibit,freq_bottom,,,,,0,208,208,310,,,,,,,,,,,0.7655408536239274,,,,,,,,,,,,,,,,,,,,,,,1390.9720271220272,1391.2375573113504,1391.237570460569,1392.003538422658,1392.0035518925895,1428.8212681234718,1428.8212681234718,1395.0346892422715,None,1,,,1395.0350567789674,1395.0357886452327,1395.0357989080376,1415.8082199293406,1430.3116560446638,1430.3116560446638,1430.3116560446638,1430.3116560446638,1431.8020734714194,1431.8020734714194,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,-12,0,0,0,270,0,0,-12,j,present,resp,freq_bottom,,,,,0,209,209,691,,,,,,,,,,,1.082738028722595,,,,,,,,,,,,,,,,,,,,,,,1415.808749746637,1432.3446769397342,1432.344691692516,1433.4265337120307,1433.4265478233874,1470.2440180676679,1470.2440180676679,1434.859144287338,j,1,1.3880778897928963,None,1434.8596388262429,1434.8596773117608,1434.859686291715,1434.8601449108032,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
12,0,180,0,180,90,180,168,180,180,None,present,inhibit,freq_bottom,,,,,0,210,210,127,,,,,,,,,,,1.0172693949321905,,,,,,,,,,,,,,,,,,,,,,,1434.8606221312252,1435.4834906749588,1435.4835047863155,1436.5068032774266,1436.5068173887832,1473.324704238795,1473.324704238795,1439.5386506849138,None,1,,,1439.5390214287363,1439.5390589521162,1439.5390679320703,1439.539613143574,1474.8151107613205,1474.8151107613205,1474.8151107613205,1474.8151107613205,1476.3054797604661,1476.3054797604661,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,168,0,0,0,-168,180,180,0,f,abs,resp,freq_bottom,,,,,0,211,211,964,,,,,,,,,,,0.849971220857118,,,,,,,,,,,,,,,,,,,,,,,1439.5400910054213,1441.7197532693447,1441.719767701414,1442.5683669568475,1442.5683817096292,1479.3861713837084,1479.3861713837084,1445.5998041728562,None,0,,,1445.6001896694606,1446.0985261329495,1446.0985360750415,1446.0988401106329,1480.8765702091305,1480.8765702091305,1480.8765702091305,1480.8765702091305,1482.3669459432417,1482.3669459432417,1482.3919291378988,1482.891492968696,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,168,0,168,0,0,0,180,0,180,f,abs,resp,freq_bottom,,,,,0,212,212,947,,,,,,,,,,,1.0951757312958448,,,,,,,,,,,,,,,,,,,,,,,1446.0993728143433,1446.1487580723374,1446.148771221556,1447.248013505851,1447.248027296495,1484.0654952957868,1484.0654952957868,1449.17264026047,f,1,1.8857546473623756,None,1449.1731434586166,1449.1738762870198,1449.173886229112,1449.1742598593482,1485.5558764820132,1485.5558764820132,1485.5558764820132,1485.5558764820132,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,168,0,168,180,180,0,0,180,f,abs,resp,freq_bottom,,,,,0,213,213,911,,,,,,,,,,,0.9573903168032989,,,,,,,,,,,,,,,,,,,,,,,1449.1747409283219,1449.5794379574966,1449.5794517481404,1450.5370936250022,1450.5371077363588,1487.3543364840145,1487.3543364840145,1451.3540353348367,f,1,0.7726543694969337,None,1451.3545273080406,1451.3545657935585,1451.3545744528,1451.355247307938,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,0,12,0,0,270,180,180,12,j,present,resp,freq_bottom,,,,,0,214,214,623,,,,,,,,,,,0.9516790476674405,,,,,,,,,,,,,,,,,,,,,,,1451.3557242076472,1451.92744036669,1451.9274554401845,1452.884783980788,1452.8847984128572,1489.7023183675983,1489.7023183675983,1454.1019256870306,j,1,1.176342757389932,None,1454.102482764902,1454.1025209297075,1454.1025299096616,1454.1029898116005,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,180,180,0,-168,180,180,-168,0,f,abs,resp,freq_bottom,,,,,0,215,215,938,,,,,,,,,,,1.0798313538621678,,,,,,,,,,,,,,,,,,,,,,,1454.1034695977237,1454.6755414270942,1454.6755565005888,1455.7570758831785,1455.7570915980982,1492.5748482387744,1492.5748482387744,1457.0740596063702,f,1,1.2800682838076796,None,1457.0745804437122,1457.0746173256668,1457.0746259849084,1457.075170234274,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
