ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,feedback_4.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,text_feedback.started,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
90,0,0,12,0,0,0,12,0,0,j,present,resp,freq_top,0,9,9,34,,,,,,,,,,,,291.95839619301256,294.6541293677855,294.6541437998548,0.8661334460901614,295.51966866534787,295.51968149385385,332.3372777782054,332.3372777782054,296.91979682212246,j,1,1.352804629787272,None,296.9203057930967,296.9203433164767,296.92035197571823,296.920812839795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,0,12,0,180,180,180,0,12,j,abs,resp,freq_top,0,10,10,4,,,,,,,,,,,,296.9212788352742,297.2770380006004,297.277051149819,0.9840435437400284,298.2672498505479,298.2672626790539,335.0848923175209,335.0848923175209,299.63328432844054,j,1,1.3259301926379408,None,299.6337775844949,299.6338154285875,299.63382408782905,299.634303232527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,0,12,0,12,0,180,180,180,j,abs,resp,freq_top,0,11,11,0,,,,,,,,,,,,299.6347794908109,299.9498017354403,299.9498152053715,0.8429387293843921,300.7980732225463,300.798086371765,337.6160543620769,337.6160543620769,301.8819055847618,j,1,1.0344703856300725,None,301.8823991615288,301.88243604348344,301.88244470272497,301.882909094641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
12,0,0,-168,0,0,180,180,180,180,None,abs,inhibit,freq_top,0,12,12,27,,,,,,,,,,,,301.8833815043732,302.20630033585024,302.2063138057816,0.7493261879149012,302.95466085278775,302.954674322719,339.7725284600405,339.7725284600405,305.96848036084015,None,1,,,305.96917181731175,305.96921126496767,305.9692202449218,305.97027218241107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
90,0,180,180,180,168,0,168,0,0,f,present,resp,freq_top,0,13,13,44,,,,,,,,,,,,305.9708151489261,306.3193797673935,306.3193929166121,0.7450161121965525,307.0681309123377,307.0681440615563,343.88568710760813,343.88568710760813,308.77602102078987,f,1,1.6598943677522016,None,308.776520049672,308.7765575730519,308.7765662322934,308.7772406909946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,0,0,180,0,180,168,0,168,f,abs,resp,freq_top,0,14,14,14,,,,,,,,,,,,308.77773875773875,308.983239236242,308.983252064748,1.0392438101197177,310.02413138186097,310.02414453107957,346.8415159958641,346.8415159958641,310.83214381011754,f,1,0.7681570160177102,None,310.83263450047076,310.83267362741395,310.8326826073682,310.833143471445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,270,0,0,168,0,0,168,180,0,f,present,resp,freq_top,0,15,15,45,,,,,,,,,,,,310.8336373689247,311.37331497574127,311.37332908709783,1.0230156693170924,312.3970980636653,312.3971112128839,349.21444226787463,349.21444226787463,313.29682372606516,f,1,0.8595007891892124,None,313.2973262827864,313.2973657304423,313.2973740689711,313.2977300600117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,freq_top,0,16,16,1,,,,,,,,,,,,313.2982037525946,313.2989449195267,313.29895486161894,0.9124358469382856,314.21209657555863,314.21211036620247,351.02952737218317,351.02952737218317,315.32061579394343,j,1,1.0600767249645173,None,315.3211209163658,315.32115843974583,315.32116709898725,315.32162764235153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,freq_top,0,17,17,15,,,,,,,,,,,,315.3221064663367,318.3674507449513,318.36746421488255,0.9967844805408097,319.3660867540544,319.36609958256037,356.18347393375876,356.18347393375876,320.2824218038418,f,1,0.8827579083685464,None,320.28292371913784,320.7888277182962,320.7888376603884,320.78988125934876,357.0827018501272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,180,180,168,0,0,0,0,12,None,abs,inhibit,freq_top,0,18,18,31,,,,,,,,,,,,320.79042679156504,320.7914007958805,320.79141105868524,1.0907070685822886,321.880166680778,321.8801798299966,358.6979823325816,358.6979823325816,324.8939223670133,None,1,,,324.89431716428436,324.8950496719751,324.89505929335456,324.896609297588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,90,180,12,180,12,0,0,180,j,present,resp,freq_top,0,19,19,39,,,,,,,,,,,,324.89710255364236,325.2784802453836,325.2784930738896,0.9600590841613155,326.24353347085486,326.24354629936084,363.0609055770647,363.0609055770647,327.30958873092726,j,1,1.0276988587556275,None,327.31010219187857,327.3101406773964,327.31014933663795,327.310619180669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,freq_top,0,20,20,20,,,,,,,,,,,,327.3110980046542,327.60035932645206,327.60037247567067,1.0445527884478802,328.64926383618507,328.6492769854037,365.46715613831185,365.46715613831185,329.5501228970872,f,1,0.8621136351418386,None,329.55060941817595,329.5506463001306,329.5506546386594,329.5511366697711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,freq_top,0,21,21,18,,,,,,,,,,,,329.55160811736545,330.1322343152272,330.1322477851584,0.7379199494756493,330.8726847753857,330.87269824531694,367.69027881474875,367.69027881474875,331.8897062785274,f,1,0.9755856189677274,None,331.8903210846758,331.8903586080558,331.89036726729734,331.89105391307913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,0,-168,0,12,0,0,0,0,None,abs,inhibit,freq_top,0,22,22,21,,,,,,,,,,,,331.89153145421375,332.18903188396877,332.18904471247464,0.9737844202295556,333.16272478749573,333.1627376160017,369.9799663636574,369.9799663636574,336.1759275651239,None,1,,,336.1763409637287,336.1763813735225,336.17639067418924,336.1778640280996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,0,23,23,26,,,,,,,,,,,,336.1783585670045,336.53474632912304,336.53475947834164,1.0056680288684947,337.54225645722846,337.5422699271597,374.359549347414,374.359549347414,340.555469818374,None,1,,,340.55584376932296,340.5558819341282,340.5558905933697,340.55682098076494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,270,0,0,12,0,180,180,180,12,j,present,resp,freq_top,0,24,24,42,,,,,,,,,,,,340.5573123125434,340.91490242638355,340.91491557560227,1.0919077144198412,342.0127136908381,342.01272716076943,378.8307188838174,378.8307188838174,343.0632887927606,j,1,1.0016945150235301,None,343.06378782164273,343.06382566573535,343.06383400426415,343.0641896745921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,168,0,180,0,180,180,180,168,180,f,abs,resp,freq_top,0,25,25,12,,,,,,,,,,,,343.0646736299797,345.818906716236,345.8189205068799,0.7508115116653059,346.5756695838689,346.5756824123749,383.3934656722009,383.3934656722009,347.975410640476,f,1,1.3502395700193688,None,347.97593436423205,347.9759715668993,347.97597990542823,347.9764552015743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,180,-168,180,180,12,180,0,180,None,abs,inhibit,freq_top,0,26,26,22,,,,,,,,,,,,347.976974756066,349.30683605425946,349.306851127754,0.8530512395731764,350.16519684059557,350.1652099898142,386.9820599758311,386.9820599758311,353.16974101812156,None,1,,,353.17023972629096,353.17028238107326,353.17029200245275,353.1708856415664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,180,0,168,180,0,180,12,180,None,abs,inhibit,freq_top,0,27,27,30,,,,,,,,,,,,353.17136927624136,353.7868527698027,353.7868659190213,1.011117332678558,354.8025372219101,354.8025503711287,391.6197486510826,391.6197486510826,357.8156864405258,None,1,,,357.8160789928083,357.81611779903886,357.81612709970574,357.8168756430288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
90,0,0,12,0,12,180,180,180,0,j,present,resp,freq_top,0,28,28,32,,,,,,,,,,,,357.8173656919568,358.30760608533006,358.307620838112,0.8170638788920768,359.1313648632353,359.1313796160171,395.94936428338684,395.94936428338684,360.09835840023396,f,0,0.9219438626939223,None,360.0988654469323,360.6046620073533,360.604672270158,360.60599873767495,396.8985682104491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,270,0,0,0,0,0,168,0,168,f,present,resp,freq_top,0,29,29,43,,,,,,,,,,,,360.6065455527418,361.0469866480909,361.04700011802225,0.7546776312505025,361.8044775334375,361.8044910033687,398.6220744592144,398.6220744592144,364.2376596186854,j,0,2.3925787711111184,None,364.2381576854296,364.7353100778177,364.73531873705923,364.7356971779853,401.02833849039274,401.5279148289832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,12,180,12,180,90,180,180,0,180,j,present,resp,freq_top,0,30,30,37,,,,,,,,,,,,364.7362337302473,365.42662800154966,365.42664243361884,0.7180303848715868,366.1506647090367,366.1506778582553,402.96831679738915,402.96831679738915,367.7667549909302,j,1,1.5666757084337064,None,367.7672581890768,367.7679807546753,367.7679900553422,374.60228937517473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,0,-168,180,180,180,180,0,12,None,abs,inhibit,freq_top,0,31,31,25,,,,,,,,,,,,374.6028246445862,374.9935305844411,374.9935440543723,1.0745876123052343,376.0673528634508,376.0673656919568,412.8848089963747,412.8848089963747,379.0808725051763,None,1,,,379.08129199732144,379.0813304828393,379.08133946279344,379.08191161415954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,270,180,12,180,0,12,180,0,180,j,present,resp,freq_top,0,32,32,33,,,,,,,,,,,,379.0823981352484,379.36458389458045,379.36459736451167,0.7895436193473722,380.1556431314896,380.1556556392829,416.97300978558434,416.97300978558434,381.97101399076854,j,1,1.769051483596229,None,381.97151622677717,381.97155375015717,381.9715624093987,381.9721871576392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,270,0,0,12,0,0,12,0,0,j,present,resp,freq_top,0,33,33,40,,,,,,,,,,,,381.9727086364068,382.3791118568749,382.3791250060935,0.784202058844987,383.16968072414346,383.16969355264945,419.9870919572965,419.9870919572965,384.2031794810612,j,1,0.995231513717556,None,384.20369165916196,384.2037301446799,384.20373880392145,384.2042121757916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,freq_top,0,34,34,7,,,,,,,,,,,,384.20471024253567,384.60196737967505,384.60198084960626,0.8284051532638438,385.43421926995535,385.4342333813119,422.2518187614334,422.2518187614334,386.3008387277201,j,1,0.826152125791225,None,386.30134673655635,386.30138425993636,386.3013929191779,386.3020523043845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
12,0,0,12,0,0,90,180,180,0,j,present,resp,freq_top,0,35,35,38,,,,,,,,,,,,386.302532731933,386.9083759239731,386.90838971461704,0.9820890815182933,387.8906559086816,387.8906693786128,424.708045654087,424.708045654087,389.6902910018293,j,1,1.7612568833708906,None,389.6907900307114,389.69082787480403,389.69083653404556,389.6912903424441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,0,0,168,0,0,12,0,0,None,abs,inhibit,freq_top,0,36,36,29,,,,,,,,,,,,389.69176307288905,390.2051669373481,390.20518072799206,0.7624032273230659,390.9712811444054,390.97129397291127,427.78873182521414,427.78873182521414,393.9847529999461,None,1,,,393.9851756992177,393.98521450544825,393.9852234854024,393.9862677257881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
90,0,180,168,180,180,0,168,0,0,f,present,resp,freq_top,0,37,37,46,,,,,,,,,,,,393.98674943618715,394.2361336679008,394.2361474585446,0.8398138165749959,395.0756862609267,395.0756990894326,431.8935381532596,431.8935381532596,396.259459419587,f,1,1.1362703533022227,None,396.2599542792047,396.2599924440099,396.26000078253884,396.2606165508252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,180,12,0,180,180,0,12,180,j,abs,resp,freq_top,0,38,38,3,,,,,,,,,,,,396.2610937712472,397.2324890893556,397.2325035214249,1.035989066257065,398.27335429511203,398.27336776504336,435.0915240136804,435.0915240136804,399.6809903350036,j,1,1.3593930297390102,None,399.6814951367134,399.68153169795534,399.68154003648425,399.68202238830855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,180,0,168,180,180,180,180,168,180,f,abs,resp,freq_top,0,39,39,10,,,,,,,,,,,,399.6825040987076,400.33871553301157,400.3387290029429,0.8799391449709155,401.2207340086259,401.2207471578445,438.0382770546776,438.0382770546776,402.4706451712221,f,1,1.2145591973767864,None,402.47113971012703,402.47117755421965,402.4711865341738,402.4717455363213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,0,0,180,168,180,0,0,168,f,abs,resp,freq_top,0,40,40,16,,,,,,,,,,,,402.47221858747884,402.8775855853775,402.8775984138835,0.7446628331897756,403.6270830286563,403.6270961778749,440.44456000790234,440.44456000790234,404.86018820701105,f,1,1.1924441359411162,None,404.8607241178477,404.8607616412277,404.86076997975664,404.8613026834668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,180,0,12,0,180,180,12,0,0,j,abs,resp,freq_top,0,41,41,2,,,,,,,,,,,,404.8618677791547,405.4092392824247,405.4092533937813,0.9833464473677205,406.3915324163517,406.3915452448577,443.20885032212385,443.20885032212385,407.72379424872423,j,1,1.2923605582247433,None,407.7242875047786,407.7243253488712,407.72433400811275,407.72481668064967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,freq_top,0,42,42,13,,,,,,,,,,,,407.72529325964643,408.10665716074374,408.10667030996234,0.7725089122912593,408.8806326762572,408.8806458254758,445.6983745641515,445.6983745641515,410.0971868369266,f,1,1.1700776357883456,None,410.0977554604536,410.0977917009829,410.0978000395118,410.0982676385543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,12,180,12,0,180,0,180,180,180,j,abs,resp,freq_top,0,43,43,5,,,,,,,,,,,,410.0987252955046,410.72142931364925,410.72144278358047,0.7920830144110881,411.5200438991474,411.520057048366,448.33778001421405,448.33778001421405,412.8202671792937,j,1,1.2508859984348533,None,412.8207655667506,412.8208034108431,412.8208120700846,412.8211741546656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_top,0,44,44,11,,,,,,,,,,,,412.8216513750876,418.22369450709033,418.22370797702155,0.9794191184375137,419.2052025364522,419.2052153649582,456.02285751121855,456.02285751121855,420.8047199922002,f,1,1.5502058310485722,None,420.8052170968064,420.80525494089903,420.80526360014056,420.80571965352766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,168,0,0,0,0,0,180,168,f,abs,resp,freq_top,0,45,45,19,,,,,,,,,,,,420.8061927046852,421.6205860318095,421.62059982245347,0.852052197859511,422.47757256444396,422.47758571366256,459.2950489022648,459.2950489022648,423.5615742629382,f,1,1.044534669273446,None,423.56210792878636,423.562145772879,423.5621541114079,423.5626656480833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
180,0,90,180,12,0,180,180,12,180,j,present,resp,freq_top,0,46,46,41,,,,,,,,,,,,423.5631989932188,424.2594982258176,424.25951201646154,1.0600823086333864,425.3247985283138,425.324811998245,462.1426116144161,462.1426116144161,427.70776342695575,j,1,2.342145103466976,None,427.7082874714245,427.70832563622974,427.7083342954713,427.70882306154857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
0,0,0,-168,0,0,0,12,0,0,None,abs,inhibit,freq_top,0,47,47,23,,,,,,,,,,,,427.70930509266026,428.1980378158699,428.19805160651384,0.7624322092514062,428.96411417883445,428.9641276487658,465.78116813809635,465.78116813809635,431.9770985511486,None,1,,,431.9774946312702,431.9775343996387,431.9775440210182,431.97842245296425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,001,2,33,F,2024-02-16_10h38.39.135,eye_track_exp,2023.1.3,120.10122525700554,
