ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,feedback_4.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,text_feedback.started,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,text_feedback_2.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
0,0,-168,180,180,180,180,-168,0,0,f,abs,resp,freq_bottom,,,,,0,97,97,814,,,,,,,,,,,0.7733591637248123,,,,,,,,,,,,,,,,,,,,,,618.8047605104148,619.1519547457428,619.1519688572298,619.9259079539734,619.9259227068942,1043.1318198976478,1043.1318198976478,620.6758039619308,f,1,0.7048817965733178,None,620.6763575171099,620.676402417299,620.6764210188048,620.6769351259645,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,0,0,0,0,0,12,0,270,168,None,present,inhibit,freq_bottom,,,,,0,98,98,269,,,,,,,,,,,0.9989515807199543,,,,,,,,,,,,,,,,,,,,,,620.6774559681508,620.925548111034,620.925562222521,621.9241587709148,621.9241728824054,1045.1301364612955,1045.1301364612955,624.9640275725651,None,1,,,624.964409865599,624.9644515586297,624.9644608593844,624.9650224324578,,1046.6205087383787,1046.6205087383787,1046.6205087383787,1046.6205087383787,1048.1025754427428,1048.1025754427428,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,0,180,168,180,180,168,180,180,0,f,abs,resp,freq_bottom,,,,,0,99,99,836,,,,,,,,,,,0.9821852798683584,,,,,,,,,,,,,,,,,,,,,,624.9655185795382,625.147008348551,625.1470214978908,626.1292519275812,626.129266680502,1049.3265600329978,1049.3265600329978,626.9129253851897,f,1,0.7342526134380023,None,626.9134744503499,626.9135167848144,626.9135260855692,626.9142938787918,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,180,180,12,0,180,-168,180,270,0,None,present,inhibit,freq_bottom,,,,,0,100,100,210,,,,,,,,,,,0.8119618065569075,,,,,,,,,,,,,,,,,,,,,,626.9147964401855,627.5698924351855,627.5699078295365,628.385536109854,628.3855505420579,1051.5829821229927,1051.5829821229927,631.4167805474426,None,1,,,631.4171961949032,631.4172462265415,631.4172555272962,631.4178116481999,,1053.0733701151403,1053.0733701151403,1053.0733701151403,1053.0733701151403,1054.5637568244274,1054.5637568244274,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,0,0,168,180,180,168,180,0,f,abs,resp,freq_bottom,,,,,0,101,101,919,,,,,,,,,,,0.9184340325339372,,,,,,,,,,,,,,,,,,,,,,631.4183090781444,631.6330949026415,631.6331096555623,632.5566481624446,632.5566625946485,1055.76275606337,1055.76275606337,633.282564262594,f,1,0.6811449912129319,None,633.2831582279432,633.2831986381134,633.2832079388681,633.2836928609031,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,0,0,0,12,180,180,180,90,168,None,present,inhibit,freq_bottom,,,,,0,102,102,169,,,,,,,,,,,0.7055496630201551,,,,,,,,,,,,,,,,,,,,,,633.2841963844439,633.5394315058875,633.5394456173744,634.2470818886432,634.247096320847,1057.4446658095003,1057.4446658095003,637.2782483923329,None,1,,,637.2786662848011,637.2787070156883,637.2787163164394,637.279268588758,,1058.9350480287721,1058.9350480287721,1058.9350480287721,1058.9350480287721,1060.4255139548186,1060.4255139548186,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,0,180,0,-168,180,270,0,12,180,None,present,inhibit,freq_bottom,,,,,0,103,103,316,,,,,,,,,,,0.7464700797193141,,,,,,,,,,,,,,,,,,,,,,637.2797503036381,637.4942243925434,637.4942375418832,638.2435001364647,638.2435148893856,1061.4412424908442,1061.4412424908442,641.2748228286691,None,1,,,641.2752022352615,641.2752426454317,641.2752516254695,641.2760845239645,,1062.9316747417543,1062.9316747417543,1062.9316747417543,1062.9316747417543,1064.4220755625283,1064.4220755625283,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,180,12,180,180,90,180,168,0,0,None,present,inhibit,freq_bottom,,,,,0,104,104,35,,,,,,,,,,,0.7214120107664159,,,,,,,,,,,,,,,,,,,,,,641.2765797089014,641.2773282591843,641.2773388428031,641.9989913493373,641.9990054608279,1065.1964187609665,1065.1964187609665,645.0303714496404,None,1,,,645.0307492526554,645.0307893421086,645.0307986428597,645.0312434754414,,1066.6868202231744,1066.6868202231744,1066.6868202231744,1066.6868202231744,1068.177219761088,1068.177219761088,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,0,180,180,12,180,90,180,168,None,present,inhibit,freq_bottom,,,,,0,105,105,43,,,,,,,,,,,0.7421581138889952,,,,,,,,,,,,,,,,,,,,,,645.0317274353329,645.3125851700461,645.31259960225,646.0622800892997,646.0622948422206,1069.2679511755377,1069.2679511755377,649.1017877651502,None,1,,,649.1021639645842,649.1022043747544,649.1022133547922,649.1026703745665,,1070.7500275013663,1070.7500275013663,1070.7500275013663,1070.7500275013663,1072.2404257564158,1072.2404257564158,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,0,180,180,168,0,0,90,12,None,present,inhibit,freq_bottom,,,,,0,106,106,44,,,,,,,,,,,0.7476944462317441,,,,,,,,,,,,,,,,,,,,,,649.1031504858693,649.1040475274931,649.1040577903914,649.8505205375077,649.850536573289,1073.0564010510498,1073.0564010510498,652.8900731135436,None,1,,,652.8904531615663,652.8904932510231,652.890502231061,652.8910391090285,,1074.538448833191,1074.538448833191,1074.538448833191,1074.538448833191,1076.0288788390862,1076.0288788390862,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,180,180,168,180,180,180,0,168,180,f,abs,resp,freq_bottom,,,,,0,107,107,817,,,,,,,,,,,0.9615537072549981,,,,,,,,,,,,,,,,,,,,,,652.8915249932106,652.8921661037602,652.8921763666585,653.8552170972216,653.8552312087122,1077.0530171804166,1077.0530171804166,654.9386531931887,f,1,1.0388391356209468,None,654.939165376054,654.9392057862242,654.939215086979,654.9397753771882,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,168,0,0,0,0,180,168,180,f,abs,resp,freq_bottom,,,,,0,108,108,971,,,,,,,,,,,1.0484421935341213,,,,,,,,,,,,,,,,,,,,,,654.9402567713514,655.2302122463989,655.2302253957387,656.2780902795275,656.2781043910145,1079.4759561094252,1079.4759561094252,657.0119485815885,f,1,0.6950983662172803,None,657.0124646130389,657.0125047024958,657.0125133618167,657.0131612073928,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
12,180,0,0,0,0,-168,0,90,0,None,present,inhibit,freq_bottom,,,,,0,109,109,246,,,,,,,,,,,1.0198192915769293,,,,,,,,,,,,,,,,,,,,,,657.013652543741,657.2525016621112,657.2525164150284,658.2762015851695,658.2762163380903,1081.474258240869,1081.474258240869,661.3074598135318,None,1,,,661.3078299193694,661.3078706502565,661.3078793095774,661.3083267078837,,1082.96465938236,1082.96465938236,1082.96465938236,1082.96465938236,1084.455056033832,1084.455056033832,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,168,0,12,180,180,270,180,0,0,None,present,inhibit,freq_bottom,,,,,0,110,110,98,,,,,,,,,,,0.8761973060020201,,,,,,,,,,,,,,,,,,,,,,661.3088042534619,661.5078015681065,661.50781471745,662.3893439665553,662.3893580780423,1085.5874326938174,1085.5874326938174,665.4212003295688,None,1,,,665.4215771704366,665.4216175806068,665.421626881358,665.4221663250537,,1087.0778389667576,1087.0778389667576,1087.0778389667576,1087.0778389667576,1088.568237221807,1088.568237221807,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,0,90,180,180,180,-12,180,-168,0,None,present,inhibit,freq_bottom,,,,,0,111,111,5,,,,,,,,,,,0.7675493340595568,,,,,,,,,,,,,,,,,,,,,,665.4226525299491,665.637609616595,665.6376243695158,666.4111292172929,666.4111436494932,1089.6089783699754,1089.6089783699754,669.4427379878362,None,1,,,669.4431343923607,669.4431757646744,669.4431847447122,669.4438531160886,,1091.1077505101784,1091.1077505101784,1091.1077505101784,1091.1077505101784,1092.5814933610272,1092.5814933610272,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
-168,0,0,0,0,90,0,12,180,180,None,present,inhibit,freq_bottom,,,,,0,112,112,277,,,,,,,,,,,0.7572803576405644,,,,,,,,,,,,,,,,,,,,,,669.4443576017802,669.742312366121,669.7423264776116,670.4994209479264,670.4994363422775,1093.697219427544,1093.697219427544,673.530792388905,None,1,,,673.531160249735,673.5312000184749,673.5312086777958,673.5319799988902,,1095.1876035711066,1095.1876035711066,1095.1876035711066,1095.1876035711066,1096.678006316175,1096.678006316175,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,-12,0,180,0,90,180,12,180,180,j,present,resp,freq_bottom,,,,,0,113,113,610,,,,,,,,,,,0.9810038345735745,,,,,,,,,,,,,,,,,,,,,,673.532469731661,673.7308679495072,673.7308820609978,674.7124486093307,674.712463362248,1097.9102919891338,1097.9102919891338,675.604328314028,j,1,0.851973851902585,None,675.6048379311687,675.6048786620522,675.60488764209,675.605364225521,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,180,-168,180,180,90,180,12,0,180,None,present,inhibit,freq_bottom,,,,,0,114,114,62,,,,,,,,,,,1.0070633666613542,,,,,,,,,,,,,,,,,,,,,,675.6058497889862,675.8291945515557,675.8292086630427,676.8362400325605,676.8362544647644,1100.0418171491146,1100.0418171491146,679.8754876080311,None,1,,,679.8758769568085,679.8759356477676,679.8759446278054,679.8764827886371,,1101.5238973235319,1101.5238973235319,1101.5238973235319,1101.5238973235319,1103.014294295721,1103.014294295721,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,0,0,-168,180,12,180,270,180,None,present,inhibit,freq_bottom,,,,,0,115,115,330,,,,,,,,,,,0.7085917092131071,,,,,,,,,,,,,,,,,,,,,,679.876991443627,680.1337788287274,680.133792619501,680.8403381369062,680.840352889827,1104.0384287884626,1104.0384287884626,683.8723423498268,None,1,,,683.872734905759,683.8727753159292,683.8727839752537,683.873324381093,,1105.5288158184667,1105.5288158184667,1105.5288158184667,1105.5288158184667,1107.0192246571314,1107.0192246571314,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,180,180,180,12,0,-168,0,90,0,None,present,inhibit,freq_bottom,,,,,0,116,116,151,,,,,,,,,,,0.8586380208754905,,,,,,,,,,,,,,,,,,,,,,683.8738096238449,684.0725375373622,684.072550686702,684.9370364656897,684.9370512186069,1108.1349561758143,1108.1349561758143,687.9686182961232,None,1,,,687.9689954577043,687.9690361885914,687.9690451686292,687.9696468311558,,1109.6253364707882,1109.6253364707882,1109.6253364707882,1109.6253364707882,1111.1157504409057,1111.1157504409057,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,180,180,90,12,180,180,12,0,j,present,resp,freq_bottom,,,,,0,117,117,417,,,,,,,,,,,0.9617067627355019,,,,,,,,,,,,,,,,,,,,,,687.9701391296512,688.2346182377514,688.2346317078081,689.2002532370643,689.2002673485513,1112.3979757070738,1112.3979757070738,690.2008856882894,j,1,0.9561406856082613,None,690.2013831182376,690.2014235284041,690.2014325084419,690.2019366734166,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
168,0,0,0,168,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,118,118,929,,,,,,,,,,,0.9850062979660383,,,,,,,,,,,,,,,,,,,,,,690.2024171054327,690.4166503368979,690.4166644483848,691.4064980835647,691.4065121950516,1114.6044585245763,1114.6044585245763,692.3408735716548,f,1,0.8933314155146945,None,692.341384792373,692.3414255232565,692.3414341825774,692.3419152560273,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
168,180,0,180,180,180,168,180,0,180,f,abs,resp,freq_bottom,,,,,0,119,119,794,,,,,,,,,,,0.7784340117335329,,,,,,,,,,,,,,,,,,,,,,692.3424017816396,692.6561020799381,692.6561171535723,693.4386318655997,693.4386462978036,1116.6360576736515,1116.6360576736515,694.2300605479068,f,1,0.7499263070931192,None,694.2306035194706,694.2306452125013,694.2306541925391,694.2312295563825,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,0,0,0,168,0,0,0,0,168,f,abs,resp,freq_bottom,,,,,0,120,120,933,,,,,,,,,,,0.910807744636612,,,,,,,,,,,,,,,,,,,,,,694.2317266656137,694.4472895840881,694.4473036955751,695.3617470278477,695.3617611393383,1118.5593947711168,1118.5593947711168,696.228334456373,f,1,0.8258666373076267,None,696.2288819179594,696.22892361099,696.2289325910278,696.2293941008211,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,0,168,0,0,90,0,180,168,180,f,present,resp,freq_bottom,,,,,0,121,121,640,,,,,,,,,,,0.8030428282367519,,,,,,,,,,,,,,,,,,,,,,696.2298674770936,696.4371873623932,696.4372008324499,697.2432070023788,697.2432214345827,1120.4411603876433,1120.4411603876433,698.1441674494818,f,1,0.8646610415889882,None,698.1446847637962,698.1447248532495,698.1447338332873,698.1452168310279,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,-12,180,180,180,180,270,180,180,-12,j,present,resp,freq_bottom,,,,,0,122,122,445,,,,,,,,,,,0.7475932961360838,,,,,,,,,,,,,,,,,,,,,,698.1457261274518,698.3854665145627,698.3854806260497,699.1334792803282,699.133494033249,1122.3395499782418,1122.3395499782418,699.8762313475818,j,1,0.6944312777013693,None,699.8767438511604,699.8767849027608,699.8767935620854,699.8774545570013,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,180,180,168,0,0,0,90,180,168,f,present,resp,freq_bottom,,,,,0,123,123,613,,,,,,,,,,,0.8564133965915205,,,,,,,,,,,,,,,,,,,,,,699.8779462140665,700.0836108859876,700.0836246767612,700.9403526653259,700.9403667768129,1124.1380215758254,1124.1380215758254,701.7237807754718,f,1,0.7356839673047944,None,701.7242846197296,701.7243253506167,701.7243343306545,701.724909053064,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,180,0,168,0,0,0,168,0,f,abs,resp,freq_bottom,,,,,0,124,124,905,,,,,,,,,,,0.9371088498788929,,,,,,,,,,,,,,,,,,,,,,701.7253875607894,701.9812144025709,701.9812285140579,702.9221773897407,702.9221921426615,1126.1196779245365,1126.1196779245365,703.8061213068395,f,1,0.849920951139211,None,703.8066488840559,703.8066899356563,703.8066989156941,745.0206284294545,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,0,12,180,0,180,0,-168,180,None,abs,inhibit,freq_bottom,,,,,0,125,125,338,,,,,,,,,,,0.8560565407379441,,,,,,,,,,,,,,,,,,,,,,745.0211890403771,745.0220110345435,745.0220219388757,745.8770138937216,745.8770286466424,1169.0748717057322,1169.0748717057322,748.9087345940243,None,1,,,748.9091386957225,748.9091803887532,748.9091900102212,748.9097054002414,,1170.5652580943024,1170.5652580943024,1170.5652580943024,1170.5652580943024,1172.0556537836273,1172.0556537836273,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,0,180,0,-12,180,180,-12,180,90,j,present,resp,freq_bottom,,,,,0,126,126,739,,,,,,,,,,,0.7393864115553686,,,,,,,,,,,,,,,,,,,,,,748.9101938501517,749.0994574453653,749.0994705947087,749.8399773318197,749.8399920847405,1173.0381337300823,1173.0381337300823,750.9569330220693,j,1,1.0823426075294265,None,750.9574477706592,750.9574901051237,750.9574990851615,750.9579567463661,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,0,180,180,12,180,90,180,168,None,present,inhibit,freq_bottom,,,,,0,127,127,45,,,,,,,,,,,0.7233177390056927,,,,,,,,,,,,,,,,,,,,,,750.9584358955217,751.1814416616689,751.1814557731559,751.9055033840305,751.9055178162344,1175.1114008955046,1175.1114008955046,753.2720781442877,f,0,1.311507717386121,None,753.2726984083201,753.7779749822585,753.7779871694511,753.7793421929964,1176.4519136620693,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
-12,180,180,180,0,-12,180,270,0,0,j,present,resp,freq_bottom,,,,,0,128,128,597,,,,,,,,,,,0.7682472575971433,,,,,,,,,,,,,,,,,,,,,,753.7798777881035,753.970132715338,753.970146506108,754.7442376220606,754.7442517335476,1177.9423318014888,1177.9423318014888,755.4790282444665,j,1,0.6887841168536397,None,755.4795631981397,755.480330349932,755.4803406128303,755.4809425960739,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
12,180,180,168,180,180,180,0,0,0,None,abs,inhibit,freq_bottom,,,,,0,129,129,371,,,,,,,,,,,0.8523492829263025,,,,,,,,,,,,,,,,,,,,,,755.4814377810071,755.694183212654,755.694197324141,756.5516145305992,756.5516299249502,1179.7490906910061,1179.7490906910061,759.5826921960615,None,1,,,759.5830767341031,759.5831184271337,759.5831274071716,759.5837989857064,,1181.2395604656413,1181.2395604656413,1181.2395604656413,1181.2395604656413,1182.7299154240827,1182.7299154240827,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,-12,180,0,180,90,180,180,-168,0,None,present,inhibit,freq_bottom,,,,,0,130,130,133,,,,,,,,,,,0.9593497394576319,,,,,,,,,,,,,,,,,,,,,,759.5842874356131,759.7905807101743,759.7905954630951,760.75610762832,760.7561223812372,1183.962213604951,1183.962213604951,763.795709273847,None,1,,,763.7961178655605,763.7961585964476,763.7961675764855,763.7967278666947,,1185.4526121807176,1185.4526121807176,1185.4526121807176,1185.4526121807176,1186.9263665773287,1186.9263665773287,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,0,180,0,180,168,0,0,180,168,f,abs,resp,freq_bottom,,,,,0,131,131,865,,,,,,,,,,,0.8318958745799414,,,,,,,,,,,,,,,,,,,,,,763.7972490295942,763.9870927993907,763.9871059487305,764.8194460792038,764.8194605114077,1188.0254314667582,1188.0254314667582,765.5616866050259,f,1,0.6850734369872953,None,765.5621837142535,765.5622270108652,765.562235990903,765.5627895460821,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,180,180,12,180,168,0,0,90,0,None,present,inhibit,freq_bottom,,,,,0,132,132,90,,,,,,,,,,,1.0523596862953781,,,,,,,,,,,,,,,,,,,,,,765.5632715816791,765.7856137871822,765.7856285400994,766.8430013595134,766.8430157917173,1190.040388360976,1190.040388360976,769.8738821055776,None,1,,,769.8742634364644,769.8743044880648,769.8743137888159,769.8748715133006,,1191.5307904646106,1191.5307904646106,1191.5307904646106,1191.5307904646106,1193.0211813432034,1193.0211813432034,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,12,0,180,-168,90,0,180,0,180,None,present,inhibit,freq_bottom,,,,,0,133,133,305,,,,,,,,,,,0.7533916828342673,,,,,,,,,,,,,,,,,,,,,,769.8753602839242,770.0820477179986,770.0820611880554,770.83942954952,770.8394439817239,1194.0453232124055,1194.0453232124055,773.8785658366651,None,1,,,773.878953902582,773.8789965577598,773.8790052170807,773.8795343978745,,1195.535721788172,1195.535721788172,1195.535721788172,1195.535721788172,1197.0094633561566,1197.0094633561566,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,0,180,180,12,180,180,0,168,None,abs,inhibit,freq_bottom,,,,,0,134,134,348,,,,,,,,,,,0.8906349987026603,,,,,,,,,,,,,,,,,,,,,,773.8800513914757,774.04584052672,774.0458539967767,774.9361269161564,774.9361413483603,1198.141839374708,1198.141839374708,777.9758376050013,None,1,,,777.9762474795789,777.9762898140398,777.9762987940776,777.9770370814622,,1199.623918907695,1199.623918907695,1199.623918907695,1199.623918907695,1201.114314276303,1201.114314276303,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,180,168,0,168,0,180,0,0,180,f,abs,resp,freq_bottom,,,,,0,135,135,913,,,,,,,,,,,0.9258246114305032,,,,,,,,,,,,,,,,,,,,,,777.9775511886219,778.166945635814,778.1669594265877,779.0990680965879,779.0990825287918,1202.2966452824185,1202.2966452824185,779.9241773724243,f,1,0.7816508559772046,None,779.9246850652671,779.9247261168675,779.9247350969054,779.9252110389061,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,168,180,168,180,0,180,0,180,180,f,abs,resp,freq_bottom,,,,,0,136,136,834,,,,,,,,,,,0.7902433564998163,,,,,,,,,,,,,,,,,,,,,,779.9256908294919,780.2406714245917,780.2406855360787,781.0305305245929,781.0305449567968,1204.2366531784392,1204.2366531784392,781.6899795928657,f,1,0.6013724299118621,None,781.6905337894786,781.6905754825093,781.6905844625471,781.6909622655621,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
0,0,12,0,0,0,90,0,0,168,None,present,inhibit,freq_bottom,,,,,0,137,137,227,,,,,,,,,,,1.025653809141605,,,,,,,,,,,,,,,,,,,,,,781.6914401318536,782.0631248542777,782.0631389657647,783.0952724270828,783.0952862178565,1206.2932434517097,1206.2932434517097,784.1460253551377,f,0,1.008493663950503,None,784.1465388208635,784.6517259151406,784.6517377816162,784.6528121789852,1207.3257146265896,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,12,180,0,180,0,180,0,180,168,None,abs,inhibit,freq_bottom,,,,,0,138,138,342,,,,,,,,,,,1.0740665481794627,,,,,,,,,,,,,,,,,,,,,,784.6533657341643,785.3771920512554,785.3772071248932,786.4509406108409,786.4509556844787,1209.6487352418699,1209.6487352418699,789.4822366836488,None,1,,,789.4826276360036,789.4833928635016,789.4834056921281,789.4840471233911,,1211.1474525396989,1211.1474525396989,1211.1474525396989,1211.1474525396989,1212.6212078984572,1212.6212078984572,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,0,180,0,-12,180,-12,180,270,180,j,present,resp,freq_bottom,,,,,0,139,139,738,,,,,,,,,,,0.8634460836367273,,,,,,,,,,,,,,,,,,,,,,789.4845400633167,789.7321193819043,789.7321334933913,790.5976134908415,790.5976276023284,1213.8035408288633,1213.8035408288633,791.7979004030458,j,1,1.1463382047440973,None,791.7984093787527,791.79845075107,791.7984597311079,791.7987159828954,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,180,180,0,12,90,0,0,12,0,j,present,resp,freq_bottom,,,,,0,140,140,571,,,,,,,,,,,1.044461982624271,,,,,,,,,,,,,,,,,,,,,,791.7992172614286,792.0385577161469,792.0385721483508,793.0868943726273,793.0869088048312,1216.2930818110326,1216.2930818110326,793.8788076562523,j,1,0.736065939621767,None,793.8793673050313,793.879408998062,793.8794179780998,793.8798772428854,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,180,180,270,0,0,12,0,-12,180,j,present,resp,freq_bottom,,,,,0,141,141,591,,,,,,,,,,,0.7693539169404727,,,,,,,,,,,,,,,,,,,,,,793.8803541470297,794.2948172033175,794.2948319562347,795.0687184556155,795.0687325671024,1218.2664130233643,1218.2664130233643,796.1436789995751,j,1,1.0355136352300178,None,796.1441847681272,796.1442267818747,796.1442357619126,796.1448031078653,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
168,0,168,0,0,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,142,142,975,,,,,,,,,,,1.0385691060437119,,,,,,,,,,,,,,,,,,,,,,796.145281615587,796.3685962308882,796.3686100216582,797.4086693283934,797.4086831191671,1220.6144209142512,1220.6144209142512,798.2171110128293,f,1,0.7506257878849283,None,798.2176350621739,798.2176761137744,798.2176854145291,798.2181417928732,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
180,-12,180,-12,180,180,270,180,0,180,j,present,resp,freq_bottom,,,,,0,143,143,548,,,,,,,,,,,0.7945593903774139,,,,,,,,,,,,,,,,,,,,,,798.2186126034212,798.4492414594242,798.4492716066925,799.2486434530583,799.2486578852586,1222.4461597029149,1222.4461597029149,799.915568723427,j,1,0.6307329838782607,None,799.9160780198508,799.9161190714512,799.9161280514891,799.9166020691955,,,,,,,,,,,NGS,001,2,24,f,2024-02-09_14h55.39.801,eye_track_exp,2023.1.3,120.11306247385781,
