ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,respon,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,fixdur,int14_2.started,int14_2.stopped,per15_2.started,per15_2.stopped,response_pract.keys,response_pract.corr,response_pract.rt,key_resp_2.keys,key_resp_2.rt,int14.started,int14.stopped,per15.started,per15.stopped,response.keys,response.corr,response.rt,text_7.started,text_7.stopped,participant,session,1=top 2=bottom,age,gender,date,expName,psychopyVersion,frameRate,
0,0,0,-168,0,12,0,0,0,0,None,abs,inhibit,pract,0,9,9,21,,,,,,,0.7800272356718909,171.30457246571768,None,171.30457246571768,None,None,1,,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,180,180,-168,180,180,12,180,0,180,None,abs,inhibit,pract,0,10,10,22,,,,,,,0.7407678108638854,175.52912896977614,None,175.52912896977614,None,None,1,,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,270,0,0,0,0,0,168,0,168,f,present,resp,pract,0,11,11,43,,,,,,,0.8648647776726042,179.672936024479,None,179.672936024479,None,f,1,1.6257919040999695,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
90,0,0,12,0,180,180,180,0,12,j,present,resp,pract,0,12,12,36,,,,,,,0.8248751396387003,182.46022851613088,None,182.46022851613088,None,j,1,0.9824764068926015,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,180,0,168,0,0,0,180,168,f,abs,resp,pract,0,13,13,17,,,,,,,0.9079161441475688,184.75469575503848,None,184.75469575503848,None,f,1,1.4870691567148242,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,180,0,0,180,168,180,0,0,168,f,abs,resp,pract,0,14,14,16,,,,,,,0.8282840248007447,187.42729491849968,None,187.42729491849968,None,f,1,1.678222993232339,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,270,180,12,180,0,12,180,0,180,j,present,resp,pract,0,15,15,33,,,,,,,1.0563157107759318,190.55731995065435,None,190.55731995065435,None,j,1,1.876492867806519,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,12,180,12,180,90,180,180,0,180,j,present,resp,pract,0,16,16,37,,,,,,,0.8570922497307478,193.6388919325109,None,193.6388919325109,None,j,1,1.5789618839871764,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,0,180,0,12,180,180,180,12,180,j,abs,resp,pract,0,17,17,9,,,,,,,0.7307290534526696,196.65174094663416,None,196.65174094663416,None,j,1,2.0221602042702216,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,pract,0,18,18,20,,,,,,,0.9267663412880205,199.88892672035308,None,199.88892672035308,None,f,1,1.2646391632861196,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,0,180,0,168,180,0,180,12,180,None,abs,inhibit,pract,0,19,19,30,,,,,,,1.0358771166993825,202.5468688074243,None,202.5468688074243,None,None,1,,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,180,0,12,0,180,180,180,0,12,j,abs,resp,pract,0,20,20,4,,,,,,,0.8755112197255426,206.70267487569254,None,206.70267487569254,None,j,1,0.9301449272006721,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,0,-168,0,0,0,12,0,0,None,abs,inhibit,pract,0,21,21,23,,,,,,,0.8326601603432953,208.98412889582323,None,208.98412889582323,None,None,1,,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,168,0,0,0,0,0,180,168,f,abs,resp,pract,0,22,22,19,,,,,,,1.072684034043458,213.3875090969077,None,213.3875090969077,None,f,1,1.0455989092988602,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
12,0,0,-168,0,0,180,180,180,180,None,abs,inhibit,pract,0,23,23,27,,,,,,,0.8759295781774514,215.63383660248564,None,215.63383660248564,None,None,1,,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,pract,0,24,24,11,,,,,,,0.8581741703355872,219.87048086306459,None,219.87048086306459,None,f,1,1.2017273499377552,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,180,90,180,12,180,12,0,0,180,j,present,resp,pract,0,25,25,39,,,,,,,0.9038557387233164,222.7076001097521,None,222.7076001097521,None,j,1,1.7407864753849935,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,180,180,180,12,0,180,12,0,0,j,abs,resp,pract,0,26,26,8,,,,,,,1.0354996296938452,226.16575131627906,None,226.16575131627906,None,j,1,1.0345316967732288,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,0,-168,180,180,180,180,0,12,None,abs,inhibit,pract,0,27,27,25,,,,,,,0.9514995431078366,228.44845860427904,None,228.44845860427904,None,None,1,,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
12,0,0,12,0,0,180,0,180,180,j,abs,resp,pract,0,28,28,6,,,,,,,0.9348140486964774,232.68622724414854,None,232.68622724414854,None,j,1,1.3622295505520015,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,12,180,12,0,180,0,180,180,180,j,abs,resp,pract,0,29,29,5,,,,,,,0.8630088282128938,235.41544441355563,None,235.41544441355563,None,j,1,1.6078733731519605,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
90,0,0,12,0,0,0,12,0,0,j,present,resp,pract,0,30,30,34,,,,,,,0.8080880833776999,238.25094696883934,None,238.25094696883934,None,j,1,1.3804481172082887,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,0,0,168,0,0,12,0,0,None,abs,inhibit,pract,0,31,31,29,,,,,,,0.9730790806980855,274.98191786809275,None,274.98191786809275,None,None,1,,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,0,90,180,12,0,180,180,12,180,j,present,resp,pract,0,32,32,41,,,,,,,0.8519793987122118,279.18416487596096,None,279.18416487596096,None,j,1,1.2607196827275402,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,0,180,12,0,180,180,0,12,180,j,abs,resp,pract,0,33,33,3,,,,,,,1.0941940199126843,281.58324496768637,None,281.58324496768637,None,j,1,1.1816355221071717,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,270,0,0,12,0,180,180,180,12,j,present,resp,pract,0,34,34,42,,,,,,,0.9040363968297814,284.06639361606176,None,284.06639361606176,None,j,1,1.1144960426308899,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,pract,0,35,35,1,,,,,,,0.9095322534576571,286.2800184368025,None,286.2800184368025,None,j,1,1.2060386276280042,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,pract,0,36,36,15,,,,,,,0.9805806851090415,288.82045307806766,None,288.82045307806766,None,f,1,1.3365795159452318,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
168,0,270,180,180,180,180,168,180,180,f,present,resp,pract,0,37,37,49,,,,,,,1.042510667579709,291.5384741463704,None,291.5384741463704,None,f,1,1.7375561110466151,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,180,0,168,180,180,180,180,168,180,f,abs,resp,pract,0,38,38,10,,,,,,,0.7629479847582517,294.3157622280396,None,294.3157622280396,None,f,1,1.0882546901639216,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,180,0,180,168,180,12,180,0,180,None,abs,inhibit,pract,0,39,39,28,,,,,,,0.9571283585433277,296.6939210169585,None,296.6939210169585,None,None,1,,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,180,0,-168,180,0,180,0,12,180,None,abs,inhibit,pract,0,40,40,24,,,,,,,0.9958283372434178,300.95406254084355,None,300.95406254084355,None,None,1,,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,168,0,180,0,180,180,180,168,180,f,abs,resp,pract,0,41,41,12,,,,,,,0.9871691008668055,304.94210850245054,None,304.94210850245054,None,f,1,0.9580920158732624,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,180,0,12,0,12,0,180,180,180,j,abs,resp,pract,0,42,42,0,,,,,,,0.8379560298351554,307.08375614522356,None,307.08375614522356,None,j,1,0.8793779194174931,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,pract,0,43,43,7,,,,,,,0.7594906910593622,309.10768203096995,None,309.10768203096995,None,j,1,1.3834765460442213,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,180,168,0,270,0,0,168,0,180,f,present,resp,pract,0,44,44,47,,,,,,,0.7129286826172396,311.53180453971527,None,311.53180453971527,None,f,1,1.2153998021021835,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,pract,0,45,45,18,,,,,,,1.0648005484873366,314.132435278766,None,314.132435278766,None,f,1,1.0467987502861433,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,pract,0,46,46,26,,,,,,,0.773725919923831,316.54678127185616,None,316.54678127185616,None,None,1,,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,168,180,90,0,180,0,168,0,0,f,present,resp,pract,0,47,47,48,,,,,,,0.7126501519879389,320.2651778375639,None,320.2651778375639,None,f,1,1.3621688793473368,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,180,0,0,180,0,180,168,0,168,f,abs,resp,pract,0,48,48,14,,,,,,,1.013139330273026,323.2067656543031,None,323.2067656543031,None,f,1,1.4756644794779277,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,pract,0,49,49,13,,,,,,,0.8196772546640578,326.03048048877463,None,326.03048048877463,None,f,1,1.084806996136649,,,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.639977495805397,,,,,,,,,,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,-168,0,90,168,0,180,180,180,f,present,resp,freq_top,,,,,0,0,0,872,,,0.771788142898941,,,,,,,,,,337.07796974227404,None,337.07796974227404,None,f,1,2.899616142940431,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,180,0,-168,0,0,0,180,-168,f,abs,resp,freq_top,,,,,0,1,1,325,,,0.8213562829498889,,,,,,,,,,341.1499991397368,None,341.1499991397368,None,f,1,2.427509050113258,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,-168,0,180,180,0,0,180,168,f,abs,resp,freq_top,,,,,0,2,2,397,,,1.0242793817727607,,,,,,,,,,344.97657336884276,None,344.97657336884276,None,f,1,1.4969999160794032,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,180,-12,0,90,0,0,-12,180,180,j,present,resp,freq_top,,,,,0,3,3,606,,,0.9982641737836575,,,,,,,,,,347.9056408826127,None,347.9056408826127,None,j,1,1.2241702624096433,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,180,168,0,180,180,180,180,0,12,None,abs,inhibit,freq_top,,,,,0,4,4,474,,,1.0183397348085674,,,,,,,,,,350.4003553944094,None,350.4003553944094,None,None,1,,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
-12,0,90,0,0,-12,0,0,0,0,j,present,resp,freq_top,,,,,0,5,5,594,,,0.8233921883949651,,,,,,,,,,354.58965257132695,None,354.58965257132695,None,j,1,1.2110737339189654,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
12,180,0,0,0,12,0,180,180,180,j,abs,resp,freq_top,,,,,0,6,6,66,,,0.9750896451896456,,,,,,,,,,357.0722621213372,None,357.0722621213372,None,j,1,1.01639976014485,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,-168,0,-168,180,180,90,180,180,0,f,present,resp,freq_top,,,,,0,7,7,840,,,0.8226528832975437,,,,,,,,,,359.2621352219285,None,359.2621352219285,None,f,1,1.0346620945856557,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,270,0,-168,0,0,-168,0,180,0,f,present,resp,freq_top,,,,,0,8,8,808,,,1.0311369825217023,,,,,,,,,,361.79094332856766,None,361.79094332856766,None,f,1,1.27382919062984,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,0,180,0,180,12,180,180,-12,180,j,abs,resp,freq_top,,,,,0,9,9,155,,,0.9923267420587967,,,,,,,,,,364.36754072441454,None,364.36754072441454,None,j,1,1.577327383623924,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,270,180,0,0,0,-168,0,180,168,f,present,resp,freq_top,,,,,0,10,10,897,,,0.8503157972979438,,,,,,,,,,367.19129932667056,None,367.19129932667056,None,None,0,,370.17063972503,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,180,0,180,-168,180,0,180,-168,180,f,abs,resp,freq_top,,,,,0,11,11,289,,,0.9069100610967152,,,,,,,,,,371.6160511859716,None,371.6160511859716,None,f,1,1.6878467744127192,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
168,0,168,0,270,0,0,0,180,180,f,present,resp,freq_top,,,,,0,12,12,769,,,0.7599759309630048,,,,,,,,,,374.4046841792142,None,374.4046841792142,None,f,1,2.2432647884479593,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,90,0,0,0,-12,0,180,12,j,present,resp,freq_top,,,,,0,13,13,687,,,0.7137036811897062,,,,,,,,,,377.68850015047065,None,377.68850015047065,None,j,1,1.7275203089993738,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,180,0,180,-168,0,168,0,0,f,abs,resp,freq_top,,,,,0,14,14,379,,,1.0760102787024945,,,,,,,,,,380.8308462667137,None,380.8308462667137,None,None,0,,383.81996861397147,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
-168,0,-168,180,90,0,180,0,180,180,f,present,resp,freq_top,,,,,0,15,15,847,,,0.7416251360454519,,,,,,,,,,385.0792160676674,None,385.0792160676674,None,f,1,1.3598688068132105,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,0,0,0,12,0,-12,0,0,j,abs,resp,freq_top,,,,,0,16,16,154,,,1.080010836239377,,,,,,,,,,387.89264366171574,None,387.89264366171574,None,j,1,1.8435692311195453,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,-168,180,180,-168,0,0,0,180,180,f,abs,resp,freq_top,,,,,0,17,17,337,,,0.7514451760499918,,,,,,,,,,390.833079027414,None,390.833079027414,None,f,1,1.7979843290131612,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,90,180,180,180,180,-12,180,12,0,j,present,resp,freq_top,,,,,0,18,18,665,,,0.8135731790205966,,,,,,,,,,393.95157592699434,None,393.95157592699434,None,j,1,1.351649216896476,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,180,0,180,-12,180,0,180,12,180,j,abs,resp,freq_top,,,,,0,19,19,149,,,0.8128981840959633,,,,,,,,,,396.49529767979493,None,396.49529767979493,None,j,1,1.1276616940349413,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
-12,180,270,0,0,-12,180,180,180,0,j,present,resp,freq_top,,,,,0,20,20,640,,,0.9700991205514555,,,,,,,,,,398.89353531713095,None,398.89353531713095,None,j,1,1.8007622250142958,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
168,0,0,180,180,0,168,180,0,180,f,abs,resp,freq_top,,,,,0,21,21,277,,,1.0300257569411797,,,,,,,,,,402.083231233657,None,402.083231233657,None,f,1,1.5070106648436195,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,180,12,180,168,0,180,90,0,180,None,present,inhibit,freq_top,,,,,0,22,22,935,,,0.9852021324001625,,,,,,,,,,404.95384883331735,None,404.95384883331735,None,f,0,1.756693197482491,406.74292433395294,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,180,180,180,12,0,0,0,-12,j,abs,resp,freq_top,,,,,0,23,23,156,,,0.8298975070744623,,,,,,,,,,408.10769018083374,None,408.10769018083374,None,j,1,1.1785901898520024,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,180,180,0,0,180,168,180,12,180,None,abs,inhibit,freq_top,,,,,0,24,24,441,,,0.8281032084570724,,,,,,,,,,410.38978139953724,None,410.38978139953724,None,None,1,,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
-12,0,-12,0,0,0,0,0,180,180,j,abs,resp,freq_top,,,,,0,25,25,125,,,0.7710213767450181,,,,,,,,,,414.496778841989,None,414.496778841989,None,j,1,0.9175884026162748,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,12,0,0,0,90,0,12,0,0,j,present,resp,freq_top,,,,,0,26,26,564,,,0.7633310227592445,,,,,,,,,,416.5218067703636,None,416.5218067703636,None,j,1,2.5077951646489964,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,12,0,270,180,168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,27,27,1006,,,0.8031821827473982,,,,,,,,,,420.2284035413877,None,420.2284035413877,None,None,1,,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
90,0,180,0,0,0,-168,0,180,-168,f,present,resp,freq_top,,,,,0,28,28,827,,,0.9853548955420175,,,,,,,,,,424.5823198072767,None,424.5823198072767,None,f,1,1.8551966712866488,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,168,0,270,0,-168,180,180,0,0,f,present,resp,freq_top,,,,,0,29,29,912,,,1.0987509883465594,,,,,,,,,,427.888867558383,None,427.888867558383,None,j,0,1.8927186419596183,429.7964882540855,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,0,-168,0,0,0,0,0,-168,f,abs,resp,freq_top,,,,,0,30,30,284,,,0.7869832123608992,,,,,,,,,,431.12565761096175,None,431.12565761096175,None,f,1,1.8869738938674345,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,-168,0,0,-168,0,0,270,0,0,f,present,resp,freq_top,,,,,0,31,31,796,,,1.0888413874937424,,,,,,,,,,434.4193113727724,None,434.4193113727724,None,f,1,2.0492775161192185,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
180,12,0,270,180,180,0,180,12,180,j,present,resp,freq_top,,,,,0,32,32,544,,,0.8674496198455994,,,,,,,,,,437.6564675655063,None,437.6564675655063,None,j,1,1.5957687132104184,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,270,180,180,180,-168,0,12,0,0,None,present,inhibit,freq_top,,,,,0,33,33,938,,,1.0552697193027585,,,,,,,,,,440.5851284916507,None,440.5851284916507,None,None,1,,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
-12,180,180,0,0,-12,0,0,0,0,j,abs,resp,freq_top,,,,,0,34,34,136,,,0.9707164163030522,,,,,,,,,,444.78652489526667,None,444.78652489526667,None,j,1,1.858834226943145,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,freq_top,,,,,0,35,35,251,,,0.9505855902739402,,,,,,,,,,447.9410610940922,None,447.9410610940922,None,f,1,0.9587455141718237,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,180,180,168,0,0,270,-168,0,f,present,resp,freq_top,,,,,0,36,36,891,,,0.8259217370893266,,,,,,,,,,450.11778454115847,None,450.11778454115847,None,None,0,,453.072690140084,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,0,180,0,-12,0,0,0,180,12,j,abs,resp,freq_top,,,,,0,37,37,185,,,0.8267468896740793,,,,,,,,,,454.4488525143388,None,454.4488525143388,None,j,1,1.8429607079924608,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
0,180,0,12,0,180,180,12,0,0,j,abs,resp,freq_top,,,,,0,38,38,2,,,0.9676100621823676,,,,,,,,,,457.59176821547317,None,457.59176821547317,None,j,1,1.0201613748322416,None,None,010,001,1,33,m,2021_Nov_09_1137,eye_tracking_exp,2021.2.3,84.87751076007592,
