ori16,ori17,ori18,ori19,ori20,ori10,ori11,ori12,ori13,ori14,corrAns,distractor,respon,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,fixdur,int14.started,int14.stopped,per15.started,per15.stopped,response.keys,response.corr,response.rt,text_7.started,text_7.stopped,participant,session,1=top 2=bottom,age,gender,date,expName,psychopyVersion,frameRate,
0,-168,180,180,0,180,180,168,0,0,f,abs,resp,freq_bottom,,,,,0,17,17,383,,,,,0.8896130872695852,182.654753406292,None,182.654753406292,None,f,1,1.2723882962745847,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,180,0,0,180,180,180,-12,0,-12,j,abs,resp,freq_bottom,,,,,0,18,18,112,,,,,0.9778410772275825,185.23236668328173,None,185.23236668328173,None,j,1,0.854430296094506,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,0,180,0,12,0,0,0,180,-168,None,abs,inhibit,freq_bottom,,,,,0,19,19,465,,,,,0.712008320263164,187.1959187652974,None,187.1959187652974,None,None,1,,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
168,0,0,180,168,180,0,180,0,180,f,abs,resp,freq_bottom,,,,,0,20,20,275,,,,,1.0768834248246,191.29212003071007,None,191.29212003071007,None,f,1,1.034150053805206,192.350108469298,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
90,180,180,180,-12,0,0,180,-12,180,j,present,resp,freq_bottom,,,,,0,21,21,583,,,,,0.7791023057359239,193.66925662837457,None,193.66925662837457,None,j,1,1.0569821846220293,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,-12,0,0,-12,0,0,0,0,0,j,abs,resp,freq_bottom,,,,,0,22,22,82,,,,,1.074491223356542,196.1268736120619,None,196.1268736120619,None,j,1,0.9673923093505437,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,12,180,180,270,180,12,0,0,180,j,present,resp,freq_bottom,,,,,0,23,23,563,,,,,0.73470011121098,198.35259721110197,None,198.35259721110197,None,f,0,2.565776392999396,200.9401730015161,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
12,180,180,12,0,0,180,180,180,90,j,present,resp,freq_bottom,,,,,0,24,24,568,,,,,0.9984101384251902,202.4813395679157,None,202.4813395679157,None,j,1,1.4280443808311247,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
90,180,180,168,0,180,-168,180,0,180,f,present,resp,freq_bottom,,,,,0,25,25,855,,,,,1.045578404175789,205.0109015644557,None,205.0109015644557,None,f,1,1.251442115579266,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,168,0,0,-168,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,26,26,362,,,,,1.0878344495792707,207.7058648279708,None,207.7058648279708,None,f,1,0.9235714371898212,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,180,0,-168,180,180,0,180,-168,180,f,abs,resp,freq_bottom,,,,,0,27,27,318,,,,,0.8182108014691433,209.50631904976035,None,209.50631904976035,None,f,1,1.0592046959500294,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
-12,180,180,90,180,180,0,12,0,0,j,present,resp,freq_bottom,,,,,0,28,28,712,,,,,0.7666869118874049,211.55569182343606,None,211.55569182343606,None,j,1,2.7380299253054545,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,180,0,180,0,180,-12,180,-12,180,j,abs,resp,freq_bottom,,,,,0,29,29,91,,,,,1.099059406690389,215.66146018058498,None,215.66146018058498,None,j,1,0.7441396430513123,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,-168,180,-168,0,180,0,180,0,180,f,abs,resp,freq_bottom,,,,,0,30,30,285,,,,,1.0607519756754646,217.81464714350295,None,217.81464714350295,None,f,1,1.1507282134334673,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,180,180,180,-168,0,0,168,0,0,f,abs,resp,freq_bottom,,,,,0,31,31,358,,,,,0.9028027421006942,219.92193742134987,None,219.92193742134987,None,f,1,1.5228064320617705,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
-168,0,168,180,0,180,0,180,90,180,f,present,resp,freq_bottom,,,,,0,32,32,917,,,,,1.002779281127605,222.74575382011972,None,222.74575382011972,None,f,1,1.098972646817856,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,0,0,180,180,-12,180,180,0,12,j,abs,resp,freq_bottom,,,,,0,33,33,184,,,,,1.0233098587424574,225.14623538939486,None,225.14623538939486,None,j,1,1.0826003781257896,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
270,0,-168,180,180,0,0,0,0,168,f,present,resp,freq_bottom,,,,,0,34,34,908,,,,,0.7149515617055118,227.35831663859426,None,227.35831663859426,None,j,0,1.862479693016212,229.241669355637,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,180,0,12,0,180,180,12,0,0,j,abs,resp,freq_bottom,,,,,0,35,35,2,,,,,0.8615287858974026,230.65337818401167,None,230.65337818401167,None,j,1,1.239450273948023,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,0,-12,0,0,-12,180,180,180,180,j,abs,resp,freq_bottom,,,,,0,36,36,88,,,,,0.7361410421897072,232.947820336085,None,232.947820336085,None,j,1,1.3761279289101367,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,270,180,168,180,180,0,0,180,180,f,present,resp,freq_bottom,,,,,0,37,37,719,,,,,0.9401545715553453,235.64255117616995,None,235.64255117616995,None,f,1,1.0975768988355412,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,0,12,0,0,12,0,180,180,180,j,abs,resp,freq_bottom,,,,,0,38,38,18,,,,,0.866637183603156,237.9131279696303,None,237.9131279696303,None,j,1,0.8265968356354279,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
270,180,12,180,180,180,0,0,0,12,j,present,resp,freq_bottom,,,,,0,39,39,558,,,,,1.0829315429300006,240.0919282964678,None,240.0919282964678,None,j,1,0.9681417994579533,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,12,0,0,270,180,-12,0,180,180,j,present,resp,freq_bottom,,,,,0,40,40,703,,,,,0.7777231839057788,242.1733012488403,None,242.1733012488403,None,j,1,1.7988472890865523,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
90,180,0,180,180,168,180,0,-168,180,f,present,resp,freq_bottom,,,,,0,41,41,890,,,,,0.778207523066065,245.0207152665098,None,245.0207152665098,None,f,1,1.2873904741136357,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
168,0,0,0,90,168,0,0,0,0,f,present,resp,freq_bottom,,,,,0,42,42,734,,,,,0.8148655536786737,254.79868870926293,None,254.79868870926293,None,f,1,1.7965411656987271,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,0,180,180,0,0,0,12,0,12,j,abs,resp,freq_bottom,,,,,0,43,43,28,,,,,0.8402100847314438,257.77565403802873,None,257.77565403802873,None,j,1,0.7716863473251578,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,90,0,168,0,0,180,180,180,168,f,present,resp,freq_bottom,,,,,0,44,44,718,,,,,0.824872360095588,259.6821642786963,None,259.6821642786963,None,j,0,1.0572360393125564,260.7646694652067,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,0,12,0,90,180,180,180,12,0,j,present,resp,freq_bottom,,,,,0,45,45,557,,,,,0.7848608206385892,262.0940780622768,None,262.0940780622768,None,j,1,1.6693720438415767,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,168,0,168,0,180,0,180,90,0,f,present,resp,freq_bottom,,,,,0,46,46,770,,,,,1.0112036255644585,265.0355749718001,None,265.0355749718001,None,f,1,1.366949316332466,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
-12,180,180,180,180,180,0,0,12,180,j,abs,resp,freq_bottom,,,,,0,47,47,209,,,,,0.7515112528461909,267.2005913817993,None,267.2005913817993,None,j,1,1.2819638397777453,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,180,180,180,168,0,0,0,0,12,None,abs,inhibit,freq_bottom,,,,,0,48,48,430,,,,,0.7907406410439279,269.566075717521,None,269.566075717521,None,j,0,1.9725113599561155,271.5553670343288,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,-168,180,270,180,168,180,0,180,180,f,present,resp,freq_bottom,,,,,0,49,49,873,,,,,0.8441957755971013,272.9316412505141,None,272.9316412505141,None,f,1,1.9344929236467578,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,180,12,0,180,12,180,0,180,180,j,abs,resp,freq_bottom,,,,,0,50,50,50,,,,,0.7678734365653588,275.9327580903773,None,275.9327580903773,None,j,1,0.8059766514415969,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,90,0,12,180,180,180,180,-12,0,j,present,resp,freq_bottom,,,,,0,51,51,682,,,,,0.9812970349473171,277.89901805628324,None,277.89901805628324,None,f,0,1.5107170933260932,279.4296437673256,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
12,0,270,0,180,180,180,180,12,0,j,present,resp,freq_bottom,,,,,0,52,52,573,,,,,1.0261832971012814,281.040431112262,None,281.040431112262,None,f,0,1.153300567297265,282.20469712661725,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,-168,180,270,0,180,180,180,12,0,None,present,inhibit,freq_bottom,,,,,0,53,53,985,,,,,1.0764630048126669,285.2518374279607,None,285.2518374279607,None,None,1,,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,-12,0,-12,180,180,0,180,90,0,j,present,resp,freq_bottom,,,,,0,54,54,579,,,,,1.029932805455051,289.6531300644565,None,289.6531300644565,None,j,1,1.628787592482695,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
12,180,180,180,90,0,0,12,0,180,j,present,resp,freq_bottom,,,,,0,55,55,538,,,,,0.7674756078259563,292.35979298015445,None,292.35979298015445,None,j,1,0.8589438383860397,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,12,180,0,0,0,180,12,0,0,j,abs,resp,freq_bottom,,,,,0,56,56,33,,,,,0.8259683406298067,294.3485608914707,None,294.3485608914707,None,j,1,0.8044846137490822,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,270,180,12,180,180,180,180,12,180,j,present,resp,freq_bottom,,,,,0,57,57,507,,,,,0.7839620287670859,296.0069693825935,None,296.0069693825935,None,j,1,1.1143838295174646,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
-168,180,0,180,270,180,0,-168,0,0,f,present,resp,freq_bottom,,,,,0,58,58,852,,,,,0.7756986371533766,297.9486570604349,None,297.9486570604349,None,f,1,1.6683964691255824,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,0,180,180,12,0,0,0,-12,0,j,abs,resp,freq_bottom,,,,,0,59,59,177,,,,,0.9865902735559269,300.9379064202949,None,300.9379064202949,None,j,1,0.9196184277680004,301.8911455426496,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,90,180,0,-12,0,0,0,180,-12,j,present,resp,freq_bottom,,,,,0,60,60,619,,,,,0.956234684907242,303.3971090147388,None,303.3971090147388,None,j,1,1.8360440934775397,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,freq_bottom,,,,,0,61,61,251,,,,,0.7449541781012172,306.0213545818697,None,306.0213545818697,None,f,1,1.131854827151983,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,180,0,0,168,0,0,168,180,180,f,abs,resp,freq_bottom,,,,,0,62,62,240,,,,,0.777254293073375,308.339577574945,None,308.339577574945,None,f,1,1.263054231661954,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,-12,180,180,0,180,0,180,0,-12,j,abs,resp,freq_bottom,,,,,0,63,63,118,,,,,1.0212230479367466,310.9636972712033,None,310.9636972712033,None,j,1,1.5005885631690035,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,180,-168,0,180,0,180,-168,180,180,f,abs,resp,freq_bottom,,,,,0,64,64,332,,,,,0.8375094227390529,313.4344697229244,None,313.4344697229244,None,f,1,1.3498405370337423,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,180,0,0,0,12,180,180,168,180,None,abs,inhibit,freq_bottom,,,,,0,65,65,456,,,,,0.7697454632801455,315.9176131381464,None,315.9176131381464,None,None,1,,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,-168,0,270,0,0,-168,0,180,0,f,present,resp,freq_bottom,,,,,0,66,66,810,,,,,0.8786537112580657,320.27118652765057,None,320.27118652765057,None,f,1,1.1848525008026627,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,freq_bottom,,,,,0,67,67,249,,,,,0.9638093253600954,322.9549795814528,None,322.9549795814528,None,f,1,0.8222091642164742,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,0,0,180,180,-168,180,0,12,180,None,abs,inhibit,freq_bottom,,,,,0,68,68,435,,,,,0.959408402288328,325.2482221871469,None,325.2482221871469,None,None,1,,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,0,180,0,180,-168,180,0,-168,180,f,abs,resp,freq_bottom,,,,,0,69,69,295,,,,,1.0048211328286354,330.8604674608723,None,330.8604674608723,None,f,1,1.6511246915833908,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,12,0,180,0,0,180,180,-12,180,j,abs,resp,freq_bottom,,,,,0,70,70,180,,,,,0.717517773471949,333.6375845591174,None,333.6375845591174,None,None,0,,336.62833440842223,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,270,0,0,0,12,0,-12,0,0,j,present,resp,freq_bottom,,,,,0,71,71,658,,,,,0.8694997492927868,338.0268569802065,None,338.0268569802065,None,j,1,1.7969682814800763,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
-168,0,0,180,168,180,180,0,180,0,f,abs,resp,freq_bottom,,,,,0,72,72,415,,,,,0.7706584147679852,340.8978752574403,None,340.8978752574403,None,f,1,0.9900439347038628,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,180,-168,180,90,-168,180,0,0,180,f,present,resp,freq_bottom,,,,,0,73,73,834,,,,,0.7093476275056113,342.93331077518087,None,342.93331077518087,None,f,1,1.6736498423633748,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
90,180,180,0,180,168,0,180,-168,180,f,present,resp,freq_bottom,,,,,0,74,74,869,,,,,0.8289312952255787,345.73396300966124,None,345.73396300966124,None,f,1,0.936978948811884,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,0,0,0,180,12,0,12,0,0,j,abs,resp,freq_bottom,,,,,0,75,75,29,,,,,0.7273021291592151,347.8754213429347,None,347.8754213429347,None,j,1,0.8915211516214185,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,0,270,0,168,0,0,-12,0,0,None,present,inhibit,freq_bottom,,,,,0,76,76,1002,,,,,0.7438273525744891,349.93627824888245,None,349.93627824888245,None,j,0,1.1024937108668382,351.0538123630613,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
12,0,0,180,12,180,0,180,180,180,j,abs,resp,freq_bottom,,,,,0,77,77,65,,,,,0.7147730576243461,352.94736937426205,None,352.94736937426205,None,j,1,1.196472464944236,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,168,0,270,180,0,180,0,168,180,f,present,resp,freq_bottom,,,,,0,78,78,754,,,,,0.8830176341351131,355.3598174298895,None,355.3598174298895,None,f,1,1.0072176114554168,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
90,180,168,180,0,0,180,180,0,12,None,present,inhibit,freq_bottom,,,,,0,79,79,978,,,,,0.8440928850099516,357.56001127706986,None,357.56001127706986,None,None,1,,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
-168,0,90,180,180,180,180,0,-168,180,f,present,resp,freq_bottom,,,,,0,80,80,853,,,,,1.0072001120741367,361.57367717110174,None,361.57367717110174,None,f,1,1.560458424166427,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,freq_bottom,,,,,0,81,81,258,,,,,0.9390878080190144,364.3879473056877,None,364.3879473056877,None,f,1,0.7462882014660863,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
90,0,180,0,180,180,12,0,180,-168,None,present,inhibit,freq_bottom,,,,,0,82,82,967,,,,,0.8769559492919263,366.3156183414103,None,366.3156183414103,None,None,1,,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
90,180,0,180,0,180,180,-168,0,168,f,present,resp,freq_bottom,,,,,0,83,83,896,,,,,1.0367308896831031,373.67031611700077,None,373.67031611700077,None,f,1,1.2551086706662318,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,270,180,180,180,180,168,0,-168,0,f,present,resp,freq_bottom,,,,,0,84,84,889,,,,,1.0831565301259072,376.43759264866094,None,376.43759264866094,None,f,1,0.743808213272132,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
12,0,180,0,90,0,0,0,12,0,j,present,resp,freq_bottom,,,,,0,85,85,545,,,,,0.9502866748828498,378.224847936217,None,378.224847936217,None,j,1,1.5005952038409305,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,12,0,0,0,0,-12,0,0,0,j,abs,resp,freq_bottom,,,,,0,86,86,166,,,,,0.9672367326369953,381.29511497262865,None,381.29511497262865,None,j,1,1.502318457562069,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,270,0,0,-12,0,0,12,0,0,j,present,resp,freq_bottom,,,,,0,87,87,652,,,,,1.04168373376868,384.1194028589307,None,384.1194028589307,None,j,1,0.9993230628679157,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,180,0,0,-168,180,0,180,168,180,f,abs,resp,freq_bottom,,,,,0,88,88,359,,,,,1.0220556842734771,386.4480163867629,None,386.4480163867629,None,f,1,1.1655806743583526,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,0,-168,0,-168,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,89,89,329,,,,,0.7900432148052711,388.4617945684804,None,388.4617945684804,None,f,1,0.8148887316929176,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
0,0,270,0,168,0,180,0,180,168,f,present,resp,freq_bottom,,,,,0,90,90,759,,,,,0.9802197452677244,390.60257827010355,None,390.60257827010355,None,f,1,0.802068919314479,None,None,002,001,2,28,f,2021_Nov_06_1955,eye_tracking_exp,2021.2.3,85.06988329469462,
