ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,respon,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,fixdur,int14_2.started,int14_2.stopped,per15_2.started,per15_2.stopped,response_pract.keys,response_pract.corr,response_pract.rt,key_resp_2.keys,key_resp_2.rt,int14.started,int14.stopped,per15.started,per15.stopped,response.keys,response.corr,text_7.started,text_7.stopped,response.rt,participant,session,1=top 2=bottom,age,gender,date,expName,psychopyVersion,frameRate,
180,270,180,12,180,0,12,180,0,180,j,present,resp,pract,0,9,9,33,,,,,,,0.7808214364124985,521.6805589429168,None,521.6805589429168,None,j,1,2.508609834345407,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,12,180,12,180,90,180,180,0,180,j,present,resp,pract,0,10,10,37,,,,,,,0.7894786583249176,527.6214391445974,None,527.6214391445974,None,j,1,1.8307264379473054,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,pract,0,11,11,7,,,,,,,0.8679463964377455,530.5983218069123,None,530.5983218069123,None,j,1,1.718083937324991,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,270,0,0,0,0,0,168,0,168,f,present,resp,pract,0,12,12,43,,,,,,,0.8384607015658998,536.2349560877119,None,536.2349560877119,None,f,1,1.5693318213961902,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,180,0,0,180,0,180,168,0,168,f,abs,resp,pract,0,13,13,14,,,,,,,0.8573285240036407,538.8950219259568,None,538.8950219259568,None,f,1,1.757191770539066,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,180,90,180,12,180,12,0,0,180,j,present,resp,pract,0,14,14,39,,,,,,,0.7966323478243122,541.7531289164253,None,541.7531289164253,None,j,1,1.410157932605216,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,180,0,12,0,180,180,12,0,0,j,abs,resp,pract,0,15,15,2,,,,,,,0.9622790222058493,546.0964247164484,None,546.0964247164484,None,j,1,1.002835253970261,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
168,0,270,180,180,180,180,168,180,180,f,present,resp,pract,0,16,16,49,,,,,,,1.0537715091598627,549.5541731764388,None,549.5541731764388,None,f,1,1.5130834664487338,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,168,0,0,0,0,0,180,168,f,abs,resp,pract,0,17,17,19,,,,,,,1.080752784002046,553.7192674363287,None,553.7192674363287,None,j,0,2.324054776767298,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,270,0,0,12,0,180,180,180,12,j,present,resp,pract,0,18,18,42,,,,,,,0.9718541824197873,558.9096788740499,None,558.9096788740499,None,j,1,2.525210356896423,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
12,0,0,12,0,0,90,180,180,0,j,present,resp,pract,0,19,19,38,,,,,,,0.7768201458737862,563.2506459464748,None,563.2506459464748,None,j,1,2.6316629395951168,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,180,0,168,0,0,0,180,168,f,abs,resp,pract,0,20,20,17,,,,,,,1.077671526932339,567.7930979109951,None,567.7930979109951,None,j,0,1.8331903917169257,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,pract,0,21,21,13,,,,,,,0.8734450165914497,571.7939457912034,None,571.7939457912034,None,f,1,1.7675006536956062,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
90,0,0,12,0,0,0,12,0,0,j,present,resp,pract,0,22,22,34,,,,,,,0.7288762692795472,574.8536879921558,None,574.8536879921558,None,j,1,2.339596430050733,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,180,0,180,168,180,12,180,0,180,None,abs,inhibit,pract,0,23,23,28,,,,,,,1.0169207713625625,579.125001207376,None,579.125001207376,None,None,1,,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,0,0,168,0,0,12,0,0,None,abs,inhibit,pract,0,24,24,29,,,,,,,1.0390911565586527,584.2553375100506,None,584.2553375100506,None,None,1,,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,0,-168,0,0,0,12,0,0,None,abs,inhibit,pract,0,25,25,23,,,,,,,0.7755367835199444,592.8332335235355,None,592.8332335235355,None,None,1,,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
90,0,180,168,180,180,0,168,0,0,f,present,resp,pract,0,26,26,46,,,,,,,0.7408513823493965,596.85982055969,None,596.85982055969,None,f,1,2.3005688873745385,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,168,0,180,0,180,180,180,168,180,f,abs,resp,pract,0,27,27,12,,,,,,,0.8942148516281967,600.3415227674996,None,600.3415227674996,None,f,1,1.2981423622768489,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,pract,0,28,28,11,,,,,,,0.890855630179885,603.1541173956393,None,603.1541173956393,None,f,1,1.5591153025525273,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
12,0,0,-168,0,0,180,180,180,180,None,abs,inhibit,pract,0,29,29,27,,,,,,,0.824814599768434,606.0604506291638,None,606.0604506291638,None,None,1,,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,0,-168,180,180,180,180,0,12,None,abs,inhibit,pract,0,30,30,25,,,,,,,1.0592992760100852,610.4024358218958,None,610.4024358218958,None,None,1,,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,180,0,12,0,180,180,180,0,12,j,abs,resp,pract,0,31,31,4,,,,,,,0.8644074891604988,617.2975721467883,None,617.2975721467883,None,f,0,1.3178817621119379,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
90,0,0,12,0,180,180,180,0,12,j,present,resp,pract,0,32,32,36,,,,,,,0.7873813191049639,619.9569205014959,None,619.9569205014959,None,j,1,2.5456113991058373,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
90,0,0,12,0,12,180,180,180,0,j,present,resp,pract,0,33,33,32,,,,,,,0.9603116264183718,623.7580175842304,None,623.7580175842304,None,j,1,2.521697494710679,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,0,180,0,168,180,0,180,12,180,None,abs,inhibit,pract,0,34,34,30,,,,,,,0.9428221416872938,627.5233147437575,None,627.5233147437575,None,None,1,,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,0,90,180,12,0,180,180,12,180,j,present,resp,pract,0,35,35,41,,,,,,,0.9703818516436263,631.7606846791132,None,631.7606846791132,None,j,1,1.5410206514752645,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
12,0,0,12,0,0,180,0,180,180,j,abs,resp,pract,0,36,36,6,,,,,,,0.7486336103236335,634.3261392805471,None,634.3261392805471,None,j,1,0.9283503811893752,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
90,0,180,180,180,168,0,168,0,0,f,present,resp,pract,0,37,37,44,,,,,,,0.856845181512963,636.3959247418024,None,636.3959247418024,None,j,0,1.2416712463491422,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,pract,0,38,38,1,,,,,,,0.8341214521399893,639.4086254379763,None,639.4086254379763,None,f,0,1.9728388881740102,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,180,168,0,270,0,0,168,0,180,f,present,resp,pract,0,39,39,47,,,,,,,0.8749717474586884,642.8202059301511,None,642.8202059301511,None,j,0,2.4813762480225705,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,270,180,12,180,180,180,180,12,180,j,present,resp,pract,0,40,40,35,,,,,,,1.0130980299010361,646.8702864018014,None,646.8702864018014,None,j,1,2.1112658213642135,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,270,0,0,168,0,0,168,180,0,f,present,resp,pract,0,41,41,45,,,,,,,0.7487516517440125,650.0459409810173,None,650.0459409810173,None,f,1,2.2146063909058284,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,pract,0,42,42,18,,,,,,,1.0006189506770045,653.5289622477467,None,653.5289622477467,None,f,1,2.3476140142847726,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,180,0,12,0,12,0,180,180,180,j,abs,resp,pract,0,43,43,0,,,,,,,0.859124279918535,657.0123638381046,None,657.0123638381046,None,j,1,1.5521885830676183,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,0,180,0,12,180,180,180,12,180,j,abs,resp,pract,0,44,44,9,,,,,,,0.9012035482491783,659.7316095416536,None,659.7316095416536,None,None,0,,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,180,0,-168,180,0,180,0,12,180,None,abs,inhibit,pract,0,45,45,24,,,,,,,0.9400889536904762,664.1909472110783,None,664.1909472110783,None,None,1,,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,pract,0,46,46,20,,,,,,,0.9261428256623353,668.4744111624386,None,668.4744111624386,None,f,1,1.8331565851731284,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,180,0,0,180,168,180,0,0,168,f,abs,resp,pract,0,47,47,16,,,,,,,1.0351281661461762,671.7225732334264,None,671.7225732334264,None,f,1,2.0089645012158144,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,180,0,168,180,180,180,180,168,180,f,abs,resp,pract,0,48,48,10,,,,,,,1.0469246090573114,675.0646311706005,None,675.0646311706005,None,f,1,2.6189565083841444,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,0,180,12,0,180,180,0,12,180,j,abs,resp,pract,0,49,49,3,,,,,,,1.0551054574315082,679.0441223700327,None,679.0441223700327,None,j,1,1.151479611533432,,,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,54.6208931404326,,,,,,,,,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,180,180,0,180,-12,0,90,180,12,j,present,resp,freq_bottom,,,,,0,0,0,709,,,0.8450550923073694,,,,,,,,,,866.0106762274772,None,866.0106762274772,None,None,0,868.9760993767522,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,-12,0,0,180,180,180,-12,180,270,j,present,resp,freq_bottom,,,,,0,1,1,599,,,1.0525406078187391,,,,,,,,,,870.5642958217504,None,870.5642958217504,None,j,1,None,None,1.8914882684257464,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,0,0,180,180,180,270,180,168,180,f,present,resp,freq_bottom,,,,,0,2,2,719,,,0.8614332376828656,,,,,,,,,,873.6007187512805,None,873.6007187512805,None,None,0,876.5779805298444,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,180,180,-12,0,0,270,180,180,-12,j,present,resp,freq_bottom,,,,,0,3,3,611,,,0.8824391639553723,,,,,,,,,,877.990200327924,None,877.990200327924,None,j,1,None,None,2.241195238126238,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,-12,0,-12,0,0,0,180,0,180,j,abs,resp,freq_bottom,,,,,0,4,4,105,,,0.9161082649346877,,,,,,,,,,881.4607672033053,None,881.4607672033053,None,j,1,None,None,1.4104163111951493,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,0,180,0,180,-168,0,168,180,0,f,abs,resp,freq_bottom,,,,,0,5,5,413,,,0.9614997516418531,,,,,,,,,,884.1317492351263,None,884.1317492351263,None,None,0,887.1099621245958,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
168,0,0,180,180,0,90,168,0,0,f,present,resp,freq_bottom,,,,,0,6,6,732,,,0.7020863113780602,,,,,,,,,,888.3566928506407,None,888.3566928506407,None,f,1,None,None,1.4095192303902877,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,180,180,-168,180,180,180,180,168,180,f,abs,resp,freq_bottom,,,,,0,7,7,353,,,0.9781524057250575,,,,,,,,,,891.0047591766634,None,891.0047591766634,None,f,1,None,None,2.6334827579557896,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
270,180,12,180,180,0,180,-12,180,180,j,present,resp,freq_bottom,,,,,0,8,8,696,,,0.9852106313979132,,,,,,,,,,894.9460018931641,None,894.9460018931641,None,None,0,897.9119813411999,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,12,0,0,0,180,0,12,0,90,j,present,resp,freq_bottom,,,,,0,9,9,555,,,0.9152273158980406,,,,,,,,,,899.3606107876694,None,899.3606107876694,None,j,1,None,None,1.5086339818772103,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,180,180,180,-168,0,168,0,0,0,f,abs,resp,freq_bottom,,,,,0,10,10,412,,,0.7496753869918601,,,,,,,,,,902.1595560234819,None,902.1595560234819,None,None,0,905.148879796001,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
12,0,-12,0,0,0,0,0,0,0,j,abs,resp,freq_bottom,,,,,0,11,11,154,,,0.7545683279494358,,,,,,,,,,906.4312079078336,None,906.4312079078336,None,None,0,909.4090558677271,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,12,0,0,180,180,-168,180,180,180,None,abs,inhibit,freq_bottom,,,,,0,12,12,479,,,1.0584282215526528,,,,,,,,,,911.2914921001357,None,911.2914921001357,None,None,1,None,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,12,180,180,180,0,12,0,0,270,j,present,resp,freq_bottom,,,,,0,13,13,530,,,1.0129319801708703,,,,,,,,,,915.704638861589,None,915.704638861589,None,j,1,None,None,1.467693350998161,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,12,0,0,0,180,0,-12,0,0,j,abs,resp,freq_bottom,,,,,0,14,14,191,,,1.0887715656816581,,,,,,,,,,918.5645255251475,None,918.5645255251475,None,j,1,None,None,1.4557276453233499,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,168,0,0,0,168,0,0,0,f,abs,resp,freq_bottom,,,,,0,15,15,270,,,0.705593145845528,,,,,,,,,,920.9881091516727,None,920.9881091516727,None,f,1,None,None,1.8000642039587547,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,0,0,0,-168,0,0,168,0,f,abs,resp,freq_bottom,,,,,0,16,16,356,,,0.8752736280010732,,,,,,,,,,923.977877540623,None,923.977877540623,None,f,1,None,None,2.042390722053824,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
-168,180,180,180,180,180,0,180,12,180,None,abs,inhibit,freq_bottom,,,,,0,17,17,437,,,0.7086616564453037,,,,,,,,,,927.0254518003203,None,927.0254518003203,None,f,0,928.1200654518834,None,1.0748105945094721,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,270,0,0,0,-12,0,0,-168,0,None,present,inhibit,freq_bottom,,,,,0,18,18,1000,,,1.0947464110632417,,,,,,,,,,929.7435737381093,None,929.7435737381093,None,None,1,None,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,168,0,180,180,180,0,0,-168,f,abs,resp,freq_bottom,,,,,0,19,19,380,,,0.8529985712154231,,,,,,,,,,933.8525947126545,None,933.8525947126545,None,None,0,936.8306518505451,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
-168,180,0,-168,180,90,180,0,0,0,f,present,resp,freq_bottom,,,,,0,20,20,820,,,0.7951523138708971,,,,,,,,,,938.500255360148,None,938.500255360148,None,j,0,940.5363972727755,None,2.0150394165211765,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,180,12,180,180,180,0,12,0,180,j,abs,resp,freq_bottom,,,,,0,21,21,32,,,0.9424188643293678,,,,,,,,,,942.3599920071647,None,942.3599920071647,None,f,0,944.2790352940319,None,1.899285204584885,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
12,180,180,-12,180,180,180,0,90,0,j,present,resp,freq_bottom,,,,,0,22,22,680,,,0.7147669036937383,,,,,,,,,,945.9493273101325,None,945.9493273101325,None,j,1,None,None,1.7489906650662306,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
168,0,180,-168,180,90,180,180,0,180,f,present,resp,freq_bottom,,,,,0,23,23,869,,,0.9407412399447065,,,,,,,,,,948.9272990261306,None,948.9272990261306,None,f,1,None,None,2.116174109036365,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,168,0,-168,0,0,270,180,180,180,f,present,resp,freq_bottom,,,,,0,24,24,889,,,0.8348002641351703,,,,,,,,,,952.9627910683084,None,952.9627910683084,None,j,0,955.4109728799049,None,2.4316154293301224,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
168,180,0,180,180,180,-168,180,180,180,f,abs,resp,freq_bottom,,,,,0,25,25,369,,,0.9476451076914829,,,,,,,,,,957.2816154577995,None,957.2816154577995,None,f,1,None,None,1.904738622790319,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,-12,0,0,12,270,180,180,180,180,j,present,resp,freq_bottom,,,,,0,26,26,666,,,0.9773756791106465,,,,,,,,,,960.4587252276506,None,960.4587252276506,None,j,1,None,None,2.2637442032864783,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,-12,180,180,180,180,270,180,180,-12,j,present,resp,freq_bottom,,,,,0,27,27,597,,,0.9197398579387452,,,,,,,,,,963.9416330009808,None,963.9416330009808,None,j,1,None,None,1.947730888336082,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
12,180,0,0,0,0,-168,0,90,0,None,present,inhibit,freq_bottom,,,,,0,28,28,982,,,0.797900507604544,,,,,,,,,,969.0721304884319,None,969.0721304884319,None,None,1,None,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,-168,180,180,180,-168,0,0,180,90,f,present,resp,freq_bottom,,,,,0,29,29,851,,,1.0180404933651088,,,,,,,,,,973.6968352848562,None,973.6968352848562,None,f,1,None,None,1.8245579509566596,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,-12,0,0,0,180,0,-12,0,0,j,abs,resp,freq_bottom,,,,,0,30,30,121,,,0.7093287645053747,,,,,,,,,,976.5330154109542,None,976.5330154109542,None,j,1,None,None,2.556385725929431,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
168,0,168,0,0,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,31,31,224,,,0.9565017827318787,,,,,,,,,,980.3814455799147,None,980.3814455799147,None,f,1,None,None,1.730927405777038,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,168,180,0,180,12,0,180,180,180,None,abs,inhibit,freq_bottom,,,,,0,32,32,447,,,0.8956038941270228,,,,,,,,,,983.8869832126366,None,983.8869832126366,None,None,1,None,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,0,180,0,180,168,0,0,180,168,f,abs,resp,freq_bottom,,,,,0,33,33,275,,,0.8276457838410555,,,,,,,,,,988.0061612427271,None,988.0061612427271,None,f,1,None,None,2.251398173983034,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
180,168,0,168,0,0,0,180,0,180,f,abs,resp,freq_bottom,,,,,0,34,34,245,,,1.0774221889323994,,,,,,,,,,991.5843065794761,None,991.5843065794761,None,f,1,None,None,1.0081640105381666,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,0,180,90,180,168,180,180,-168,f,present,resp,freq_bottom,,,,,0,35,35,911,,,1.0265243491382385,,,,,,,,,,993.915071017891,None,993.915071017891,None,None,0,996.8928969431618,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
0,0,180,-12,180,180,90,180,180,168,None,present,inhibit,freq_bottom,,,,,0,36,36,1003,,,1.0155779021756572,,,,,,,,,,998.4459264321304,None,998.4459264321304,None,None,1,None,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
168,0,168,0,0,0,0,180,0,180,f,abs,resp,freq_bottom,,,,,0,37,37,239,,,0.8079106450858976,,,,,,,,,,1002.7638640035148,None,1002.7638640035148,None,f,1,None,None,1.555074514959415,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
168,0,180,0,180,0,180,-168,0,180,f,abs,resp,freq_bottom,,,,,0,38,38,400,,,0.9324367300557018,,,,,,,,,,1006.317447376492,None,1006.317447376492,None,None,0,1009.306397767803,None,,015,001,2,28,f,2021_Nov_10_1439,eye_tracking_exp,2021.2.3,84.98995656917724,
