ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,respon,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,fixdur,int14.started,int14.stopped,per15.started,per15.stopped,response.keys,response.corr,response.rt,text_7.started,text_7.stopped,participant,session,1=top 2=bottom,age,gender,date,expName,psychopyVersion,frameRate,
-168,0,0,180,168,180,180,0,180,0,f,abs,resp,freq_top,,,,,0,234,234,415,,,,,1.0981045515469656,717.1417042140056,None,717.1417042140056,None,f,1,0.8443653003705549,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,180,12,0,0,180,-168,0,0,None,abs,inhibit,freq_top,,,,,0,235,235,451,,,,,1.0250030552021587,719.2728123663364,None,719.2728123663364,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,168,0,0,0,0,0,168,0,0,f,abs,resp,freq_top,,,,,0,236,236,270,,,,,0.8529233934181015,723.1545964311335,None,723.1545964311335,None,f,1,0.8485268746117072,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
90,0,0,0,180,-168,0,-168,0,0,f,present,resp,freq_top,,,,,0,237,237,813,,,,,0.7267481909136876,725.3552985892529,None,725.3552985892529,None,f,1,1.0789136411258369,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,180,-12,0,90,0,0,-12,180,180,j,present,resp,freq_top,,,,,0,238,238,606,,,,,1.0588826167077097,727.7690877166388,None,727.7690877166388,None,j,1,0.7771580043481663,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,12,0,0,0,-12,0,180,0,0,j,abs,resp,freq_top,,,,,0,239,239,198,,,,,0.9084598582786649,729.791325742266,None,729.791325742266,None,j,1,1.5219804862063029,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
270,180,180,-168,180,180,180,180,12,180,None,present,inhibit,freq_top,,,,,0,240,240,927,,,,,0.9213558491505648,732.2870595777931,None,732.2870595777931,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,180,-12,180,90,180,180,-12,180,0,j,present,resp,freq_top,,,,,0,241,241,626,,,,,1.0247075261678475,736.5966798564041,None,736.5966798564041,None,j,1,1.036743102609762,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
-168,0,0,180,0,180,-168,0,180,180,f,abs,resp,freq_top,,,,,0,242,242,307,,,,,0.8900807191870717,738.830758522141,None,738.830758522141,None,f,1,0.7557068956739386,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,-12,0,180,180,180,0,-12,0,0,j,abs,resp,freq_top,,,,,0,243,243,130,,,,,0.9767366346730778,740.8309930578034,None,740.8309930578034,None,j,1,0.834429681464826,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,0,-12,0,0,0,12,0,0,0,j,abs,resp,freq_top,,,,,0,244,244,191,,,,,0.7033435593873044,742.6784603593987,None,742.6784603593987,None,j,1,0.8743303252776968,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,90,0,0,-12,0,0,-12,180,180,j,present,resp,freq_top,,,,,0,245,245,604,,,,,1.0861641232869645,744.9140168714766,None,744.9140168714766,None,j,1,0.9744833922450198,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,270,0,-12,0,-12,0,0,0,0,j,present,resp,freq_top,,,,,0,246,246,574,,,,,0.7705981941557334,746.927026507361,None,746.927026507361,None,j,1,0.9135575468681054,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,-168,0,180,0,180,0,180,-168,180,f,abs,resp,freq_top,,,,,0,247,247,320,,,,,1.0637023010684588,749.1863683163756,None,749.1863683163756,None,f,1,0.8302279614763393,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,0,0,0,-12,0,0,0,-12,j,abs,resp,freq_top,,,,,0,248,248,86,,,,,0.9464843652190765,751.280328977773,None,751.280328977773,None,j,1,0.7362657908415713,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
90,0,12,180,180,-168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,249,249,942,,,,,0.7836662397996589,753.1051142357719,None,753.1051142357719,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
168,0,0,0,0,0,0,0,168,180,f,abs,resp,freq_top,,,,,0,250,250,279,,,,,1.01442549357295,757.42372202966,None,757.42372202966,None,f,1,1.0735772756343067,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
-12,0,0,180,12,180,180,180,180,180,j,abs,resp,freq_top,,,,,0,251,251,205,,,,,0.9607072295013275,760.2852940705925,None,760.2852940705925,None,j,1,0.8514282347096014,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,180,180,180,12,0,180,12,0,0,j,abs,resp,freq_top,,,,,0,252,252,8,,,,,0.8191158825305964,762.2366727448716,None,762.2366727448716,None,j,1,0.5951046008485719,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,-168,180,180,-168,0,180,180,180,f,abs,resp,freq_top,,,,,0,253,253,330,,,,,1.0604912137564981,764.2608782138086,None,764.2608782138086,None,f,1,0.7468878114159452,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,180,180,168,0,0,270,-168,0,f,present,resp,freq_top,,,,,0,254,254,891,,,,,1.09404414181951,766.2728552287117,None,766.2728552287117,None,f,1,1.2949879970838083,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
270,0,0,12,180,0,180,-168,0,0,None,present,inhibit,freq_top,,,,,0,255,255,955,,,,,0.9138482810682458,768.8027084190471,None,768.8027084190471,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
-168,0,90,180,180,0,-168,180,180,180,f,present,resp,freq_top,,,,,0,256,256,811,,,,,0.9567495194532507,772.7570412767673,None,772.7570412767673,None,f,1,2.314841425875784,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,180,180,180,180,12,0,168,0,None,abs,inhibit,freq_top,,,,,0,257,257,455,,,,,0.8701315490223476,776.2279218781914,None,776.2279218781914,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,12,0,90,0,0,180,180,180,-12,j,present,resp,freq_top,,,,,0,258,258,706,,,,,0.847957514851509,780.3490560769642,None,780.3490560769642,None,j,1,1.2980140202780603,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,-12,180,-168,0,180,0,180,0,180,None,abs,inhibit,freq_top,,,,,0,259,259,495,,,,,0.9441829876470882,782.8894183968332,None,782.8894183968332,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,180,180,12,0,0,0,168,0,None,abs,inhibit,freq_top,,,,,0,260,260,457,,,,,0.7957462066967594,786.9252483225573,None,786.9252483225573,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
270,180,168,180,-168,180,180,180,0,180,f,present,resp,freq_top,,,,,0,261,261,865,,,,,0.9382351379978078,790.9735358047219,None,790.9735358047219,None,f,1,1.8733553572055825,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,12,0,0,12,0,180,180,180,180,j,abs,resp,freq_top,,,,,0,262,262,12,,,,,1.0283892661643694,794.3982847202569,None,794.3982847202569,None,j,1,0.5599357215905911,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,180,0,180,168,180,0,180,-12,180,None,abs,inhibit,freq_top,,,,,0,263,263,499,,,,,0.8320948587554056,796.0920442303468,None,796.0920442303468,None,f,0,0.8662522771228396,796.9748539736283,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,0,180,0,-168,180,-168,180,180,180,f,abs,resp,freq_top,,,,,0,264,264,287,,,,,1.04170218645668,798.5531778676814,None,798.5531778676814,None,f,1,0.9810494852717966,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
270,0,168,180,180,180,180,0,0,168,f,present,resp,freq_top,,,,,0,265,265,761,,,,,0.9895179183981653,800.8341905304951,None,800.8341905304951,None,f,1,1.9487330667761853,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
270,180,180,168,0,180,0,180,168,180,f,present,resp,freq_top,,,,,0,266,266,717,,,,,1.0124494744980324,804.1289273026996,None,804.1289273026996,None,f,1,1.0534229046825203,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
12,180,180,180,180,0,0,-168,180,180,None,abs,inhibit,freq_top,,,,,0,267,267,454,,,,,1.0735287980612496,806.5882000489582,None,806.5882000489582,None,f,0,0.9132176663588325,807.5205396795391,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,270,180,180,168,0,0,0,0,168,f,present,resp,freq_top,,,,,0,268,268,724,,,,,1.0542929165213069,809.1195259542219,None,809.1195259542219,None,f,1,0.6699706785730086,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,180,90,180,180,180,-168,180,-168,0,f,present,resp,freq_top,,,,,0,269,269,805,,,,,0.8520346453382515,810.9198835833777,None,810.9198835833777,None,f,1,0.7575819735902769,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
90,180,168,180,168,0,0,180,180,180,f,present,resp,freq_top,,,,,0,270,270,725,,,,,1.035527241248938,813.2496588366375,None,813.2496588366375,None,f,1,0.7970253181374574,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,270,180,0,0,180,168,0,12,180,None,present,inhibit,freq_top,,,,,0,271,271,945,,,,,0.7894890698981927,815.14305136029,None,815.14305136029,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
168,0,12,180,180,0,180,0,180,180,None,abs,inhibit,freq_top,,,,,0,272,272,483,,,,,0.7860208686726617,819.2613518128528,None,819.2613518128528,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,270,180,168,180,180,0,0,180,180,f,present,resp,freq_top,,,,,0,273,273,719,,,,,0.8606630591146968,823.1102178766887,None,823.1102178766887,None,None,0,,826.0994521766079,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
90,0,0,180,180,180,-168,0,0,168,f,present,resp,freq_top,,,,,0,274,274,876,,,,,1.0206229066248769,827.6407475077176,None,827.6407475077176,None,f,1,1.460309378857346,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,0,-12,180,180,180,180,0,12,0,j,abs,resp,freq_top,,,,,0,275,275,193,,,,,0.9011075444557282,830.323217913814,None,830.323217913814,None,j,1,1.1450587350918795,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
-12,180,180,-12,0,180,180,180,0,0,j,abs,resp,freq_top,,,,,0,276,276,134,,,,,0.9967311687919098,832.7591533051273,None,832.7591533051273,None,j,1,1.0619443671093904,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,-168,0,0,270,-168,180,0,0,0,f,present,resp,freq_top,,,,,0,277,277,842,,,,,0.9787309895597038,835.2071197420773,None,835.2071197420773,None,f,1,0.8217071027429483,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,-168,0,0,-168,0,0,270,0,0,f,present,resp,freq_top,,,,,0,278,278,796,,,,,0.8135283370351154,836.9497797870099,None,836.9497797870099,None,f,1,1.2870137845347926,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
270,0,-168,0,-168,0,180,180,180,0,f,present,resp,freq_top,,,,,0,279,279,833,,,,,0.7900411498224694,839.6439531302967,None,839.6439531302967,None,f,1,0.6891953586055024,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,0,12,180,180,0,180,0,0,12,j,abs,resp,freq_top,,,,,0,280,280,54,,,,,0.875536670038479,842.009122441199,None,842.009122441199,None,j,1,0.658839139079646,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,0,168,0,0,-168,0,0,0,f,abs,resp,freq_top,,,,,0,281,281,374,,,,,0.7823593618011914,843.7154910352729,None,843.7154910352729,None,f,1,0.9524153068741725,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,12,0,0,0,12,0,180,0,0,j,abs,resp,freq_top,,,,,0,282,282,58,,,,,0.9839037144230991,845.9408553579015,None,845.9408553579015,None,j,1,0.6791151546531182,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
168,180,180,0,0,168,0,0,0,0,f,abs,resp,freq_top,,,,,0,283,283,276,,,,,0.8715362332903257,848.1399631564709,None,848.1399631564709,None,f,1,0.6879918918239127,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
90,180,180,-168,180,168,0,180,0,180,f,present,resp,freq_top,,,,,0,284,284,871,,,,,0.8660499341572456,850.3886527601389,None,850.3886527601389,None,f,1,0.743575334752677,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
90,180,0,0,0,-168,180,0,-168,180,f,present,resp,freq_top,,,,,0,285,285,820,,,,,0.7566055067495071,852.1765054427669,None,852.1765054427669,None,f,1,0.7146432326771901,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,168,0,0,90,180,168,0,180,180,f,present,resp,freq_top,,,,,0,286,286,773,,,,,0.7063694174823141,853.9414554311297,None,853.9414554311297,None,f,1,1.3987626327616454,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,270,180,180,180,-168,0,-168,0,0,f,present,resp,freq_top,,,,,0,287,287,798,,,,,0.9997732775641381,856.6241845207078,None,856.6241845207078,None,f,1,0.7469107518409146,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,168,0,180,0,180,180,168,0,0,f,abs,resp,freq_top,,,,,0,288,288,243,,,,,0.8422367200577249,858.5668527758971,None,858.5668527758971,None,f,1,0.7242797205108218,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,180,0,0,0,-168,180,180,-168,180,f,abs,resp,freq_top,,,,,0,289,289,316,,,,,0.9362021055087668,860.5421076032726,None,860.5421076032726,None,f,1,0.5737313688841823,861.1322367608846,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
168,0,0,180,168,180,0,180,0,180,f,abs,resp,freq_top,,,,,0,290,290,275,,,,,0.9651723388940516,862.6256690076953,None,862.6256690076953,None,f,1,0.8732708398492832,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,0,0,180,12,0,12,0,0,j,abs,resp,freq_top,,,,,0,291,291,29,,,,,0.921933367770736,864.743183750692,None,864.743183750692,None,j,1,0.7720127084503474,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,-12,180,180,180,0,0,180,-12,j,abs,resp,freq_top,,,,,0,292,292,117,,,,,0.7349266336214018,866.7086526756248,None,866.7086526756248,None,j,1,0.9505915430672758,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,180,0,0,180,180,180,-12,0,12,j,abs,resp,freq_top,,,,,0,293,293,182,,,,,0.7941296500144709,871.0734691265643,None,871.0734691265643,None,j,1,0.9208474706792913,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
12,0,0,180,12,180,0,180,180,180,j,abs,resp,freq_top,,,,,0,294,294,65,,,,,0.9137776707989989,873.1912612675987,None,873.1912612675987,None,j,1,0.5950671717364457,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,180,0,0,180,180,180,12,0,12,j,abs,resp,freq_top,,,,,0,295,295,42,,,,,0.9266181642511913,874.7800930837948,None,874.7800930837948,None,j,1,0.798358579428168,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,270,180,180,180,168,0,0,0,168,f,present,resp,freq_top,,,,,0,296,296,730,,,,,0.9844393719017484,876.8507658932613,None,876.8507658932613,None,f,1,1.1925556781279738,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
90,180,0,12,180,0,-12,0,180,0,j,present,resp,freq_top,,,,,0,297,297,645,,,,,0.8093260229894762,879.181227246343,None,879.181227246343,None,j,1,1.3092575452683377,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
-12,0,0,0,0,-12,0,0,0,0,j,abs,resp,freq_top,,,,,0,298,298,90,,,,,1.0114034708025392,881.8406232068373,None,881.8406232068373,None,j,1,0.6498815067243413,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
-12,0,90,0,0,-12,0,0,0,0,j,present,resp,freq_top,,,,,0,299,299,594,,,,,1.0190054083123832,883.8410122885216,None,883.8410122885216,None,j,1,0.9694534021691652,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,180,0,0,0,0,0,-168,0,-168,f,abs,resp,freq_top,,,,,0,300,300,308,,,,,0.730373865699986,885.818006362344,None,885.818006362344,None,f,1,0.927530680612108,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,180,-168,0,180,0,-168,180,0,180,f,abs,resp,freq_top,,,,,0,301,301,305,,,,,0.9233042200061023,888.0083065468643,None,888.0083065468643,None,f,1,0.7693241509841755,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,270,0,0,-12,180,180,180,0,-12,j,present,resp,freq_top,,,,,0,302,302,584,,,,,0.7828155138353651,889.8423229112377,None,889.8423229112377,None,j,1,1.4793239728896879,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,180,180,168,0,0,0,-168,0,f,abs,resp,freq_top,,,,,0,303,303,387,,,,,0.9845572442321096,892.5954582787599,None,892.5954582787599,None,f,1,0.8861467572023685,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
90,180,-12,180,-12,0,180,0,180,180,j,present,resp,freq_top,,,,,0,304,304,585,,,,,1.0751468474155463,894.8563600366942,None,894.8563600366942,None,j,1,0.6892967794301512,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,270,0,-168,0,-12,0,0,0,0,None,present,inhibit,freq_top,,,,,0,305,305,994,,,,,0.9906363470490196,898.6319836615876,None,898.6319836615876,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
-12,0,90,180,180,180,0,-12,180,180,j,present,resp,freq_top,,,,,0,306,306,608,,,,,0.7708347164730525,902.6686647978277,None,902.6686647978277,None,j,1,1.3090848883839499,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,180,180,0,0,0,-168,0,0,-168,f,abs,resp,freq_top,,,,,0,307,307,302,,,,,1.0494833379026665,905.5748610972332,None,905.5748610972332,None,f,1,0.6899596369839855,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,90,0,168,0,168,0,0,0,0,f,present,resp,freq_top,,,,,0,308,308,714,,,,,0.7750963582498278,907.3636075509021,None,907.3636075509021,None,f,1,1.9892832868426922,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
-12,180,180,0,180,0,180,12,0,0,j,abs,resp,freq_top,,,,,0,309,309,208,,,,,0.9888426839344715,910.7644039458755,None,910.7644039458755,None,j,1,0.6847032611294708,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,180,168,180,90,180,180,168,180,180,f,present,resp,freq_top,,,,,0,310,310,766,,,,,0.7914473949507059,912.5056437973763,None,912.5056437973763,None,f,1,1.040863625566999,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,-168,180,180,180,180,180,168,0,270,f,present,resp,freq_top,,,,,0,311,311,887,,,,,0.9548728059225473,914.8475137861387,None,914.8475137861387,None,f,1,1.033455981152656,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,12,180,270,180,0,180,0,0,-168,None,present,inhibit,freq_top,,,,,0,312,312,972,,,,,0.7441513063594033,916.7300382833455,None,916.7300382833455,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,168,180,180,-168,0,0,0,180,180,f,abs,resp,freq_top,,,,,0,313,313,407,,,,,1.0975256192126874,920.8488156552703,None,920.8488156552703,None,f,1,0.8709402737549681,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,0,0,270,0,0,12,0,0,12,j,present,resp,freq_top,,,,,0,314,314,526,,,,,0.7748999187333687,923.0853899977919,None,923.0853899977919,None,j,1,0.6844234483105538,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,90,0,-168,180,0,0,180,0,168,f,present,resp,freq_top,,,,,0,315,315,900,,,,,0.9487631106062349,924.8391052147526,None,924.8391052147526,None,f,1,1.024987643922941,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
90,180,168,180,180,12,0,180,0,180,None,present,inhibit,freq_top,,,,,0,316,316,974,,,,,0.7250320831982477,927.0734950854676,None,927.0734950854676,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,168,0,0,0,180,180,180,180,-168,f,abs,resp,freq_top,,,,,0,317,317,412,,,,,0.9837639218907439,931.4278205177361,None,931.4278205177361,None,f,1,0.9633829430676997,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,270,180,180,180,12,0,0,0,12,j,present,resp,freq_top,,,,,0,318,318,520,,,,,0.8591308085184833,933.5221765996175,None,933.5221765996175,None,j,1,1.3810562466605916,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,90,0,0,-168,0,180,180,180,168,f,present,resp,freq_top,,,,,0,319,319,864,,,,,0.9700741783470712,936.1344007070475,None,936.1344007070475,None,f,1,0.9448353074258193,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
270,0,180,180,-168,0,0,0,180,168,f,present,resp,freq_top,,,,,0,320,320,899,,,,,0.7571675002099698,938.2646591581033,None,938.2646591581033,None,f,1,0.8149469216477883,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,0,180,180,0,0,0,12,0,12,j,abs,resp,freq_top,,,,,0,321,321,28,,,,,1.063803087609726,940.2059455545241,None,940.2059455545241,None,j,1,1.4030265333749412,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,-168,0,270,0,0,-168,0,180,0,f,present,resp,freq_top,,,,,0,322,322,810,,,,,1.0989213043037793,943.0067526349048,None,943.0067526349048,None,f,1,1.4006147702493763,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,-168,180,270,0,180,12,0,180,180,None,present,inhibit,freq_top,,,,,0,323,323,983,,,,,0.956682429830003,945.4191128152743,None,945.4191128152743,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
180,0,0,0,0,-12,180,180,-12,180,j,abs,resp,freq_top,,,,,0,324,324,106,,,,,0.7269910685878107,949.172771284866,None,949.172771284866,None,j,1,1.250789343866927,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,12,180,180,180,0,180,-168,0,0,None,abs,inhibit,freq_top,,,,,0,325,325,453,,,,,0.7091783842805055,951.4333241068562,None,951.4333241068562,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
12,0,90,0,0,-168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,326,326,944,,,,,1.0849575614111069,955.9512036026135,None,955.9512036026135,None,None,1,,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
12,0,12,180,270,180,180,0,180,180,j,present,resp,freq_top,,,,,0,327,327,567,,,,,0.7656832678001161,959.9886143047443,None,959.9886143047443,None,j,1,0.9636754334896978,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,180,0,-168,180,0,180,0,-168,180,f,abs,resp,freq_top,,,,,0,328,328,283,,,,,0.7374927599424056,961.9760387258539,None,961.9760387258539,None,f,1,0.6865973554449738,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
0,168,0,0,0,0,168,0,0,0,f,abs,resp,freq_top,,,,,0,329,329,236,,,,,1.016812635820423,963.9659346759327,None,963.9659346759327,None,f,1,0.8078064124492812,None,None,006,001,1,33,F,2021_Nov_08_1505,eye_tracking_exp,2021.2.3,85.81383722873142,
