ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,respon,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,fixdur,int14_2.started,int14_2.stopped,per15_2.started,per15_2.stopped,response_pract.keys,response_pract.corr,response_pract.rt,key_resp_2.keys,key_resp_2.rt,int14.started,int14.stopped,per15.started,per15.stopped,response.keys,response.corr,response.rt,text_7.started,text_7.stopped,participant,session,1=top 2=bottom,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,space,132.36421451977367,,,,,,,,,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
180,270,180,12,180,180,180,180,12,180,j,present,resp,pract,0,0,0,35,,,,,,,1.00888598222815,933.7882508197436,None,933.7882508197436,None,j,1,2.3882923071359983,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
0,0,180,0,168,0,0,0,180,168,f,abs,resp,pract,0,1,1,17,,,,,,,0.7175578925843928,937.1648360106738,None,937.1648360106738,None,f,1,2.2595409816422034,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
0,168,180,90,0,180,0,168,0,0,f,present,resp,pract,0,2,2,48,,,,,,,0.712848884391871,940.4598685936216,None,940.4598685936216,None,f,1,1.635645631035004,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
180,0,90,180,12,0,180,180,12,180,j,present,resp,pract,0,3,3,41,,,,,,,0.9210774529366104,943.1428572722216,None,943.1428572722216,None,None,0,,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
180,0,180,0,12,0,12,180,180,180,j,abs,resp,pract,0,4,4,7,,,,,,,0.7099274616897294,947.3563508303378,None,947.3563508303378,None,j,1,1.6831223502776993,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
168,0,270,180,180,180,180,168,180,180,f,present,resp,pract,0,5,5,49,,,,,,,1.0595571726422697,950.3934950009498,None,950.3934950009498,None,None,0,,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
180,0,180,12,180,180,12,180,180,180,j,abs,resp,pract,0,6,6,1,,,,,,,0.7151873390338344,954.6170509540061,None,954.6170509540061,None,j,1,1.2376977728090424,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
12,0,0,-168,0,0,180,180,180,180,None,abs,inhibit,pract,0,7,7,27,,,,,,,0.8597373409493833,956.9943964992926,None,956.9943964992926,None,None,1,,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
180,270,180,12,180,0,12,180,0,180,j,present,resp,pract,0,8,8,33,,,,,,,0.7664221249827177,960.8433709264536,None,960.8433709264536,None,j,1,1.8432875696344126,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
0,0,168,0,0,0,0,0,168,0,f,abs,resp,pract,0,9,9,11,,,,,,,1.047652857121173,964.0433293318383,None,964.0433293318383,None,f,1,1.7634364771402034,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
90,0,0,12,0,180,180,180,0,12,j,present,resp,pract,0,10,10,36,,,,,,,1.0204140705572489,966.8681004029968,None,966.8681004029968,None,j,1,2.554659289340634,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
168,0,180,0,0,180,180,0,168,0,f,abs,resp,pract,0,11,11,13,,,,,,,0.7283317871207666,970.1849873631472,None,970.1849873631472,None,None,0,,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
0,0,0,0,168,0,0,12,0,0,None,abs,inhibit,pract,0,12,12,29,,,,,,,0.7989623483290974,974.4927123400485,None,974.4927123400485,None,None,1,,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,pract,0,13,13,20,,,,,,,0.9562953812700278,978.4709826259495,None,978.4709826259495,None,f,1,1.3680232340557268,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,pract,0,14,14,26,,,,,,,0.746035585959627,980.6369457359324,None,980.6369457359324,None,None,1,,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
180,180,90,180,12,180,12,0,0,180,j,present,resp,pract,0,15,15,39,,,,,,,1.0230780084745283,984.7089545233248,None,984.7089545233248,None,j,1,2.2330499219206104,,,,,,,,,,,,005,001,2,33,f,2021_Nov_08_1304,eye_tracking_exp,2021.2.3,85.14228807038445,
