ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,respon,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,fixdur,int14_2.started,int14_2.stopped,per15_2.started,per15_2.stopped,response_pract.keys,response_pract.corr,response_pract.rt,key_resp_2.keys,key_resp_2.rt,int14.started,int14.stopped,per15.started,per15.stopped,response.keys,response.corr,text_7.started,text_7.stopped,response.rt,participant,session,1=top 2=bottom,age,gender,date,expName,psychopyVersion,frameRate,
0,0,0,-168,0,0,0,12,0,0,None,abs,inhibit,pract,0,36,36,23,,,,,,,0.8629867224122396,517.3277945286536,None,517.3277945286536,None,None,1,,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,270,0,0,12,0,0,12,0,0,j,present,resp,pract,0,37,37,40,,,,,,,0.9763910606803049,521.3193298135884,None,521.3193298135884,None,j,1,1.5378228966146708,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,180,-168,180,180,12,180,0,180,None,abs,inhibit,pract,0,38,38,22,,,,,,,0.8371350065696879,524.2236133041224,None,524.2236133041224,None,None,1,,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,180,0,12,0,180,180,180,0,12,j,abs,resp,pract,0,39,39,4,,,,,,,0.8896760422195881,528.3771261020083,None,528.3771261020083,None,j,1,0.8161485111995717,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
168,0,270,180,180,180,180,168,180,180,f,present,resp,pract,0,40,40,49,,,,,,,0.8126540816770277,530.1421298192654,None,530.1421298192654,None,f,1,0.970184411147784,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,168,0,270,0,0,168,0,180,f,present,resp,pract,0,41,41,47,,,,,,,0.758563622445428,532.5068883154454,None,532.5068883154454,None,f,1,0.685472906625364,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,12,180,12,180,90,180,180,0,180,j,present,resp,pract,0,42,42,37,,,,,,,0.9882329139114512,534.5674498306544,None,534.5674498306544,None,j,1,1.120967902133998,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,0,0,0,168,0,0,12,0,0,None,abs,inhibit,pract,0,43,43,29,,,,,,,1.035672836388972,537.0843486232334,None,537.0843486232334,None,None,1,,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,0,180,0,168,180,0,180,12,180,None,abs,inhibit,pract,0,44,44,30,,,,,,,0.7460373755883702,541.0744290022558,None,541.0744290022558,None,None,1,,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,12,180,12,0,180,0,180,180,180,j,abs,resp,pract,0,45,45,5,,,,,,,0.7752331672233078,545.084994577308,None,545.084994577308,None,None,0,,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,180,0,-168,180,0,180,0,12,180,None,abs,inhibit,pract,0,46,46,24,,,,,,,1.0612973582572518,549.6633637485138,None,549.6633637485138,None,f,0,1.8482632954255678,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,180,180,180,12,0,180,12,0,0,j,abs,resp,pract,0,47,47,8,,,,,,,0.8665926485380555,867.5949729076601,None,867.5949729076601,None,j,1,1.036263098627387,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
90,0,0,12,0,180,180,180,0,12,j,present,resp,pract,0,48,48,36,,,,,,,1.0828796077033322,869.9585632532471,None,869.9585632532471,None,j,1,0.7206686503268429,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,0,180,0,0,0,168,0,180,168,f,abs,resp,pract,0,49,49,15,,,,,,,0.8685842320400855,871.8056447934796,None,871.8056447934796,None,None,0,,,,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.4432654823176563,,,,,,,,,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,90,0,0,12,0,180,12,0,j,present,resp,freq_top,,,,,0,0,0,540,,,1.0273651564910993,,,,,,,,,,881.253726536248,None,881.253726536248,None,None,0,884.2202969034406,None,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
-168,0,0,168,0,90,180,180,180,0,f,present,resp,freq_top,,,,,0,1,1,860,,,0.9744719428235344,,,,,,,,,,885.7370094559883,None,885.7370094559883,None,None,0,888.7152130335453,None,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,0,0,-168,0,0,0,-168,0,0,f,abs,resp,freq_top,,,,,0,2,2,282,,,0.8202580315352086,,,,,,,,,,892.8926034937685,None,892.8926034937685,None,f,1,None,None,1.0979284708664636,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,180,-12,180,0,-12,180,0,180,0,j,abs,resp,freq_top,,,,,0,3,3,120,,,0.838197523538438,,,,,,,,,,894.9160087644559,None,894.9160087644559,None,j,1,None,None,1.2026481916909688,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,0,180,0,180,-168,0,168,0,0,f,abs,resp,freq_top,,,,,0,4,4,379,,,0.9139584611631899,,,,,,,,,,897.2918339028765,None,897.2918339028765,None,f,1,None,None,2.809857703272428,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
90,0,0,12,0,0,0,12,0,0,j,present,resp,freq_top,,,,,0,5,5,506,,,0.7454580168455757,,,,,,,,,,901.0691252363104,None,901.0691252363104,None,j,1,None,None,0.8405408238613745,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,270,180,180,180,180,168,0,-168,0,f,present,resp,freq_top,,,,,0,6,6,889,,,1.0774106374693277,,,,,,,,,,903.1888310917639,None,903.1888310917639,None,f,1,None,None,1.0728817523850012,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
168,180,0,90,180,180,0,168,0,0,f,present,resp,freq_top,,,,,0,7,7,782,,,1.0489463653503415,,,,,,,,,,905.6231084336614,None,905.6231084336614,None,j,0,906.7651585651256,None,1.1186726522209938,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,0,180,-12,180,180,-12,180,180,180,j,abs,resp,freq_top,,,,,0,8,8,71,,,1.030976253008824,,,,,,,,,,908.3295932390974,None,908.3295932390974,None,j,1,None,None,0.7961719285376603,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,-12,180,180,0,0,180,0,12,j,abs,resp,freq_top,,,,,0,9,9,194,,,0.7314046187884484,,,,,,,,,,909.9178228691308,None,909.9178228691308,None,j,1,None,None,2.3920198926862213,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,0,-12,0,0,-12,180,180,180,180,j,abs,resp,freq_top,,,,,0,10,10,88,,,1.0739397828488468,,,,,,,,,,913.8241290411024,None,913.8241290411024,None,j,1,None,None,2.0207454101982876,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,12,180,180,180,12,180,0,180,j,abs,resp,freq_top,,,,,0,11,11,25,,,0.8324713930105646,,,,,,,,,,917.0149948882099,None,917.0149948882099,None,f,0,917.8968785627512,None,0.8619264315857436,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,12,0,0,12,0,180,180,180,180,j,abs,resp,freq_top,,,,,0,12,12,12,,,0.9672369530412779,,,,,,,,,,919.5667299238848,None,919.5667299238848,None,j,1,None,None,0.8702272433365579,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,0,0,-168,180,180,180,180,0,12,None,abs,inhibit,freq_top,,,,,0,13,13,424,,,1.0440453192403,,,,,,,,,,921.7670710721577,None,921.7670710721577,None,None,1,None,None,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,180,180,168,180,168,180,180,180,f,abs,resp,freq_top,,,,,0,14,14,217,,,0.8172389217811924,,,,,,,,,,925.5915454270289,None,925.5915454270289,None,j,0,926.8770233228715,None,1.2610345923676505,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
270,0,-168,0,180,180,180,0,180,-168,f,present,resp,freq_top,,,,,0,15,15,831,,,0.7089220514408117,,,,,,,,,,928.1337686379702,None,928.1337686379702,None,f,1,None,None,0.8792829761950998,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,12,180,168,0,180,0,180,180,None,abs,inhibit,freq_top,,,,,0,16,16,501,,,0.9401604845030358,,,,,,,,,,930.0641749340284,None,930.0641749340284,None,None,1,None,None,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,180,168,0,180,168,180,0,180,180,f,abs,resp,freq_top,,,,,0,17,17,260,,,0.7019493011376194,,,,,,,,,,934.0292345534763,None,934.0292345534763,None,f,1,None,None,0.7430409981752746,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,0,12,0,0,0,0,0,-12,0,j,abs,resp,freq_top,,,,,0,18,18,179,,,0.9863152598950408,,,,,,,,,,936.0529576697882,None,936.0529576697882,None,j,1,None,None,1.3592277622155962,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,180,168,180,180,168,180,0,180,f,abs,resp,freq_top,,,,,0,19,19,211,,,0.9499899824104452,,,,,,,,,,938.536811081678,None,938.536811081678,None,f,1,None,None,0.7954230444011046,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,0,-168,180,0,180,0,0,168,f,abs,resp,freq_top,,,,,0,20,20,396,,,0.9766118971164388,,,,,,,,,,940.3832038054607,None,940.3832038054607,None,f,1,None,None,1.1730704373840126,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
270,0,168,0,0,0,168,0,0,0,f,present,resp,freq_top,,,,,0,21,21,765,,,0.7961527812661848,,,,,,,,,,942.6306301764998,None,942.6306301764998,None,f,1,None,None,0.9736303044992383,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,0,0,0,0,0,-168,0,-168,f,abs,resp,freq_top,,,,,0,22,22,308,,,0.8890988756950583,,,,,,,,,,944.7972627846902,None,944.7972627846902,None,f,1,None,None,0.7589145650417777,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,-168,0,0,180,180,180,180,0,12,None,abs,inhibit,freq_top,,,,,0,23,23,482,,,0.7938515816771117,,,,,,,,,,946.6079233814016,None,946.6079233814016,None,None,1,None,None,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,270,180,0,180,180,-12,180,-12,180,j,present,resp,freq_top,,,,,0,24,24,595,,,1.0416833874722178,,,,,,,,,,950.6680375583092,None,950.6680375583092,None,j,1,None,None,1.0956377486654674,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
12,180,0,180,12,0,180,0,180,180,j,abs,resp,freq_top,,,,,0,25,25,13,,,0.9199106197586459,,,,,,,,,,953.0092271823523,None,953.0092271823523,None,j,1,None,None,0.9462273628741968,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,0,168,180,180,180,180,168,180,f,abs,resp,freq_top,,,,,0,26,26,248,,,0.7625947348257656,,,,,,,,,,954.9744229351127,None,954.9744229351127,None,f,1,None,None,0.8221121162132476,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,-168,180,180,180,180,12,0,0,180,None,abs,inhibit,freq_top,,,,,0,27,27,479,,,0.8025758215776367,,,,,,,,,,956.892485773169,None,956.892485773169,None,None,1,None,None,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
-12,0,180,0,0,0,0,0,-12,0,j,abs,resp,freq_top,,,,,0,28,28,111,,,0.7260684123351635,,,,,,,,,,960.6385690728712,None,960.6385690728712,None,j,1,None,None,1.4760232021435513,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
-12,180,180,-12,0,270,0,180,180,180,j,present,resp,freq_top,,,,,0,29,29,638,,,0.7570069634236415,,,,,,,,,,962.9201244578508,None,962.9201244578508,None,j,1,None,None,0.970433435504674,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
-12,0,0,-168,0,0,0,0,0,0,None,abs,inhibit,freq_top,,,,,0,30,30,496,,,1.0553314237172555,,,,,,,,,,965.3206322864207,None,965.3206322864207,None,None,1,None,None,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,-12,0,270,0,-12,180,180,0,0,j,present,resp,freq_top,,,,,0,31,31,632,,,0.9369373612653165,,,,,,,,,,969.2624372571881,None,969.2624372571881,None,j,1,None,None,0.9482186521490803,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,270,0,0,12,0,180,180,180,12,j,present,resp,freq_top,,,,,0,32,32,514,,,0.774288131993873,,,,,,,,,,971.0401179741602,None,971.0401179741602,None,j,1,None,None,0.7544656317913905,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,180,0,90,0,12,180,180,-12,180,j,present,resp,freq_top,,,,,0,33,33,680,,,0.9593130883890877,,,,,,,,,,973.0870912114333,None,973.0870912114333,None,j,1,None,None,0.8516053531639045,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
180,270,180,180,168,180,168,180,180,180,f,present,resp,freq_top,,,,,0,34,34,737,,,0.8888276622627522,,,,,,,,,,975.1113066413454,None,975.1113066413454,None,f,1,None,None,0.6985984520215425,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
168,0,0,0,90,168,0,0,0,0,f,present,resp,freq_top,,,,,0,35,35,734,,,1.022229090369005,,,,,,,,,,976.8878252446739,None,976.8878252446739,None,f,1,None,None,1.0982221686717821,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,270,180,180,-168,180,180,180,0,-168,f,present,resp,freq_top,,,,,0,36,36,794,,,0.8647107202440607,,,,,,,,,,979.088116588071,None,979.088116588071,None,f,1,None,None,0.8816551972704474,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
0,168,0,0,-168,0,0,0,0,0,f,abs,resp,freq_top,,,,,0,37,37,362,,,0.7905868621913117,,,,,,,,,,980.8669011620877,None,980.8669011620877,None,None,0,983.8542332177967,None,,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
12,0,180,0,90,0,0,0,-12,0,j,present,resp,freq_top,,,,,0,38,38,685,,,0.7909082660198286,,,,,,,,,,985.1836420279506,None,985.1836420279506,None,j,1,None,None,1.6822485694792704,009,001,1,28,m,2021_Nov_08_1913,eye_tracking_exp,2021.2.3,85.07450919575236,
